Date,Australische dollar
2021-03-18,1.5347
2021-03-19,1.5365
2021-03-22,1.54
2021-03-23,1.5491
2021-03-24,1.5532
2021-03-25,1.5548
2021-03-26,1.5459
2021-03-29,1.5398
2021-03-30,1.5419
2021-03-31,1.5412
2021-04-01,1.55
2021-04-06,1.5482
2021-04-07,1.5581
2021-04-08,1.5539
2021-04-09,1.5579
2021-04-12,1.5613
2021-04-13,1.5652
2021-04-14,1.5561
2021-04-15,1.5448
2021-04-16,1.5459
2021-04-19,1.5491
2021-04-20,1.5492
2021-04-21,1.5554
2021-04-22,1.5581
2021-04-23,1.559
2021-04-26,1.5518
2021-04-27,1.5533
2021-04-28,1.5576
2021-04-29,1.5554
2021-04-30,1.5581
2021-05-03,1.5573
2021-05-04,1.5608
2021-05-05,1.551
2021-05-06,1.5547
2021-05-07,1.5523
2021-05-10,1.5433
2021-05-11,1.5509
2021-05-12,1.5526
2021-05-13,1.5673
2021-05-14,1.5634
2021-05-17,1.5683
2021-05-18,1.5652
2021-05-19,1.5765
2021-05-20,1.5736
2021-05-21,1.5698
2021-05-24,1.5804
2021-05-25,1.5785
2021-05-26,1.5732
2021-05-27,1.5753
2021-05-28,1.5796
2021-05-31,1.5775
2021-06-01,1.5793
2021-06-02,1.5756
2021-06-03,1.5792
2021-06-04,1.5804
2021-06-07,1.5678
2021-06-08,1.5718
2021-06-09,1.5731
2021-06-10,1.5731
2021-06-11,1.5687
2021-06-14,1.5696
2021-06-15,1.5742
2021-06-16,1.5719
2021-06-17,1.5763
2021-06-18,1.5832
2021-06-21,1.5821
2021-06-22,1.5818
2021-06-23,1.5762
2021-06-24,1.5756
2021-06-25,1.5726
2021-06-28,1.5753
2021-06-29,1.5811
2021-06-30,1.5853
2021-07-01,1.5836
2021-07-02,1.5836
2021-07-05,1.576
2021-07-06,1.5633
2021-07-07,1.5711
2021-07-08,1.5957
2021-07-09,1.5868
2021-07-12,1.5888
2021-07-13,1.584
2021-07-14,1.5817
2021-07-15,1.5876
2021-07-16,1.5907
2021-07-19,1.6043
2021-07-20,1.6082
2021-07-21,1.6089
2021-07-22,1.5959
2021-07-23,1.5944
2021-07-26,1.601
2021-07-27,1.6029
2021-07-28,1.6081
2021-07-29,1.6062
2021-07-30,1.6133
2021-08-02,1.6141
2021-08-03,1.6086
2021-08-04,1.6002
2021-08-05,1.599
2021-08-06,1.5968
2021-08-09,1.6002
2021-08-10,1.5965
2021-08-11,1.5958
2021-08-12,1.5963
2021-08-13,1.6006
2021-08-16,1.6059
2021-08-17,1.6138
2021-08-18,1.617
2021-08-19,1.6319
2021-08-20,1.6373
2021-08-23,1.6311
2021-08-24,1.6203
2021-08-25,1.6191
2021-08-26,1.6206
2021-08-27,1.622
2021-08-30,1.6167
2021-08-31,1.6156
2021-09-01,1.6088
2021-09-02,1.6038
2021-09-03,1.5961
2021-09-06,1.5952
2021-09-07,1.6044
2021-09-08,1.6027
2021-09-09,1.6035
2021-09-10,1.5986
2021-09-13,1.6015
2021-09-14,1.6114
2021-09-15,1.6153
2021-09-16,1.6077
2021-09-17,1.6111
2021-09-20,1.6201
2021-09-21,1.62
2021-09-22,1.6178
2021-09-23,1.611
2021-09-24,1.6165
2021-09-27,1.6129
2021-09-28,1.6115
2021-09-29,1.6112
2021-09-30,1.6095
2021-10-01,1.5985
2021-10-04,1.5957
2021-10-05,1.5937
2021-10-06,1.5913
2021-10-07,1.5839
2021-10-08,1.5837
2021-10-11,1.5751
2021-10-12,1.566
2021-10-13,1.5722
2021-10-14,1.5644
2021-10-15,1.564
2021-10-18,1.5707
2021-10-19,1.5601
2021-10-20,1.5528
2021-10-21,1.5528
2021-10-22,1.551
2021-10-25,1.5505
2021-10-26,1.5465
2021-10-27,1.5458
2021-10-28,1.5411
2021-10-29,1.5455
2021-11-01,1.54
2021-11-02,1.5544
2021-11-03,1.5574
2021-11-04,1.5602
2021-11-05,1.5594
2021-11-08,1.5621
2021-11-09,1.5642
2021-11-10,1.5697
2021-11-11,1.5699
2021-11-12,1.569
2021-11-15,1.5537
2021-11-16,1.549
2021-11-17,1.5521
2021-11-18,1.558
2021-11-19,1.5581
2021-11-22,1.5532
2021-11-23,1.5581
2021-11-24,1.5549
2021-11-25,1.5627
2021-11-26,1.5795
2021-11-29,1.5782
2021-11-30,1.5898
2021-12-01,1.5849
2021-12-02,1.5975
2021-12-03,1.5999
2021-12-06,1.6034
2021-12-07,1.5836
2021-12-08,1.5841
2021-12-09,1.584
2021-12-10,1.5765
2021-12-13,1.5795
2021-12-14,1.5866
2021-12-15,1.5763
2021-12-16,1.5714
2021-12-17,1.5815
2021-12-20,1.5855
2021-12-21,1.584
2021-12-22,1.5758
2021-12-23,1.5639
2021-12-24,1.5645
2021-12-27,1.5685
2021-12-28,1.5603
2021-12-29,1.5638
2021-12-30,1.5594
2021-12-31,1.5615
2022-01-03,1.5691
2022-01-04,1.5682
2022-01-05,1.56
2022-01-06,1.5778
2022-01-07,1.5804
2022-01-10,1.5774
2022-01-11,1.5804
2022-01-12,1.5762
2022-01-13,1.5709
2022-01-14,1.5803
2022-01-17,1.5811
2022-01-18,1.5833
2022-01-19,1.5709
2022-01-20,1.5662
2022-01-21,1.5774
2022-01-24,1.5866
2022-01-25,1.5814
2022-01-26,1.5727
2022-01-27,1.5771
2022-01-28,1.5971
2022-01-31,1.582
2022-02-01,1.5868
2022-02-02,1.5828
2022-02-03,1.5849
2022-02-04,1.6165
2022-02-07,1.6097
2022-02-08,1.6025
2022-02-09,1.5933
2022-02-10,1.5894
2022-02-11,1.5927
2022-02-14,1.5902
2022-02-15,1.5888
2022-02-16,1.5859
2022-02-17,1.5786
2022-02-18,1.5754
2022-02-21,1.5751
2022-02-22,1.5739
2022-02-23,1.5592
2022-02-24,1.5593
2022-02-25,1.5541
2022-02-28,1.5508
2022-03-01,1.5365
2022-03-02,1.5272
2022-03-03,1.5139
2022-03-04,1.4872
2022-03-07,1.4751
2022-03-08,1.4971
2022-03-09,1.4991
2022-03-10,1.5109
2022-03-11,1.5017
2022-03-14,1.5137
2022-03-15,1.5234
2022-03-16,1.5165
2022-03-17,1.5055
2022-03-18,1.4945
2022-03-21,1.4897
2022-03-22,1.4802
2022-03-23,1.4728
2022-03-24,1.4668
2022-03-25,1.4624
2022-03-28,1.459
2022-03-29,1.4795
2022-03-30,1.4809
2022-03-31,1.4829
2022-04-01,1.4696
2022-04-04,1.4651
2022-04-05,1.4374
2022-04-06,1.4431
2022-04-07,1.4578
2022-04-08,1.4552
2022-04-11,1.4654
2022-04-12,1.4599
2022-04-13,1.4603
2022-04-14,1.4612
2022-04-19,1.4663
2022-04-20,1.4581
2022-04-21,1.4653
2022-04-22,1.4816
2022-04-25,1.4972
2022-04-26,1.4828
2022-04-27,1.4828
2022-04-28,1.4814
2022-04-29,1.4699
2022-05-02,1.4913
2022-05-03,1.4825
2022-05-04,1.478
2022-05-05,1.4669
2022-05-06,1.4888
2022-05-09,1.5048
2022-05-10,1.5162
2022-05-11,1.5055
2022-05-12,1.5163
2022-05-13,1.5067
2022-05-16,1.5057
2022-05-17,1.4993
2022-05-18,1.498
2022-05-19,1.5036
2022-05-20,1.498
2022-05-23,1.4982
2022-05-24,1.5152
2022-05-25,1.5126
2022-05-26,1.511
2022-05-27,1.4995
2022-05-30,1.4982
2022-05-31,1.4933
2022-06-01,1.4861
2022-06-02,1.4829
2022-06-03,1.4805
2022-06-06,1.4842
2022-06-07,1.4884
2022-06-08,1.4917
2022-06-09,1.4985
2022-06-10,1.4845
2022-06-13,1.4998
2022-06-14,1.5174
2022-06-15,1.5051
2022-06-16,1.4939
2022-06-17,1.5039
2022-06-20,1.5061
2022-06-21,1.5177
2022-06-22,1.5254
2022-06-23,1.5212
2022-06-24,1.5248
2022-06-27,1.5278
2022-06-28,1.521
2022-06-29,1.5256
2022-06-30,1.5099
2022-07-01,1.5382
2022-07-04,1.5205
2022-07-05,1.518
2022-07-06,1.4961
2022-07-07,1.4883
2022-07-08,1.4871
2022-07-11,1.491
2022-07-12,1.49
2022-07-13,1.4802
2022-07-14,1.4893
2022-07-15,1.4886
2022-07-18,1.4839
2022-07-19,1.4869
2022-07-20,1.4767
2022-07-21,1.4848
2022-07-22,1.4677
2022-07-25,1.4707
2022-07-26,1.4605
2022-07-27,1.462
2022-07-28,1.4535
2022-07-29,1.4646
2022-08-01,1.4535
2022-08-02,1.4745
2022-08-03,1.4681
2022-08-04,1.4607
2022-08-05,1.4713
2022-08-08,1.4607
2022-08-09,1.4687
2022-08-10,1.4682
2022-08-11,1.4532
2022-08-12,1.4496
2022-08-15,1.4508
2022-08-16,1.4463
2022-08-17,1.4655
2022-08-18,1.4617
2022-08-19,1.4584
2022-08-22,1.4478
2022-08-23,1.4437
2022-08-24,1.4389
2022-08-25,1.4306
2022-08-26,1.4333
2022-08-29,1.4529
2022-08-30,1.4472
2022-08-31,1.4591
2022-09-01,1.4651
2022-09-02,1.4671
2022-09-05,1.4616
2022-09-06,1.4651
2022-09-07,1.4748
2022-09-08,1.4824
2022-09-09,1.4704
2022-09-12,1.4749
2022-09-13,1.4736
2022-09-14,1.4873
2022-09-15,1.4853
2022-09-16,1.4894
2022-09-19,1.495
2022-09-20,1.4893
2022-09-21,1.4851
2022-09-22,1.484
2022-09-23,1.4828
2022-09-26,1.4858
2022-09-27,1.4859
2022-09-28,1.4924
2022-09-29,1.4982
2022-09-30,1.5076
2022-10-03,1.5128
2022-10-04,1.5318
2022-10-05,1.538
2022-10-06,1.5263
2022-10-07,1.5266
2022-10-10,1.536
2022-10-11,1.545
2022-10-12,1.5525
2022-10-13,1.5495
2022-10-14,1.5493
2022-10-17,1.5599
2022-10-18,1.5557
2022-10-19,1.5568
2022-10-20,1.5554
2022-10-21,1.5646
2022-10-24,1.5631
2022-10-25,1.5599
2022-10-26,1.5466
2022-10-27,1.561
2022-10-28,1.5511
2022-10-31,1.5529
2022-11-01,1.5409
2022-11-02,1.5426
2022-11-03,1.5517
2022-11-04,1.5311
2022-11-07,1.5428
2022-11-08,1.5435
2022-11-09,1.5538
2022-11-10,1.5525
2022-11-11,1.5459
2022-11-14,1.5427
2022-11-15,1.5415
2022-11-16,1.54
2022-11-17,1.5526
2022-11-18,1.5433
2022-11-21,1.5471
2022-11-22,1.5473
2022-11-23,1.5522
2022-11-24,1.5414
2022-11-25,1.5404
2022-11-28,1.5632
2022-11-29,1.5414
2022-11-30,1.5425
2022-12-01,1.5377
2022-12-02,1.5457
2022-12-05,1.5542
2022-12-06,1.5625
2022-12-07,1.5728
2022-12-08,1.559
2022-12-09,1.5553
2022-12-12,1.5625
2022-12-13,1.5553
2022-12-14,1.551
2022-12-15,1.5695
2022-12-16,1.5866
2022-12-19,1.5794
