Date,Russische roebel
2016-05-02,74.4081
2016-05-03,76.9498
2016-05-04,75.956
2016-05-05,75.0559
2016-05-06,75.9135
2016-05-09,75.1908
2016-05-10,75.6404
2016-05-11,75.0267
2016-05-12,73.743
2016-05-13,74.0697
2016-05-16,73.5759
2016-05-17,73.37
2016-05-18,73.7809
2016-05-19,74.5356
2016-05-20,74.9139
2016-05-23,75.2277
2016-05-24,74.4262
2016-05-25,73.2362
2016-05-26,72.742
2016-05-27,73.7516
2016-05-30,73.3946
2016-05-31,73.53
2016-06-01,74.7806
2016-06-02,75.042
2016-06-03,74.9088
2016-06-06,74.1968
2016-06-07,73.7121
2016-06-08,72.5458
2016-06-09,72.822
2016-06-10,73.142
2016-06-13,74.0264
2016-06-14,74.3488
2016-06-15,73.739
2016-06-16,73.5915
2016-06-17,73.2867
2016-06-20,72.4231
2016-06-21,72.7638
2016-06-22,72.266
2016-06-23,72.9548
2016-06-24,72.6282
2016-06-27,71.7922
2016-06-28,71.6883
2016-06-29,71.0452
2016-06-30,71.52
2016-07-01,71.3087
2016-07-04,71.0115
2016-07-05,71.6075
2016-07-06,71.6165
2016-07-07,70.9286
2016-07-08,70.9558
2016-07-11,70.9862
2016-07-12,70.8144
2016-07-13,70.6406
2016-07-14,70.4687
2016-07-15,70.3711
2016-07-18,69.7145
2016-07-19,69.5272
2016-07-20,69.7877
2016-07-21,70.3897
2016-07-22,71.0806
2016-07-25,71.2651
2016-07-26,72.892
2016-07-27,72.5463
2016-07-28,73.6747
2016-07-29,74.4883
2016-08-01,73.8736
2016-08-02,74.5098
2016-08-03,74.5458
2016-08-04,73.7722
2016-08-05,72.7967
2016-08-08,71.809
2016-08-09,71.7804
2016-08-10,72.0826
2016-08-11,72.3675
2016-08-12,72.2194
2016-08-15,71.8869
2016-08-16,72.0053
2016-08-17,72.2019
2016-08-18,72.5612
2016-08-19,72.5897
2016-08-22,72.8855
2016-08-23,73.1995
2016-08-24,73.0561
2016-08-25,73.22
2016-08-26,73.1392
2016-08-29,72.6695
2016-08-30,72.4564
2016-08-31,72.6624
2016-09-01,72.8322
2016-09-02,73.5963
2016-09-05,72.4024
2016-09-06,72.34
2016-09-07,72.4813
2016-09-08,72.1488
2016-09-09,72.5475
2016-09-12,73.0373
2016-09-13,72.82
2016-09-14,73.1292
2016-09-15,73.1961
2016-09-16,72.8966
2016-09-19,72.0211
2016-09-20,72.5141
2016-09-21,71.7138
2016-09-22,71.5987
2016-09-23,71.2201
2016-09-26,71.9272
2016-09-27,71.7263
2016-09-28,71.7039
2016-09-29,70.8848
2016-09-30,70.514
2016-10-03,70.001
2016-10-04,69.7125
2016-10-05,69.9836
2016-10-06,69.7269
2016-10-07,69.5692
2016-10-10,69.6779
2016-10-11,69.1597
2016-10-12,68.9576
2016-10-13,69.806
2016-10-14,69.2807
2016-10-17,69.0709
2016-10-18,69.1488
2016-10-19,68.6223
2016-10-20,68.5407
2016-10-21,67.9165
2016-10-24,67.797
2016-10-25,67.4963
2016-10-26,68.1
2016-10-27,68.6064
2016-10-28,68.7678
2016-10-31,69.2498
2016-11-01,69.3698
2016-11-02,70.3983
2016-11-03,70.5482
2016-11-04,71.0672
2016-11-07,70.475
2016-11-08,70.404
2016-11-09,69.8562
2016-11-10,69.6283
2016-11-11,71.4075
2016-11-14,71.6148
2016-11-15,70.2005
2016-11-16,69.6846
2016-11-17,69.2184
2016-11-18,68.7941
2016-11-21,68.169
2016-11-22,67.96
2016-11-23,68.1458
2016-11-24,68.0798
2016-11-25,68.4111
2016-11-28,68.8075
2016-11-29,69.0453
2016-11-30,68.4209
2016-12-01,67.77
2016-12-02,68.257
2016-12-05,68.1175
2016-12-06,68.4247
2016-12-07,68.3924
2016-12-08,68.19
2016-12-09,66.6988
2016-12-12,64.8661
2016-12-13,64.5831
2016-12-14,65.1386
2016-12-15,64.3953
2016-12-16,64.3017
2016-12-19,64.5075
2016-12-20,63.8664
2016-12-21,63.6682
2016-12-22,63.7526
2016-12-23,64.0085
2016-12-27,63.4525
2016-12-28,62.9938
2016-12-29,63.2555
2016-12-30,64.3
2017-01-02,64.1073
2017-01-03,62.9125
2017-01-04,63.4078
2017-01-05,62.4526
2017-01-06,62.7475
2017-01-09,62.8383
2017-01-10,63.5057
2017-01-11,63.3625
2017-01-12,63.3302
2017-01-13,63.2685
2017-01-16,63.1692
2017-01-17,63.2426
2017-01-18,63.248
2017-01-19,63.5802
2017-01-20,63.6075
2017-01-23,63.7875
2017-01-24,63.6559
2017-01-25,63.6282
2017-01-26,64.7269
2017-01-27,64.1625
2017-01-30,63.7792
2017-01-31,64.4302
2017-02-01,64.8674
2017-02-02,64.3505
2017-02-03,63.6106
2017-02-06,63.0404
2017-02-07,63.4442
2017-02-08,63.1825
2017-02-09,62.873
2017-02-10,62.2757
2017-02-13,61.67
2017-02-14,60.9409
2017-02-15,60.9795
2017-02-16,60.9025
2017-02-17,61.9668
2017-02-20,61.6215
2017-02-21,60.839
2017-02-22,60.7803
2017-02-23,61.1931
2017-02-24,61.6435
2017-02-27,61.1026
2017-02-28,61.755
2017-03-01,61.419
2017-03-02,61.6805
2017-03-03,62.0628
2017-03-06,61.5602
2017-03-07,61.356
2017-03-08,61.7573
2017-03-09,62.6102
2017-03-10,62.6964
2017-03-13,62.955
2017-03-14,63.1241
2017-03-15,62.7435
2017-03-16,62.1796
2017-03-17,61.9515
2017-03-20,61.8563
2017-03-21,61.811
2017-03-22,62.6509
2017-03-23,62.2001
2017-03-24,61.6859
2017-03-27,61.8655
2017-03-28,61.8842
2017-03-29,61.2237
2017-03-30,60.3375
2017-03-31,60.313
2017-04-03,60.0802
2017-04-04,60.1167
2017-04-05,59.6596
2017-04-06,60.0558
2017-04-07,60.4918
2017-04-10,60.5034
2017-04-11,60.4528
2017-04-12,60.5067
2017-04-13,59.935
2017-04-18,59.886
2017-04-19,60.2656
2017-04-20,60.4465
2017-04-21,60.2565
2017-04-24,60.6905
2017-04-25,61.0111
2017-04-26,61.7554
2017-04-27,62.078
2017-04-28,62.1061
2017-05-02,62.23
2017-05-03,62.5464
2017-05-04,63.3428
2017-05-05,64.16
2017-05-08,63.6825
2017-05-09,63.4665
2017-05-10,62.9593
2017-05-11,62.065
2017-05-12,62.3148
2017-05-15,61.7094
2017-05-16,62.3
2017-05-17,63.0276
2017-05-18,64.5335
2017-05-19,63.781
2017-05-22,63.7417
2017-05-23,63.3563
2017-05-24,63.1545
2017-05-25,63.1321
2017-05-26,63.7967
2017-05-29,63.3437
2017-05-30,63.2618
2017-05-31,63.7056
2017-06-01,63.5329
2017-06-02,63.4621
2017-06-05,63.715
2017-06-06,63.8407
2017-06-07,63.5152
2017-06-08,64.0135
2017-06-09,63.6657
2017-06-12,63.9585
2017-06-13,63.8205
2017-06-14,63.945
2017-06-15,64.3175
2017-06-16,64.23
2017-06-19,65.1757
2017-06-20,66.2746
2017-06-21,66.2425
2017-06-22,66.7825
2017-06-23,66.6677
2017-06-26,66.039
2017-06-27,66.553
2017-06-28,67.9014
2017-06-29,67.3005
2017-06-30,67.5449
2017-07-03,67.4684
2017-07-04,67.34
2017-07-05,67.82
2017-07-06,68.4881
2017-07-07,68.9193
2017-07-10,68.8648
2017-07-11,69.33
2017-07-12,69.3499
2017-07-13,68.475
2017-07-14,67.9547
2017-07-17,67.926
2017-07-18,68.1676
2017-07-19,68.0915
2017-07-20,67.854
2017-07-21,68.6175
2017-07-24,69.8567
2017-07-25,69.9831
2017-07-26,69.705
2017-07-27,69.6779
2017-07-28,69.8319
2017-07-31,70.4643
2017-08-01,71.175
2017-08-02,71.8059
2017-08-03,71.6789
2017-08-04,71.4691
2017-08-07,70.8515
2017-08-08,70.8912
2017-08-09,70.3937
2017-08-10,70.2875
2017-08-11,70.6275
2017-08-14,70.396
2017-08-15,70.4414
2017-08-16,69.6423
2017-08-17,69.473
2017-08-18,69.7304
2017-08-21,69.4996
2017-08-22,69.484
2017-08-23,69.7924
2017-08-24,69.8033
2017-08-25,69.8312
2017-08-28,69.659
2017-08-29,70.7954
2017-08-30,69.8224
2017-08-31,69.1235
2017-09-01,68.8223
2017-09-04,68.8889
2017-09-05,68.9138
2017-09-06,68.4889
2017-09-07,68.267
2017-09-08,68.965
2017-09-11,68.6188
2017-09-12,68.3844
2017-09-13,69.0768
2017-09-14,68.648
2017-09-15,68.8226
2017-09-18,68.9576
2017-09-19,69.5066
2017-09-20,69.438
2017-09-21,69.022
2017-09-22,68.8885
2017-09-25,68.0714
2017-09-26,67.987
2017-09-27,68.267
2017-09-28,68.3855
2017-09-29,68.2519
2017-10-02,68.0395
2017-10-03,68.1636
2017-10-04,67.8176
2017-10-05,67.5273
2017-10-06,67.7275
2017-10-09,68.5379
2017-10-10,68.2832
2017-10-11,68.4492
2017-10-12,68.404
2017-10-13,68.1201
2017-10-16,67.478
2017-10-17,67.4711
2017-10-18,67.4559
2017-10-19,68.1785
2017-10-20,67.8679
2017-10-23,67.4375
2017-10-24,67.609
2017-10-25,67.864
2017-10-26,67.7597
2017-10-27,67.8368
2017-10-30,67.1203
2017-10-31,67.8738
2017-11-01,67.51
2017-11-02,68.0327
2017-11-03,68.2952
2017-11-06,68.3327
2017-11-07,68.0443
2017-11-08,68.7166
2017-11-09,69.0726
2017-11-10,69.0375
2017-11-13,69.3309
2017-11-14,70.1633
2017-11-15,71.257
2017-11-16,70.446
2017-11-17,70.0461
2017-11-20,70.147
2017-11-21,69.5585
2017-11-22,68.9476
2017-11-23,69.2337
2017-11-24,69.4559
2017-11-27,69.4793
2017-11-28,69.2929
2017-11-29,69.0103
2017-11-30,69.194
2017-12-01,69.6973
2017-12-04,69.7763
2017-12-05,69.5478
2017-12-06,69.7909
2017-12-07,69.7763
2017-12-08,69.6511
2017-12-11,69.7954
2017-12-12,69.2925
2017-12-13,69.1283
2017-12-14,69.619
2017-12-15,69.5043
2017-12-18,69.1462
2017-12-19,69.3065
2017-12-20,69.5139
2017-12-21,69.3462
2017-12-22,69.095
2017-12-27,68.5974
2017-12-28,68.7979
2017-12-29,69.392
2018-01-02,69.1176
2018-01-03,69.0962
2018-01-04,68.9312
2018-01-05,68.7724
2018-01-08,68.3774
2018-01-09,68.0535
2018-01-10,68.3985
2018-01-11,68.465
2018-01-12,68.7074
2018-01-15,69.2832
2018-01-16,69.0251
2018-01-17,69.3859
2018-01-18,69.2126
2018-01-19,69.3324
2018-01-22,69.2819
2018-01-23,69.2007
2018-01-24,69.5725
2018-01-25,69.2815
2018-01-26,69.5246
2018-01-29,69.8633
2018-01-30,69.5888
2018-01-31,70.0723
2018-02-01,70.122
2018-02-02,70.2938
2018-02-05,70.4985
2018-02-06,70.7106
2018-02-07,70.5211
2018-02-08,70.8858
2018-02-09,71.5055
2018-02-12,71.0851
2018-02-13,71.2558
2018-02-14,70.8493
2018-02-15,70.8097
2018-02-16,70.2884
2018-02-19,70.0709
2018-02-20,69.9071
2018-02-21,69.6656
2018-02-22,69.6731
2018-02-23,69.448
2018-02-26,68.9399
2018-02-27,68.7975
2018-02-28,68.754
2018-03-01,69.1788
2018-03-02,70.3851
2018-03-05,70.298
2018-03-06,69.8699
2018-03-07,70.6046
2018-03-08,70.6686
2018-03-09,70.1112
2018-03-12,70.0482
2018-03-13,70.3046
2018-03-14,70.4935
2018-03-15,70.6343
2018-03-16,70.8949
2018-03-19,71.3661
2018-03-20,70.8466
2018-03-21,70.6217
2018-03-22,70.32
2018-03-23,70.5388
2018-03-26,70.6897
2018-03-27,70.82
2018-03-28,71.3252
2018-03-29,70.8897
2018-04-03,70.8835
2018-04-04,70.9668
2018-04-05,70.6251
2018-04-06,70.827
2018-04-09,74.113
2018-04-10,77.4609
2018-04-11,80.0075
2018-04-12,75.8954
2018-04-13,76.2186
2018-04-16,76.942
2018-04-17,76.3214
2018-04-18,76.1846
2018-04-19,75.2875
2018-04-20,75.7375
2018-04-23,75.6527
2018-04-24,75.2566
2018-04-25,75.7073
2018-04-26,76.5029
2018-04-27,75.4175
2018-04-30,75.9587
2018-05-02,76.4
2018-05-03,76.0875
2018-05-04,75.4816
2018-05-07,74.8299
2018-05-08,75.1187
2018-05-09,74.9194
2018-05-10,73.707
2018-05-11,73.5704
2018-05-14,73.8057
2018-05-15,73.822
2018-05-16,73.5977
2018-05-17,73.1549
2018-05-18,73.215
2018-05-21,73.3644
2018-05-22,72.3491
2018-05-23,72.2643
2018-05-24,72.1879
2018-05-25,72.4935
2018-05-28,72.6316
2018-05-29,72.3479
2018-05-30,72.3836
2018-05-31,72.5759
2018-06-01,72.5972
2018-06-04,72.6626
2018-06-05,72.816
2018-06-06,72.9345
2018-06-07,73.3086
2018-06-08,73.4773
2018-06-11,73.7903
2018-06-12,73.9972
2018-06-13,73.8286
2018-06-14,72.7553
2018-06-15,72.5401
2018-06-18,73.4609
2018-06-19,73.805
2018-06-20,73.6225
2018-06-21,73.5577
2018-06-22,73.5314
2018-06-25,73.3376
2018-06-26,73.5257
2018-06-27,73.359
2018-06-28,73.0951
2018-06-29,73.1582
2018-07-02,73.4691
2018-07-03,73.6468
2018-07-04,73.6646
2018-07-05,73.7787
2018-07-06,74.0505
2018-07-09,73.8901
2018-07-10,73.2605
2018-07-11,72.7507
2018-07-12,72.4169
2018-07-13,72.4844
2018-07-16,72.922
2018-07-17,73.1793
2018-07-18,73.3067
2018-07-19,73.5585
2018-07-20,74.0532
2018-07-23,73.9197
2018-07-24,73.4444
2018-07-25,73.5813
2018-07-26,73.856
2018-07-27,73.2503
2018-07-30,72.9792
2018-07-31,73.2097
2018-08-01,73.4672
2018-08-02,73.4819
2018-08-03,73.3448
2018-08-06,73.4661
2018-08-07,73.5837
2018-08-08,75.0618
2018-08-09,76.5157
2018-08-10,76.8097
2018-08-13,77.4814
2018-08-14,75.853
2018-08-15,75.9875
2018-08-16,76.2551
2018-08-17,76.8166
2018-08-20,76.7235
2018-08-21,77.6921
2018-08-22,78.9307
2018-08-23,78.5871
2018-08-24,78.239
2018-08-27,78.2795
2018-08-28,79.0727
2018-08-29,79.4075
2018-08-30,79.2207
2018-08-31,79.0967
2018-09-03,79.083
2018-09-04,79.0289
2018-09-05,79.2265
2018-09-06,79.5747
2018-09-07,80.6765
2018-09-10,81.2688
2018-09-11,81.2488
2018-09-12,80.1609
2018-09-13,79.4322
2018-09-14,79.2016
2018-09-17,79.4113
2018-09-18,79.1659
2018-09-19,78.0688
2018-09-20,78.067
2018-09-21,78.5108
2018-09-24,77.5752
2018-09-25,77.3603
2018-09-26,77.4075
2018-09-27,76.9011
2018-09-28,76.1422
2018-10-01,76.1229
2018-10-02,75.4537
2018-10-03,75.7812
2018-10-04,76.6491
2018-10-05,76.6706
2018-10-08,76.7075
2018-10-09,76.3635
2018-10-10,76.183
2018-10-11,76.9207
2018-10-12,76.2999
2018-10-15,75.924
2018-10-16,75.8119
2018-10-17,75.6506
2018-10-18,75.505
2018-10-19,75.2418
2018-10-22,75.0427
2018-10-23,75.0301
2018-10-24,74.369
2018-10-25,74.8575
2018-10-26,74.7073
2018-10-29,74.6394
2018-10-30,74.6963
2018-10-31,74.4074
2018-11-01,74.8346
2018-11-02,75.3127
2018-11-05,75.4376
2018-11-06,75.3169
2018-11-07,75.7709
2018-11-08,75.8313
2018-11-09,76.4283
2018-11-12,76.18
2018-11-13,76.199
2018-11-14,76.3414
2018-11-15,75.2446
2018-11-16,74.9036
2018-11-19,75.2885
2018-11-20,75.0039
2018-11-21,75.0963
2018-11-22,74.7458
2018-11-23,74.7114
2018-11-26,76.3045
2018-11-27,75.6401
2018-11-28,75.91
2018-11-29,75.542
2018-11-30,76.0734
2018-12-03,75.4428
2018-12-04,75.7901
2018-12-05,75.8385
2018-12-06,75.9421
2018-12-07,75.885
2018-12-10,75.8985
2018-12-11,75.5225
2018-12-12,75.2467
2018-12-13,75.4593
2018-12-14,75.2265
2018-12-17,75.5249
2018-12-18,76.1678
2018-12-19,77.0444
2018-12-20,77.4949
2018-12-21,78.2103
2018-12-24,78.096
2018-12-27,78.8767
2018-12-28,79.5445
2018-12-31,79.7153
2019-01-02,79.3589
2019-01-03,78.2615
2019-01-04,77.679
2019-01-07,76.5664
2019-01-08,76.7197
2019-01-09,76.8925
2019-01-10,77.2491
2019-01-11,77.3679
2019-01-14,77.0602
2019-01-15,76.6722
2019-01-16,75.9175
2019-01-17,75.9004
2019-01-18,75.6267
2019-01-21,75.427
2019-01-22,75.4433
2019-01-23,75.2297
2019-01-24,74.7868
2019-01-25,75.0193
2019-01-28,75.3804
2019-01-29,75.6887
2019-01-30,75.3615
2019-01-31,75.1113
2019-02-01,75.1176
2019-02-04,75.1351
2019-02-05,74.8209
2019-02-06,74.9228
2019-02-07,74.899
2019-02-08,74.8085
2019-02-11,74.1735
2019-02-12,74.0368
2019-02-13,74.3338
2019-02-14,75.4522
2019-02-15,75.0816
2019-02-18,74.9142
2019-02-19,74.7569
2019-02-20,74.5774
2019-02-21,74.3534
2019-02-22,74.1694
2019-02-25,74.2508
2019-02-26,74.6158
2019-02-27,74.8589
2019-02-28,75.0888
2019-03-01,74.9928
2019-03-04,74.5435
2019-03-05,74.5028
2019-03-06,74.4208
2019-03-07,74.3115
2019-03-08,74.5885
2019-03-11,74.2572
2019-03-12,74.1045
2019-03-13,74.0008
2019-03-14,73.925
2019-03-15,73.9233
2019-03-18,72.9217
2019-03-19,73.1062
2019-03-20,73.004
2019-03-21,72.5435
2019-03-22,72.7425
2019-03-25,72.7646
2019-03-26,72.5964
2019-03-27,72.9572
2019-03-28,73.1411
2019-03-29,72.8564
2019-04-01,73.7449
2019-04-02,73.2144
2019-04-03,73.36
2019-04-04,73.3377
2019-04-05,73.327
2019-04-08,73.268
2019-04-09,73.0029
2019-04-10,72.86
2019-04-11,72.659
2019-04-12,72.6133
2019-04-15,72.7011
2019-04-16,72.7183
2019-04-17,72.1887
2019-04-18,71.9719
2019-04-23,71.6763
2019-04-24,71.985
2019-04-25,72.21
2019-04-26,72.1131
2019-04-29,71.9802
2019-04-30,72.2099
2019-05-02,73.2535
2019-05-03,72.8703
2019-05-06,72.975
2019-05-07,72.7907
2019-05-08,73.0256
2019-05-09,73.0572
2019-05-10,73.3493
2019-05-13,73.5854
2019-05-14,73.2104
2019-05-15,72.4794
2019-05-16,72.2886
2019-05-17,72.1926
2019-05-20,72.0519
2019-05-21,71.9646
2019-05-22,71.7625
2019-05-23,72.0525
2019-05-24,72.1352
2019-05-27,72.185
2019-05-28,72.2891
2019-05-29,72.8036
2019-05-30,72.3334
2019-05-31,72.9053
2019-06-03,73.1315
2019-06-04,73.339
2019-06-05,73.3295
2019-06-06,73.4704
2019-06-07,73.2914
2019-06-10,73.1393
2019-06-11,73.0227
2019-06-12,73.3013
2019-06-13,72.9275
2019-06-14,72.388
2019-06-17,72.1432
2019-06-18,71.8787
2019-06-19,71.736
2019-06-20,71.4393
2019-06-21,71.5191
2019-06-24,71.7127
2019-06-25,71.4389
2019-06-26,71.6399
2019-06-27,71.6096
2019-06-28,71.5975
2019-07-01,71.4725
2019-07-02,71.4958
2019-07-03,71.8136
2019-07-04,71.5913
2019-07-05,71.5048
2019-07-08,71.5025
2019-07-09,71.4007
2019-07-10,71.2695
2019-07-11,70.9968
2019-07-12,70.9895
2019-07-15,70.5998
2019-07-16,70.3975
2019-07-17,70.4625
2019-07-18,70.6478
2019-07-19,70.737
2019-07-22,70.6525
2019-07-23,70.5611
2019-07-24,70.3192
2019-07-25,70.1249
2019-07-26,70.3184
2019-07-29,70.63
2019-07-30,70.5654
2019-07-31,70.8041
2019-08-01,70.577
2019-08-02,72.5055
2019-08-05,72.6588
2019-08-06,72.7977
2019-08-07,73.0455
2019-08-08,73.1407
2019-08-09,73.2133
2019-08-12,73.4092
2019-08-13,73.6134
2019-08-14,73.3476
2019-08-15,73.7771
2019-08-16,73.3855
2019-08-19,74.2984
2019-08-20,73.836
2019-08-21,73.1897
2019-08-22,72.756
2019-08-23,72.9469
2019-08-26,73.2819
2019-08-27,73.8447
2019-08-28,74.04
2019-08-29,73.675
2019-08-30,73.415
2019-09-02,73.2222
2019-09-03,73.2576
2019-09-04,73.1531
2019-09-05,72.9651
2019-09-06,72.5679
2019-09-09,72.1849
2019-09-10,72.2447
2019-09-11,71.8661
2019-09-12,71.22
2019-09-13,71.2243
2019-09-16,70.6403
2019-09-17,70.7241
2019-09-18,70.9405
2019-09-19,70.6938
2019-09-20,70.3933
2019-09-23,70.2637
2019-09-24,70.0259
2019-09-25,70.6879
2019-09-26,70.219
2019-09-27,70.3733
2019-09-30,70.7557
2019-10-01,71.0815
2019-10-02,71.2142
2019-10-03,71.2751
2019-10-04,71.142
2019-10-07,71.3155
2019-10-08,71.6225
2019-10-09,71.1918
2019-10-10,71.2901
2019-10-11,70.8034
2019-10-14,70.8543
2019-10-15,70.9456
2019-10-16,70.8212
2019-10-17,71.1371
2019-10-18,71.3066
2019-10-21,71.1373
2019-10-22,70.9699
2019-10-23,71.0887
2019-10-24,71.1856
2019-10-25,70.824
2019-10-28,70.5328
2019-10-29,70.9154
2019-10-30,70.9556
2019-10-31,71.3639
2019-11-01,71.0786
2019-11-04,70.5726
2019-11-05,70.4334
2019-11-06,70.6538
2019-11-07,70.579
2019-11-08,70.4653
2019-11-11,70.5319
2019-11-12,70.4859
2019-11-13,70.8149
2019-11-14,70.4908
2019-11-15,70.3938
2019-11-18,70.6242
2019-11-19,70.6272
2019-11-20,70.7748
2019-11-21,70.6406
2019-11-22,70.4361
2019-11-25,70.4399
2019-11-26,70.5445
2019-11-27,70.4425
2019-11-28,70.5328
2019-11-29,70.5544
2019-12-02,70.9217
2019-12-03,71.0634
2019-12-04,70.7959
2019-12-05,70.7798
2019-12-06,70.7441
2019-12-09,70.5731
2019-12-10,70.4627
2019-12-11,70.3925
2019-12-12,70.0885
2019-12-13,69.993
2019-12-16,69.8317
2019-12-17,69.8758
2019-12-18,69.5288
2019-12-19,69.4593
2019-12-20,68.9657
2019-12-23,69.0297
2019-12-24,68.7932
2019-12-27,69.2013
2019-12-30,69.2781
2019-12-31,69.9563
2020-01-02,69.1893
2020-01-03,69.119
2020-01-06,69.4047
2020-01-07,69.2576
2020-01-08,68.6389
2020-01-09,68.0757
2020-01-10,68.041
2020-01-13,68.0893
2020-01-14,68.2418
2020-01-15,68.4386
2020-01-16,68.8102
2020-01-17,68.2495
2020-01-20,68.2075
2020-01-21,68.73
2020-01-22,68.6934
2020-01-23,68.6301
2020-01-24,68.1692
2020-01-27,69.0442
2020-01-28,68.9032
2020-01-29,68.9755
2020-01-30,69.6719
2020-01-31,70.3375
2020-02-03,70.5988
2020-02-04,69.8725
2020-02-05,69.032
2020-02-06,69.4575
2020-02-07,70.0203
2020-02-10,70.112
2020-02-11,69.3198
2020-02-12,68.753
2020-02-13,69.0209
2020-02-14,68.9116
2020-02-17,68.7554
2020-02-18,68.9685
2020-02-19,68.6245
2020-02-20,68.806
2020-02-21,69.548
2020-02-24,70.6675
2020-02-25,70.7943
2020-02-26,71.2368
2020-02-27,72.1052
2020-02-28,73.6096
2020-03-02,74.56
2020-03-03,74.005
2020-03-04,73.218
2020-03-05,74.307
2020-03-06,77.5058
2020-03-09,85.1553
2020-03-10,81.5975
2020-03-11,81.3785
2020-03-12,84.0284
2020-03-13,80.7385
2020-03-16,83.5905
2020-03-17,82.346
2020-03-18,87.0959
2020-03-19,86.9346
2020-03-20,85.1038
2020-03-23,86.08
2020-03-24,85.1561
2020-03-25,84.8015
2020-03-26,85.31
2020-03-27,86.3819
2020-03-30,88.1385
2020-03-31,85.9486
2020-04-01,86.475
2020-04-02,85.8405
2020-04-03,82.8075
2020-04-06,82.481
2020-04-07,82.5675
2020-04-08,82.1046
2020-04-09,80.69
2020-04-14,80.3923
2020-04-15,81.2045
2020-04-16,80.621
2020-04-17,80.365
2020-04-20,80.9728
2020-04-21,83.2936
2020-04-22,83.1961
2020-04-23,80.6062
2020-04-24,80.3991
2020-04-27,80.4926
2020-04-28,80.6862
2020-04-29,79.821
2020-04-30,79.892
2020-05-04,82.3404
2020-05-05,80.4713
2020-05-06,80.7789
2020-05-07,79.5801
2020-05-08,79.8383
2020-05-11,79.6981
2020-05-12,79.4157
2020-05-13,79.5893
2020-05-14,80.0145
2020-05-15,79.6208
2020-05-18,78.908
2020-05-19,79.3839
2020-05-20,78.6001
2020-05-21,77.9883
2020-05-22,77.9139
2020-05-25,78.2874
2020-05-26,77.7494
2020-05-27,78.1096
2020-05-28,77.9343
2020-05-29,78.4416
2020-06-01,77.4378
2020-06-02,76.8001
2020-06-03,77.0055
2020-06-04,77.8132
2020-06-05,77.8155
2020-06-08,77.0563
2020-06-09,77.7388
2020-06-10,78.1468
2020-06-11,78.4949
2020-06-12,78.7662
2020-06-15,78.8516
2020-06-16,78.439
2020-06-17,78.1853
2020-06-18,78.2063
2020-06-19,77.6565
2020-06-22,77.8799
2020-06-23,77.7474
