Date,Russische roebel
2020-06-24,78.0079
2020-06-25,77.7516
2020-06-26,77.88
2020-06-29,78.9169
2020-06-30,79.63
2020-07-01,79.6793
2020-07-02,79.4434
2020-07-03,80.2153
2020-07-06,81.3769
2020-07-07,80.8888
2020-07-08,80.4584
2020-07-09,80.0425
2020-07-10,80.2104
2020-07-13,80.147
2020-07-14,80.837
2020-07-15,81.0468
2020-07-16,81.1888
2020-07-17,81.8409
2020-07-20,81.875
2020-07-21,81.0833
2020-07-22,81.9588
2020-07-23,82.5723
2020-07-24,83.3938
2020-07-27,84.0682
2020-07-28,84.8413
2020-07-29,84.9125
2020-07-30,86.6233
2020-07-31,87.69
2020-08-03,86.6018
2020-08-04,86.7275
2020-08-05,86.3692
2020-08-06,86.9321
2020-08-07,86.9753
2020-08-10,86.6154
2020-08-11,85.6858
2020-08-12,86.3013
2020-08-13,87.1809
2020-08-14,86.585
2020-08-17,87.15
2020-08-18,87.0531
2020-08-19,87.5706
2020-08-20,87.63
2020-08-21,87.735
2020-08-24,87.9975
2020-08-25,88.36
2020-08-26,89.3568
2020-08-27,88.64
2020-08-28,88.625
2020-08-31,88.2993
2020-09-01,88.1474
2020-09-02,88.0675
2020-09-03,88.9825
2020-09-04,88.973
2020-09-07,89.8231
2020-09-08,90.0213
2020-09-09,89.3613
2020-09-10,88.89
2020-09-11,88.7275
2020-09-14,89.5924
2020-09-15,89.1013
2020-09-16,88.8038
2020-09-17,88.6075
2020-09-18,89.1439
2020-09-21,89.9825
2020-09-22,89.15
2020-09-23,89.7875
2020-09-24,89.8713
2020-09-25,90.405
2020-09-28,91.8152
2020-09-29,92.1625
2020-09-30,91.7763
2020-10-01,90.605
2020-10-02,92.0825
2020-10-05,92.5353
2020-10-06,91.772
2020-10-07,91.9715
2020-10-08,91.0675
2020-10-09,90.9413
2020-10-12,90.765
2020-10-13,90.8041
2020-10-14,90.9325
2020-10-15,91.4345
2020-10-16,91.5767
2020-10-19,91.4401
2020-10-20,92.0238
2020-10-21,91.4095
2020-10-22,90.8256
2020-10-23,90.6421
2020-10-26,90.2935
2020-10-27,90.571
2020-10-28,92.3025
2020-10-29,93.0481
2020-10-30,92.4606
2020-11-02,93.745
2020-11-03,92.8975
2020-11-04,92.467
2020-11-05,91.745
2020-11-06,92.42
2020-11-09,90.1763
2020-11-10,90.2297
2020-11-11,90.105
2020-11-12,91.2463
2020-11-13,91.6113
2020-11-16,90.5157
2020-11-17,90.734
2020-11-18,90.061
2020-11-19,90.2638
2020-11-20,90.2622
2020-11-23,90.3507
2020-11-24,90.1119
2020-11-25,90.0123
2020-11-26,90.1153
2020-11-27,90.9894
2020-11-30,91.1439
2020-12-01,90.7837
2020-12-02,91.3194
2020-12-03,90.8441
2020-12-04,90.0679
2020-12-07,89.79
2020-12-08,88.764
2020-12-09,89.167
2020-12-10,88.8661
2020-12-11,88.7373
2020-12-14,88.7888
2020-12-15,89.4183
2020-12-16,89.4535
2020-12-17,89.3049
2020-12-18,90.2025
2020-12-21,91.7285
2020-12-22,92.2025
2020-12-23,91.636
2020-12-24,90.5914
2020-12-28,90.0681
2020-12-29,90.1883
2020-12-30,91.8851
2020-12-31,91.4671
2021-01-04,90.342
2021-01-05,91.6715
2021-01-06,90.8175
2021-01-07,91.2
2021-01-08,90.8
2021-01-11,90.8075
2021-01-12,90.0537
2021-01-13,89.7859
2021-01-14,89.09
2021-01-15,89.0364
2021-01-18,89.5913
2021-01-19,89.44
2021-01-20,89.085
2021-01-21,89.6369
2021-01-22,91.1009
2021-01-25,91.6732
2021-01-26,91.2538
2021-01-27,91.7258
2021-01-28,92.3842
2021-01-29,91.8979
2021-02-01,91.6248
2021-02-02,90.9307
2021-02-03,91.2217
2021-02-04,90.6192
2021-02-05,89.6325
2021-02-08,89.4049
2021-02-09,89.6164
2021-02-10,89.5116
2021-02-11,89.3792
2021-02-12,89.8055
2021-02-15,88.9548
2021-02-16,89.3431
2021-02-17,89.0524
2021-02-18,88.9872
2021-02-19,89.6089
2021-02-22,90.98
2021-02-23,89.9219
2021-02-24,89.4919
2021-02-25,90.3519
2021-02-26,90.6697
2021-03-01,89.3155
2021-03-02,88.6885
2021-03-03,88.8857
2021-03-04,88.6563
2021-03-05,88.8807
2021-03-08,88.7408
2021-03-09,87.9711
2021-03-10,87.9744
2021-03-11,88.0432
2021-03-12,87.703
2021-03-15,87.1471
2021-03-16,86.6948
2021-03-17,87.8245
2021-03-18,88.1313
2021-03-19,88.075
2021-03-22,88.9011
2021-03-23,90.2781
2021-03-24,90.2013
2021-03-25,90.0115
2021-03-26,89.5075
2021-03-29,89.4425
2021-03-30,89.1591
2021-03-31,88.3175
2021-04-01,89.5944
2021-04-06,90.5074
2021-04-07,92.3359
2021-04-08,91.4618
2021-04-09,91.8152
2021-04-12,91.9588
2021-04-13,91.845
2021-04-14,90.5504
2021-04-15,92.2336
2021-04-16,90.8921
2021-04-19,91.7527
2021-04-20,92.2786
2021-04-21,92.0836
2021-04-22,91.3275
2021-04-23,90.3287
2021-04-26,90.5838
2021-04-27,90.555
2021-04-28,90.022
2021-04-29,90.0538
2021-04-30,90.7108
2021-05-03,90.7472
2021-05-04,90.2438
2021-05-05,89.7964
2021-05-06,89.8825
2021-05-07,89.4671
2021-05-10,90.0154
2021-05-11,89.9947
2021-05-12,89.8963
2021-05-13,89.7244
2021-05-14,89.6216
2021-05-17,89.9493
2021-05-18,90.0375
2021-05-19,90.0135
2021-05-20,89.8263
2021-05-21,89.4741
2021-05-24,90.0519
2021-05-25,90.0534
2021-05-26,90.0602
2021-05-27,89.536
2021-05-28,89.4203
2021-05-31,89.535
2021-06-01,89.9113
2021-06-02,89.5138
2021-06-03,89.2163
2021-06-04,88.6904
2021-06-07,88.6023
2021-06-08,88.2824
2021-06-09,87.9491
2021-06-10,87.8666
2021-06-11,86.962
2021-06-14,87.504
2021-06-15,87.235
2021-06-16,87.2354
2021-06-17,86.4188
2021-06-18,86.0172
2021-06-21,87.1265
2021-06-22,87.055
2021-06-23,86.6975
2021-06-24,86.2638
2021-06-25,86.188
2021-06-28,86.0594
2021-06-29,86.4662
2021-06-30,86.7725
2021-07-01,86.6085
2021-07-02,87.12
2021-07-05,87.06
2021-07-06,86.9726
2021-07-07,87.8009
2021-07-08,89.0266
2021-07-09,88.0163
2021-07-12,88.4389
2021-07-13,87.8029
2021-07-14,87.4789
2021-07-15,87.5176
2021-07-16,87.5186
2021-07-19,87.9317
2021-07-20,87.6775
2021-07-21,87.5209
2021-07-22,86.9522
2021-07-23,86.6254
2021-07-26,87.1713
2021-07-27,87.0133
2021-07-28,86.7666
2021-07-29,87.0021
2021-07-30,86.7116
2021-08-02,86.4182
2021-08-03,86.7063
2021-08-04,86.5106
2021-08-05,86.5784
2021-08-06,86.4194
2021-08-09,86.3776
2021-08-10,86.3225
2021-08-11,86.8412
2021-08-12,86.2888
2021-08-13,86.2279
2021-08-16,86.4513
2021-08-17,86.3767
2021-08-18,86.3484
2021-08-19,86.7175
2021-08-20,86.9259
2021-08-23,86.8572
2021-08-24,86.7484
2021-08-25,86.6276
2021-08-26,87.0756
2021-08-27,87.0549
2021-08-30,86.7119
2021-08-31,86.76
2021-09-01,86.3373
2021-09-02,86.2301
2021-09-03,86.381
2021-09-06,86.5584
2021-09-07,86.92
2021-09-08,86.626
2021-09-09,86.276
2021-09-10,86.1085
2021-09-13,85.8875
2021-09-14,86.1062
2021-09-15,85.9738
2021-09-16,85.2347
2021-09-17,85.4338
2021-09-20,86.07
2021-09-21,85.982
2021-09-22,85.3877
2021-09-23,85.2372
2021-09-24,85.5104
2021-09-27,84.9955
2021-09-28,84.7497
2021-09-29,84.6823
2021-09-30,84.3391
2021-10-01,84.7187
2021-10-04,84.7198
2021-10-05,84.1541
2021-10-06,83.6242
2021-10-07,83.178
2021-10-08,83.239
2021-10-11,82.963
2021-10-12,83.0176
2021-10-13,83.0248
2021-10-14,83.1225
2021-10-15,82.6325
2021-10-18,82.7185
2021-10-19,82.6346
2021-10-20,82.5141
2021-10-21,82.9299
2021-10-22,81.8586
2021-10-25,81.1067
2021-10-26,80.6417
2021-10-27,81.495
2021-10-28,81.6042
2021-10-29,82.3284
2021-11-01,82.2438
2021-11-02,83.2159
2021-11-03,83.3463
2021-11-04,82.7443
2021-11-05,82.0294
2021-11-08,82.6617
2021-11-09,82.1148
2021-11-10,81.8733
2021-11-11,81.5313
2021-11-12,82.6649
2021-11-15,82.8109
2021-11-16,83.1933
2021-11-17,82.0791
2021-11-18,82.82
2021-11-19,82.8124
2021-11-22,84.4872
2021-11-23,84.5002
2021-11-24,83.8087
2021-11-25,83.9075
2021-11-26,84.9702
2021-11-29,84.0171
2021-11-30,84.6123
2021-12-01,83.6246
2021-12-02,83.5138
2021-12-03,83.0225
2021-12-06,83.3889
2021-12-07,83.7755
2021-12-08,83.3019
2021-12-09,83.2976
2021-12-10,82.8024
2021-12-13,82.8238
2021-12-14,83.1963
2021-12-15,83.0838
2021-12-16,83.286
2021-12-17,83.6856
2021-12-20,83.59
2021-12-21,83.5985
2021-12-22,83.4396
2021-12-23,83.2366
2021-12-24,83.2027
2021-12-27,83.2088
2021-12-28,83.4446
2021-12-29,83.5863
2021-12-30,84.8888
2021-12-31,85.3004
2022-01-03,84.5313
2022-01-04,84.9202
2022-01-05,85.7275
2022-01-06,86.5088
2022-01-07,85.298
2022-01-10,84.9825
2022-01-11,84.8663
2022-01-12,84.7559
2022-01-13,86.603
2022-01-14,88.0011
2022-01-17,87.3907
2022-01-18,86.7325
2022-01-19,86.48
2022-01-20,86.8952
2022-01-21,86.838
2022-01-24,88.649
2022-01-25,88.7384
2022-01-26,89.265
2022-01-27,87.139
2022-01-28,86.6113
2022-01-31,86.7251
2022-02-01,86.3238
2022-02-02,85.815
2022-02-03,86.1788
2022-02-04,87.3095
2022-02-07,86.5824
2022-02-08,85.7797
2022-02-09,85.5289
2022-02-10,85.0187
2022-02-11,85.855
2022-02-14,86.348
2022-02-15,85.5025
2022-02-16,85.3679
2022-02-17,86.388
2022-02-18,86.2815
2022-02-21,89.0866
2022-02-22,89.8055
2022-02-23,90.8791
2022-02-24,95.7175
2022-02-25,92.5673
2022-02-28,115.4842
2022-03-01,117.201
2022-03-02,
2022-03-03,
2022-03-04,
2022-03-07,
2022-03-08,
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-14,
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-28,
2022-03-29,
2022-03-30,
2022-03-31,
2022-04-01,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-05-02,
2022-05-03,
2022-05-04,
2022-05-05,
2022-05-06,
2022-05-09,
2022-05-10,
2022-05-11,
2022-05-12,
2022-05-13,
2022-05-16,
2022-05-17,
2022-05-18,
2022-05-19,
2022-05-20,
2022-05-23,
2022-05-24,
2022-05-25,
2022-05-26,
2022-05-27,
2022-05-30,
2022-05-31,
2022-06-01,
2022-06-02,
2022-06-03,
2022-06-06,
2022-06-07,
2022-06-08,
2022-06-09,
2022-06-10,
2022-06-13,
2022-06-14,
2022-06-15,
2022-06-16,
2022-06-17,
2022-06-20,
2022-06-21,
2022-06-22,
2022-06-23,
2022-06-24,
2022-06-27,
2022-06-28,
2022-06-29,
2022-06-30,
2022-07-01,
2022-07-04,
2022-07-05,
2022-07-06,
2022-07-07,
2022-07-08,
2022-07-11,
2022-07-12,
2022-07-13,
2022-07-14,
2022-07-15,
2022-07-18,
2022-07-19,
2022-07-20,
2022-07-21,
2022-07-22,
2022-07-25,
2022-07-26,
2022-07-27,
2022-07-28,
2022-07-29,
2022-08-01,
2022-08-02,
2022-08-03,
2022-08-04,
2022-08-05,
2022-08-08,
2022-08-09,
2022-08-10,
2022-08-11,
2022-08-12,
2022-08-15,
2022-08-16,
2022-08-17,
2022-08-18,
2022-08-19,
2022-08-22,
2022-08-23,
2022-08-24,
2022-08-25,
2022-08-26,
2022-08-29,
2022-08-30,
2022-08-31,
2022-09-01,
2022-09-02,
2022-09-05,
2022-09-06,
2022-09-07,
2022-09-08,
2022-09-09,
2022-09-12,
2022-09-13,
2022-09-14,
2022-09-15,
2022-09-16,
2022-09-19,
2022-09-20,
2022-09-21,
2022-09-22,
2022-09-23,
2022-09-26,
2022-09-27,
2022-09-28,
2022-09-29,
2022-09-30,
2022-10-03,
2022-10-04,
2022-10-05,
2022-10-06,
2022-10-07,
2022-10-10,
2022-10-11,
2022-10-12,
2022-10-13,
2022-10-14,
2022-10-17,
2022-10-18,
2022-10-19,
2022-10-20,
2022-10-21,
2022-10-24,
2022-10-25,
2022-10-26,
2022-10-27,
2022-10-28,
2022-10-31,
2022-11-01,
2022-11-02,
2022-11-03,
2022-11-04,
2022-11-07,
2022-11-08,
2022-11-09,
2022-11-10,
2022-11-11,
2022-11-14,
2022-11-15,
2022-11-16,
2022-11-17,
2022-11-18,
2022-11-21,
2022-11-22,
2022-11-23,
2022-11-24,
2022-11-25,
2022-11-28,
2022-11-29,
2022-11-30,
2022-12-01,
2022-12-02,
2022-12-05,
2022-12-06,
2022-12-07,
2022-12-08,
2022-12-09,
2022-12-12,
2022-12-13,
2022-12-14,
2022-12-15,
2022-12-16,
2022-12-19,
2022-12-20,
