Date,Singaporese dollar
2021-07-01,1.5989
2021-07-02,1.5969
2021-07-05,1.596
2021-07-06,1.592
2021-07-07,1.5924
2021-07-08,1.602
2021-07-09,1.6029
2021-07-12,1.6027
2021-07-13,1.6014
2021-07-14,1.599
2021-07-15,1.5995
2021-07-16,1.5993
2021-07-19,1.6045
2021-07-20,1.6106
2021-07-21,1.6104
2021-07-22,1.602
2021-07-23,1.5997
2021-07-26,1.6032
2021-07-27,1.6059
2021-07-28,1.6057
2021-07-29,1.6072
2021-07-30,1.609
2021-08-02,1.6069
2021-08-03,1.6056
2021-08-04,1.6
2021-08-05,1.5996
2021-08-06,1.5952
2021-08-09,1.5943
2021-08-10,1.592
2021-08-11,1.5924
2021-08-12,1.5933
2021-08-13,1.5967
2021-08-16,1.5967
2021-08-17,1.5993
2021-08-18,1.5942
2021-08-19,1.5942
2021-08-20,1.5907
2021-08-23,1.5924
2021-08-24,1.5918
2021-08-25,1.5901
2021-08-26,1.592
2021-08-27,1.5888
2021-08-30,1.5881
2021-08-31,1.5897
2021-09-01,1.5916
2021-09-02,1.5921
2021-09-03,1.5941
2021-09-06,1.5926
2021-09-07,1.5956
2021-09-08,1.5909
2021-09-09,1.5901
2021-09-10,1.5847
2021-09-13,1.5821
2021-09-14,1.587
2021-09-15,1.586
2021-09-16,1.5805
2021-09-17,1.5851
2021-09-20,1.5839
2021-09-21,1.5866
2021-09-22,1.5855
2021-09-23,1.5798
2021-09-24,1.5865
2021-09-27,1.584
2021-09-28,1.5846
2021-09-29,1.5822
2021-09-30,1.576
2021-10-01,1.5733
2021-10-04,1.5777
2021-10-05,1.5743
2021-10-06,1.5712
2021-10-07,1.5697
2021-10-08,1.5681
2021-10-11,1.5665
2021-10-12,1.5664
2021-10-13,1.5646
2021-10-14,1.5642
2021-10-15,1.5637
2021-10-18,1.5659
2021-10-19,1.5666
2021-10-20,1.5629
2021-10-21,1.5672
2021-10-22,1.5669
2021-10-25,1.5633
2021-10-26,1.5637
2021-10-27,1.5665
2021-10-28,1.5623
2021-10-29,1.5676
2021-11-01,1.5624
2021-11-02,1.5637
2021-11-03,1.5627
2021-11-04,1.5627
2021-11-05,1.5581
2021-11-08,1.5611
2021-11-09,1.5601
2021-11-10,1.5585
2021-11-11,1.5516
2021-11-12,1.5494
2021-11-15,1.5457
2021-11-16,1.5393
2021-11-17,1.5364
2021-11-18,1.5408
2021-11-19,1.5344
2021-11-22,1.5357
2021-11-23,1.5381
2021-11-24,1.533
2021-11-25,1.535
2021-11-26,1.547
2021-11-29,1.5441
2021-11-30,1.5521
2021-12-01,1.5431
2021-12-02,1.5501
2021-12-03,1.5466
2021-12-06,1.5456
2021-12-07,1.538
2021-12-08,1.5415
2021-12-09,1.5446
2021-12-10,1.5396
2021-12-13,1.542
2021-12-14,1.5469
2021-12-15,1.5405
2021-12-16,1.5455
2021-12-17,1.5459
2021-12-20,1.5415
2021-12-21,1.5414
2021-12-22,1.5422
2021-12-23,1.5379
2021-12-24,1.5343
2021-12-27,1.5354
2021-12-28,1.5335
2021-12-29,1.5309
2021-12-30,1.533
2021-12-31,1.5279
2022-01-03,1.5333
2022-01-04,1.531
2022-01-05,1.534
2022-01-06,1.5388
2022-01-07,1.5356
2022-01-10,1.5344
2022-01-11,1.5342
2022-01-12,1.5358
2022-01-13,1.5427
2022-01-14,1.5418
2022-01-17,1.5374
2022-01-18,1.5349
2022-01-19,1.5293
2022-01-20,1.5261
2022-01-21,1.526
2022-01-24,1.5216
2022-01-25,1.5157
2022-01-26,1.5162
2022-01-27,1.5089
2022-01-28,1.5109
2022-01-31,1.511
2022-02-01,1.5199
2022-02-02,1.5254
2022-02-03,1.5212
2022-02-04,1.5419
2022-02-07,1.5389
2022-02-08,1.5349
2022-02-09,1.5349
2022-02-10,1.5345
2022-02-11,1.5339
2022-02-14,1.5247
2022-02-15,1.5265
2022-02-16,1.5291
2022-02-17,1.5278
2022-02-18,1.5255
2022-02-21,1.5265
2022-02-22,1.5268
2022-02-23,1.5253
2022-02-24,1.5125
2022-02-25,1.5176
2022-02-28,1.5201
2022-03-01,1.515
2022-03-02,1.5059
2022-03-03,1.5042
2022-03-04,1.4872
2022-03-07,1.4831
2022-03-08,1.4856
2022-03-09,1.4966
2022-03-10,1.5058
2022-03-11,1.4949
2022-03-14,1.4947
2022-03-15,1.4993
2022-03-16,1.4966
2022-03-17,1.498
2022-03-18,1.4952
2022-03-21,1.496
2022-03-22,1.4957
2022-03-23,1.4919
2022-03-24,1.4912
2022-03-25,1.4919
2022-03-28,1.4921
2022-03-29,1.5051
2022-03-30,1.5064
2022-03-31,1.5028
2022-04-01,1.4985
2022-04-04,1.4938
2022-04-05,1.4867
2022-04-06,1.4844
2022-04-07,1.4848
2022-04-08,1.4801
2022-04-11,1.4874
2022-04-12,1.4803
2022-04-13,1.4769
2022-04-14,1.4732
2022-04-19,1.4763
2022-04-20,1.4779
2022-04-21,1.482
2022-04-22,1.4784
2022-04-25,1.4757
2022-04-26,1.4666
2022-04-27,1.4602
2022-04-28,1.4556
2022-04-29,1.4545
2022-05-02,1.4585
2022-05-03,1.4605
2022-05-04,1.4559
2022-05-05,1.4561
2022-05-06,1.4642
2022-05-09,1.4676
2022-05-10,1.4667
2022-05-11,1.4622
2022-05-12,1.4529
2022-05-13,1.45
2022-05-16,1.4531
2022-05-17,1.4589
2022-05-18,1.4598
2022-05-19,1.4576
2022-05-20,1.4588
2022-05-23,1.4639
2022-05-24,1.4722
2022-05-25,1.4676
2022-05-26,1.4709
2022-05-27,1.4679
2022-05-30,1.4719
2022-05-31,1.4687
2022-06-01,1.47
2022-06-02,1.4701
2022-06-03,1.4741
2022-06-06,1.4732
2022-06-07,1.4685
2022-06-08,1.4769
2022-06-09,1.4779
2022-06-10,1.462
2022-06-13,1.4538
2022-06-14,1.4541
2022-06-15,1.4519
2022-06-16,1.4451
2022-06-17,1.4547
2022-06-20,1.4589
2022-06-21,1.4612
2022-06-22,1.4615
2022-06-23,1.4589
2022-06-24,1.462
2022-06-27,1.4641
2022-06-28,1.4645
2022-06-29,1.4607
2022-06-30,1.4483
2022-07-01,1.4565
2022-07-04,1.4587
2022-07-05,1.4455
2022-07-06,1.4305
2022-07-07,1.4255
2022-07-08,1.4228
2022-07-11,1.4178
2022-07-12,1.4127
2022-07-13,1.4134
2022-07-14,1.4065
2022-07-15,1.4113
2022-07-18,1.4153
2022-07-19,1.4269
2022-07-20,1.4204
2022-07-21,1.4218
2022-07-22,1.4151
2022-07-25,1.4176
2022-07-26,1.4066
2022-07-27,1.4088
2022-07-28,1.4009
2022-07-29,1.4088
2022-08-01,1.4087
2022-08-02,1.4103
2022-08-03,1.4069
2022-08-04,1.4037
2022-08-05,1.4077
2022-08-08,1.4058
2022-08-09,1.411
2022-08-10,1.4107
2022-08-11,1.4151
2022-08-12,1.4106
2022-08-15,1.4036
2022-08-16,1.398
2022-08-17,1.4051
2022-08-18,1.4053
2022-08-19,1.3979
2022-08-22,1.3958
2022-08-23,1.386
2022-08-24,1.3857
2022-08-25,1.3857
2022-08-26,1.3906
2022-08-29,1.395
2022-08-30,1.3997
2022-08-31,1.3969
2022-09-01,1.4002
2022-09-02,1.4013
2022-09-05,1.3932
2022-09-06,1.3947
2022-09-07,1.3931
2022-09-08,1.4054
2022-09-09,1.4063
2022-09-12,1.4168
2022-09-13,1.4186
2022-09-14,1.4039
2022-09-15,1.4062
2022-09-16,1.4025
2022-09-19,1.4082
2022-09-20,1.4074
2022-09-21,1.4006
2022-09-22,1.3998
2022-09-23,1.3897
2022-09-26,1.3842
2022-09-27,1.3838
2022-09-28,1.3846
2022-09-29,1.3961
2022-09-30,1.4001
2022-10-03,1.4015
2022-10-04,1.4148
2022-10-05,1.4124
2022-10-06,1.4057
2022-10-07,1.3996
2022-10-10,1.3939
2022-10-11,1.3967
2022-10-12,1.3941
2022-10-13,1.3949
2022-10-14,1.3852
2022-10-17,1.3896
2022-10-18,1.3963
2022-10-19,1.3931
2022-10-20,1.3959
2022-10-21,1.3917
2022-10-24,1.4008
2022-10-25,1.405
2022-10-26,1.4104
2022-10-27,1.4154
2022-10-28,1.4055
2022-10-31,1.4038
2022-11-01,1.4017
2022-11-02,1.3983
2022-11-03,1.3878
2022-11-04,1.3891
2022-11-07,1.4022
2022-11-08,1.4022
2022-11-09,1.4061
2022-11-10,1.3963
2022-11-11,1.4199
2022-11-14,1.4177
2022-11-15,1.4238
2022-11-16,1.425
2022-11-17,1.4221
2022-11-18,1.4229
2022-11-21,1.4162
2022-11-22,1.4167
2022-11-23,1.4295
2022-11-24,1.4319
2022-11-25,1.4277
2022-11-28,1.4375
2022-11-29,1.4237
2022-11-30,1.418
2022-12-01,1.4195
2022-12-02,1.4227
2022-12-05,1.4271
2022-12-06,1.4263
2022-12-07,1.4286
2022-12-08,1.4256
2022-12-09,1.426
2022-12-12,1.4284
2022-12-13,1.4288
2022-12-14,1.4349
2022-12-15,1.4406
2022-12-16,1.4413
