Date,Filipijnse peso
2020-11-11,57.052
2020-11-12,57.175
2020-11-13,56.954
2020-11-16,56.983
2020-11-17,57.389
2020-11-18,57.267
2020-11-19,57.147
2020-11-20,57.206
2020-11-23,57.339
2020-11-24,57.233
2020-11-25,57.227
2020-11-26,57.257
2020-11-27,57.375
2020-11-30,57.69
2020-12-01,57.598
2020-12-02,57.984
2020-12-03,58.299
2020-12-04,58.43
2020-12-07,58.421
2020-12-08,58.359
2020-12-09,58.298
2020-12-10,58.302
2020-12-11,58.339
2020-12-14,58.417
2020-12-15,58.334
2020-12-16,58.605
2020-12-17,58.799
2020-12-18,58.93
2020-12-21,58.833
2020-12-22,58.87
2020-12-23,58.453
2020-12-24,58.559
2020-12-28,58.7
2020-12-29,58.903
2020-12-30,59.026
2020-12-31,59.125
2021-01-04,59.058
2021-01-05,59.02
2021-01-06,59.296
2021-01-07,59.043
2021-01-08,58.947
2021-01-11,58.486
2021-01-12,58.434
2021-01-13,58.472
2021-01-14,58.232
2021-01-15,58.226
2021-01-18,57.989
2021-01-19,58.251
2021-01-20,58.122
2021-01-21,58.406
2021-01-22,58.444
2021-01-25,58.427
2021-01-26,58.379
2021-01-27,58.27
2021-01-28,58.126
2021-01-29,58.333
2021-02-01,58.083
2021-02-02,57.708
2021-02-03,57.721
2021-02-04,57.668
2021-02-05,57.641
2021-02-08,57.843
2021-02-09,58.142
2021-02-10,58.269
2021-02-11,58.343
2021-02-12,58.181
2021-02-15,58.136
2021-02-16,58.606
2021-02-17,58.433
2021-02-18,58.616
2021-02-19,58.846
2021-02-22,59.112
2021-02-23,59.021
2021-02-24,59.072
2021-02-25,59.492
2021-02-26,59.09
2021-03-01,58.531
2021-03-02,58.338
2021-03-03,58.42
2021-03-04,58.399
2021-03-05,58.048
2021-03-08,57.803
2021-03-09,57.724
2021-03-10,57.78
2021-03-11,57.971
2021-03-12,57.772
2021-03-15,57.868
2021-03-16,57.994
2021-03-17,57.982
2021-03-18,57.997
2021-03-19,57.795
2021-03-22,57.843
2021-03-23,57.779
2021-03-24,57.468
2021-03-25,57.335
2021-03-26,57.132
2021-03-29,57.112
2021-03-30,57.015
2021-03-31,56.901
2021-04-01,57.076
2021-04-06,57.424
2021-04-07,57.965
2021-04-08,57.713
2021-04-09,57.764
2021-04-12,57.845
2021-04-13,57.854
2021-04-14,58.031
2021-04-15,58.013
2021-04-16,58.001
2021-04-19,58.223
2021-04-20,58.214
2021-04-21,58.147
2021-04-22,58.304
2021-04-23,58.333
2021-04-26,58.433
2021-04-27,58.517
2021-04-28,58.547
2021-04-29,58.641
2021-04-30,58.286
2021-05-03,58.081
2021-05-04,57.787
2021-05-05,57.658
2021-05-06,57.845
2021-05-07,57.747
2021-05-10,58.247
2021-05-11,58.23
2021-05-12,57.924
2021-05-13,57.903
2021-05-14,57.867
2021-05-17,58.201
2021-05-18,58.515
2021-05-19,58.431
2021-05-20,58.41
2021-05-21,58.391
2021-05-24,58.731
2021-05-25,59.033
2021-05-26,58.881
2021-05-27,58.575
2021-05-28,58.075
2021-05-31,58.138
2021-06-01,58.406
2021-06-02,58.312
2021-06-03,58.208
2021-06-04,57.874
2021-06-07,57.93
2021-06-08,58.097
2021-06-09,58.241
2021-06-10,58.129
2021-06-11,57.876
2021-06-14,57.969
2021-06-15,58.203
2021-06-16,58.274
2021-06-17,57.842
2021-06-18,57.616
2021-06-21,57.973
2021-06-22,57.892
2021-06-23,58.218
2021-06-24,58.051
2021-06-25,57.96
2021-06-28,57.978
2021-06-29,57.765
2021-06-30,58.063
2021-07-01,58.493
2021-07-02,58.423
2021-07-05,58.491
2021-07-06,58.753
2021-07-07,58.96
2021-07-08,59.347
2021-07-09,59.384
2021-07-12,59.847
2021-07-13,59.239
2021-07-14,59.365
2021-07-15,59.272
2021-07-16,59.364
2021-07-19,59.865
2021-07-20,60.005
2021-07-21,59.396
2021-07-22,58.921
2021-07-23,59.12
2021-07-26,59.342
2021-07-27,59.553
2021-07-28,59.465
2021-07-29,59.722
2021-07-30,59.479
2021-08-02,59.211
2021-08-03,58.946
2021-08-04,58.988
2021-08-05,59.66
2021-08-06,59.644
2021-08-09,59.275
2021-08-10,59.007
2021-08-11,59.126
2021-08-12,59.231
2021-08-13,59.543
2021-08-16,59.763
2021-08-17,59.346
2021-08-18,59.15
2021-08-19,59.084
2021-08-20,58.765
2021-08-23,58.808
2021-08-24,58.783
2021-08-25,58.495
2021-08-26,58.803
2021-08-27,58.754
2021-08-30,58.786
2021-08-31,58.765
2021-09-01,59.163
2021-09-02,59.039
2021-09-03,59.202
2021-09-06,59.267
2021-09-07,59.566
2021-09-08,59.282
2021-09-09,59.085
2021-09-10,59.045
2021-09-13,58.819
2021-09-14,58.868
2021-09-15,58.742
2021-09-16,58.715
2021-09-17,58.819
2021-09-20,58.845
2021-09-21,58.825
2021-09-22,58.995
2021-09-23,58.87
2021-09-24,59.597
2021-09-27,59.881
2021-09-28,59.626
2021-09-29,59.203
2021-09-30,59.066
2021-10-01,58.752
2021-10-04,59.06
2021-10-05,58.893
2021-10-06,58.804
2021-10-07,58.308
2021-10-08,58.43
2021-10-11,58.924
2021-10-12,58.711
2021-10-13,58.564
2021-10-14,58.778
2021-10-15,58.903
2021-10-18,59.025
2021-10-19,59.157
2021-10-20,58.972
2021-10-21,59.124
2021-10-22,59.084
2021-10-25,58.814
2021-10-26,58.947
2021-10-27,58.924
2021-10-28,58.717
2021-10-29,58.654
2021-11-01,58.55
2021-11-02,58.56
2021-11-03,58.611
2021-11-04,58.579
2021-11-05,57.949
2021-11-08,58.019
2021-11-09,57.98
2021-11-10,57.859
2021-11-11,57.372
2021-11-12,56.995
2021-11-15,57.309
2021-11-16,57.225
2021-11-17,56.944
2021-11-18,57.099
2021-11-19,57.073
2021-11-22,57.146
2021-11-23,57.119
2021-11-24,56.504
2021-11-25,56.451
2021-11-26,56.997
2021-11-29,56.787
2021-11-30,57.271
2021-12-01,57.004
2021-12-02,57.32
2021-12-03,57.048
2021-12-06,56.915
2021-12-07,56.772
2021-12-08,56.784
2021-12-09,57.045
2021-12-10,56.746
2021-12-13,56.731
2021-12-14,56.882
2021-12-15,56.574
2021-12-16,56.681
2021-12-17,56.621
2021-12-20,56.256
2021-12-21,56.389
2021-12-22,56.772
2021-12-23,56.633
2021-12-24,56.592
2021-12-27,56.83
2021-12-28,57.288
2021-12-29,57.592
2021-12-30,57.849
2021-12-31,57.763
2022-01-03,58.051
2022-01-04,57.988
2022-01-05,57.713
2022-01-06,57.943
2022-01-07,58.046
2022-01-10,58.141
2022-01-11,57.979
2022-01-12,58.08
2022-01-13,58.572
2022-01-14,58.727
2022-01-17,58.496
2022-01-18,58.553
2022-01-19,58.429
2022-01-20,58.285
2022-01-21,58.171
2022-01-24,58.045
2022-01-25,57.753
2022-01-26,57.728
2022-01-27,57.295
2022-01-28,57.028
2022-01-31,56.985
2022-02-01,57.516
2022-02-02,57.785
2022-02-03,57.608
2022-02-04,58.754
2022-02-07,58.978
2022-02-08,58.715
2022-02-09,58.603
2022-02-10,58.583
2022-02-11,58.482
2022-02-14,58.114
2022-02-15,58.144
2022-02-16,58.346
2022-02-17,58.314
2022-02-18,58.403
2022-02-21,58.3
2022-02-22,58.208
2022-02-23,57.98
2022-02-24,57.45
2022-02-25,57.549
2022-02-28,57.432
2022-03-01,57.295
2022-03-02,57.206
2022-03-03,57.293
2022-03-04,56.814
2022-03-07,56.832
2022-03-08,56.9
2022-03-09,57.259
2022-03-10,57.825
2022-03-11,57.461
2022-03-14,57.398
2022-03-15,57.536
2022-03-16,57.433
2022-03-17,57.69
2022-03-18,57.622
2022-03-21,57.817
2022-03-22,57.749
2022-03-23,57.565
2022-03-24,57.426
2022-03-25,57.322
2022-03-28,57.08
2022-03-29,57.602
2022-03-30,57.906
2022-03-31,57.514
2022-04-01,57.084
2022-04-04,56.521
2022-04-05,56.194
2022-04-06,56.167
2022-04-07,56.114
2022-04-08,55.99
2022-04-11,56.753
2022-04-12,56.574
2022-04-13,56.446
2022-04-14,56.759
2022-04-19,56.683
2022-04-20,56.747
2022-04-21,57.081
2022-04-22,56.721
2022-04-25,56.259
2022-04-26,55.681
2022-04-27,55.195
2022-04-28,54.845
2022-04-29,55.2
2022-05-02,55.229
2022-05-03,55.455
2022-05-04,55.26
2022-05-05,55.364
2022-05-06,55.467
2022-05-09,55.67
2022-05-10,55.289
2022-05-11,54.992
2022-05-12,54.589
2022-05-13,54.449
2022-05-16,54.705
2022-05-17,55.137
2022-05-18,55.077
2022-05-19,55.14
2022-05-20,55.181
2022-05-23,55.686
2022-05-24,56.152
2022-05-25,55.787
2022-05-26,55.975
2022-05-27,56.02
2022-05-30,56.322
2022-05-31,56.323
2022-06-01,56.182
2022-06-02,56.467
2022-06-03,56.738
2022-06-06,56.67
2022-06-07,56.421
2022-06-08,56.799
2022-06-09,56.872
2022-06-10,56.101
2022-06-13,55.72
2022-06-14,55.669
2022-06-15,55.627
2022-06-16,55.7
2022-06-17,56.371
2022-06-20,56.872
2022-06-21,57.304
2022-06-22,57.174
2022-06-23,57.44
2022-06-24,57.83
2022-06-27,57.9
2022-06-28,57.85
2022-06-29,57.773
2022-06-30,57.15
2022-07-01,57.452
2022-07-04,57.487
2022-07-05,57.009
2022-07-06,56.779
2022-07-07,56.939
2022-07-08,56.882
2022-07-11,56.574
2022-07-12,56.648
2022-07-13,56.669
2022-07-14,56.565
2022-07-15,56.678
2022-07-18,57.056
2022-07-19,57.583
2022-07-20,57.398
2022-07-21,57.512
2022-07-22,57.24
2022-07-25,57.209
2022-07-26,56.16
2022-07-27,56.455
2022-07-28,56.592
2022-07-29,56.375
2022-08-01,56.734
2022-08-02,56.834
2022-08-03,56.855
2022-08-04,56.633
2022-08-05,56.524
2022-08-08,56.554
2022-08-09,56.939
2022-08-10,57.061
2022-08-11,57.225
2022-08-12,57.246
2022-08-15,57.122
2022-08-16,56.602
2022-08-17,56.772
2022-08-18,56.776
2022-08-19,56.325
2022-08-22,56.218
2022-08-23,55.661
2022-08-24,55.7
2022-08-25,55.842
2022-08-26,56.109
2022-08-29,56.187
2022-08-30,56.393
2022-08-31,56.153
2022-09-01,56.609
2022-09-02,56.854
2022-09-05,56.477
2022-09-06,56.655
2022-09-07,56.532
2022-09-08,57.031
2022-09-09,57.098
2022-09-12,57.701
2022-09-13,57.665
2022-09-14,57.054
2022-09-15,57.258
2022-09-16,57.111
2022-09-19,57.347
2022-09-20,57.497
2022-09-21,57.285
2022-09-22,57.721
2022-09-23,57.217
2022-09-26,56.908
2022-09-27,56.933
2022-09-28,56.528
2022-09-29,56.86
2022-09-30,57.276
2022-10-03,57.599
2022-10-04,58.104
2022-10-05,58.212
2022-10-06,57.949
2022-10-07,57.747
2022-10-10,57.197
2022-10-11,57.243
2022-10-12,57.148
2022-10-13,57.352
2022-10-14,57.375
2022-10-17,57.433
2022-10-18,57.897
2022-10-19,57.741
2022-10-20,57.742
2022-10-21,57.287
2022-10-24,58.021
2022-10-25,57.988
2022-10-26,58.493
2022-10-27,58.441
2022-10-28,57.739
2022-10-31,57.8
2022-11-01,57.786
2022-11-02,57.841
2022-11-03,57.463
2022-11-04,57.672
2022-11-07,58.361
2022-11-08,58.187
2022-11-09,58.236
2022-11-10,57.793
2022-11-11,59.106
2022-11-14,59.04
2022-11-15,59.532
2022-11-16,59.678
2022-11-17,59.293
2022-11-18,59.41
2022-11-21,58.822
2022-11-22,58.942
2022-11-23,58.914
2022-11-24,58.992
2022-11-25,58.795
2022-11-28,59.21
2022-11-29,58.64
2022-11-30,58.697
2022-12-01,58.793
2022-12-02,58.734
2022-12-05,59.245
2022-12-06,58.782
2022-12-07,58.432
2022-12-08,58.233
2022-12-09,58.47
2022-12-12,58.788
2022-12-13,58.852
2022-12-14,59.326
2022-12-15,59.297
2022-12-16,58.967
