Date,Indiase roepie
2020-07-31,88.6355
2020-08-03,88.1805
2020-08-04,88.3805
2020-08-05,88.709
2020-08-06,88.765
2020-08-07,88.633
2020-08-10,88.1125
2020-08-11,87.862
2020-08-12,88.051
2020-08-13,88.564
2020-08-14,88.468
2020-08-17,88.6895
2020-08-18,88.879
2020-08-19,89.316
2020-08-20,88.992
2020-08-21,88.198
2020-08-24,87.772
2020-08-25,87.7165
2020-08-26,87.613
2020-08-27,87.2655
2020-08-28,87.2125
2020-08-31,87.4685
2020-09-01,87.4085
2020-09-02,86.8225
2020-09-03,86.8615
2020-09-04,86.678
2020-09-07,86.8485
2020-09-08,87.106
2020-09-09,86.6065
2020-09-10,87.034
2020-09-11,87.2431
2020-09-14,87.3415
2020-09-15,87.5205
2020-09-16,87.2665
2020-09-17,86.861
2020-09-18,87.014
2020-09-21,86.695
2020-09-22,86.262
2020-09-23,85.9845
2020-09-24,86.1145
2020-09-25,85.7175
2020-09-28,86.0255
2020-09-29,86.275
2020-09-30,86.299
2020-10-01,85.8275
2020-10-02,86.0375
2020-10-05,86.087
2020-10-06,86.5715
2020-10-07,86.263
2020-10-08,86.186
2020-10-09,86.1985
2020-10-12,86.476
2020-10-13,86.425
2020-10-14,86.0995
2020-10-15,85.951
2020-10-16,86.0715
2020-10-19,86.3945
2020-10-20,86.8465
2020-10-21,87.3745
2020-10-22,87.112
2020-10-23,87.3245
2020-10-26,87.5485
2020-10-27,87.1635
2020-10-28,86.804
2020-10-29,87.0865
2020-10-30,87.1115
2020-11-02,86.7555
2020-11-03,87.0695
2020-11-04,87.1955
2020-11-05,87.7405
2020-11-06,88.0085
2020-11-09,87.638
2020-11-10,87.6665
2020-11-11,87.562
2020-11-12,88.066
2020-11-13,88.186
2020-11-16,88.0795
2020-11-17,88.4825
2020-11-18,88.011
2020-11-19,87.797
2020-11-20,87.941
2020-11-23,88.104
2020-11-24,87.9045
2020-11-25,87.854
2020-11-26,87.8655
2020-11-27,88.3015
2020-11-30,88.7322
2020-12-01,88.1535
2020-12-02,88.9695
2020-12-03,89.709
2020-12-04,89.6755
2020-12-07,89.6285
2020-12-08,89.203
2020-12-09,89.212
2020-12-10,89.2515
2020-12-11,89.4705
2020-12-14,89.4505
2020-12-15,89.34
2020-12-16,89.773
2020-12-17,90.116
2020-12-18,90.117
2020-12-21,90.1338
2020-12-22,90.3975
2020-12-23,89.7945
2020-12-24,89.6845
2020-12-28,89.8145
2020-12-29,89.942
2020-12-30,89.8824
2020-12-31,89.6605
2021-01-04,89.789
2021-01-05,89.867
2021-01-06,90.204
2021-01-07,90.0455
2021-01-08,89.7975
2021-01-11,89.346
2021-01-12,89.0915
2021-01-13,89.0095
2021-01-14,88.6625
2021-01-15,88.6365
2021-01-18,88.4365
2021-01-19,88.7525
2021-01-20,88.368
2021-01-21,88.722
2021-01-22,88.767
2021-01-25,88.63
2021-01-26,88.5555
2021-01-27,88.438
2021-01-28,88.321
2021-01-29,88.432
2021-02-01,88.345
2021-02-02,87.906
2021-02-03,87.6185
2021-02-04,87.4345
2021-02-05,87.367
2021-02-08,87.724
2021-02-09,88.2765
2021-02-10,88.3185
2021-02-11,88.404
2021-02-12,87.877
2021-02-15,88.068
2021-02-16,88.4195
2021-02-17,87.794
2021-02-18,87.6695
2021-02-19,88.0145
2021-02-22,87.972
2021-02-23,88.0575
2021-02-24,87.876
2021-02-25,88.794
2021-02-26,89.5766
2021-03-01,88.6665
2021-03-02,88.259
2021-03-03,87.7665
2021-03-04,87.552
2021-03-05,87.2305
2021-03-08,87.0475
2021-03-09,86.827
2021-03-10,86.81
2021-03-11,86.888
2021-03-12,86.726
2021-03-15,86.4925
2021-03-16,86.479
2021-03-17,86.429
2021-03-18,86.6105
2021-03-19,86.2155
2021-03-22,86.2895
2021-03-23,86.1025
2021-03-24,85.8585
2021-03-25,85.7605
2021-03-26,85.4845
2021-03-29,85.5038
2021-03-30,86.254
2021-03-31,85.813
2021-04-01,86.2275
2021-04-06,86.7
2021-04-07,88.3675
2021-04-08,88.5885
2021-04-09,88.8145
2021-04-12,89.302
2021-04-13,89.7215
2021-04-14,89.833
2021-04-15,89.801
2021-04-16,89.2355
2021-04-19,90.0675
2021-04-20,90.548
2021-04-21,90.5955
2021-04-22,90.394
2021-04-23,90.4715
2021-04-26,90.378
2021-04-27,90.152
2021-04-28,89.889
2021-04-29,89.8545
2021-04-30,89.4795
2021-05-03,88.996
2021-05-04,88.814
2021-05-05,88.6925
2021-05-06,88.9405
2021-05-07,88.6375
2021-05-10,89.2585
2021-05-11,89.289
2021-05-12,88.963
2021-05-13,88.8595
2021-05-14,88.807
2021-05-17,89.0282
2021-05-18,89.231
2021-05-19,89.329
2021-05-20,89.163
2021-05-21,88.802
2021-05-24,89.0517
2021-05-25,89.236
2021-05-26,88.971
2021-05-27,88.563
2021-05-28,88.086
2021-05-31,88.5414
2021-06-01,89.1155
2021-06-02,89.083
2021-06-03,88.8755
2021-06-04,88.4602
2021-06-07,88.5305
2021-06-08,88.778
2021-06-09,88.96
2021-06-10,88.9732
2021-06-11,88.6714
2021-06-14,88.7015
2021-06-15,88.8031
2021-06-16,88.8795
2021-06-17,88.481
2021-06-18,88.0297
2021-06-21,88.186
2021-06-22,88.3735
2021-06-23,88.6476
2021-06-24,88.502
2021-06-25,88.6824
2021-06-28,88.494
2021-06-29,88.305
2021-06-30,88.324
2021-07-01,88.559
2021-07-02,88.3055
2021-07-05,88.1605
2021-07-06,88.2126
2021-07-07,88.2825
2021-07-08,88.6073
2021-07-09,88.371
2021-07-12,88.411
2021-07-13,88.2879
2021-07-14,87.9885
2021-07-15,88.051
2021-07-16,88.031
2021-07-19,88.226
2021-07-20,87.921
2021-07-21,87.7895
2021-07-22,87.6615
2021-07-23,87.5905
2021-07-26,87.7305
2021-07-27,87.913
2021-07-28,87.833
2021-07-29,88.1675
2021-07-30,88.3941
2021-08-02,88.396
2021-08-03,88.2175
2021-08-04,87.9575
2021-08-05,87.8256
2021-08-06,87.4993
2021-08-09,87.3195
2021-08-10,87.193
2021-08-11,87.1605
2021-08-12,87.1095
2021-08-13,87.374
2021-08-16,87.3695
2021-08-17,87.439
2021-08-18,87.047
2021-08-19,86.9975
2021-08-20,86.8025
2021-08-23,86.915
2021-08-24,87.0625
2021-08-25,87.152
2021-08-26,87.234
2021-08-27,86.701
2021-08-30,86.5035
2021-08-31,86.385
2021-09-01,86.348
2021-09-02,86.5205
2021-09-03,86.7045
2021-09-06,86.7135
2021-09-07,87.1355
2021-09-08,87.0105
2021-09-09,87.0705
2021-09-10,86.9469
2021-09-13,86.844
2021-09-14,87.037
2021-09-15,86.8625
2021-09-16,86.473
2021-09-17,86.5335
2021-09-20,86.272
2021-09-21,86.4895
2021-09-22,86.622
2021-09-23,86.367
2021-09-24,86.471
2021-09-27,86.4025
2021-09-28,86.5595
2021-09-29,86.467
2021-09-30,86.0766
2021-10-01,85.975
2021-10-04,86.4025
2021-10-05,86.488
2021-10-06,86.438
2021-10-07,86.408
2021-10-08,86.7495
2021-10-11,87.334
2021-10-12,87.272
2021-10-13,87.1095
2021-10-14,87.3355
2021-10-15,86.967
2021-10-18,87.4083
2021-10-19,87.5
2021-10-20,87.0086
2021-10-21,87.1445
2021-10-22,87.074
2021-10-25,87.216
2021-10-26,87.082
2021-10-27,87.201
2021-10-28,86.8032
2021-10-29,87.183
2021-11-01,86.7275
2021-11-02,86.604
2021-11-03,86.2355
2021-11-04,86.0955
2021-11-05,85.5415
2021-11-08,85.8135
2021-11-09,85.791
2021-11-10,85.8824
2021-11-11,85.309
2021-11-12,85.193
2021-11-15,85.143
2021-11-16,84.5404
2021-11-17,84.03
2021-11-18,84.218
2021-11-19,83.6905
2021-11-22,83.852
2021-11-23,83.8395
2021-11-24,83.439
2021-11-25,83.6074
2021-11-26,84.5395
2021-11-29,84.6635
2021-11-30,85.3274
2021-12-01,84.7485
2021-12-02,85.052
2021-12-03,84.8455
2021-12-06,85.119
2021-12-07,84.878
2021-12-08,85.2345
2021-12-09,85.5075
2021-12-10,85.3105
2021-12-13,85.4225
2021-12-14,85.879
2021-12-15,86.0345
2021-12-16,86.4005
2021-12-17,86.064
2021-12-20,85.5025
2021-12-21,85.3648
2021-12-22,85.407
2021-12-23,85.0775
2021-12-24,84.885
2021-12-27,84.8105
2021-12-28,84.6335
2021-12-29,84.388
2021-12-30,84.2575
2021-12-31,84.2292
2022-01-03,84.3949
2022-01-04,84.2055
2022-01-05,84.161
2022-01-06,84.2475
2022-01-07,83.978
2022-01-10,83.8
2022-01-11,83.7481
2022-01-12,84.0285
2022-01-13,84.717
2022-01-14,84.9445
2022-01-17,84.7295
2022-01-18,84.813
2022-01-19,84.4135
2022-01-20,84.362
2022-01-21,84.419
2022-01-24,84.3495
2022-01-25,84.277
2022-01-26,84.4288
2022-01-27,83.7893
2022-01-28,83.6015
2022-01-31,83.3655
2022-02-01,84.197
2022-02-02,84.613
2022-02-03,84.518
2022-02-04,85.6445
2022-02-07,85.5345
2022-02-08,85.2545
2022-02-09,85.5765
2022-02-10,85.9373
2022-02-11,85.8535
2022-02-14,85.4715
2022-02-15,85.443
2022-02-16,85.3885
2022-02-17,85.2935
2022-02-18,84.6525
2022-02-21,84.677
2022-02-22,84.758
2022-02-23,84.6135
2022-02-24,84.296
2022-02-25,84.347
2022-02-28,84.554
2022-03-01,84.5015
2022-03-02,84.1765
2022-03-03,84.174
2022-03-04,83.4354
2022-03-07,83.8125
2022-03-08,83.924
2022-03-09,84.2025
2022-03-10,84.607
2022-03-11,83.9875
2022-03-14,83.931
2022-03-15,83.9555
2022-03-16,83.7805
2022-03-17,83.8435
2022-03-18,83.7825
2022-03-21,84.1835
2022-03-22,83.9145
2022-03-23,83.9675
2022-03-24,83.879
2022-03-25,83.8235
2022-03-28,83.4825
2022-03-29,83.9685
2022-03-30,84.38
2022-03-31,84.134
2022-04-01,83.9847
2022-04-04,83.118
2022-04-05,82.635
2022-04-06,82.8343
2022-04-07,82.951
2022-04-08,82.389
2022-04-11,82.7085
2022-04-12,82.7285
2022-04-13,82.478
2022-04-14,82.814
2022-04-19,82.6038
2022-04-20,82.6348
2022-04-21,82.965
2022-04-22,82.6943
2022-04-25,82.321
2022-04-26,81.7265
2022-04-27,81.0705
2022-04-28,80.367
2022-04-29,80.638
2022-05-02,80.497
2022-05-03,80.842
2022-05-04,80.4035
2022-05-05,80.6185
2022-05-06,81.298
2022-05-09,81.7415
2022-05-10,81.5425
2022-05-11,81.4935
2022-05-12,80.667
2022-05-13,80.4315
2022-05-16,81.081
2022-05-17,81.6515
2022-05-18,81.6455
2022-05-19,81.7115
2022-05-20,82.1617
2022-05-23,82.6795
2022-05-24,83.185
2022-05-25,82.6666
2022-05-26,83.0065
2022-05-27,83.1915
2022-05-30,83.475
2022-05-31,83.231
2022-06-01,83.051
2022-06-02,82.922
2022-06-03,83.273
2022-06-06,83.245
2022-06-07,82.873
2022-06-08,83.414
2022-06-09,83.526
2022-06-10,82.3355
2022-06-13,81.606
2022-06-14,81.559
2022-06-15,81.5142
2022-06-16,81.1945
2022-06-17,81.871
2022-06-20,81.994
2022-06-21,82.423
2022-06-22,82.4075
2022-06-23,82.1489
2022-06-24,82.3985
2022-06-27,82.9325
2022-06-28,83.408
2022-06-29,83.037
2022-06-30,82.113
2022-07-01,82.3747
2022-07-04,82.5067
2022-07-05,81.673
2022-07-06,80.5321
2022-07-07,80.6
2022-07-08,80.528
2022-07-11,80.2435
2022-07-12,79.8965
2022-07-13,80.1285
2022-07-14,80.0752
2022-07-15,80.316
2022-07-18,81.034
2022-07-19,81.898
2022-07-20,81.599
2022-07-21,81.451
2022-07-22,81.384
2022-07-25,81.6675
2022-07-26,80.805
2022-07-27,81.135
2022-07-28,80.6535
2022-07-29,80.882
2022-08-01,80.9335
2022-08-02,80.3243
2022-08-03,80.6895
2022-08-04,80.7715
2022-08-05,81.0469
2022-08-08,81.166
2022-08-09,81.406
2022-08-10,81.468
2022-08-11,82.2845
2022-08-12,81.9935
2022-08-15,81.061
2022-08-16,80.3745
2022-08-17,80.7555
2022-08-18,81.042
2022-08-19,80.2988
2022-08-22,79.8615
2022-08-23,79.2805
2022-08-24,79.3006
2022-08-25,79.6555
2022-08-26,79.9025
2022-08-29,79.8295
2022-08-30,79.8025
2022-08-31,79.5465
2022-09-01,79.6195
2022-09-02,79.8096
2022-09-05,79.2332
2022-09-06,79.2305
2022-09-07,79.028
2022-09-08,79.7375
2022-09-09,79.9685
2022-09-12,80.692
2022-09-13,80.5453
2022-09-14,79.422
2022-09-15,79.7119
2022-09-16,79.3605
2022-09-19,79.653
2022-09-20,79.6095
2022-09-21,79.1555
2022-09-22,79.897
2022-09-23,79.0705
2022-09-26,78.704
2022-09-27,78.574
2022-09-28,78.2655
2022-09-29,79.314
2022-09-30,79.425
2022-10-03,79.898
2022-10-04,80.6995
2022-10-05,80.909
2022-10-06,81.0615
2022-10-07,80.546
2022-10-10,79.9678
2022-10-11,79.9555
2022-10-12,79.8955
2022-10-13,79.9981
2022-10-14,79.9695
2022-10-17,80.128
2022-10-18,80.9195
2022-10-19,81.1955
2022-10-20,81.1755
2022-10-21,80.739
2022-10-24,81.5451
2022-10-25,81.653
2022-10-26,82.206
2022-10-27,82.656
2022-10-28,82.0565
2022-10-31,82.1035
2022-11-01,82.084
2022-11-02,81.992
2022-11-03,80.8845
2022-11-04,81.02
2022-11-07,81.8407
2022-11-08,81.518
2022-11-09,81.6575
2022-11-10,81.3058
2022-11-11,83.2253
2022-11-14,83.7779
2022-11-15,84.1304
2022-11-16,84.5905
2022-11-17,84.394
2022-11-18,84.6875
2022-11-21,83.7375
2022-11-22,83.8768
2022-11-23,84.466
2022-11-24,85.0295
2022-11-25,84.7145
2022-11-28,85.437
2022-11-29,84.6548
2022-11-30,84.4215
2022-12-01,84.933
2022-12-02,85.6435
2022-12-05,86.5249
2022-12-06,86.6485
2022-12-07,86.692
2022-12-08,86.6755
2022-12-09,86.9535
2022-12-12,87.253
2022-12-13,87.2965
2022-12-14,87.8435
2022-12-15,87.9355
2022-12-16,87.824
2022-12-19,87.5321
2022-12-20,87.6649
