Date,Zweedse kroon
2021-12-09,10.257
2021-12-10,10.2463
2021-12-13,10.231
2021-12-14,10.281
2021-12-15,10.2565
2021-12-16,10.2465
2021-12-17,10.2753
2021-12-20,10.301
2021-12-21,10.3315
2021-12-22,10.2906
2021-12-23,10.3035
2021-12-24,10.33
2021-12-27,10.325
2021-12-28,10.2528
2021-12-29,10.2608
2021-12-30,10.2438
2021-12-31,10.2503
2022-01-03,10.2958
2022-01-04,10.2808
2022-01-05,10.2545
2022-01-06,10.3265
2022-01-07,10.2839
2022-01-10,10.3038
2022-01-11,10.3075
2022-01-12,10.264
2022-01-13,10.238
2022-01-14,10.2684
2022-01-17,10.305
2022-01-18,10.3185
2022-01-19,10.3428
2022-01-20,10.3708
2022-01-21,10.414
2022-01-24,10.5038
2022-01-25,10.502
2022-01-26,10.4493
2022-01-27,10.445
2022-01-28,10.552
2022-01-31,10.489
2022-02-01,10.4438
2022-02-02,10.385
2022-02-03,10.387
2022-02-04,10.4465
2022-02-07,10.4483
2022-02-08,10.4433
2022-02-09,10.4075
2022-02-10,10.5275
2022-02-11,10.553
2022-02-14,10.6158
2022-02-15,10.5739
2022-02-16,10.5363
2022-02-17,10.593
2022-02-18,10.5796
2022-02-21,10.6535
2022-02-22,10.5996
2022-02-23,10.5658
2022-02-24,10.7338
2022-02-25,10.5848
2022-02-28,10.6055
2022-03-01,10.6893
2022-03-02,10.788
2022-03-03,10.7688
2022-03-04,10.7935
2022-03-07,10.8573
2022-03-08,10.8803
2022-03-09,10.734
2022-03-10,10.7073
2022-03-11,10.646
2022-03-14,10.5368
2022-03-15,10.526
2022-03-16,10.4205
2022-03-17,10.4503
2022-03-18,10.4303
2022-03-21,10.4088
2022-03-22,10.3822
2022-03-23,10.4005
2022-03-24,10.3555
2022-03-25,10.3505
2022-03-28,10.4225
2022-03-29,10.329
2022-03-30,10.3498
2022-03-31,10.337
2022-04-01,10.332
2022-04-04,10.3849
2022-04-05,10.2593
2022-04-06,10.2855
2022-04-07,10.313
2022-04-08,10.2768
2022-04-11,10.3128
2022-04-12,10.332
2022-04-13,10.3323
2022-04-14,10.3008
2022-04-19,10.3408
2022-04-20,10.23
2022-04-21,10.2553
2022-04-22,10.278
2022-04-25,10.3476
2022-04-26,10.3935
2022-04-27,10.4035
2022-04-28,10.3594
2022-04-29,10.2958
2022-05-02,10.4035
2022-05-03,10.3978
2022-05-04,10.3968
2022-05-05,10.3748
2022-05-06,10.4686
2022-05-09,10.5818
2022-05-10,10.6075
2022-05-11,10.526
2022-05-12,10.5648
2022-05-13,10.4905
2022-05-16,10.4978
2022-05-17,10.4393
2022-05-18,10.4675
2022-05-19,10.5098
2022-05-20,10.4915
2022-05-23,10.4918
2022-05-24,10.5013
2022-05-25,10.5419
2022-05-26,10.5983
2022-05-27,10.5293
2022-05-30,10.518
2022-05-31,10.5053
2022-06-01,10.4758
2022-06-02,10.4705
2022-06-03,10.4589
2022-06-06,10.452
2022-06-07,10.5039
2022-06-08,10.4938
2022-06-09,10.5045
2022-06-10,10.5255
2022-06-13,10.616
2022-06-14,10.622
2022-06-15,10.6278
2022-06-16,10.6942
2022-06-17,10.6748
2022-06-20,10.6375
2022-06-21,10.646
2022-06-22,10.6688
2022-06-23,10.705
2022-06-24,10.694
2022-06-27,10.6713
2022-06-28,10.6543
2022-06-29,10.6848
2022-06-30,10.73
2022-07-01,10.7783
2022-07-04,10.7658
2022-07-05,10.8031
2022-07-06,10.745
2022-07-07,10.723
2022-07-08,10.6665
2022-07-11,10.6943
2022-07-12,10.629
2022-07-13,10.602
2022-07-14,10.6019
2022-07-15,10.5943
2022-07-18,10.5265
2022-07-19,10.4964
2022-07-20,10.4606
2022-07-21,10.426
2022-07-22,10.4328
2022-07-25,10.3973
2022-07-26,10.4445
2022-07-27,10.4545
2022-07-28,10.449
2022-07-29,10.3875
2022-08-01,10.3668
2022-08-02,10.3995
2022-08-03,10.3913
2022-08-04,10.374
2022-08-05,10.3573
2022-08-08,10.365
2022-08-09,10.3875
2022-08-10,10.3773
2022-08-11,10.36
2022-08-12,10.4515
2022-08-15,10.498
2022-08-16,10.5365
2022-08-17,10.5617
2022-08-18,10.5903
2022-08-19,10.6095
2022-08-22,10.65
2022-08-23,10.6063
2022-08-24,10.586
2022-08-25,10.5525
2022-08-26,10.5703
2022-08-29,10.628
2022-08-30,10.65
2022-08-31,10.6788
2022-09-01,10.7415
2022-09-02,10.7498
2022-09-05,10.729
2022-09-06,10.6825
2022-09-07,10.6888
2022-09-08,10.7075
2022-09-09,10.6643
2022-09-12,10.6368
2022-09-13,10.6108
2022-09-14,10.675
2022-09-15,10.69
2022-09-16,10.7541
2022-09-19,10.7993
2022-09-20,10.8338
2022-09-21,10.9214
2022-09-22,10.8724
2022-09-23,10.9328
2022-09-26,10.9275
2022-09-27,10.8533
2022-09-28,10.9194
2022-09-29,10.958
2022-09-30,10.8993
2022-10-03,10.8743
2022-10-04,10.8166
2022-10-05,10.8376
2022-10-06,10.8728
2022-10-07,10.8555
2022-10-10,10.9502
2022-10-11,11.0015
2022-10-12,11.02
2022-10-13,11.0098
2022-10-14,11.0035
2022-10-17,10.9893
2022-10-18,10.906
2022-10-19,10.9448
2022-10-20,10.982
2022-10-21,11.0868
2022-10-24,11.0795
2022-10-25,10.9728
2022-10-26,10.953
2022-10-27,10.9583
2022-10-28,10.9403
2022-10-31,10.901
2022-11-01,10.874
2022-11-02,10.9065
2022-11-03,10.932
2022-11-04,10.8538
2022-11-07,10.832
2022-11-08,10.8373
2022-11-09,10.845
2022-11-10,10.8743
2022-11-11,10.7241
2022-11-14,10.7713
2022-11-15,10.8081
2022-11-16,10.8754
2022-11-17,10.9871
2022-11-18,10.9805
2022-11-21,10.9873
2022-11-22,10.9653
2022-11-23,10.8933
2022-11-24,10.8573
2022-11-25,10.8183
2022-11-28,10.8973
2022-11-29,10.901
2022-11-30,10.9345
2022-12-01,10.8984
2022-12-02,10.902
2022-12-05,10.8931
2022-12-06,10.889
2022-12-07,10.919
2022-12-08,10.906
2022-12-09,10.9188
2022-12-12,10.9075
2022-12-13,10.8965
2022-12-14,10.8638
2022-12-15,10.898
2022-12-16,11.0153
2022-12-19,11.0063
2022-12-20,11.0615
2022-12-21,11.0623
2022-12-22,11.05
2022-12-23,11.1045
2022-12-27,11.1285
2022-12-28,11.1038
2022-12-29,11.158
2022-12-30,11.1218
2023-01-02,11.1663
2023-01-03,11.143
2023-01-04,11.1653
2023-01-05,11.1848
2023-01-06,11.258
2023-01-09,11.196
2023-01-10,11.1963
2023-01-11,11.2783
2023-01-12,11.273
2023-01-13,11.2528
2023-01-16,11.2725
2023-01-17,11.285
2023-01-18,11.1735
2023-01-19,11.1533
2023-01-20,11.1655
2023-01-23,11.1183
2023-01-24,11.0995
2023-01-25,11.1335
2023-01-26,11.1763
2023-01-27,11.2108
2023-01-30,11.262
2023-01-31,11.348
2023-02-01,11.3455
2023-02-02,11.3587
2023-02-03,11.3323
2023-02-06,11.3652
2023-02-07,11.3805
2023-02-08,11.3423
2023-02-09,11.139
2023-02-10,11.163
2023-02-13,11.155
2023-02-14,11.101
2023-02-15,11.14
2023-02-16,11.142
2023-02-17,11.1983
2023-02-20,11.062
2023-02-21,11.0098
2023-02-22,11.0163
2023-02-23,11.0579
2023-02-24,11.003
2023-02-27,11.0595
2023-02-28,11.078
2023-03-01,11.1
2023-03-02,11.135
2023-03-03,11.143
2023-03-06,11.159
2023-03-07,11.2285
2023-03-08,11.2835
2023-03-09,11.3365
2023-03-10,11.3915
2023-03-13,11.439
2023-03-14,11.288
2023-03-15,11.202
2023-03-16,11.1781
2023-03-17,11.1995
2023-03-20,11.1564
2023-03-21,11.099
2023-03-22,11.1535
2023-03-23,11.222
2023-03-24,11.208
2023-03-27,11.212
2023-03-28,11.2195
2023-03-29,11.2955
2023-03-30,11.3037
2023-03-31,11.2805
2023-04-03,11.2835
2023-04-04,11.2525
2023-04-05,11.3265
2023-04-06,11.3875
2023-04-11,11.4255
2023-04-12,11.348
2023-04-13,11.3886
2023-04-14,11.3455
2023-04-17,11.3163
2023-04-18,11.2955
2023-04-19,11.306
2023-04-20,11.328
2023-04-21,11.3315
2023-04-24,11.309
2023-04-25,11.3045
2023-04-26,11.3855
2023-04-27,11.3805
2023-04-28,11.3515
2023-05-02,11.2915
2023-05-03,11.3265
2023-05-04,11.341
2023-05-05,11.2365
2023-05-08,11.2012
2023-05-09,11.1885
2023-05-10,11.1938
2023-05-11,11.2184
2023-05-12,11.2425
2023-05-15,11.2905
2023-05-16,11.2765
2023-05-17,11.325
2023-05-18,11.3609
2023-05-19,11.3695
2023-05-22,11.3765
2023-05-23,11.4494
2023-05-24,11.5103
2023-05-25,11.549
2023-05-26,11.528
2023-05-29,11.5956
2023-05-30,11.634
2023-05-31,11.6278
2023-06-01,11.6455
2023-06-02,11.5505
2023-06-05,11.642
2023-06-06,11.6215
2023-06-07,11.6255
2023-06-08,11.648
2023-06-09,11.673
2023-06-12,11.6185
2023-06-13,11.64
2023-06-14,11.5605
2023-06-15,11.6206
2023-06-16,11.5925
2023-06-19,11.6943
2023-06-20,11.758
2023-06-21,11.7563
2023-06-22,11.7224
2023-06-23,11.675
2023-06-26,11.6825
2023-06-27,11.7405
2023-06-28,11.795
2023-06-29,11.8175
2023-06-30,11.8055
2023-07-03,11.833
2023-07-04,11.812
2023-07-05,11.8295
2023-07-06,11.9045
2023-07-07,11.9075
2023-07-10,11.8745
2023-07-11,11.76
2023-07-12,11.68
2023-07-13,11.51
2023-07-14,11.493
2023-07-17,11.4873
2023-07-18,11.504
2023-07-19,11.476
2023-07-20,11.4795
2023-07-21,11.5517
2023-07-24,11.5495
2023-07-25,11.495
2023-07-26,11.5313
2023-07-27,11.4985
2023-07-28,11.5545
2023-07-31,11.5895
2023-08-01,11.6496
2023-08-02,11.681
2023-08-03,11.7415
2023-08-04,11.7
2023-08-07,11.6625
2023-08-08,11.744
2023-08-09,11.7195
2023-08-10,11.694
2023-08-11,11.8075
2023-08-14,11.8405
2023-08-15,11.839
2023-08-16,11.828
2023-08-17,11.8666
2023-08-18,11.9383
2023-08-21,11.9095
2023-08-22,11.863
2023-08-23,11.9061
2023-08-24,11.9175
2023-08-25,11.895
2023-08-28,11.9
2023-08-29,11.882
2023-08-30,11.841
2023-08-31,11.843
2023-09-01,11.896
2023-09-04,11.901
2023-09-05,11.9145
2023-09-06,11.9105
2023-09-07,11.9095
2023-09-08,11.904
2023-09-11,11.8795
2023-09-12,11.8875
2023-09-13,11.9475
2023-09-14,11.95
2023-09-15,11.873
2023-09-18,11.9872
2023-09-19,11.8845
2023-09-20,11.8803
2023-09-21,11.926
2023-09-22,11.879
2023-09-25,11.728
2023-09-26,11.654
2023-09-27,11.6255
2023-09-28,11.6065
2023-09-29,11.5325
2023-10-02,11.5833
2023-10-03,11.6375
2023-10-04,11.5855
2023-10-05,11.5975
2023-10-06,11.6045
2023-10-09,11.6085
2023-10-10,11.6005
2023-10-11,11.5655
2023-10-12,11.5435
2023-10-13,11.55
2023-10-16,11.5375
2023-10-17,11.53
2023-10-18,11.5643
2023-10-19,11.6155
2023-10-20,11.634
2023-10-23,11.7071
2023-10-24,11.7456
2023-10-25,11.7715
2023-10-26,11.8005
2023-10-27,11.8235
2023-10-30,11.806
2023-10-31,11.8275
2023-11-01,11.806
2023-11-02,11.819
2023-11-03,11.74
2023-11-06,11.6575
2023-11-07,11.6695
2023-11-08,11.6555
2023-11-09,11.634
2023-11-10,11.629
2023-11-13,11.61
2023-11-14,11.6537
2023-11-15,11.451
2023-11-16,11.4898
2023-11-17,11.481
2023-11-20,11.427
2023-11-21,11.404
2023-11-22,11.39
2023-11-23,11.4385
2023-11-24,11.439
2023-11-27,11.421
2023-11-28,11.433
2023-11-29,11.3655
2023-11-30,11.4308
2023-12-01,11.3715
2023-12-04,11.321
2023-12-05,11.3095
2023-12-06,11.3065
2023-12-07,11.2557
2023-12-08,11.238
2023-12-11,11.297
2023-12-12,11.2815
2023-12-13,11.277
2023-12-14,11.18
2023-12-15,11.2125
2023-12-18,11.145
2023-12-19,11.175
2023-12-20,11.129
2023-12-21,11.099
2023-12-22,11.0556
2023-12-27,11.066
2023-12-28,11.0382
2023-12-29,11.096
2024-01-02,11.1545
2024-01-03,11.1915
2024-01-04,11.1905
2024-01-05,11.235
2024-01-08,11.2095
2024-01-09,11.2115
2024-01-10,11.197
2024-01-11,11.197
2024-01-12,11.26
2024-01-15,11.278
2024-01-16,11.3215
2024-01-17,11.3925
2024-01-18,11.364
2024-01-19,11.38
2024-01-22,11.3545
2024-01-23,11.347
2024-01-24,11.3585
2024-01-25,11.35
2024-01-26,11.3203
2024-01-29,11.3562
2024-01-30,11.2971
2024-01-31,11.2682
2024-02-01,11.3354
2024-02-02,11.268
2024-02-05,11.374
2024-02-06,11.3825
2024-02-07,11.2725
2024-02-08,11.2705
2024-02-09,11.2815
2024-02-12,11.232
2024-02-13,11.251
2024-02-14,11.3127
2024-02-15,11.2575
2024-02-16,11.2655
2024-02-19,11.237
2024-02-20,11.2185
2024-02-21,11.2075
2024-02-22,11.174
2024-02-23,11.1545
2024-02-26,11.1675
2024-02-27,11.1805
2024-02-28,11.192
2024-02-29,11.215
2024-03-01,11.1948
2024-03-04,11.2424
2024-03-05,11.2803
2024-03-06,11.2555
2024-03-07,11.1944
2024-03-08,11.164
2024-03-11,11.1865
2024-03-12,11.173
2024-03-13,11.193
2024-03-14,11.2245
2024-03-15,11.2674
2024-03-18,11.3178
2024-03-19,11.3465
2024-03-20,11.3595
2024-03-21,11.3645
2024-03-22,11.4025
2024-03-25,11.457
2024-03-26,11.453
2024-03-27,11.506
2024-03-28,11.525
2024-04-02,11.5575
2024-04-03,11.575
2024-04-04,11.5105
2024-04-05,11.526
2024-04-08,11.4675
2024-04-09,11.4555
2024-04-10,11.4345
2024-04-11,11.531
2024-04-12,11.5699
2024-04-15,11.5583
2024-04-16,11.635
2024-04-17,11.6793
2024-04-18,11.637
2024-04-19,11.664
2024-04-22,11.6015
2024-04-23,11.603
2024-04-24,11.6225
2024-04-25,11.639
2024-04-26,11.7052
2024-04-29,11.685
2024-04-30,11.753
2024-05-02,11.682
2024-05-03,11.6398
2024-05-06,11.625
2024-05-07,11.681
2024-05-08,11.733
2024-05-09,11.7205
2024-05-10,11.6865
2024-05-13,11.7
2024-05-14,11.7285
2024-05-15,11.6751
2024-05-16,11.6172
2024-05-17,11.655
2024-05-20,11.6127
2024-05-21,11.581
2024-05-22,11.6325
2024-05-23,11.5925
2024-05-24,11.599
2024-05-27,11.54
2024-05-28,11.466
2024-05-29,11.5215
2024-05-30,11.4995
2024-05-31,11.421
2024-06-03,11.4035
2024-06-04,11.3755
2024-06-05,11.3275
2024-06-06,11.293
2024-06-07,11.3075
