Date,Mexicaanse peso
2020-06-19,25.3126
2020-06-22,25.2313
2020-06-23,25.2497
2020-06-24,25.4773
2020-06-25,25.6315
2020-06-26,25.5836
2020-06-29,25.923
2020-06-30,25.947
2020-07-01,25.7005
2020-07-02,25.536
2020-07-03,25.3049
2020-07-06,25.1207
2020-07-07,25.4764
2020-07-08,25.6433
2020-07-09,25.6985
2020-07-10,25.6953
2020-07-13,25.4857
2020-07-14,25.7383
2020-07-15,25.4759
2020-07-16,25.5051
2020-07-17,25.6132
2020-07-20,25.8217
2020-07-21,25.591
2020-07-22,25.8715
2020-07-23,25.9685
2020-07-24,26.0804
2020-07-27,26.0083
2020-07-28,25.8438
2020-07-29,25.631
2020-07-30,26.0101
2020-07-31,26.278
2020-08-03,26.269
2020-08-04,26.7401
2020-08-05,26.7125
2020-08-06,26.615
2020-08-07,26.5127
2020-08-10,26.3047
2020-08-11,26.3028
2020-08-12,26.3381
2020-08-13,26.4372
2020-08-14,26.2027
2020-08-17,26.0924
2020-08-18,26.2626
2020-08-19,26.383
2020-08-20,26.3712
2020-08-21,26.066
2020-08-24,25.9307
2020-08-25,25.8774
2020-08-26,25.875
2020-08-27,25.9205
2020-08-28,26.069
2020-08-31,26.059
2020-09-01,26.0278
2020-09-02,25.915
2020-09-03,25.7175
2020-09-04,25.5275
2020-09-07,25.5127
2020-09-08,25.7685
2020-09-09,25.5626
2020-09-10,25.3147
2020-09-11,25.2387
2020-09-14,25.1792
2020-09-15,24.9307
2020-09-16,24.9614
2020-09-17,24.8461
2020-09-18,24.7344
2020-09-21,25.3145
2020-09-22,25.1194
2020-09-23,25.8339
2020-09-24,26.1062
2020-09-25,26.0006
2020-09-28,25.9525
2020-09-29,26.0452
2020-09-30,26.1848
2020-10-01,25.6764
2020-10-02,25.6582
2020-10-05,25.2551
2020-10-06,25.1631
2020-10-07,25.2609
2020-10-08,25.1418
2020-10-09,25.0833
2020-10-12,25.073
2020-10-13,25.0183
2020-10-14,25.1075
2020-10-15,25.1559
2020-10-16,24.872
2020-10-19,24.8118
2020-10-20,25.0315
2020-10-21,24.9348
2020-10-22,24.999
2020-10-23,24.753
2020-10-26,24.8705
2020-10-27,24.6622
2020-10-28,24.9759
2020-10-29,25.0028
2020-10-30,24.8416
2020-11-02,24.7327
2020-11-03,24.7581
2020-11-04,24.6474
2020-11-05,24.5016
2020-11-06,24.684
2020-11-09,23.8949
2020-11-10,24.1004
2020-11-11,24.0319
2020-11-12,24.2625
2020-11-13,24.2239
2020-11-16,23.9849
2020-11-17,24.2129
2020-11-18,24.0105
2020-11-19,24.0426
2020-11-20,23.8656
2020-11-23,23.7978
2020-11-24,23.8129
2020-11-25,23.8614
2020-11-26,23.8479
2020-11-27,23.9402
2020-11-30,24.0499
2020-12-01,24.0465
2020-12-02,24.2499
2020-12-03,24.1384
2020-12-04,24.1091
2020-12-07,24.0901
2020-12-08,24.0683
2020-12-09,23.9187
2020-12-10,24.0863
2020-12-11,24.4157
2020-12-14,24.3753
2020-12-15,24.4905
2020-12-16,24.2123
2020-12-17,24.2407
2020-12-18,24.328
2020-12-21,24.8514
2020-12-22,24.4948
2020-12-23,24.4449
2020-12-24,24.3475
2020-12-28,24.3136
2020-12-29,24.4001
2020-12-30,24.3733
2020-12-31,24.416
2021-01-04,24.3031
2021-01-05,24.586
2021-01-06,24.3543
2021-01-07,24.2552
2021-01-08,24.4718
2021-01-11,24.5301
2021-01-12,24.301
2021-01-13,24.1414
2021-01-14,24.0418
2021-01-15,24.0231
2021-01-18,23.9785
2021-01-19,23.787
2021-01-20,23.7719
2021-01-21,23.8443
2021-01-22,24.2345
2021-01-25,24.2927
2021-01-26,24.3386
2021-01-27,24.4497
2021-01-28,24.7187
2021-01-29,24.5417
2021-02-01,24.5157
2021-02-02,24.3492
2021-02-03,24.219
2021-02-04,24.2904
2021-02-05,24.349
2021-02-08,24.305
2021-02-09,24.3205
2021-02-10,24.3776
2021-02-11,24.2037
2021-02-12,24.2515
2021-02-15,24.1825
2021-02-16,24.3866
2021-02-17,24.4836
2021-02-18,24.389
2021-02-19,24.7094
2021-02-22,25.2189
2021-02-23,25.1611
2021-02-24,24.77
2021-02-25,25.3424
2021-02-26,25.2879
2021-03-01,25.0317
2021-03-02,24.8772
2021-03-03,24.9919
2021-03-04,25.0615
2021-03-05,25.3204
2021-03-08,25.5759
2021-03-09,25.3635
2021-03-10,25.2221
2021-03-11,24.7978
2021-03-12,24.8556
2021-03-15,24.661
2021-03-16,24.6021
2021-03-17,24.6882
2021-03-18,24.5306
2021-03-19,24.16
2021-03-22,24.6337
2021-03-23,24.5926
2021-03-24,24.5236
2021-03-25,24.6616
2021-03-26,24.2575
2021-03-29,24.4513
2021-03-30,24.2262
2021-03-31,24.0506
2021-04-01,23.8792
2021-04-06,23.9395
2021-04-07,24.0091
2021-04-08,23.9497
2021-04-09,23.9374
2021-04-12,23.969
2021-04-13,24.0251
2021-04-14,24.0508
2021-04-15,23.9455
2021-04-16,23.8806
2021-04-19,23.886
2021-04-20,23.9731
2021-04-21,23.9052
2021-04-22,24.0079
2021-04-23,23.9455
2021-04-26,23.9814
2021-04-27,24.0829
2021-04-28,24.1724
2021-04-29,24.2355
2021-04-30,24.2345
2021-05-03,24.4071
2021-05-04,24.404
2021-05-05,24.2675
2021-05-06,24.4195
2021-05-07,24.2006
2021-05-10,24.2464
2021-05-11,24.1364
2021-05-12,24.1783
2021-05-13,24.3353
2021-05-14,24.0232
2021-05-17,24.1677
2021-05-18,24.1211
2021-05-19,24.2954
2021-05-20,24.2825
2021-05-21,24.2741
2021-05-24,24.3683
2021-05-25,24.3183
2021-05-26,24.2995
2021-05-27,24.2556
2021-05-28,24.3191
2021-05-31,24.3131
2021-06-01,24.3279
2021-06-02,24.3207
2021-06-03,24.33
2021-06-04,24.4415
2021-06-07,24.045
2021-06-08,24.0699
2021-06-09,23.939
2021-06-10,23.9905
2021-06-11,23.9003
2021-06-14,24.1179
2021-06-15,24.1978
2021-06-16,24.1996
2021-06-17,24.4406
2021-06-18,24.3373
2021-06-21,24.4932
2021-06-22,24.4812
2021-06-23,24.2265
2021-06-24,23.9678
2021-06-25,23.6766
2021-06-28,23.6527
2021-06-29,23.6108
2021-06-30,23.5784
2021-07-01,23.727
2021-07-02,23.5936
2021-07-05,23.5266
2021-07-06,23.459
2021-07-07,23.5724
2021-07-08,23.7922
2021-07-09,23.58
2021-07-12,23.6064
2021-07-13,23.555
2021-07-14,23.5734
2021-07-15,23.5383
2021-07-16,23.4589
2021-07-19,23.5865
2021-07-20,23.599
2021-07-21,23.774
2021-07-22,23.729
2021-07-23,23.6237
2021-07-26,23.6826
2021-07-27,23.6687
2021-07-28,23.5823
2021-07-29,23.5655
2021-07-30,23.6277
2021-08-02,23.5605
2021-08-03,23.5939
2021-08-04,23.5576
2021-08-05,23.6112
2021-08-06,23.5178
2021-08-09,23.5526
2021-08-10,23.5629
2021-08-11,23.5291
2021-08-12,23.357
2021-08-13,23.3755
2021-08-16,23.4319
2021-08-17,23.4266
2021-08-18,23.4178
2021-08-19,23.5852
2021-08-20,23.6848
2021-08-23,23.8334
2021-08-24,23.8606
2021-08-25,23.7798
2021-08-26,23.9001
2021-08-27,23.9686
2021-08-30,23.8273
2021-08-31,23.7864
2021-09-01,23.6484
2021-09-02,23.6529
2021-09-03,23.6503
2021-09-06,23.6212
2021-09-07,23.6659
2021-09-08,23.5314
2021-09-09,23.5363
2021-09-10,23.5404
2021-09-13,23.401
2021-09-14,23.5067
2021-09-15,23.4927
2021-09-16,23.3728
2021-09-17,23.4722
2021-09-20,23.6419
2021-09-21,23.5912
2021-09-22,23.5533
2021-09-23,23.4303
2021-09-24,23.628
2021-09-27,23.5043
2021-09-28,23.5909
2021-09-29,23.7082
2021-09-30,23.7439
2021-10-01,23.7955
2021-10-04,23.8512
2021-10-05,23.7904
2021-10-06,23.9641
2021-10-07,23.7032
2021-10-08,23.8295
2021-10-11,24.0051
2021-10-12,24.0232
2021-10-13,23.9497
2021-10-14,23.8458
2021-10-15,23.8542
2021-10-18,23.7177
2021-10-19,23.7003
2021-10-20,23.4814
2021-10-21,23.6004
2021-10-22,23.5402
2021-10-25,23.4551
2021-10-26,23.4016
2021-10-27,23.4502
2021-10-28,23.5842
2021-10-29,23.8048
2021-11-01,23.9402
2021-11-02,24.073
2021-11-03,24.0953
2021-11-04,23.8191
2021-11-05,23.6152
2021-11-08,23.6244
2021-11-09,23.5335
2021-11-10,23.5282
2021-11-11,23.5367
2021-11-12,23.6472
2021-11-15,23.5097
2021-11-16,23.4423
2021-11-17,23.4259
2021-11-18,23.5605
2021-11-19,23.4637
2021-11-22,23.5855
2021-11-23,23.7773
2021-11-24,23.833
2021-11-25,24.1647
2021-11-26,24.4974
2021-11-29,24.67
2021-11-30,24.5059
2021-12-01,24.0869
2021-12-02,24.1963
2021-12-03,23.9841
2021-12-06,23.9694
2021-12-07,23.8972
2021-12-08,23.6365
2021-12-09,23.8011
2021-12-10,23.6094
2021-12-13,23.5354
2021-12-14,23.7839
2021-12-15,23.8856
2021-12-16,23.7706
2021-12-17,23.5473
2021-12-20,23.4407
2021-12-21,23.4677
2021-12-22,23.47
2021-12-23,23.409
2021-12-24,23.3103
2021-12-27,23.3216
2021-12-28,23.4003
2021-12-29,23.2544
2021-12-30,23.2431
2021-12-31,23.1438
2022-01-03,23.2259
2022-01-04,23.1808
2022-01-05,23.1422
2022-01-06,23.2549
2022-01-07,23.1109
2022-01-10,23.0597
2022-01-11,23.0888
2022-01-12,23.1852
2022-01-13,23.3894
2022-01-14,23.2684
2022-01-17,23.1901
2022-01-18,23.1443
2022-01-19,23.0922
2022-01-20,23.1684
2022-01-21,23.2229
2022-01-24,23.2566
2022-01-25,23.2909
2022-01-26,23.1845
2022-01-27,23.143
2022-01-28,23.1854
2022-01-31,23.1856
2022-02-01,23.1296
2022-02-02,23.2134
2022-02-03,23.2359
2022-02-04,23.5856
2022-02-07,23.575
2022-02-08,23.5601
2022-02-09,23.4719
2022-02-10,23.3584
2022-02-11,23.3183
2022-02-14,23.1331
2022-02-15,23.1113
2022-02-16,23.1718
2022-02-17,23.0367
2022-02-18,23.027
2022-02-21,22.9951
2022-02-22,23.033
2022-02-23,22.9079
2022-02-24,22.9355
2022-02-25,22.9145
2022-02-28,22.9011
2022-03-01,22.8558
2022-03-02,22.999
2022-03-03,22.8945
2022-03-04,22.7543
2022-03-07,23.0249
2022-03-08,23.2866
2022-03-09,23.2145
2022-03-10,23.3153
2022-03-11,22.9524
2022-03-14,22.8311
2022-03-15,22.9352
2022-03-16,22.854
2022-03-17,22.788
2022-03-18,22.5905
2022-03-21,22.48
2022-03-22,22.3667
2022-03-23,22.1978
2022-03-24,22.177
2022-03-25,21.9908
2022-03-28,21.9841
2022-03-29,22.1561
2022-03-30,22.1557
2022-03-31,22.0903
2022-04-01,21.9087
2022-04-04,21.82
2022-04-05,21.7474
2022-04-06,21.8759
2022-04-07,21.9806
2022-04-08,21.8729
2022-04-11,21.8653
2022-04-12,21.5616
2022-04-13,21.417
2022-04-14,21.5941
2022-04-19,21.4725
2022-04-20,21.6392
2022-04-21,21.8836
2022-04-22,22.0034
2022-04-25,21.8989
2022-04-26,21.6538
2022-04-27,21.6259
2022-04-28,21.4531
2022-04-29,21.4181
2022-05-02,21.4758
2022-05-03,21.5025
2022-05-04,21.2947
2022-05-05,21.2069
2022-05-06,21.3555
2022-05-09,21.4341
2022-05-10,21.4716
2022-05-11,21.387
2022-05-12,21.2531
2022-05-13,20.988
2022-05-16,20.9324
2022-05-17,21.0273
2022-05-18,20.9204
2022-05-19,21.0043
2022-05-20,21.0314
2022-05-23,21.1273
2022-05-24,21.2456
2022-05-25,21.2213
2022-05-26,21.1935
2022-05-27,21.136
2022-05-30,20.8994
2022-05-31,20.987
2022-06-01,21.0678
2022-06-02,20.9831
2022-06-03,20.985
2022-06-06,20.9078
2022-06-07,20.8435
2022-06-08,21.0458
2022-06-09,21.0248
2022-06-10,20.8285
2022-06-13,21.2102
2022-06-14,21.4832
2022-06-15,21.4763
2022-06-16,21.4115
2022-06-17,21.4474
2022-06-20,21.3016
2022-06-21,21.2485
2022-06-22,21.1491
2022-06-23,21.0924
2022-06-24,20.9901
2022-06-27,21.041
2022-06-28,21.088
2022-06-29,21.1375
2022-06-30,20.9641
2022-07-01,21.115
2022-07-04,21.1972
2022-07-05,21.0171
2022-07-06,21.0194
2022-07-07,20.9675
2022-07-08,20.8477
2022-07-11,20.7845
2022-07-12,20.8883
2022-07-13,20.9029
2022-07-14,20.9585
2022-07-15,20.9209
2022-07-18,20.7095
2022-07-19,20.8552
2022-07-20,20.8967
2022-07-21,20.941
2022-07-22,20.9595
2022-07-25,20.9376
2022-07-26,20.7845
2022-07-27,20.753
2022-07-28,20.676
2022-07-29,20.6745
2022-08-01,20.7635
2022-08-02,20.952
2022-08-03,21.0788
2022-08-04,20.756
2022-08-05,20.8367
2022-08-08,20.681
2022-08-09,20.7145
2022-08-10,20.713
2022-08-11,20.6398
2022-08-12,20.4925
2022-08-15,20.3914
2022-08-16,20.1595
2022-08-17,20.3825
2022-08-18,20.313
2022-08-19,20.3273
2022-08-22,20.1583
2022-08-23,19.9152
2022-08-24,19.7781
2022-08-25,19.8132
2022-08-26,19.924
2022-08-29,19.9876
2022-08-30,20.0077
2022-08-31,20.2044
2022-09-01,20.1954
2022-09-02,20.1024
2022-09-05,19.8192
2022-09-06,19.8545
2022-09-07,19.9225
2022-09-08,20.013
2022-09-09,19.991
2022-09-12,20.1025
2022-09-13,20.1615
2022-09-14,20.028
2022-09-15,20.0021
2022-09-16,20.0028
2022-09-19,20.113
2022-09-20,19.9667
2022-09-21,19.7847
2022-09-22,19.6129
2022-09-23,19.5708
2022-09-26,19.6066
2022-09-27,19.5832
2022-09-28,19.5294
2022-09-29,19.5779
2022-09-30,19.6393
2022-10-03,19.604
2022-10-04,19.777
2022-10-05,19.8625
2022-10-06,19.817
2022-10-07,19.643
2022-10-10,19.3588
2022-10-11,19.4115
2022-10-12,19.4522
2022-10-13,19.4442
2022-10-14,19.5032
2022-10-17,19.5
2022-10-18,19.664
2022-10-19,19.6845
2022-10-20,19.7005
2022-10-21,19.5521
2022-10-24,19.6514
2022-10-25,19.6353
2022-10-26,19.8501
2022-10-27,20.015
2022-10-28,19.7718
2022-10-31,19.7122
2022-11-01,19.5984
2022-11-02,19.4921
2022-11-03,19.2363
2022-11-04,19.2611
2022-11-07,19.4395
2022-11-08,19.4495
2022-11-09,19.6554
2022-11-10,19.4562
2022-11-11,20.0239
2022-11-14,20.0985
2022-11-15,20.0795
2022-11-16,20.1227
2022-11-17,20.062
2022-11-18,20.162
2022-11-21,19.9357
2022-11-22,20.0951
2022-11-23,20.001
2022-11-24,20.1501
2022-11-25,20.1069
2022-11-28,20.22
2022-11-29,19.8075
2022-11-30,20.0111
2022-12-01,20.1472
2022-12-02,20.187
2022-12-05,20.7295
2022-12-06,20.6884
2022-12-07,20.7534
2022-12-08,20.6989
2022-12-09,20.849
2022-12-12,20.9047
2022-12-13,20.9435
2022-12-14,20.8635
2022-12-15,20.9431
2022-12-16,21.0634
