Date,Zuid-Koreaanse won
2020-05-21,1354.6
2020-05-22,1353.51
2020-05-25,1354.63
2020-05-26,1352.23
2020-05-27,1359.04
2020-05-28,1363.76
2020-05-29,1376.21
2020-06-01,1364.44
2020-06-02,1364.42
2020-06-03,1364.09
2020-06-04,1368.73
2020-06-05,1365.57
2020-06-08,1353.2
2020-06-09,1353.3
2020-06-10,1352.17
2020-06-11,1359.18
2020-06-12,1360.45
2020-06-15,1366.08
2020-06-16,1369.11
2020-06-17,1362.21
2020-06-18,1359.26
2020-06-19,1353.53
2020-06-22,1361.3
2020-06-23,1366.51
2020-06-24,1356.39
2020-06-25,1347.73
2020-06-26,1346.19
2020-06-29,1352.81
2020-06-30,1345.83
2020-07-01,1347.84
2020-07-02,1353.9
2020-07-03,1346.54
2020-07-06,1350.51
2020-07-07,1349.06
2020-07-08,1348.86
2020-07-09,1354.35
2020-07-10,1354.7
2020-07-13,1361.37
2020-07-14,1371.98
2020-07-15,1373.55
2020-07-16,1373.74
2020-07-17,1376.55
2020-07-20,1377.07
2020-07-21,1367.96
2020-07-22,1384.38
2020-07-23,1389.31
2020-07-24,1396.83
2020-07-27,1407.15
2020-07-28,1406.13
2020-07-29,1400.22
2020-07-30,1404.16
2020-07-31,1409.56
2020-08-03,1401.26
2020-08-04,1406.49
2020-08-05,1405.74
2020-08-06,1404.99
2020-08-07,1401.9
2020-08-10,1396.28
2020-08-11,1393.79
2020-08-12,1393.92
2020-08-13,1402.22
2020-08-14,1402.11
2020-08-17,1405.87
2020-08-18,1410.08
2020-08-19,1405.97
2020-08-20,1408.22
2020-08-21,1403.15
2020-08-24,1406.32
2020-08-25,1402.12
2020-08-26,1398.97
2020-08-27,1399.75
2020-08-28,1407.24
2020-08-31,1415.76
2020-09-01,1420.12
2020-09-02,1408.07
2020-09-03,1406.65
2020-09-04,1409.07
2020-09-07,1405.09
2020-09-08,1402.14
2020-09-09,1397.84
2020-09-10,1405.84
2020-09-11,1407.07
2020-09-14,1404.73
2020-09-15,1400.73
2020-09-16,1390.72
2020-09-17,1383.16
2020-09-18,1375.96
2020-09-21,1372.84
2020-09-22,1363.87
2020-09-23,1362.8
2020-09-24,1367.55
2020-09-25,1367.57
2020-09-28,1364.72
2020-09-29,1365.89
2020-09-30,1368.51
2020-10-01,1365.03
2020-10-02,1364.68
2020-10-05,1363.72
2020-10-06,1368.49
2020-10-07,1362.7
2020-10-08,1355.48
2020-10-09,1350.52
2020-10-12,1355.3
2020-10-13,1351.0
2020-10-14,1346.7
2020-10-15,1344.08
2020-10-16,1341.16
2020-10-19,1341.33
2020-10-20,1346.35
2020-10-21,1343.08
2020-10-22,1341.66
2020-10-23,1338.52
2020-10-26,1338.31
2020-10-27,1332.89
2020-10-28,1332.51
2020-10-29,1326.92
2020-10-30,1324.2
2020-11-02,1320.61
2020-11-03,1323.74
2020-11-04,1327.24
2020-11-05,1330.68
2020-11-06,1332.6
2020-11-09,1321.43
2020-11-10,1318.93
2020-11-11,1311.14
2020-11-12,1314.39
2020-11-13,1311.84
2020-11-16,1310.5
2020-11-17,1314.74
2020-11-18,1310.55
2020-11-19,1321.07
2020-11-20,1323.26
2020-11-23,1323.33
2020-11-24,1318.77
2020-11-25,1315.62
2020-11-26,1318.24
2020-11-27,1318.04
2020-11-30,1326.08
2020-12-01,1326.72
2020-12-02,1330.2
2020-12-03,1325.91
2020-12-04,1320.6
2020-12-07,1316.88
2020-12-08,1314.53
2020-12-09,1314.27
2020-12-10,1318.52
2020-12-11,1325.32
2020-12-14,1327.5
2020-12-15,1327.69
2020-12-16,1332.9
2020-12-17,1338.48
2020-12-18,1346.95
2020-12-21,1350.52
2020-12-22,1353.44
2020-12-23,1347.45
2020-12-24,1344.97
2020-12-28,1340.87
2020-12-29,1340.33
2020-12-30,1335.83
2020-12-31,1336.0
2021-01-04,1332.03
2021-01-05,1335.85
2021-01-06,1339.3
2021-01-07,1342.29
2021-01-08,1337.9
2021-01-11,1335.76
2021-01-12,1336.38
2021-01-13,1335.2
2021-01-14,1330.37
2021-01-15,1333.6
2021-01-18,1335.05
2021-01-19,1337.54
2021-01-20,1333.62
2021-01-21,1337.11
2021-01-22,1344.48
2021-01-25,1340.18
2021-01-26,1339.51
2021-01-27,1340.79
2021-01-28,1350.76
2021-01-29,1354.98
2021-02-01,1351.21
2021-02-02,1344.07
2021-02-03,1341.03
2021-02-04,1341.26
2021-02-05,1345.45
2021-02-08,1347.77
2021-02-09,1347.42
2021-02-10,1340.67
2021-02-11,1339.97
2021-02-12,1337.98
2021-02-15,1337.12
2021-02-16,1341.09
2021-02-17,1334.77
2021-02-18,1336.85
2021-02-19,1339.59
2021-02-22,1350.83
2021-02-23,1351.72
2021-02-24,1346.15
2021-02-25,1359.14
2021-02-26,1367.1
2021-03-01,1352.8
2021-03-02,1354.37
2021-03-03,1347.23
2021-03-04,1353.89
2021-03-05,1347.11
2021-03-08,1351.68
2021-03-09,1353.91
2021-03-10,1357.05
2021-03-11,1353.09
2021-03-12,1354.93
2021-03-15,1351.97
2021-03-16,1347.36
2021-03-17,1346.65
2021-03-18,1343.25
2021-03-19,1344.69
2021-03-22,1344.78
2021-03-23,1342.48
2021-03-24,1338.12
2021-03-25,1340.88
2021-03-26,1332.17
2021-03-29,1334.49
2021-03-30,1331.35
2021-03-31,1324.19
2021-04-01,1328.36
2021-04-06,1323.16
2021-04-07,1328.05
2021-04-08,1324.91
2021-04-09,1331.28
2021-04-12,1338.46
2021-04-13,1337.32
2021-04-14,1333.87
2021-04-15,1335.3
2021-04-16,1335.7
2021-04-19,1340.89
2021-04-20,1342.91
2021-04-21,1344.21
2021-04-22,1346.21
2021-04-23,1347.03
2021-04-26,1343.56
2021-04-27,1343.47
2021-04-28,1344.95
2021-04-29,1343.39
2021-04-30,1346.24
2021-05-03,1351.95
2021-05-04,1353.56
2021-05-05,1350.98
2021-05-06,1352.78
2021-05-07,1350.52
2021-05-10,1353.14
2021-05-11,1361.23
2021-05-12,1362.98
2021-05-13,1368.03
2021-05-14,1368.07
2021-05-17,1382.18
2021-05-18,1378.11
2021-05-19,1379.9
2021-05-20,1379.9
2021-05-21,1373.05
2021-05-24,1375.43
2021-05-25,1375.57
2021-05-26,1366.0
2021-05-27,1362.64
2021-05-28,1355.86
2021-05-31,1352.04
2021-06-01,1355.39
2021-06-02,1356.11
2021-06-03,1357.75
2021-06-04,1352.93
2021-06-07,1351.23
2021-06-08,1358.73
2021-06-09,1359.9
2021-06-10,1358.76
2021-06-11,1351.09
2021-06-14,1355.07
2021-06-15,1354.1
2021-06-16,1356.23
2021-06-17,1354.06
2021-06-18,1347.13
2021-06-21,1349.19
2021-06-22,1350.72
2021-06-23,1357.96
2021-06-24,1351.07
2021-06-25,1346.35
2021-06-28,1347.92
2021-06-29,1341.25
2021-06-30,1341.41
2021-07-01,1345.86
2021-07-02,1343.49
2021-07-05,1341.22
2021-07-06,1341.67
2021-07-07,1344.89
2021-07-08,1361.34
2021-07-09,1358.2
2021-07-12,1361.95
2021-07-13,1356.76
2021-07-14,1355.24
2021-07-15,1350.13
2021-07-16,1347.94
2021-07-19,1357.53
2021-07-20,1352.39
2021-07-21,1359.56
2021-07-22,1352.59
2021-07-23,1354.19
2021-07-26,1360.69
2021-07-27,1360.75
2021-07-28,1362.99
2021-07-29,1360.07
2021-07-30,1368.74
2021-08-02,1367.67
2021-08-03,1364.59
2021-08-04,1355.44
2021-08-05,1353.34
2021-08-06,1349.15
2021-08-09,1345.82
2021-08-10,1349.76
2021-08-11,1357.41
2021-08-12,1365.19
2021-08-13,1369.96
2021-08-16,1374.09
2021-08-17,1381.91
2021-08-18,1371.95
2021-08-19,1375.34
2021-08-20,1380.66
2021-08-23,1372.54
2021-08-24,1369.0
2021-08-25,1370.17
2021-08-26,1373.36
2021-08-27,1375.78
2021-08-30,1375.03
2021-08-31,1370.03
2021-09-01,1369.25
2021-09-02,1372.66
2021-09-03,1374.06
2021-09-06,1372.45
2021-09-07,1380.15
2021-09-08,1377.95
2021-09-09,1382.73
2021-09-10,1380.55
2021-09-13,1383.74
2021-09-14,1382.66
2021-09-15,1380.77
2021-09-16,1380.44
2021-09-17,1386.26
2021-09-20,1393.32
2021-09-21,1388.85
2021-09-22,1387.87
2021-09-23,1374.73
2021-09-24,1382.54
2021-09-27,1382.04
2021-09-28,1385.41
2021-09-29,1381.2
2021-09-30,1371.58
2021-10-01,1371.32
2021-10-04,1372.5
2021-10-05,1376.12
2021-10-06,1379.91
2021-10-07,1375.87
2021-10-08,1381.8
2021-10-11,1383.43
2021-10-12,1383.4
2021-10-13,1378.13
2021-10-14,1375.51
2021-10-15,1371.21
2021-10-18,1377.9
2021-10-19,1372.96
2021-10-20,1364.31
2021-10-21,1370.6
2021-10-22,1368.39
2021-10-25,1357.3
2021-10-26,1354.11
2021-10-27,1360.44
2021-10-28,1357.69
2021-10-29,1362.92
2021-11-01,1363.88
2021-11-02,1363.97
2021-11-03,1369.05
2021-11-04,1369.33
2021-11-05,1366.75
2021-11-08,1368.52
2021-11-09,1362.47
2021-11-10,1362.58
2021-11-11,1353.13
2021-11-12,1349.1
2021-11-15,1350.36
2021-11-16,1343.0
2021-11-17,1337.42
2021-11-18,1342.26
2021-11-19,1344.64
2021-11-22,1338.72
2021-11-23,1340.6
2021-11-24,1331.51
2021-11-25,1337.04
2021-11-26,1348.9
2021-11-29,1344.73
2021-11-30,1350.29
2021-12-01,1330.53
2021-12-02,1333.57
2021-12-03,1334.04
2021-12-06,1333.81
2021-12-07,1325.5
2021-12-08,1328.25
2021-12-09,1331.42
2021-12-10,1331.35
2021-12-13,1333.6
2021-12-14,1338.31
2021-12-15,1335.4
2021-12-16,1341.38
2021-12-17,1342.76
2021-12-20,1343.4
2021-12-21,1345.39
2021-12-22,1346.25
2021-12-23,1343.29
2021-12-24,1343.18
2021-12-27,1343.6
2021-12-28,1345.14
2021-12-29,1341.06
2021-12-30,1347.56
2021-12-31,1346.38
2022-01-03,1354.4
2022-01-04,1352.91
2022-01-05,1354.61
2022-01-06,1362.06
2022-01-07,1359.96
2022-01-10,1355.68
2022-01-11,1352.85
2022-01-12,1353.27
2022-01-13,1359.24
2022-01-14,1361.27
2022-01-17,1359.89
2022-01-18,1355.33
2022-01-19,1347.1
2022-01-20,1349.16
2022-01-21,1351.89
2022-01-24,1352.41
2022-01-25,1350.71
2022-01-26,1350.03
2022-01-27,1344.5
2022-01-28,1349.47
2022-01-31,1349.08
2022-02-01,1353.61
2022-02-02,1359.23
2022-02-03,1358.42
2022-02-04,1374.04
2022-02-07,1371.76
2022-02-08,1367.88
2022-02-09,1365.72
2022-02-10,1367.52
2022-02-11,1363.68
2022-02-14,1354.5
2022-02-15,1357.5
2022-02-16,1361.31
2022-02-17,1360.7
2022-02-18,1356.45
2022-02-21,1353.02
2022-02-22,1353.34
2022-02-23,1350.23
2022-02-24,1347.7
2022-02-25,1346.44
2022-02-28,1347.62
2022-03-01,1342.6
2022-03-02,1338.99
2022-03-03,1334.2
2022-03-04,1332.23
2022-03-07,1338.45
2022-03-08,1344.71
2022-03-09,1357.08
2022-03-10,1360.48
2022-03-11,1354.04
2022-03-14,1357.77
2022-03-15,1366.05
2022-03-16,1353.77
2022-03-17,1340.02
2022-03-18,1337.31
2022-03-21,1342.62
2022-03-22,1343.81
2022-03-23,1337.76
2022-03-24,1342.53
2022-03-25,1343.32
2022-03-28,1342.49
2022-03-29,1345.62
2022-03-30,1346.97
2022-03-31,1347.37
2022-04-01,1345.61
2022-04-04,1338.41
2022-04-05,1330.81
2022-04-06,1330.44
2022-04-07,1330.92
2022-04-08,1333.12
2022-04-11,1345.23
2022-04-12,1335.49
2022-04-13,1328.47
2022-04-14,1334.71
2022-04-19,1339.46
2022-04-20,1337.89
2022-04-21,1348.33
2022-04-22,1344.04
2022-04-25,1344.49
2022-04-26,1340.02
2022-04-27,1341.98
2022-04-28,1337.82
2022-04-29,1326.71
2022-05-02,1333.71
2022-05-03,1335.64
2022-05-04,1331.45
2022-05-05,1330.89
2022-05-06,1343.9
2022-05-09,1345.48
2022-05-10,1346.56
2022-05-11,1343.99
2022-05-12,1341.98
2022-05-13,1330.83
2022-05-16,1337.9
2022-05-17,1333.66
2022-05-18,1332.76
2022-05-19,1343.21
2022-05-20,1340.58
2022-05-23,1344.19
2022-05-24,1353.65
2022-05-25,1354.61
2022-05-26,1352.69
2022-05-27,1343.63
2022-05-30,1331.66
2022-05-31,1329.32
2022-06-01,1331.44
2022-06-02,1334.06
2022-06-03,1337.4
2022-06-06,1341.13
2022-06-07,1340.75
2022-06-08,1349.34
2022-06-09,1348.99
2022-06-10,1344.25
2022-06-13,1349.93
2022-06-14,1346.72
2022-06-15,1346.86
2022-06-16,1346.88
2022-06-17,1356.27
2022-06-20,1357.54
2022-06-21,1365.09
2022-06-22,1369.29
2022-06-23,1367.21
2022-06-24,1364.09
2022-06-27,1357.68
2022-06-28,1361.75
2022-06-29,1364.02
2022-06-30,1351.6
2022-07-01,1352.58
2022-07-04,1353.4
2022-07-05,1348.97
2022-07-06,1331.69
2022-07-07,1324.66
2022-07-08,1321.61
2022-07-11,1320.36
2022-07-12,1315.1
2022-07-13,1311.4
2022-07-14,1322.29
2022-07-15,1333.79
2022-07-18,1333.33
2022-07-19,1340.33
2022-07-20,1337.61
2022-07-21,1337.47
2022-07-22,1335.66
2022-07-25,1341.25
2022-07-26,1326.65
2022-07-27,1333.99
2022-07-28,1320.45
2022-07-29,1329.4
2022-08-01,1333.3
2022-08-02,1339.16
2022-08-03,1336.03
2022-08-04,1333.7
2022-08-05,1324.53
2022-08-08,1329.93
2022-08-09,1336.74
2022-08-10,1344.16
2022-08-11,1344.62
2022-08-12,1342.59
2022-08-15,1336.35
2022-08-16,1329.66
2022-08-17,1337.02
2022-08-18,1344.81
2022-08-19,1343.39
2022-08-22,1344.21
2022-08-23,1332.1
2022-08-24,1332.84
2022-08-25,1331.98
2022-08-26,1333.46
2022-08-29,1347.47
2022-08-30,1350.92
2022-08-31,1342.79
2022-09-01,1353.69
2022-09-02,1360.84
2022-09-05,1359.98
2022-09-06,1366.65
2022-09-07,1374.44
2022-09-08,1381.7
2022-09-09,1384.64
2022-09-12,1397.58
2022-09-13,1397.3
2022-09-14,1391.97
2022-09-15,1397.18
2022-09-16,1383.58
2022-09-19,1391.82
2022-09-20,1390.71
2022-09-21,1381.38
2022-09-22,1384.79
2022-09-23,1381.97
2022-09-26,1379.4
2022-09-27,1370.06
2022-09-28,1378.84
2022-09-29,1388.34
2022-09-30,1400.69
2022-10-03,1408.25
2022-10-04,1412.2
2022-10-05,1406.71
2022-10-06,1388.39
2022-10-07,1381.42
2022-10-10,1384.26
2022-10-11,1392.84
2022-10-12,1384.66
2022-10-13,1392.71
2022-10-14,1398.5
2022-10-17,1399.41
2022-10-18,1400.92
2022-10-19,1398.35
2022-10-20,1400.3
2022-10-21,1404.32
2022-10-24,1418.4
2022-10-25,1417.5
2022-10-26,1422.11
2022-10-27,1428.57
2022-10-28,1417.7
2022-10-31,1416.12
2022-11-01,1404.63
2022-11-02,1402.01
2022-11-03,1391.75
2022-11-04,1397.7
2022-11-07,1391.25
2022-11-08,1377.94
2022-11-09,1369.73
2022-11-10,1373.96
2022-11-11,1359.2
2022-11-14,1369.32
2022-11-15,1365.61
2022-11-16,1378.1
2022-11-17,1394.06
2022-11-18,1389.02
2022-11-21,1395.0
2022-11-22,1392.68
2022-11-23,1397.42
2022-11-24,1382.28
2022-11-25,1383.2
2022-11-28,1396.56
2022-11-29,1375.7
2022-11-30,1365.14
2022-12-01,1363.81
2022-12-02,1366.67
2022-12-05,1370.87
2022-12-06,1386.39
2022-12-07,1390.87
2022-12-08,1387.06
2022-12-09,1373.94
2022-12-12,1377.93
2022-12-13,1378.75
2022-12-14,1379.99
2022-12-15,1393.97
2022-12-16,1389.7
2022-12-19,1377.17
