Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,minder of gelijk aan 30% (%),meer dan 30% (%)
 Houthulst ,32006,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.86,0.14
 Houthulst ,32006,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Houthulst ,32006,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.74,0.26
 Houthulst ,32006,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.5,0.5
 Hove ,11021,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Hove ,11021,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Hove ,11021,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Hove ,11021,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Hove ,11021,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.32,0.68
 Hove ,11021,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.54,0.46
 Huldenberg ,24045,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.77,0.23
 Huldenberg ,24045,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.78,0.22
 Huldenberg ,24045,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.81,0.19
 Huldenberg ,24045,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.83,0.17
 Huldenberg ,24045,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.5,0.5
 Huldenberg ,24045,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.47,0.53
 Hulshout ,13016,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Hulshout ,13016,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Hulshout ,13016,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.86,0.14
 Hulshout ,13016,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Hulshout ,13016,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.54,0.46
 Hulshout ,13016,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.65,0.35
 Ichtegem ,35006,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Ichtegem ,35006,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.87,0.13
 Ichtegem ,35006,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Ichtegem ,35006,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Ichtegem ,35006,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.61,0.39
 Ichtegem ,35006,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.55,0.45
 Ieper ,33011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Ieper ,33011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Ieper ,33011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Ieper ,33011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.92,0.08
 Ieper ,33011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.55,0.45
 Ieper ,33011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.49,0.51
 Ingelmunster ,36007,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.86,0.14
 Ingelmunster ,36007,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Ingelmunster ,36007,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Ingelmunster ,36007,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Ingelmunster ,36007,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.54,0.46
 Ingelmunster ,36007,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.55,0.45
 Izegem ,36008,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.86,0.14
 Izegem ,36008,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.88,0.12
 Izegem ,36008,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Izegem ,36008,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.92,0.08
 Izegem ,36008,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.59,0.41
 Izegem ,36008,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.65,0.35
 Jabbeke ,31012,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Jabbeke ,31012,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.89,0.11
 Jabbeke ,31012,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Jabbeke ,31012,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Jabbeke ,31012,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.51,0.49
 Jabbeke ,31012,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.67,0.33
 Kalmthout ,11022,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Kalmthout ,11022,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.82,0.18
 Kalmthout ,11022,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Kalmthout ,11022,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Kalmthout ,11022,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.47,0.53
 Kalmthout ,11022,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.54,0.46
 Kampenhout ,23038,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Kampenhout ,23038,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Kampenhout ,23038,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Kampenhout ,23038,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Kampenhout ,23038,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.53,0.47
 Kampenhout ,23038,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.42,0.58
 Kapellen ,11023,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Kapellen ,11023,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Kapellen ,11023,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Kapellen ,11023,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Kapellen ,11023,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.4,0.6
 Kapellen ,11023,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.41,0.59
 Kapelle-Op-Den-Bos ,23039,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.81,0.19
 Kapelle-Op-Den-Bos ,23039,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Kapelle-Op-Den-Bos ,23039,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.86,0.14
 Kapelle-Op-Den-Bos ,23039,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Kapelle-Op-Den-Bos ,23039,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.56,0.44
 Kapelle-Op-Den-Bos ,23039,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.53,0.47
 Kaprijke ,43007,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Kaprijke ,43007,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Kaprijke ,43007,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.92,0.08
 Kaprijke ,43007,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Kaprijke ,43007,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.41,0.59
 Kaprijke ,43007,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.62,0.38
 Kasterlee ,13017,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Kasterlee ,13017,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Kasterlee ,13017,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Kasterlee ,13017,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Kasterlee ,13017,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.49,0.51
 Kasterlee ,13017,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.48,0.52
 Keerbergen ,24048,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Keerbergen ,24048,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Keerbergen ,24048,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Keerbergen ,24048,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Keerbergen ,24048,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.36,0.64
 Keerbergen ,24048,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.57,0.43
 Kinrooi ,72018,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Kinrooi ,72018,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.9,0.1
 Kinrooi ,72018,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Kinrooi ,72018,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.93,0.07
 Kinrooi ,72018,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.48,0.52
 Kinrooi ,72018,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.67,0.33
 Kluisbergen ,45060,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.81,0.19
 Kluisbergen ,45060,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Kluisbergen ,45060,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.84,0.16
 Kluisbergen ,45060,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Kluisbergen ,45060,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.66,0.34
 Kluisbergen ,45060,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.57,0.43
 Knesselare ,44029,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.89,0.11
 Knesselare ,44029,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.92,0.08
 Knesselare ,44029,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.64,0.36
 Knokke-Heist ,31043,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.81,0.19
 Knokke-Heist ,31043,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.76,0.24
 Knokke-Heist ,31043,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.96,0.04
 Knokke-Heist ,31043,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Knokke-Heist ,31043,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.38,0.62
 Knokke-Heist ,31043,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.38,0.62
 Koekelare ,32010,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Koekelare ,32010,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.78,0.22
 Koekelare ,32010,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.85,0.15
 Koekelare ,32010,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.85,0.15
 Koekelare ,32010,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.61,0.39
 Koekelare ,32010,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.34,0.66
 Koksijde ,38014,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Koksijde ,38014,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Koksijde ,38014,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Koksijde ,38014,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.93,0.07
 Koksijde ,38014,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.37,0.63
 Koksijde ,38014,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.49,0.51
 Kontich ,11024,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Kontich ,11024,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.87,0.13
 Kontich ,11024,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.86,0.14
 Kontich ,11024,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Kontich ,11024,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.5,0.5
 Kontich ,11024,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.62,0.38
 Kortemark ,32011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.86,0.14
 Kortemark ,32011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Kortemark ,32011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Kortemark ,32011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.86,0.14
 Kortemark ,32011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.8,0.2
 Kortemark ,32011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.56,0.44
 Kortenaken ,24054,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Kortenaken ,24054,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.89,0.11
 Kortenaken ,24054,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Kortenaken ,24054,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.91,0.09
 Kortenaken ,24054,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.55,0.45
 Kortenaken ,24054,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.65,0.35
 Kortenberg ,24055,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.8,0.2
 Kortenberg ,24055,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.79,0.21
 Kortenberg ,24055,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.86,0.14
 Kortenberg ,24055,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.86,0.14
 Kortenberg ,24055,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.39,0.61
 Kortenberg ,24055,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.4,0.6
 Kortessem ,73040,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.86,0.14
 Kortessem ,73040,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.88,0.12
 Kortessem ,73040,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Kortessem ,73040,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.91,0.09
 Kortessem ,73040,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.54,0.46
 Kortessem ,73040,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.58,0.42
 Kortrijk ,34022,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Kortrijk ,34022,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Kortrijk ,34022,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Kortrijk ,34022,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Kortrijk ,34022,ja,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.63,0.37
 Kortrijk ,34022,ja,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.63,0.37
 Kraainem ,23099,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Kraainem ,23099,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Kraainem ,23099,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Kraainem ,23099,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.91,0.09
 Kraainem ,23099,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.53,0.47
 Kraainem ,23099,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.68,0.32
 Kruibeke ,46013,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Kruibeke ,46013,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Kruibeke ,46013,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Kruibeke ,46013,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Kruibeke ,46013,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.44,0.56
 Kruibeke ,46013,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.6,0.4
 Kruisem ,45068,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Kruisem ,45068,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Kruisem ,45068,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.58,0.42
 Kruishoutem ,45017,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Kruishoutem ,45017,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Kruishoutem ,45017,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.54,0.46
 Kuurne ,34023,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.91,0.09
 Kuurne ,34023,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Kuurne ,34023,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.93,0.07
 Kuurne ,34023,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Kuurne ,34023,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.74,0.26
 Kuurne ,34023,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.68,0.32
 Laakdal ,13053,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.88,0.12
 Laakdal ,13053,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Laakdal ,13053,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Laakdal ,13053,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Laakdal ,13053,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.66,0.34
 Laakdal ,13053,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.75,0.25
 Laarne ,42010,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Laarne ,42010,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Laarne ,42010,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Laarne ,42010,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Laarne ,42010,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.59,0.41
 Laarne ,42010,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.6,0.4
 Lanaken ,73042,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.81,0.19
 Lanaken ,73042,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Lanaken ,73042,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.86,0.14
 Lanaken ,73042,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.92,0.08
 Lanaken ,73042,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.41,0.59
 Lanaken ,73042,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.55,0.45
 Landen ,24059,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Landen ,24059,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Landen ,24059,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Landen ,24059,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Landen ,24059,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.61,0.39
 Landen ,24059,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.52,0.48
 Langemark-Poelkapelle ,33040,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.86,0.14
 Langemark-Poelkapelle ,33040,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.87,0.13
 Langemark-Poelkapelle ,33040,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Langemark-Poelkapelle ,33040,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Langemark-Poelkapelle ,33040,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.71,0.29
 Langemark-Poelkapelle ,33040,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.67,0.33
 Lebbeke ,42011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Lebbeke ,42011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Lebbeke ,42011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Lebbeke ,42011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Lebbeke ,42011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.58,0.42
 Lebbeke ,42011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.53,0.47
 Lede ,41034,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.88,0.12
 Lede ,41034,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.87,0.13
 Lede ,41034,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Lede ,41034,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.92,0.08
 Lede ,41034,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.6,0.4
 Lede ,41034,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.5,0.5
 Ledegem ,36010,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.88,0.12
 Ledegem ,36010,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Ledegem ,36010,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.92,0.08
 Ledegem ,36010,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Ledegem ,36010,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.43,0.57
 Ledegem ,36010,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.57,0.43
 Lendelede ,34025,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Lendelede ,34025,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Lendelede ,34025,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Lendelede ,34025,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Lendelede ,34025,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.59,0.41
 Lendelede ,34025,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.66,0.34
 Lennik ,23104,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Lennik ,23104,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Lennik ,23104,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Lennik ,23104,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Lennik ,23104,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.34,0.66
 Lennik ,23104,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.6,0.4
 Leopoldsburg ,71034,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Leopoldsburg ,71034,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Leopoldsburg ,71034,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Leopoldsburg ,71034,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Leopoldsburg ,71034,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.61,0.39
 Leopoldsburg ,71034,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.69,0.31
 Leuven ,24062,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.75,0.25
