Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Deerlijk ,34009,nee,Fierheid over de gemeente,2020,0.06,0.23,0.72
 Deinze ,44011,nee,Fierheid over de gemeente,2017,0.07,0.29,0.64
 Deinze ,44083,nee,Fierheid over de gemeente,2020,0.09,0.26,0.65
 Denderleeuw ,41011,nee,Fierheid over de gemeente,2017,0.27,0.28,0.45
 Denderleeuw ,41011,nee,Fierheid over de gemeente,2020,0.35,0.25,0.4
 Dendermonde ,42006,nee,Fierheid over de gemeente,2017,0.11,0.24,0.65
 Dendermonde ,42006,nee,Fierheid over de gemeente,2020,0.08,0.22,0.69
 Dentergem ,37002,nee,Fierheid over de gemeente,2017,0.05,0.24,0.7
 Dentergem ,37002,nee,Fierheid over de gemeente,2020,0.09,0.23,0.68
 Dessel ,13006,nee,Fierheid over de gemeente,2017,0.04,0.12,0.84
 Dessel ,13006,nee,Fierheid over de gemeente,2020,0.06,0.19,0.75
 Destelbergen ,44013,nee,Fierheid over de gemeente,2017,0.09,0.29,0.62
 Destelbergen ,44013,nee,Fierheid over de gemeente,2020,0.05,0.26,0.69
 Diepenbeek ,71011,nee,Fierheid over de gemeente,2017,0.08,0.24,0.68
 Diepenbeek ,71011,nee,Fierheid over de gemeente,2020,0.05,0.2,0.74
 Diest ,24020,nee,Fierheid over de gemeente,2017,0.09,0.23,0.68
 Diest ,24020,nee,Fierheid over de gemeente,2020,0.06,0.22,0.72
 Diksmuide ,32003,nee,Fierheid over de gemeente,2017,0.13,0.3,0.57
 Diksmuide ,32003,nee,Fierheid over de gemeente,2020,0.09,0.2,0.72
 Dilbeek ,23016,nee,Fierheid over de gemeente,2017,0.11,0.23,0.66
 Dilbeek ,23016,nee,Fierheid over de gemeente,2020,0.13,0.19,0.67
 Dilsen-Stokkem ,72041,nee,Fierheid over de gemeente,2017,0.07,0.24,0.68
 Dilsen-Stokkem ,72041,nee,Fierheid over de gemeente,2020,0.05,0.21,0.74
 Drogenbos ,23098,nee,Fierheid over de gemeente,2017,0.09,0.23,0.68
 Drogenbos ,23098,nee,Fierheid over de gemeente,2020,0.11,0.16,0.74
 Duffel ,12009,nee,Fierheid over de gemeente,2017,0.06,0.25,0.69
 Duffel ,12009,nee,Fierheid over de gemeente,2020,0.07,0.2,0.72
 Edegem ,11013,nee,Fierheid over de gemeente,2017,0.06,0.18,0.76
 Edegem ,11013,nee,Fierheid over de gemeente,2020,0.06,0.26,0.68
 Eeklo ,43005,nee,Fierheid over de gemeente,2017,0.24,0.3,0.46
 Eeklo ,43005,nee,Fierheid over de gemeente,2020,0.24,0.29,0.47
 Erpe-Mere ,41082,nee,Fierheid over de gemeente,2017,0.08,0.22,0.7
 Erpe-Mere ,41082,nee,Fierheid over de gemeente,2020,0.05,0.29,0.66
 Essen ,11016,nee,Fierheid over de gemeente,2017,0.08,0.23,0.69
 Essen ,11016,nee,Fierheid over de gemeente,2020,0.13,0.28,0.6
 Evergem ,44019,nee,Fierheid over de gemeente,2017,0.05,0.26,0.69
 Evergem ,44019,nee,Fierheid over de gemeente,2020,0.06,0.27,0.67
 Galmaarden ,23023,nee,Fierheid over de gemeente,2017,0.08,0.21,0.71
 Galmaarden ,23023,nee,Fierheid over de gemeente,2020,0.09,0.22,0.69
 Gavere ,44020,nee,Fierheid over de gemeente,2017,0.09,0.3,0.61
 Gavere ,44020,nee,Fierheid over de gemeente,2020,0.12,0.26,0.63
 Geel ,13008,nee,Fierheid over de gemeente,2017,0.08,0.25,0.67
 Geel ,13008,nee,Fierheid over de gemeente,2020,0.09,0.25,0.67
 Geetbets ,24028,nee,Fierheid over de gemeente,2017,0.07,0.25,0.67
 Geetbets ,24028,nee,Fierheid over de gemeente,2020,0.11,0.3,0.59
 Genk ,71016,ja,Fierheid over de gemeente,2008,0.11,0.19,0.7
 Genk ,71016,ja,Fierheid over de gemeente,2011,0.11,0.22,0.67
 Genk ,71016,ja,Fierheid over de gemeente,2014,0.09,0.2,0.71
 Genk ,71016,ja,Fierheid over de gemeente,2017,0.09,0.21,0.7
 Genk ,71016,ja,Fierheid over de gemeente,2020,0.11,0.21,0.68
 Gent ,44021,ja,Fierheid over de gemeente,2008,0.05,0.12,0.83
 Gent ,44021,ja,Fierheid over de gemeente,2011,0.05,0.14,0.81
 Gent ,44021,ja,Fierheid over de gemeente,2014,0.05,0.11,0.85
 Gent ,44021,ja,Fierheid over de gemeente,2017,0.07,0.13,0.8
 Gent ,44021,ja,Fierheid over de gemeente,2020,0.08,0.13,0.79
 Geraardsbergen ,41018,nee,Fierheid over de gemeente,2017,0.13,0.21,0.66
 Geraardsbergen ,41018,nee,Fierheid over de gemeente,2020,0.17,0.24,0.59
 Gingelom ,71017,nee,Fierheid over de gemeente,2017,0.06,0.18,0.76
 Gingelom ,71017,nee,Fierheid over de gemeente,2020,0.07,0.21,0.72
 Gistel ,35005,nee,Fierheid over de gemeente,2017,0.06,0.33,0.61
 Gistel ,35005,nee,Fierheid over de gemeente,2020,0.08,0.29,0.63
 Glabbeek ,24137,nee,Fierheid over de gemeente,2017,0.05,0.2,0.76
 Glabbeek ,24137,nee,Fierheid over de gemeente,2020,0.07,0.16,0.77
 Gooik ,23024,nee,Fierheid over de gemeente,2017,0.04,0.14,0.82
 Gooik ,23024,nee,Fierheid over de gemeente,2020,0.06,0.14,0.8
 Grimbergen ,23025,nee,Fierheid over de gemeente,2017,0.12,0.23,0.65
 Grimbergen ,23025,nee,Fierheid over de gemeente,2020,0.14,0.27,0.6
 Grobbendonk ,13010,nee,Fierheid over de gemeente,2017,0.12,0.29,0.59
 Grobbendonk ,13010,nee,Fierheid over de gemeente,2020,0.09,0.32,0.59
 Haacht ,24033,nee,Fierheid over de gemeente,2017,0.08,0.27,0.65
 Haacht ,24033,nee,Fierheid over de gemeente,2020,0.08,0.27,0.66
 Haaltert ,41024,nee,Fierheid over de gemeente,2017,0.15,0.25,0.59
 Haaltert ,41024,nee,Fierheid over de gemeente,2020,0.11,0.25,0.64
 Halen ,71020,nee,Fierheid over de gemeente,2017,0.14,0.22,0.64
 Halen ,71020,nee,Fierheid over de gemeente,2020,0.11,0.25,0.64
 Halle ,23027,nee,Fierheid over de gemeente,2017,0.14,0.31,0.55
 Halle ,23027,nee,Fierheid over de gemeente,2020,0.16,0.28,0.56
 Ham ,71069,nee,Fierheid over de gemeente,2017,0.07,0.21,0.72
 Ham ,71069,nee,Fierheid over de gemeente,2020,0.07,0.23,0.7
 Hamme ,42008,nee,Fierheid over de gemeente,2017,0.1,0.3,0.59
 Hamme ,42008,nee,Fierheid over de gemeente,2020,0.12,0.31,0.57
 Hamont-Achel ,72037,nee,Fierheid over de gemeente,2017,0.04,0.22,0.74
 Hamont-Achel ,72037,nee,Fierheid over de gemeente,2020,0.06,0.21,0.73
 Harelbeke ,34013,nee,Fierheid over de gemeente,2017,0.1,0.27,0.63
 Harelbeke ,34013,nee,Fierheid over de gemeente,2020,0.19,0.23,0.58
 Hasselt ,71022,ja,Fierheid over de gemeente,2008,0.03,0.12,0.85
 Hasselt ,71022,ja,Fierheid over de gemeente,2011,0.03,0.14,0.83
 Hasselt ,71022,ja,Fierheid over de gemeente,2014,0.05,0.15,0.8
 Hasselt ,71022,ja,Fierheid over de gemeente,2017,0.06,0.18,0.76
 Hasselt ,71022,ja,Fierheid over de gemeente,2020,0.09,0.21,0.7
 Hechtel-Eksel ,72038,nee,Fierheid over de gemeente,2017,0.03,0.16,0.8
 Hechtel-Eksel ,72038,nee,Fierheid over de gemeente,2020,0.03,0.17,0.8
 Heers ,73022,nee,Fierheid over de gemeente,2017,0.02,0.21,0.77
 Heers ,73022,nee,Fierheid over de gemeente,2020,0.05,0.14,0.81
 Heist-Op-Den-Berg ,12014,nee,Fierheid over de gemeente,2017,0.08,0.21,0.7
 Heist-Op-Den-Berg ,12014,nee,Fierheid over de gemeente,2020,0.08,0.25,0.67
 Hemiksem ,11018,nee,Fierheid over de gemeente,2017,0.12,0.34,0.54
 Hemiksem ,11018,nee,Fierheid over de gemeente,2020,0.11,0.37,0.52
 Herent ,24038,nee,Fierheid over de gemeente,2017,0.13,0.31,0.57
 Herent ,24038,nee,Fierheid over de gemeente,2020,0.12,0.4,0.49
 Herentals ,13011,nee,Fierheid over de gemeente,2017,0.1,0.29,0.61
 Herentals ,13011,nee,Fierheid over de gemeente,2020,0.1,0.27,0.63
 Herenthout ,13012,nee,Fierheid over de gemeente,2017,0.05,0.19,0.76
 Herenthout ,13012,nee,Fierheid over de gemeente,2020,0.07,0.21,0.72
 Herk-De-Stad ,71024,nee,Fierheid over de gemeente,2017,0.05,0.24,0.71
 Herk-De-Stad ,71024,nee,Fierheid over de gemeente,2020,0.05,0.18,0.77
 Herne ,23032,nee,Fierheid over de gemeente,2017,0.02,0.19,0.79
 Herne ,23032,nee,Fierheid over de gemeente,2020,0.02,0.15,0.82
 Herselt ,13013,nee,Fierheid over de gemeente,2017,0.11,0.29,0.6
 Herselt ,13013,nee,Fierheid over de gemeente,2020,0.06,0.26,0.69
 Herzele ,41027,nee,Fierheid over de gemeente,2017,0.07,0.24,0.69
 Herzele ,41027,nee,Fierheid over de gemeente,2020,0.06,0.22,0.72
 Heusden-Zolder ,71070,nee,Fierheid over de gemeente,2017,0.11,0.29,0.59
 Heusden-Zolder ,71070,nee,Fierheid over de gemeente,2020,0.12,0.23,0.65
 Heuvelland ,33039,nee,Fierheid over de gemeente,2017,0.04,0.16,0.8
 Heuvelland ,33039,nee,Fierheid over de gemeente,2020,0.04,0.13,0.83
 Hoegaarden ,24041,nee,Fierheid over de gemeente,2017,0.04,0.21,0.74
 Hoegaarden ,24041,nee,Fierheid over de gemeente,2020,0.07,0.19,0.74
 Hoeilaart ,23033,nee,Fierheid over de gemeente,2017,0.05,0.16,0.79
 Hoeilaart ,23033,nee,Fierheid over de gemeente,2020,0.03,0.15,0.83
 Hoeselt ,73032,nee,Fierheid over de gemeente,2017,0.1,0.28,0.62
 Hoeselt ,73032,nee,Fierheid over de gemeente,2020,0.17,0.24,0.59
 Holsbeek ,24043,nee,Fierheid over de gemeente,2017,0.09,0.24,0.67
 Holsbeek ,24043,nee,Fierheid over de gemeente,2020,0.06,0.29,0.66
 Hooglede ,36006,nee,Fierheid over de gemeente,2017,0.05,0.14,0.81
 Hooglede ,36006,nee,Fierheid over de gemeente,2020,0.04,0.16,0.8
 Hoogstraten ,13014,nee,Fierheid over de gemeente,2017,0.03,0.18,0.79
 Hoogstraten ,13014,nee,Fierheid over de gemeente,2020,0.06,0.18,0.77
 Horebeke ,45062,nee,Fierheid over de gemeente,2017,0.11,0.25,0.64
 Horebeke ,45062,nee,Fierheid over de gemeente,2020,0.1,0.2,0.7
 Houthalen-Helchteren ,72039,nee,Fierheid over de gemeente,2017,0.14,0.27,0.58
 Houthalen-Helchteren ,72039,nee,Fierheid over de gemeente,2020,0.23,0.24,0.53
 Houthulst ,32006,nee,Fierheid over de gemeente,2017,0.1,0.22,0.68
 Houthulst ,32006,nee,Fierheid over de gemeente,2020,0.06,0.22,0.72
 Hove ,11021,nee,Fierheid over de gemeente,2017,0.07,0.27,0.67
 Hove ,11021,nee,Fierheid over de gemeente,2020,0.07,0.25,0.68
 Huldenberg ,24045,nee,Fierheid over de gemeente,2017,0.09,0.27,0.63
 Huldenberg ,24045,nee,Fierheid over de gemeente,2020,0.08,0.24,0.68
 Hulshout ,13016,nee,Fierheid over de gemeente,2017,0.12,0.3,0.58
 Hulshout ,13016,nee,Fierheid over de gemeente,2020,0.11,0.26,0.63
 Ichtegem ,35006,nee,Fierheid over de gemeente,2017,0.07,0.31,0.62
 Ichtegem ,35006,nee,Fierheid over de gemeente,2020,0.11,0.28,0.61
 Ieper ,33011,nee,Fierheid over de gemeente,2017,0.04,0.2,0.76
 Ieper ,33011,nee,Fierheid over de gemeente,2020,0.03,0.12,0.85
 Ingelmunster ,36007,nee,Fierheid over de gemeente,2017,0.06,0.19,0.76
 Ingelmunster ,36007,nee,Fierheid over de gemeente,2020,0.04,0.15,0.8
 Izegem ,36008,nee,Fierheid over de gemeente,2017,0.07,0.2,0.74
 Izegem ,36008,nee,Fierheid over de gemeente,2020,0.09,0.24,0.68
 Jabbeke ,31012,nee,Fierheid over de gemeente,2017,0.06,0.25,0.69
 Jabbeke ,31012,nee,Fierheid over de gemeente,2020,0.1,0.3,0.6
 Kalmthout ,11022,nee,Fierheid over de gemeente,2017,0.03,0.12,0.85
 Kalmthout ,11022,nee,Fierheid over de gemeente,2020,0.03,0.15,0.82
 Kampenhout ,23038,nee,Fierheid over de gemeente,2017,0.07,0.27,0.66
 Kampenhout ,23038,nee,Fierheid over de gemeente,2020,0.09,0.24,0.67
 Kapellen ,11023,nee,Fierheid over de gemeente,2017,0.07,0.25,0.68
 Kapellen ,11023,nee,Fierheid over de gemeente,2020,0.09,0.25,0.66
 Kapelle-Op-Den-Bos ,23039,nee,Fierheid over de gemeente,2017,0.18,0.33,0.49
 Kapelle-Op-Den-Bos ,23039,nee,Fierheid over de gemeente,2020,0.19,0.32,0.49
 Kaprijke ,43007,nee,Fierheid over de gemeente,2017,0.06,0.19,0.75
 Kaprijke ,43007,nee,Fierheid over de gemeente,2020,0.04,0.16,0.8
 Kasterlee ,13017,nee,Fierheid over de gemeente,2017,0.05,0.16,0.79
 Kasterlee ,13017,nee,Fierheid over de gemeente,2020,0.04,0.16,0.8
 Keerbergen ,24048,nee,Fierheid over de gemeente,2017,0.08,0.24,0.68
 Keerbergen ,24048,nee,Fierheid over de gemeente,2020,0.1,0.22,0.68
 Kinrooi ,72018,nee,Fierheid over de gemeente,2017,0.04,0.16,0.8
 Kinrooi ,72018,nee,Fierheid over de gemeente,2020,0.06,0.14,0.8
 Kluisbergen ,45060,nee,Fierheid over de gemeente,2017,0.06,0.17,0.77
 Kluisbergen ,45060,nee,Fierheid over de gemeente,2020,0.06,0.17,0.77
 Knesselare ,44029,nee,Fierheid over de gemeente,2017,0.13,0.26,0.6
 Knokke-Heist ,31043,nee,Fierheid over de gemeente,2017,0.04,0.07,0.89
 Knokke-Heist ,31043,nee,Fierheid over de gemeente,2020,0.04,0.1,0.86
 Koekelare ,32010,nee,Fierheid over de gemeente,2017,0.03,0.1,0.87
 Koekelare ,32010,nee,Fierheid over de gemeente,2020,0.04,0.1,0.86
 Koksijde ,38014,nee,Fierheid over de gemeente,2017,0.05,0.11,0.83
 Koksijde ,38014,nee,Fierheid over de gemeente,2020,0.04,0.16,0.8
 Kontich ,11024,nee,Fierheid over de gemeente,2017,0.15,0.33,0.52
 Kontich ,11024,nee,Fierheid over de gemeente,2020,0.11,0.33,0.56
 Kortemark ,32011,nee,Fierheid over de gemeente,2017,0.08,0.25,0.66
 Kortemark ,32011,nee,Fierheid over de gemeente,2020,0.06,0.24,0.71
 Kortenaken ,24054,nee,Fierheid over de gemeente,2017,0.06,0.18,0.75
 Kortenaken ,24054,nee,Fierheid over de gemeente,2020,0.07,0.22,0.71
 Kortenberg ,24055,nee,Fierheid over de gemeente,2017,0.08,0.26,0.66
 Kortenberg ,24055,nee,Fierheid over de gemeente,2020,0.1,0.29,0.61
 Kortessem ,73040,nee,Fierheid over de gemeente,2017,0.08,0.21,0.71
 Kortessem ,73040,nee,Fierheid over de gemeente,2020,0.13,0.29,0.58
 Kortrijk ,34022,ja,Fierheid over de gemeente,2008,0.12,0.27,0.61
 Kortrijk ,34022,ja,Fierheid over de gemeente,2011,0.08,0.26,0.66
 Kortrijk ,34022,ja,Fierheid over de gemeente,2014,0.07,0.25,0.68
 Kortrijk ,34022,ja,Fierheid over de gemeente,2017,0.07,0.21,0.72
 Kortrijk ,34022,ja,Fierheid over de gemeente,2020,0.08,0.17,0.75
 Kraainem ,23099,nee,Fierheid over de gemeente,2017,0.06,0.25,0.68
 Kraainem ,23099,nee,Fierheid over de gemeente,2020,0.11,0.23,0.66
 Kruibeke ,46013,nee,Fierheid over de gemeente,2017,0.08,0.23,0.69
 Kruibeke ,46013,nee,Fierheid over de gemeente,2020,0.09,0.28,0.63
 Kruisem ,45068,nee,Fierheid over de gemeente,2020,0.09,0.22,0.69
 Kruishoutem ,45017,nee,Fierheid over de gemeente,2017,0.06,0.14,0.79
 Kuurne ,34023,nee,Fierheid over de gemeente,2017,0.06,0.16,0.78
 Kuurne ,34023,nee,Fierheid over de gemeente,2020,0.04,0.14,0.81
 Laakdal ,13053,nee,Fierheid over de gemeente,2017,0.1,0.28,0.62
 Laakdal ,13053,nee,Fierheid over de gemeente,2020,0.07,0.24,0.69
 Laarne ,42010,nee,Fierheid over de gemeente,2017,0.03,0.15,0.83
 Laarne ,42010,nee,Fierheid over de gemeente,2020,0.04,0.12,0.84
 Lanaken ,73042,nee,Fierheid over de gemeente,2017,0.07,0.24,0.69
 Lanaken ,73042,nee,Fierheid over de gemeente,2020,0.1,0.27,0.63
 Landen ,24059,nee,Fierheid over de gemeente,2017,0.1,0.32,0.58
 Landen ,24059,nee,Fierheid over de gemeente,2020,0.18,0.28,0.55
 Langemark-Poelkapelle ,33040,nee,Fierheid over de gemeente,2017,0.07,0.23,0.7
 Langemark-Poelkapelle ,33040,nee,Fierheid over de gemeente,2020,0.07,0.24,0.69
 Lebbeke ,42011,nee,Fierheid over de gemeente,2017,0.14,0.26,0.59
 Lebbeke ,42011,nee,Fierheid over de gemeente,2020,0.12,0.28,0.6
 Lede ,41034,nee,Fierheid over de gemeente,2017,0.09,0.22,0.7
 Lede ,41034,nee,Fierheid over de gemeente,2020,0.08,0.27,0.65
 Ledegem ,36010,nee,Fierheid over de gemeente,2017,0.03,0.18,0.79
 Ledegem ,36010,nee,Fierheid over de gemeente,2020,0.1,0.19,0.71
 Lendelede ,34025,nee,Fierheid over de gemeente,2017,0.05,0.13,0.82
 Lendelede ,34025,nee,Fierheid over de gemeente,2020,0.04,0.14,0.82
 Lennik ,23104,nee,Fierheid over de gemeente,2017,0.13,0.3,0.56
 Lennik ,23104,nee,Fierheid over de gemeente,2020,0.12,0.24,0.64
 Leopoldsburg ,71034,nee,Fierheid over de gemeente,2017,0.17,0.31,0.52
 Leopoldsburg ,71034,nee,Fierheid over de gemeente,2020,0.2,0.31,0.49
 Leuven ,24062,ja,Fierheid over de gemeente,2008,0.03,0.16,0.81
 Leuven ,24062,ja,Fierheid over de gemeente,2011,0.06,0.18,0.76
 Leuven ,24062,ja,Fierheid over de gemeente,2014,0.04,0.15,0.81
 Leuven ,24062,ja,Fierheid over de gemeente,2017,0.06,0.18,0.75
 Leuven ,24062,ja,Fierheid over de gemeente,2020,0.05,0.17,0.78
