Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ontevreden (%),Neutraal (%),Tevreden (%)
 Lievegem ,44085,nee,Tevredenheid buurt,2020,0.06,0.08,0.85
 Lille ,13019,nee,Tevredenheid buurt,2017,0.07,0.06,0.87
 Lille ,13019,nee,Tevredenheid buurt,2020,0.07,0.09,0.84
 Linkebeek ,23100,nee,Tevredenheid buurt,2017,0.07,0.07,0.85
 Linkebeek ,23100,nee,Tevredenheid buurt,2020,0.11,0.06,0.83
 Lint ,11025,nee,Tevredenheid buurt,2017,0.07,0.11,0.82
 Lint ,11025,nee,Tevredenheid buurt,2020,0.09,0.07,0.84
 Linter ,24133,nee,Tevredenheid buurt,2017,0.09,0.11,0.8
 Linter ,24133,nee,Tevredenheid buurt,2020,0.08,0.08,0.83
 Lochristi ,44034,nee,Tevredenheid buurt,2017,0.07,0.06,0.87
 Lochristi ,44034,nee,Tevredenheid buurt,2020,0.07,0.05,0.88
 Lokeren ,46014,nee,Tevredenheid buurt,2017,0.11,0.12,0.77
 Lokeren ,46014,nee,Tevredenheid buurt,2020,0.09,0.12,0.79
 Lommel ,72020,nee,Tevredenheid buurt,2017,0.07,0.08,0.85
 Lommel ,72020,nee,Tevredenheid buurt,2020,0.08,0.1,0.82
 Londerzeel ,23045,nee,Tevredenheid buurt,2017,0.1,0.09,0.81
 Londerzeel ,23045,nee,Tevredenheid buurt,2020,0.09,0.07,0.84
 Lo-Reninge ,32030,nee,Tevredenheid buurt,2017,0.07,0.08,0.85
 Lo-Reninge ,32030,nee,Tevredenheid buurt,2020,0.06,0.06,0.88
 Lovendegem ,44036,nee,Tevredenheid buurt,2017,0.06,0.08,0.86
 Lubbeek ,24066,nee,Tevredenheid buurt,2017,0.08,0.11,0.81
 Lubbeek ,24066,nee,Tevredenheid buurt,2020,0.09,0.08,0.83
 Lummen ,71037,nee,Tevredenheid buurt,2017,0.09,0.09,0.82
 Lummen ,71037,nee,Tevredenheid buurt,2020,0.06,0.08,0.86
 Maarkedal ,45064,nee,Tevredenheid buurt,2017,0.08,0.04,0.87
 Maarkedal ,45064,nee,Tevredenheid buurt,2020,0.08,0.06,0.86
 Maaseik ,72021,nee,Tevredenheid buurt,2017,0.1,0.1,0.8
 Maaseik ,72021,nee,Tevredenheid buurt,2020,0.1,0.09,0.81
 Maasmechelen ,73107,nee,Tevredenheid buurt,2017,0.16,0.13,0.71
 Maasmechelen ,73107,nee,Tevredenheid buurt,2020,0.11,0.14,0.75
 Machelen ,23047,nee,Tevredenheid buurt,2017,0.14,0.24,0.61
 Machelen ,23047,nee,Tevredenheid buurt,2020,0.15,0.16,0.69
 Maldegem ,43010,nee,Tevredenheid buurt,2017,0.09,0.09,0.83
 Maldegem ,43010,nee,Tevredenheid buurt,2020,0.04,0.06,0.9
 Malle ,11057,nee,Tevredenheid buurt,2017,0.08,0.11,0.81
 Malle ,11057,nee,Tevredenheid buurt,2020,0.08,0.06,0.86
 Mechelen ,12025,ja,Tevredenheid buurt,2008,0.11,0.15,0.73
 Mechelen ,12025,ja,Tevredenheid buurt,2011,0.09,0.14,0.78
 Mechelen ,12025,ja,Tevredenheid buurt,2014,0.11,0.12,0.77
 Mechelen ,12025,ja,Tevredenheid buurt,2017,0.09,0.13,0.78
 Mechelen ,12025,ja,Tevredenheid buurt,2020,0.07,0.09,0.83
 Meerhout ,13021,nee,Tevredenheid buurt,2017,0.1,0.11,0.79
 Meerhout ,13021,nee,Tevredenheid buurt,2020,0.08,0.08,0.85
 Meeuwen-Gruitrode ,72040,nee,Tevredenheid buurt,2017,0.07,0.09,0.84
 Meise ,23050,nee,Tevredenheid buurt,2017,0.09,0.08,0.83
 Meise ,23050,nee,Tevredenheid buurt,2020,0.07,0.1,0.83
 Melle ,44040,nee,Tevredenheid buurt,2017,0.07,0.14,0.79
 Melle ,44040,nee,Tevredenheid buurt,2020,0.05,0.12,0.83
 Menen ,34027,nee,Tevredenheid buurt,2017,0.1,0.16,0.74
 Menen ,34027,nee,Tevredenheid buurt,2020,0.12,0.13,0.75
 Merchtem ,23052,nee,Tevredenheid buurt,2017,0.09,0.11,0.8
 Merchtem ,23052,nee,Tevredenheid buurt,2020,0.09,0.09,0.82
 Merelbeke ,44043,nee,Tevredenheid buurt,2017,0.08,0.08,0.85
 Merelbeke ,44043,nee,Tevredenheid buurt,2020,0.06,0.08,0.87
 Merksplas ,13023,nee,Tevredenheid buurt,2017,0.08,0.07,0.85
 Merksplas ,13023,nee,Tevredenheid buurt,2020,0.07,0.07,0.86
 Mesen ,33016,nee,Tevredenheid buurt,2017,0.15,0.12,0.73
 Mesen ,33016,nee,Tevredenheid buurt,2020,0.14,0.08,0.79
 Meulebeke ,37007,nee,Tevredenheid buurt,2017,0.08,0.07,0.85
 Meulebeke ,37007,nee,Tevredenheid buurt,2020,0.07,0.11,0.82
 Middelkerke ,35011,nee,Tevredenheid buurt,2017,0.1,0.13,0.77
 Middelkerke ,35011,nee,Tevredenheid buurt,2020,0.09,0.09,0.82
 Moerbeke ,44045,nee,Tevredenheid buurt,2017,0.09,0.13,0.79
 Moerbeke ,44045,nee,Tevredenheid buurt,2020,0.12,0.13,0.75
 Mol ,13025,nee,Tevredenheid buurt,2017,0.08,0.1,0.82
 Mol ,13025,nee,Tevredenheid buurt,2020,0.08,0.08,0.84
 Moorslede ,36012,nee,Tevredenheid buurt,2017,0.08,0.07,0.85
 Moorslede ,36012,nee,Tevredenheid buurt,2020,0.06,0.08,0.86
 Mortsel ,11029,nee,Tevredenheid buurt,2017,0.1,0.1,0.8
 Mortsel ,11029,nee,Tevredenheid buurt,2020,0.1,0.07,0.83
 Nazareth ,44048,nee,Tevredenheid buurt,2017,0.06,0.09,0.85
 Nazareth ,44048,nee,Tevredenheid buurt,2020,0.05,0.09,0.86
 Neerpelt ,72025,nee,Tevredenheid buurt,2017,0.07,0.11,0.82
 Nevele ,44049,nee,Tevredenheid buurt,2017,0.07,0.08,0.85
 Niel ,11030,nee,Tevredenheid buurt,2017,0.1,0.12,0.78
 Niel ,11030,nee,Tevredenheid buurt,2020,0.08,0.13,0.79
 Nieuwerkerken ,71045,nee,Tevredenheid buurt,2017,0.1,0.07,0.84
 Nieuwerkerken ,71045,nee,Tevredenheid buurt,2020,0.06,0.07,0.87
 Nieuwpoort ,38016,nee,Tevredenheid buurt,2017,0.1,0.07,0.82
 Nieuwpoort ,38016,nee,Tevredenheid buurt,2020,0.08,0.06,0.86
 Nijlen ,12026,nee,Tevredenheid buurt,2017,0.12,0.08,0.8
 Nijlen ,12026,nee,Tevredenheid buurt,2020,0.08,0.07,0.85
 Ninove ,41048,nee,Tevredenheid buurt,2017,0.14,0.15,0.72
 Ninove ,41048,nee,Tevredenheid buurt,2020,0.11,0.17,0.72
 Olen ,13029,nee,Tevredenheid buurt,2017,0.09,0.1,0.82
 Olen ,13029,nee,Tevredenheid buurt,2020,0.07,0.07,0.86
 Oostende ,35013,ja,Tevredenheid buurt,2008,0.1,0.12,0.78
 Oostende ,35013,ja,Tevredenheid buurt,2011,0.08,0.13,0.78
 Oostende ,35013,ja,Tevredenheid buurt,2014,0.1,0.13,0.77
 Oostende ,35013,ja,Tevredenheid buurt,2017,0.11,0.14,0.76
 Oostende ,35013,ja,Tevredenheid buurt,2020,0.1,0.13,0.77
 Oosterzele ,44052,nee,Tevredenheid buurt,2017,0.07,0.08,0.85
 Oosterzele ,44052,nee,Tevredenheid buurt,2020,0.11,0.1,0.79
 Oostkamp ,31022,nee,Tevredenheid buurt,2017,0.06,0.05,0.89
 Oostkamp ,31022,nee,Tevredenheid buurt,2020,0.06,0.09,0.85
 Oostrozebeke ,37010,nee,Tevredenheid buurt,2017,0.09,0.11,0.8
 Oostrozebeke ,37010,nee,Tevredenheid buurt,2020,0.1,0.08,0.82
 Opglabbeek ,71047,nee,Tevredenheid buurt,2017,0.09,0.1,0.81
 Opwijk ,23060,nee,Tevredenheid buurt,2017,0.1,0.1,0.8
 Opwijk ,23060,nee,Tevredenheid buurt,2020,0.07,0.11,0.82
 Oudenaarde ,45035,nee,Tevredenheid buurt,2017,0.11,0.08,0.81
 Oudenaarde ,45035,nee,Tevredenheid buurt,2020,0.09,0.1,0.81
 Oudenburg ,35014,nee,Tevredenheid buurt,2017,0.11,0.12,0.77
 Oudenburg ,35014,nee,Tevredenheid buurt,2020,0.09,0.08,0.83
 Oud-Heverlee ,24086,nee,Tevredenheid buurt,2017,0.11,0.08,0.81
 Oud-Heverlee ,24086,nee,Tevredenheid buurt,2020,0.07,0.07,0.86
 Oudsbergen ,72042,nee,Tevredenheid buurt,2020,0.08,0.07,0.85
 Oud-Turnhout ,13031,nee,Tevredenheid buurt,2017,0.08,0.07,0.85
 Oud-Turnhout ,13031,nee,Tevredenheid buurt,2020,0.08,0.08,0.85
 Overijse ,23062,nee,Tevredenheid buurt,2017,0.09,0.12,0.78
 Overijse ,23062,nee,Tevredenheid buurt,2020,0.11,0.1,0.79
 Overpelt ,72029,nee,Tevredenheid buurt,2017,0.06,0.1,0.84
 Peer ,72030,nee,Tevredenheid buurt,2017,0.08,0.11,0.81
 Peer ,72030,nee,Tevredenheid buurt,2020,0.11,0.1,0.79
 Pelt ,72043,nee,Tevredenheid buurt,2020,0.09,0.07,0.84
 Pepingen ,23064,nee,Tevredenheid buurt,2017,0.09,0.07,0.84
 Pepingen ,23064,nee,Tevredenheid buurt,2020,0.09,0.08,0.83
 Pittem ,37011,nee,Tevredenheid buurt,2017,0.07,0.09,0.84
 Pittem ,37011,nee,Tevredenheid buurt,2020,0.07,0.09,0.84
 Poperinge ,33021,nee,Tevredenheid buurt,2017,0.1,0.08,0.82
 Poperinge ,33021,nee,Tevredenheid buurt,2020,0.09,0.07,0.83
 Putte ,12029,nee,Tevredenheid buurt,2017,0.1,0.1,0.8
 Putte ,12029,nee,Tevredenheid buurt,2020,0.09,0.12,0.79
 Puurs ,12030,nee,Tevredenheid buurt,2017,0.1,0.09,0.81
 Puurs-Sint-Amands ,12041,nee,Tevredenheid buurt,2020,0.08,0.1,0.82
 Ranst ,11035,nee,Tevredenheid buurt,2017,0.08,0.09,0.82
 Ranst ,11035,nee,Tevredenheid buurt,2020,0.06,0.08,0.86
 Ravels ,13035,nee,Tevredenheid buurt,2017,0.07,0.08,0.85
 Ravels ,13035,nee,Tevredenheid buurt,2020,0.09,0.07,0.84
 Retie ,13036,nee,Tevredenheid buurt,2017,0.07,0.06,0.87
 Retie ,13036,nee,Tevredenheid buurt,2020,0.06,0.06,0.88
 Riemst ,73066,nee,Tevredenheid buurt,2017,0.09,0.1,0.81
 Riemst ,73066,nee,Tevredenheid buurt,2020,0.06,0.1,0.83
 Rijkevorsel ,13037,nee,Tevredenheid buurt,2017,0.08,0.1,0.82
 Rijkevorsel ,13037,nee,Tevredenheid buurt,2020,0.07,0.07,0.86
 Roeselare ,36015,ja,Tevredenheid buurt,2008,0.08,0.12,0.81
 Roeselare ,36015,ja,Tevredenheid buurt,2011,0.08,0.11,0.81
 Roeselare ,36015,ja,Tevredenheid buurt,2014,0.11,0.11,0.78
 Roeselare ,36015,ja,Tevredenheid buurt,2017,0.09,0.11,0.8
 Roeselare ,36015,ja,Tevredenheid buurt,2020,0.08,0.11,0.81
 Ronse ,45041,nee,Tevredenheid buurt,2017,0.13,0.13,0.74
 Ronse ,45041,nee,Tevredenheid buurt,2020,0.11,0.14,0.75
 Roosdaal ,23097,nee,Tevredenheid buurt,2017,0.1,0.1,0.8
 Roosdaal ,23097,nee,Tevredenheid buurt,2020,0.08,0.08,0.84
 Rotselaar ,24094,nee,Tevredenheid buurt,2017,0.09,0.11,0.8
 Rotselaar ,24094,nee,Tevredenheid buurt,2020,0.06,0.09,0.85
 Ruiselede ,37012,nee,Tevredenheid buurt,2017,0.08,0.12,0.8
 Ruiselede ,37012,nee,Tevredenheid buurt,2020,0.09,0.08,0.84
 Rumst ,11037,nee,Tevredenheid buurt,2017,0.1,0.11,0.78
 Rumst ,11037,nee,Tevredenheid buurt,2020,0.08,0.11,0.81
 Schelle ,11038,nee,Tevredenheid buurt,2017,0.07,0.11,0.82
 Schelle ,11038,nee,Tevredenheid buurt,2020,0.07,0.08,0.86
 Scherpenheuvel-Zichem ,24134,nee,Tevredenheid buurt,2017,0.11,0.16,0.73
 Scherpenheuvel-Zichem ,24134,nee,Tevredenheid buurt,2020,0.09,0.12,0.79
 Schilde ,11039,nee,Tevredenheid buurt,2017,0.08,0.09,0.84
 Schilde ,11039,nee,Tevredenheid buurt,2020,0.11,0.08,0.81
 Schoten ,11040,nee,Tevredenheid buurt,2017,0.07,0.07,0.85
 Schoten ,11040,nee,Tevredenheid buurt,2020,0.07,0.08,0.85
 Sint-Amands ,12034,nee,Tevredenheid buurt,2017,0.1,0.08,0.82
 Sint-Genesius-Rode ,23101,nee,Tevredenheid buurt,2017,0.09,0.15,0.76
 Sint-Genesius-Rode ,23101,nee,Tevredenheid buurt,2020,0.09,0.12,0.79
 Sint-Gillis-Waas ,46020,nee,Tevredenheid buurt,2017,0.11,0.1,0.79
 Sint-Gillis-Waas ,46020,nee,Tevredenheid buurt,2020,0.08,0.11,0.8
 Sint-Katelijne-Waver ,12035,nee,Tevredenheid buurt,2017,0.1,0.09,0.81
 Sint-Katelijne-Waver ,12035,nee,Tevredenheid buurt,2020,0.09,0.1,0.82
 Sint-Laureins ,43014,nee,Tevredenheid buurt,2017,0.05,0.09,0.87
 Sint-Laureins ,43014,nee,Tevredenheid buurt,2020,0.06,0.08,0.86
 Sint-Lievens-Houtem ,41063,nee,Tevredenheid buurt,2017,0.07,0.11,0.82
 Sint-Lievens-Houtem ,41063,nee,Tevredenheid buurt,2020,0.08,0.05,0.86
 Sint-Martens-Latem ,44064,nee,Tevredenheid buurt,2017,0.08,0.04,0.88
 Sint-Martens-Latem ,44064,nee,Tevredenheid buurt,2020,0.05,0.03,0.91
 Sint-Niklaas ,46021,ja,Tevredenheid buurt,2008,0.06,0.13,0.8
 Sint-Niklaas ,46021,ja,Tevredenheid buurt,2011,0.07,0.13,0.8
 Sint-Niklaas ,46021,ja,Tevredenheid buurt,2014,0.1,0.14,0.76
 Sint-Niklaas ,46021,ja,Tevredenheid buurt,2017,0.11,0.14,0.75
 Sint-Niklaas ,46021,ja,Tevredenheid buurt,2020,0.12,0.14,0.74
 Sint-Pieters-Leeuw ,23077,nee,Tevredenheid buurt,2017,0.11,0.13,0.76
 Sint-Pieters-Leeuw ,23077,nee,Tevredenheid buurt,2020,0.12,0.16,0.72
 Sint-Truiden ,71053,nee,Tevredenheid buurt,2017,0.1,0.12,0.78
 Sint-Truiden ,71053,nee,Tevredenheid buurt,2020,0.1,0.1,0.8
 Spiere-Helkijn ,34043,nee,Tevredenheid buurt,2017,0.11,0.06,0.83
 Spiere-Helkijn ,34043,nee,Tevredenheid buurt,2020,0.15,0.08,0.77
 Stabroek ,11044,nee,Tevredenheid buurt,2017,0.06,0.11,0.83
 Stabroek ,11044,nee,Tevredenheid buurt,2020,0.08,0.14,0.78
 Staden ,36019,nee,Tevredenheid buurt,2017,0.07,0.09,0.84
 Staden ,36019,nee,Tevredenheid buurt,2020,0.07,0.1,0.83
 Steenokkerzeel ,23081,nee,Tevredenheid buurt,2017,0.1,0.08,0.82
 Steenokkerzeel ,23081,nee,Tevredenheid buurt,2020,0.08,0.08,0.84
 Stekene ,46024,nee,Tevredenheid buurt,2017,0.13,0.07,0.8
 Stekene ,46024,nee,Tevredenheid buurt,2020,0.1,0.07,0.83
 Temse ,46025,nee,Tevredenheid buurt,2017,0.11,0.14,0.75
 Temse ,46025,nee,Tevredenheid buurt,2020,0.13,0.12,0.75
 Ternat ,23086,nee,Tevredenheid buurt,2017,0.08,0.1,0.81
 Ternat ,23086,nee,Tevredenheid buurt,2020,0.12,0.07,0.81
 Tervuren ,24104,nee,Tevredenheid buurt,2017,0.07,0.07,0.86
 Tervuren ,24104,nee,Tevredenheid buurt,2020,0.07,0.05,0.88
 Tessenderlo ,71057,nee,Tevredenheid buurt,2017,0.1,0.07,0.84
 Tessenderlo ,71057,nee,Tevredenheid buurt,2020,0.08,0.1,0.81
 Tielt ,37015,nee,Tevredenheid buurt,2017,0.1,0.13,0.77
 Tielt ,37015,nee,Tevredenheid buurt,2020,0.09,0.12,0.79
 Tielt-Winge ,24135,nee,Tevredenheid buurt,2017,0.11,0.12,0.77
 Tielt-Winge ,24135,nee,Tevredenheid buurt,2020,0.09,0.1,0.81
 Tienen ,24107,nee,Tevredenheid buurt,2017,0.13,0.14,0.73
 Tienen ,24107,nee,Tevredenheid buurt,2020,0.14,0.18,0.68
 Tongeren ,73083,nee,Tevredenheid buurt,2017,0.1,0.13,0.77
 Tongeren ,73083,nee,Tevredenheid buurt,2020,0.13,0.14,0.73
 Torhout ,31033,nee,Tevredenheid buurt,2017,0.09,0.14,0.77
 Torhout ,31033,nee,Tevredenheid buurt,2020,0.09,0.14,0.78
 Tremelo ,24109,nee,Tevredenheid buurt,2017,0.11,0.09,0.8
 Tremelo ,24109,nee,Tevredenheid buurt,2020,0.09,0.09,0.82
 Turnhout ,13040,ja,Tevredenheid buurt,2008,0.07,0.14,0.79
 Turnhout ,13040,ja,Tevredenheid buurt,2011,0.09,0.16,0.75
 Turnhout ,13040,ja,Tevredenheid buurt,2014,0.11,0.18,0.71
 Turnhout ,13040,ja,Tevredenheid buurt,2017,0.11,0.17,0.72
 Turnhout ,13040,ja,Tevredenheid buurt,2020,0.12,0.14,0.74
 Veurne ,38025,nee,Tevredenheid buurt,2017,0.06,0.15,0.8
 Veurne ,38025,nee,Tevredenheid buurt,2020,0.06,0.09,0.85
 Vilvoorde ,23088,nee,Tevredenheid buurt,2017,0.17,0.18,0.66
 Vilvoorde ,23088,nee,Tevredenheid buurt,2020,0.15,0.11,0.73
 Vleteren ,33041,nee,Tevredenheid buurt,2017,0.08,0.09,0.83
 Vleteren ,33041,nee,Tevredenheid buurt,2020,0.07,0.04,0.89
 Voeren ,73109,nee,Tevredenheid buurt,2017,0.1,0.09,0.81
 Voeren ,73109,nee,Tevredenheid buurt,2020,0.08,0.08,0.83
 Vorselaar ,13044,nee,Tevredenheid buurt,2017,0.08,0.05,0.87
 Vorselaar ,13044,nee,Tevredenheid buurt,2020,0.07,0.08,0.85
 Vosselaar ,13046,nee,Tevredenheid buurt,2017,0.08,0.1,0.83
 Vosselaar ,13046,nee,Tevredenheid buurt,2020,0.06,0.07,0.87
 Waarschoot ,44072,nee,Tevredenheid buurt,2017,0.08,0.12,0.8
 Waasmunster ,42023,nee,Tevredenheid buurt,2017,0.08,0.08,0.84
 Waasmunster ,42023,nee,Tevredenheid buurt,2020,0.07,0.11,0.83
 Wachtebeke ,44073,nee,Tevredenheid buurt,2017,0.1,0.1,0.8
 Wachtebeke ,44073,nee,Tevredenheid buurt,2020,0.09,0.11,0.8
 Waregem ,34040,nee,Tevredenheid buurt,2017,0.07,0.08,0.85
 Waregem ,34040,nee,Tevredenheid buurt,2020,0.09,0.09,0.83
 Wellen ,73098,nee,Tevredenheid buurt,2017,0.08,0.11,0.81
 Wellen ,73098,nee,Tevredenheid buurt,2020,0.09,0.08,0.83
 Wemmel ,23102,nee,Tevredenheid buurt,2017,0.13,0.13,0.74
 Wemmel ,23102,nee,Tevredenheid buurt,2020,0.15,0.14,0.7
 Wervik ,33029,nee,Tevredenheid buurt,2017,0.13,0.13,0.74
 Wervik ,33029,nee,Tevredenheid buurt,2020,0.1,0.13,0.77
 Westerlo ,13049,nee,Tevredenheid buurt,2017,0.07,0.09,0.84
 Westerlo ,13049,nee,Tevredenheid buurt,2020,0.08,0.07,0.85
 Wetteren ,42025,nee,Tevredenheid buurt,2017,0.1,0.12,0.79
 Wetteren ,42025,nee,Tevredenheid buurt,2020,0.11,0.13,0.75
 Wevelgem ,34041,nee,Tevredenheid buurt,2017,0.09,0.1,0.81
 Wevelgem ,34041,nee,Tevredenheid buurt,2020,0.11,0.08,0.81
 Wezembeek-Oppem ,23103,nee,Tevredenheid buurt,2017,0.08,0.08,0.84
 Wezembeek-Oppem ,23103,nee,Tevredenheid buurt,2020,0.1,0.1,0.8
 Wichelen ,42026,nee,Tevredenheid buurt,2017,0.1,0.08,0.82
 Wichelen ,42026,nee,Tevredenheid buurt,2020,0.08,0.1,0.83
 Wielsbeke ,37017,nee,Tevredenheid buurt,2017,0.08,0.11,0.81
 Wielsbeke ,37017,nee,Tevredenheid buurt,2020,0.08,0.09,0.82
 Wijnegem ,11050,nee,Tevredenheid buurt,2017,0.09,0.09,0.82
 Wijnegem ,11050,nee,Tevredenheid buurt,2020,0.05,0.06,0.89
 Willebroek ,12040,nee,Tevredenheid buurt,2017,0.16,0.15,0.68
 Willebroek ,12040,nee,Tevredenheid buurt,2020,0.17,0.18,0.66
 Wingene ,37018,nee,Tevredenheid buurt,2017,0.1,0.07,0.83
 Wingene ,37018,nee,Tevredenheid buurt,2020,0.09,0.06,0.85
 Wommelgem ,11052,nee,Tevredenheid buurt,2017,0.12,0.09,0.79
 Wommelgem ,11052,nee,Tevredenheid buurt,2020,0.11,0.08,0.81
 Wortegem-Petegem ,45061,nee,Tevredenheid buurt,2017,0.06,0.06,0.88
 Wortegem-Petegem ,45061,nee,Tevredenheid buurt,2020,0.06,0.07,0.86
 Wuustwezel ,11053,nee,Tevredenheid buurt,2017,0.09,0.07,0.83
 Wuustwezel ,11053,nee,Tevredenheid buurt,2020,0.07,0.06,0.87
 Zandhoven ,11054,nee,Tevredenheid buurt,2017,0.1,0.06,0.84
 Zandhoven ,11054,nee,Tevredenheid buurt,2020,0.08,0.07,0.85
 Zaventem ,23094,nee,Tevredenheid buurt,2017,0.15,0.13,0.72
 Zaventem ,23094,nee,Tevredenheid buurt,2020,0.16,0.13,0.71
 Zedelgem ,31040,nee,Tevredenheid buurt,2017,0.09,0.06,0.85
 Zedelgem ,31040,nee,Tevredenheid buurt,2020,0.08,0.09,0.84
 Zele ,42028,nee,Tevredenheid buurt,2017,0.12,0.13,0.76
 Zele ,42028,nee,Tevredenheid buurt,2020,0.12,0.12,0.76
 Zelzate ,43018,nee,Tevredenheid buurt,2017,0.16,0.21,0.63
 Zelzate ,43018,nee,Tevredenheid buurt,2020,0.13,0.18,0.69
 Zemst ,23096,nee,Tevredenheid buurt,2017,0.09,0.07,0.84
 Zemst ,23096,nee,Tevredenheid buurt,2020,0.07,0.08,0.85
 Zingem ,45057,nee,Tevredenheid buurt,2017,0.08,0.12,0.8
 Zoersel ,11055,nee,Tevredenheid buurt,2017,0.07,0.08,0.85
 Zoersel ,11055,nee,Tevredenheid buurt,2020,0.07,0.05,0.88
 Zomergem ,44080,nee,Tevredenheid buurt,2017,0.09,0.06,0.85
 Zonhoven ,71066,nee,Tevredenheid buurt,2017,0.09,0.09,0.82
 Zonhoven ,71066,nee,Tevredenheid buurt,2020,0.09,0.1,0.81
 Zonnebeke ,33037,nee,Tevredenheid buurt,2017,0.08,0.08,0.84
 Zonnebeke ,33037,nee,Tevredenheid buurt,2020,0.06,0.1,0.84
 Zottegem ,41081,nee,Tevredenheid buurt,2017,0.08,0.16,0.77
 Zottegem ,41081,nee,Tevredenheid buurt,2020,0.09,0.1,0.81
 Zoutleeuw ,24130,nee,Tevredenheid buurt,2017,0.09,0.12,0.79
 Zoutleeuw ,24130,nee,Tevredenheid buurt,2020,0.07,0.13,0.8
 Zuienkerke ,31042,nee,Tevredenheid buurt,2017,0.07,0.1,0.83
 Zuienkerke ,31042,nee,Tevredenheid buurt,2020,0.05,0.04,0.91
 Zulte ,44081,nee,Tevredenheid buurt,2017,0.09,0.06,0.86
 Zulte ,44081,nee,Tevredenheid buurt,2020,0.08,0.06,0.86
 Zutendaal ,71067,nee,Tevredenheid buurt,2017,0.08,0.08,0.85
 Zutendaal ,71067,nee,Tevredenheid buurt,2020,0.08,0.08,0.84
 Zwalm ,45065,nee,Tevredenheid buurt,2017,0.07,0.1,0.83
 Zwalm ,45065,nee,Tevredenheid buurt,2020,0.07,0.13,0.81
 Zwevegem ,34042,nee,Tevredenheid buurt,2017,0.09,0.09,0.82
 Zwevegem ,34042,nee,Tevredenheid buurt,2020,0.07,0.11,0.82
 Zwijndrecht ,11056,nee,Tevredenheid buurt,2017,0.08,0.13,0.8
 Zwijndrecht ,11056,nee,Tevredenheid buurt,2020,0.1,0.11,0.79
13 centrumsteden,/,/,Tevredenheid buurt,2008,0.1,0.13,0.77
13 centrumsteden,/,/,Tevredenheid buurt,2011,0.1,0.14,0.77
13 centrumsteden,/,/,Tevredenheid buurt,2014,0.11,0.13,0.75
13 centrumsteden,/,/,Tevredenheid buurt,2017,0.11,0.13,0.77
13 centrumsteden,/,/,Tevredenheid buurt,2020,0.11,0.13,0.76
Gemeenten groter dan 50.000 inw.,/,/,Tevredenheid buurt,2017,0.11,0.13,0.77
Gemeenten groter dan 50.000 inw.,/,/,Tevredenheid buurt,2020,0.11,0.12,0.76
Gemeenten kleiner dan 10.000 inw.,/,/,Tevredenheid buurt,2017,0.09,0.09,0.82
Gemeenten kleiner dan 10.000 inw.,/,/,Tevredenheid buurt,2020,0.08,0.09,0.84
Gemeenten van 10.000 tot 20.000 inw.,/,/,Tevredenheid buurt,2017,0.09,0.1,0.81
Gemeenten van 10.000 tot 20.000 inw.,/,/,Tevredenheid buurt,2020,0.08,0.09,0.82
Gemeenten van 20.000 tot 30.000 inw.,/,/,Tevredenheid buurt,2017,0.09,0.1,0.81
Gemeenten van 20.000 tot 30.000 inw.,/,/,Tevredenheid buurt,2020,0.09,0.1,0.82
Gemeenten van 30.000 tot 50.000 inw.,/,/,Tevredenheid buurt,2017,0.1,0.11,0.78
Gemeenten van 30.000 tot 50.000 inw.,/,/,Tevredenheid buurt,2020,0.1,0.11,0.79
Vlaams Gewest,/,/,Tevredenheid buurt,2017,0.1,0.11,0.79
Vlaams Gewest,/,/,Tevredenheid buurt,2020,0.1,0.1,0.8
