Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Ja (%),Nee (%)
 Aarschot ,24001,nee,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.86,0.14
 Aarschot ,24001,nee,Duurzaamheid van de woning (detail),Isolatie dak,2020,0.88,0.12
 Aarschot ,24001,nee,Duurzaamheid van de woning (detail),Isolatie muren,2020,0.73,0.27
 Aarschot ,24001,nee,Duurzaamheid van de woning (detail),Warmtepomp,2020,0.13,0.87
 Aarschot ,24001,nee,Duurzaamheid van de woning (detail),Zonneboiler,2017,0.05,0.95
 Aarschot ,24001,nee,Duurzaamheid van de woning (detail),Zonneboiler,2020,0.07,0.93
 Aarschot ,24001,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2017,0.19,0.81
 Aarschot ,24001,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2020,0.29,0.71
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2017,0.95,0.05
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2020,0.94,0.06
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2017,0.77,0.23
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2020,0.82,0.18
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2017,0.15,0.85
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2020,0.13,0.87
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Groen dak,2017,0.01,0.99
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Groen dak,2020,0.03,0.97
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.84,0.16
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Isolatie dak,2020,0.88,0.12
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Isolatie muren,2020,0.67,0.33
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Warmtepomp,2020,0.14,0.86
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Zonneboiler,2017,0.03,0.97
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Zonneboiler,2020,0.04,0.96
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2017,0.17,0.83
 Aartselaar ,11001,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2020,0.26,0.74
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2017,0.92,0.08
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2020,0.96,0.04
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2017,0.51,0.49
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2020,0.68,0.32
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2017,0.32,0.68
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2020,0.39,0.61
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Groen dak,2017,0.01,0.99
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Groen dak,2020,0.03,0.97
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.89,0.11
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Isolatie dak,2020,0.91,0.09
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Isolatie muren,2020,0.65,0.35
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Warmtepomp,2020,0.19,0.81
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Zonneboiler,2017,0.05,0.95
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Zonneboiler,2020,0.06,0.94
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2017,0.19,0.81
 Affligem ,23105,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2020,0.32,0.68
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2017,0.94,0.06
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2020,0.95,0.05
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2017,0.55,0.45
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2020,0.66,0.34
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2017,0.39,0.61
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2020,0.41,0.59
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Groen dak,2017,0.01,0.99
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Groen dak,2020,0.03,0.97
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.86,0.14
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Isolatie dak,2020,0.92,0.08
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Isolatie muren,2020,0.74,0.26
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Warmtepomp,2020,0.25,0.75
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Zonneboiler,2017,0.08,0.92
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Zonneboiler,2020,0.11,0.89
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2017,0.26,0.74
 Alken ,73001,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2020,0.41,0.59
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2017,0.92,0.08
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2020,0.93,0.07
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2017,0.54,0.46
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2020,0.67,0.33
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2017,0.71,0.29
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2020,0.81,0.19
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Groen dak,2017,0.02,0.98
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Groen dak,2020,0.02,0.98
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.8,0.2
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Isolatie dak,2020,0.88,0.12
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Isolatie muren,2020,0.56,0.44
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Warmtepomp,2020,0.2,0.8
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Zonneboiler,2017,0.1,0.9
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Zonneboiler,2020,0.1,0.9
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2017,0.2,0.8
 Alveringem ,38002,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2020,0.42,0.58
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2011,0.81,0.19
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2014,0.85,0.15
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2017,0.89,0.11
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2020,0.89,0.11
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Energiezuinige ketel,2011,0.55,0.45
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Energiezuinige ketel,2014,0.64,0.36
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Energiezuinige ketel,2017,0.69,0.31
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Energiezuinige ketel,2020,0.72,0.28
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Gebruik regenwater,2011,0.06,0.94
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Gebruik regenwater,2014,0.07,0.93
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Gebruik regenwater,2017,0.09,0.91
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Gebruik regenwater,2020,0.1,0.9
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Groen dak,2011,0.02,0.98
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Groen dak,2014,0.03,0.97
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Groen dak,2017,0.05,0.95
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Groen dak,2020,0.06,0.94
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Isolatie dak,2011,0.59,0.41
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Isolatie dak,2014,0.69,0.31
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.74,0.26
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Isolatie dak,2020,0.81,0.19
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Isolatie muren,2020,0.52,0.48
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Warmtepomp,2020,0.18,0.82
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Zonneboiler,2011,0.02,0.98
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Zonneboiler,2014,0.02,0.98
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Zonneboiler,2017,0.03,0.97
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Zonneboiler,2020,0.02,0.98
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Zonnepanelen,2011,0.03,0.97
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Zonnepanelen,2014,0.04,0.96
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Zonnepanelen,2017,0.05,0.95
 Antwerpen ,11002,ja,Duurzaamheid van de woning (detail),Zonnepanelen,2020,0.09,0.91
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2017,0.91,0.09
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2020,0.95,0.05
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2017,0.49,0.51
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2020,0.65,0.35
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2017,0.77,0.23
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2020,0.83,0.17
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Groen dak,2017,0.01,0.99
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Groen dak,2020,0.01,0.99
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.83,0.17
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Isolatie dak,2020,0.87,0.13
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Isolatie muren,2020,0.66,0.34
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Warmtepomp,2020,0.18,0.82
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Zonneboiler,2017,0.07,0.93
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Zonneboiler,2020,0.08,0.92
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2017,0.17,0.83
 Anzegem ,34002,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2020,0.41,0.59
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2017,0.92,0.08
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2020,0.93,0.07
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2017,0.55,0.45
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2020,0.69,0.31
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2017,0.7,0.3
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2020,0.77,0.23
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Groen dak,2017,0.02,0.98
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Groen dak,2020,0.01,0.99
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.85,0.15
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Isolatie dak,2020,0.91,0.09
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Isolatie muren,2020,0.6,0.4
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Warmtepomp,2020,0.18,0.82
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Zonneboiler,2017,0.09,0.91
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Zonneboiler,2020,0.11,0.89
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2017,0.2,0.8
 Ardooie ,37020,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2020,0.39,0.61
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2017,0.91,0.09
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2020,0.94,0.06
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2017,0.65,0.35
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2020,0.74,0.26
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2017,0.29,0.71
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2020,0.31,0.69
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Groen dak,2017,0.01,0.99
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Groen dak,2020,0.02,0.98
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.86,0.14
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Isolatie dak,2020,0.87,0.13
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Isolatie muren,2020,0.75,0.25
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Warmtepomp,2020,0.18,0.82
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Zonneboiler,2017,0.07,0.93
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Zonneboiler,2020,0.1,0.9
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2017,0.26,0.74
 Arendonk ,13001,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2020,0.39,0.61
 As ,71002,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2017,0.95,0.05
 As ,71002,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2020,0.94,0.06
 As ,71002,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2017,0.61,0.39
 As ,71002,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2020,0.75,0.25
 As ,71002,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2017,0.4,0.6
 As ,71002,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2020,0.34,0.66
 As ,71002,nee,Duurzaamheid van de woning (detail),Groen dak,2017,0.02,0.98
 As ,71002,nee,Duurzaamheid van de woning (detail),Groen dak,2020,0.02,0.98
 As ,71002,nee,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.89,0.11
 As ,71002,nee,Duurzaamheid van de woning (detail),Isolatie dak,2020,0.9,0.1
 As ,71002,nee,Duurzaamheid van de woning (detail),Isolatie muren,2020,0.71,0.29
 As ,71002,nee,Duurzaamheid van de woning (detail),Warmtepomp,2020,0.15,0.85
 As ,71002,nee,Duurzaamheid van de woning (detail),Zonneboiler,2017,0.1,0.9
 As ,71002,nee,Duurzaamheid van de woning (detail),Zonneboiler,2020,0.08,0.92
 As ,71002,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2017,0.27,0.73
 As ,71002,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2020,0.41,0.59
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2017,0.93,0.07
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2020,0.95,0.05
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2017,0.59,0.41
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2020,0.7,0.3
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2017,0.38,0.62
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2020,0.32,0.68
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Groen dak,2017,0.01,0.99
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Groen dak,2020,0.02,0.98
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.85,0.15
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Isolatie dak,2020,0.85,0.15
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Isolatie muren,2020,0.62,0.38
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Warmtepomp,2020,0.17,0.83
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Zonneboiler,2017,0.04,0.96
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Zonneboiler,2020,0.02,0.98
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2017,0.14,0.86
 Asse ,23002,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2020,0.24,0.76
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2017,0.93,0.07
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2020,0.96,0.04
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2017,0.53,0.47
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2020,0.63,0.37
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2017,0.57,0.43
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2020,0.59,0.41
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Groen dak,2017,0.0,1.0
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Groen dak,2020,0.02,0.98
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.87,0.13
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Isolatie dak,2020,0.92,0.08
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Isolatie muren,2020,0.7,0.3
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Warmtepomp,2020,0.13,0.87
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Zonneboiler,2017,0.06,0.94
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Zonneboiler,2020,0.09,0.91
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2017,0.23,0.77
 Assenede ,43002,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2020,0.32,0.68
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2017,0.95,0.05
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2020,0.97,0.03
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2017,0.52,0.48
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2020,0.63,0.37
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2017,0.7,0.3
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2020,0.74,0.26
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Groen dak,2017,0.0,1.0
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Groen dak,2020,0.04,0.96
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.83,0.17
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Isolatie dak,2020,0.89,0.11
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Isolatie muren,2020,0.66,0.34
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Warmtepomp,2020,0.15,0.85
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Zonneboiler,2017,0.06,0.94
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Zonneboiler,2020,0.09,0.91
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2017,0.16,0.84
 Avelgem ,34003,nee,Duurzaamheid van de woning (detail),Zonnepanelen,2020,0.35,0.65
 Baarle-Hertog ,13002,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2017,0.94,0.06
 Baarle-Hertog ,13002,nee,Duurzaamheid van de woning (detail),Dubbel glas of driedubbel glas,2020,0.92,0.08
 Baarle-Hertog ,13002,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2017,0.82,0.18
 Baarle-Hertog ,13002,nee,Duurzaamheid van de woning (detail),Energiezuinige ketel,2020,0.78,0.22
 Baarle-Hertog ,13002,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2017,0.2,0.8
 Baarle-Hertog ,13002,nee,Duurzaamheid van de woning (detail),Gebruik regenwater,2020,0.2,0.8
 Baarle-Hertog ,13002,nee,Duurzaamheid van de woning (detail),Groen dak,2017,0.01,0.99
 Baarle-Hertog ,13002,nee,Duurzaamheid van de woning (detail),Groen dak,2020,0.01,0.99
 Baarle-Hertog ,13002,nee,Duurzaamheid van de woning (detail),Isolatie dak,2017,0.85,0.15
