Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,5 jaar of minder (%),6 tot en met 10 jaar (%),Meer dan 10 jaar (%)
 Spiere-Helkijn ,34043,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.18,0.12,0.7
 Spiere-Helkijn ,34043,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.19,0.1,0.7
 Stabroek ,11044,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.25,0.15,0.6
 Stabroek ,11044,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.28,0.16,0.56
 Stabroek ,11044,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.16,0.08,0.76
 Stabroek ,11044,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.18,0.13,0.69
 Staden ,36019,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.19,0.11,0.7
 Staden ,36019,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.22,0.13,0.66
 Staden ,36019,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.1,0.07,0.83
 Staden ,36019,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.08,0.78
 Steenokkerzeel ,23081,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.13,0.65
 Steenokkerzeel ,23081,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.21,0.13,0.67
 Steenokkerzeel ,23081,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.08,0.77
 Steenokkerzeel ,23081,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.08,0.77
 Stekene ,46024,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.27,0.12,0.61
 Stekene ,46024,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.14,0.62
 Stekene ,46024,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.13,0.08,0.8
 Stekene ,46024,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.12,0.1,0.78
 Temse ,46025,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.29,0.13,0.57
 Temse ,46025,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.29,0.16,0.55
 Temse ,46025,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.18,0.11,0.71
 Temse ,46025,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.11,0.75
 Ternat ,23086,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.18,0.15,0.67
 Ternat ,23086,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.22,0.12,0.66
 Ternat ,23086,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.1,0.11,0.79
 Ternat ,23086,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.08,0.76
 Tervuren ,24104,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.31,0.12,0.58
 Tervuren ,24104,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.34,0.16,0.5
 Tervuren ,24104,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.18,0.09,0.73
 Tervuren ,24104,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.22,0.12,0.67
 Tessenderlo ,71057,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.15,0.63
 Tessenderlo ,71057,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.11,0.65
 Tessenderlo ,71057,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.13,0.11,0.77
 Tessenderlo ,71057,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.07,0.8
 Tielt ,37015,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.26,0.11,0.64
 Tielt ,37015,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.14,0.6
 Tielt ,37015,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.13,0.04,0.82
 Tielt ,37015,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.08,0.78
 Tielt-Winge ,24135,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.19,0.14,0.67
 Tielt-Winge ,24135,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.2,0.13,0.67
 Tielt-Winge ,24135,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.12,0.75
 Tielt-Winge ,24135,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.11,0.75
 Tienen ,24107,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.28,0.12,0.59
 Tienen ,24107,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.31,0.16,0.53
 Tienen ,24107,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.17,0.08,0.75
 Tienen ,24107,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.09,0.77
 Tongeren ,73083,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.2,0.18,0.61
 Tongeren ,73083,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.27,0.1,0.63
 Tongeren ,73083,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.08,0.09,0.83
 Tongeren ,73083,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.1,0.04,0.86
 Torhout ,31033,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.29,0.13,0.59
 Torhout ,31033,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.28,0.15,0.58
 Torhout ,31033,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.09,0.78
 Torhout ,31033,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.12,0.12,0.76
 Tremelo ,24109,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.15,0.63
 Tremelo ,24109,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.2,0.14,0.66
 Tremelo ,24109,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.16,0.11,0.73
 Tremelo ,24109,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.12,0.73
 Turnhout ,13040,ja,Woonduur gemeente en buurt,Woonduur: adres,2014,0.31,0.13,0.55
 Turnhout ,13040,ja,Woonduur gemeente en buurt,Woonduur: adres,2017,0.33,0.15,0.52
 Turnhout ,13040,ja,Woonduur gemeente en buurt,Woonduur: adres,2020,0.36,0.16,0.48
 Turnhout ,13040,ja,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2014,0.14,0.09,0.76
 Turnhout ,13040,ja,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.16,0.1,0.75
 Turnhout ,13040,ja,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.17,0.1,0.73
 Veurne ,38025,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.26,0.11,0.63
 Veurne ,38025,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.28,0.14,0.57
 Veurne ,38025,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.16,0.06,0.78
 Veurne ,38025,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.09,0.76
 Vilvoorde ,23088,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.3,0.18,0.53
 Vilvoorde ,23088,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.27,0.21,0.52
 Vilvoorde ,23088,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.18,0.11,0.71
 Vilvoorde ,23088,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.18,0.13,0.68
 Vleteren ,33041,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.13,0.14,0.73
 Vleteren ,33041,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.21,0.1,0.69
 Vleteren ,33041,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.1,0.1,0.8
 Vleteren ,33041,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.08,0.76
 Voeren ,73109,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.12,0.67
 Voeren ,73109,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.27,0.14,0.59
 Voeren ,73109,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.1,0.09,0.8
 Voeren ,73109,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.11,0.75
 Vorselaar ,13044,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.2,0.14,0.67
 Vorselaar ,13044,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.13,0.64
 Vorselaar ,13044,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.07,0.07,0.87
 Vorselaar ,13044,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.09,0.77
 Vosselaar ,13046,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.25,0.13,0.63
 Vosselaar ,13046,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.16,0.59
 Vosselaar ,13046,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.09,0.76
 Vosselaar ,13046,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.09,0.76
 Waarschoot ,44072,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.23,0.14,0.63
 Waarschoot ,44072,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.08,0.8
 Waasmunster ,42023,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.26,0.14,0.61
 Waasmunster ,42023,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.13,0.62
 Waasmunster ,42023,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.19,0.08,0.73
 Waasmunster ,42023,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.11,0.73
 Wachtebeke ,44073,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.25,0.13,0.62
 Wachtebeke ,44073,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.15,0.61
 Wachtebeke ,44073,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.16,0.08,0.76
 Wachtebeke ,44073,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.17,0.12,0.71
 Waregem ,34040,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.25,0.12,0.63
 Waregem ,34040,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.26,0.14,0.59
 Waregem ,34040,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.07,0.79
 Waregem ,34040,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.11,0.09,0.8
 Wellen ,73098,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.17,0.61
 Wellen ,73098,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.21,0.12,0.68
 Wellen ,73098,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.17,0.12,0.7
 Wellen ,73098,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.07,0.78
 Wemmel ,23102,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.29,0.18,0.53
 Wemmel ,23102,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.31,0.17,0.52
 Wemmel ,23102,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.21,0.17,0.61
 Wemmel ,23102,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.2,0.16,0.64
 Wervik ,33029,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.23,0.14,0.63
 Wervik ,33029,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.15,0.6
 Wervik ,33029,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.13,0.08,0.8
 Wervik ,33029,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.09,0.1,0.81
 Westerlo ,13049,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.16,0.62
 Westerlo ,13049,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.2,0.12,0.68
 Westerlo ,13049,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.11,0.11,0.79
 Westerlo ,13049,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.1,0.07,0.84
 Wetteren ,42025,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.28,0.12,0.59
 Wetteren ,42025,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.3,0.17,0.53
 Wetteren ,42025,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.11,0.74
 Wetteren ,42025,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.12,0.74
 Wevelgem ,34041,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.14,0.66
 Wevelgem ,34041,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.2,0.12,0.67
 Wevelgem ,34041,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.1,0.07,0.83
 Wevelgem ,34041,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.11,0.09,0.81
 Wezembeek-Oppem ,23103,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.28,0.15,0.57
 Wezembeek-Oppem ,23103,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.33,0.13,0.54
 Wezembeek-Oppem ,23103,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.22,0.14,0.64
 Wezembeek-Oppem ,23103,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.26,0.12,0.62
 Wichelen ,42026,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.23,0.15,0.62
 Wichelen ,42026,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.18,0.16,0.66
 Wichelen ,42026,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.09,0.77
 Wichelen ,42026,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.12,0.13,0.76
 Wielsbeke ,37017,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.2,0.13,0.67
 Wielsbeke ,37017,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.13,0.64
 Wielsbeke ,37017,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.09,0.77
 Wielsbeke ,37017,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.17,0.09,0.74
 Wijnegem ,11050,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.29,0.16,0.55
 Wijnegem ,11050,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.29,0.17,0.54
 Wijnegem ,11050,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.23,0.12,0.65
 Wijnegem ,11050,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.2,0.13,0.67
 Willebroek ,12040,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.29,0.15,0.56
 Willebroek ,12040,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.29,0.15,0.55
 Willebroek ,12040,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.11,0.74
 Willebroek ,12040,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.12,0.73
 Wingene ,37018,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.19,0.13,0.68
 Wingene ,37018,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.13,0.64
 Wingene ,37018,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.13,0.09,0.77
 Wingene ,37018,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.08,0.76
 Wommelgem ,11052,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.3,0.13,0.57
 Wommelgem ,11052,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.16,0.6
 Wommelgem ,11052,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.17,0.12,0.71
 Wommelgem ,11052,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.1,0.74
 Wortegem-Petegem ,45061,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.17,0.16,0.67
 Wortegem-Petegem ,45061,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.2,0.16,0.64
 Wortegem-Petegem ,45061,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.15,0.74
 Wortegem-Petegem ,45061,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.17,0.15,0.69
 Wuustwezel ,11053,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.24,0.14,0.62
 Wuustwezel ,11053,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.26,0.1,0.64
 Wuustwezel ,11053,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.13,0.1,0.77
 Wuustwezel ,11053,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.11,0.09,0.8
 Zandhoven ,11054,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.12,0.67
 Zandhoven ,11054,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.11,0.65
 Zandhoven ,11054,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.07,0.81
 Zandhoven ,11054,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.17,0.08,0.74
 Zaventem ,23094,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.32,0.15,0.53
 Zaventem ,23094,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.33,0.16,0.51
 Zaventem ,23094,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.22,0.12,0.66
 Zaventem ,23094,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.25,0.12,0.63
 Zedelgem ,31040,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.12,0.67
 Zedelgem ,31040,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.17,0.6
 Zedelgem ,31040,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.07,0.78
 Zedelgem ,31040,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.14,0.71
 Zele ,42028,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.27,0.12,0.61
 Zele ,42028,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.27,0.1,0.63
 Zele ,42028,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.1,0.07,0.83
 Zele ,42028,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.05,0.82
 Zelzate ,43018,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.32,0.1,0.58
 Zelzate ,43018,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.3,0.17,0.53
 Zelzate ,43018,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.18,0.06,0.76
 Zelzate ,43018,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.11,0.75
 Zemst ,23096,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.19,0.14,0.67
 Zemst ,23096,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.21,0.16,0.63
 Zemst ,23096,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.11,0.76
 Zemst ,23096,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.1,0.76
 Zingem ,45057,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.2,0.17,0.62
 Zingem ,45057,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.18,0.12,0.7
 Zoersel ,11055,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.24,0.14,0.62
 Zoersel ,11055,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.28,0.15,0.58
 Zoersel ,11055,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.09,0.76
 Zoersel ,11055,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.19,0.09,0.72
 Zomergem ,44080,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.15,0.64
 Zomergem ,44080,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.11,0.11,0.78
 Zonhoven ,71066,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.19,0.13,0.67
 Zonhoven ,71066,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.12,0.65
 Zonhoven ,71066,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.1,0.08,0.82
 Zonhoven ,71066,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.12,0.09,0.79
 Zonnebeke ,33037,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.11,0.68
 Zonnebeke ,33037,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.22,0.14,0.65
 Zonnebeke ,33037,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.08,0.8
 Zonnebeke ,33037,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.12,0.09,0.79
 Zottegem ,41081,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.25,0.17,0.58
 Zottegem ,41081,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.12,0.62
 Zottegem ,41081,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.13,0.11,0.76
 Zottegem ,41081,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.08,0.79
 Zoutleeuw ,24130,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.25,0.13,0.62
 Zoutleeuw ,24130,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.2,0.13,0.67
 Zoutleeuw ,24130,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.12,0.73
 Zoutleeuw ,24130,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.11,0.75
 Zuienkerke ,31042,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.2,0.13,0.67
 Zuienkerke ,31042,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.22,0.16,0.62
 Zuienkerke ,31042,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.16,0.13,0.7
 Zuienkerke ,31042,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.17,0.13,0.7
 Zulte ,44081,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.26,0.14,0.6
 Zulte ,44081,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.14,0.62
 Zulte ,44081,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.1,0.13,0.77
 Zulte ,44081,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.11,0.1,0.79
 Zutendaal ,71067,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.23,0.14,0.63
 Zutendaal ,71067,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.11,0.65
 Zutendaal ,71067,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.16,0.1,0.75
 Zutendaal ,71067,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.06,0.8
 Zwalm ,45065,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.19,0.15,0.66
 Zwalm ,45065,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.18,0.09,0.73
 Zwalm ,45065,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.09,0.76
 Zwalm ,45065,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.1,0.76
 Zwevegem ,34042,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.2,0.12,0.68
 Zwevegem ,34042,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.14,0.63
 Zwevegem ,34042,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.07,0.81
 Zwevegem ,34042,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.08,0.79
 Zwijndrecht ,11056,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.27,0.14,0.59
 Zwijndrecht ,11056,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.16,0.6
 Zwijndrecht ,11056,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.16,0.09,0.75
 Zwijndrecht ,11056,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.13,0.72
13 centrumsteden,/,/,Woonduur gemeente en buurt,Woonduur: adres,2014,0.33,0.15,0.52
13 centrumsteden,/,/,Woonduur gemeente en buurt,Woonduur: adres,2017,0.34,0.16,0.5
13 centrumsteden,/,/,Woonduur gemeente en buurt,Woonduur: adres,2020,0.36,0.15,0.49
13 centrumsteden,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2014,0.14,0.11,0.75
13 centrumsteden,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.11,0.74
13 centrumsteden,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.1,0.73
Gemeenten groter dan 50.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: adres,2017,0.34,0.16,0.5
Gemeenten groter dan 50.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: adres,2020,0.36,0.15,0.49
Gemeenten groter dan 50.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.11,0.73
Gemeenten groter dan 50.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.1,0.73
Gemeenten kleiner dan 10.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.13,0.65
Gemeenten kleiner dan 10.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.13,0.64
Gemeenten kleiner dan 10.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.1,0.76
Gemeenten kleiner dan 10.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.1,0.75
Gemeenten van 10.000 tot 20.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: adres,2017,0.23,0.14,0.63
Gemeenten van 10.000 tot 20.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.13,0.62
Gemeenten van 10.000 tot 20.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.1,0.76
