Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Oneens (%),Neutraal (%),Eens (%)
 As ,71002,nee,Graag wonen in de gemeente,2020,0.03,0.03,0.94
 Asse ,23002,nee,Graag wonen in de gemeente,2017,0.07,0.12,0.8
 Asse ,23002,nee,Graag wonen in de gemeente,2020,0.06,0.13,0.81
 Assenede ,43002,nee,Graag wonen in de gemeente,2017,0.03,0.05,0.92
 Assenede ,43002,nee,Graag wonen in de gemeente,2020,0.03,0.05,0.92
 Avelgem ,34003,nee,Graag wonen in de gemeente,2017,0.04,0.09,0.87
 Avelgem ,34003,nee,Graag wonen in de gemeente,2020,0.03,0.06,0.91
 Baarle-Hertog ,13002,nee,Graag wonen in de gemeente,2017,0.02,0.07,0.91
 Baarle-Hertog ,13002,nee,Graag wonen in de gemeente,2020,0.04,0.07,0.89
 Balen ,13003,nee,Graag wonen in de gemeente,2017,0.02,0.07,0.91
 Balen ,13003,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.94
 Beernem ,31003,nee,Graag wonen in de gemeente,2017,0.01,0.06,0.93
 Beernem ,31003,nee,Graag wonen in de gemeente,2020,0.03,0.05,0.92
 Beerse ,13004,nee,Graag wonen in de gemeente,2017,0.03,0.07,0.89
 Beerse ,13004,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.94
 Beersel ,23003,nee,Graag wonen in de gemeente,2017,0.06,0.07,0.87
 Beersel ,23003,nee,Graag wonen in de gemeente,2020,0.04,0.1,0.87
 Begijnendijk ,24007,nee,Graag wonen in de gemeente,2017,0.04,0.07,0.89
 Begijnendijk ,24007,nee,Graag wonen in de gemeente,2020,0.02,0.05,0.93
 Bekkevoort ,24008,nee,Graag wonen in de gemeente,2017,0.02,0.05,0.92
 Bekkevoort ,24008,nee,Graag wonen in de gemeente,2020,0.03,0.09,0.88
 Beringen ,71004,nee,Graag wonen in de gemeente,2017,0.06,0.08,0.87
 Beringen ,71004,nee,Graag wonen in de gemeente,2020,0.04,0.09,0.86
 Berlaar ,12002,nee,Graag wonen in de gemeente,2017,0.01,0.06,0.92
 Berlaar ,12002,nee,Graag wonen in de gemeente,2020,0.02,0.06,0.93
 Berlare ,42003,nee,Graag wonen in de gemeente,2017,0.03,0.03,0.94
 Berlare ,42003,nee,Graag wonen in de gemeente,2020,0.04,0.06,0.9
 Bertem ,24009,nee,Graag wonen in de gemeente,2017,0.01,0.05,0.94
 Bertem ,24009,nee,Graag wonen in de gemeente,2020,0.01,0.06,0.93
 Bever ,23009,nee,Graag wonen in de gemeente,2017,0.02,0.04,0.94
 Bever ,23009,nee,Graag wonen in de gemeente,2020,0.04,0.06,0.9
 Beveren ,46003,nee,Graag wonen in de gemeente,2017,0.02,0.04,0.94
 Beveren ,46003,nee,Graag wonen in de gemeente,2020,0.02,0.05,0.92
 Bierbeek ,24011,nee,Graag wonen in de gemeente,2017,0.02,0.04,0.94
 Bierbeek ,24011,nee,Graag wonen in de gemeente,2020,0.02,0.02,0.96
 Bilzen ,73006,nee,Graag wonen in de gemeente,2017,0.02,0.05,0.93
 Bilzen ,73006,nee,Graag wonen in de gemeente,2020,0.02,0.05,0.93
 Blankenberge ,31004,nee,Graag wonen in de gemeente,2017,0.04,0.07,0.89
 Blankenberge ,31004,nee,Graag wonen in de gemeente,2020,0.03,0.05,0.92
 Bocholt ,72003,nee,Graag wonen in de gemeente,2017,0.03,0.09,0.88
 Bocholt ,72003,nee,Graag wonen in de gemeente,2020,0.01,0.04,0.94
 Boechout ,11004,nee,Graag wonen in de gemeente,2017,0.01,0.04,0.95
 Boechout ,11004,nee,Graag wonen in de gemeente,2020,0.03,0.03,0.93
 Bonheiden ,12005,nee,Graag wonen in de gemeente,2017,0.01,0.04,0.94
 Bonheiden ,12005,nee,Graag wonen in de gemeente,2020,0.01,0.02,0.96
 Boom ,11005,nee,Graag wonen in de gemeente,2017,0.1,0.2,0.7
 Boom ,11005,nee,Graag wonen in de gemeente,2020,0.1,0.16,0.74
 Boortmeerbeek ,24014,nee,Graag wonen in de gemeente,2017,0.04,0.08,0.87
 Boortmeerbeek ,24014,nee,Graag wonen in de gemeente,2020,0.03,0.1,0.87
 Borgloon ,73009,nee,Graag wonen in de gemeente,2017,0.04,0.06,0.9
 Borgloon ,73009,nee,Graag wonen in de gemeente,2020,0.04,0.09,0.87
 Bornem ,12007,nee,Graag wonen in de gemeente,2017,0.03,0.02,0.95
 Bornem ,12007,nee,Graag wonen in de gemeente,2020,0.01,0.02,0.96
 Borsbeek ,11007,nee,Graag wonen in de gemeente,2017,0.04,0.1,0.87
 Borsbeek ,11007,nee,Graag wonen in de gemeente,2020,0.08,0.1,0.82
 Boutersem ,24016,nee,Graag wonen in de gemeente,2017,0.02,0.05,0.92
 Boutersem ,24016,nee,Graag wonen in de gemeente,2020,0.02,0.08,0.9
 Brakel ,45059,nee,Graag wonen in de gemeente,2017,0.02,0.06,0.92
 Brakel ,45059,nee,Graag wonen in de gemeente,2020,0.03,0.06,0.91
 Brasschaat ,11008,nee,Graag wonen in de gemeente,2017,0.02,0.03,0.96
 Brasschaat ,11008,nee,Graag wonen in de gemeente,2020,0.01,0.03,0.97
 Brecht ,11009,nee,Graag wonen in de gemeente,2017,0.03,0.06,0.91
 Brecht ,11009,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.94
 Bredene ,35002,nee,Graag wonen in de gemeente,2017,0.03,0.02,0.95
 Bredene ,35002,nee,Graag wonen in de gemeente,2020,0.02,0.06,0.91
 Bree ,72004,nee,Graag wonen in de gemeente,2017,0.03,0.05,0.92
 Bree ,72004,nee,Graag wonen in de gemeente,2020,0.02,0.05,0.93
 Brugge ,31005,ja,Graag wonen in de gemeente,2014,0.01,0.04,0.95
 Brugge ,31005,ja,Graag wonen in de gemeente,2017,0.02,0.05,0.93
 Brugge ,31005,ja,Graag wonen in de gemeente,2020,0.02,0.03,0.94
 Buggenhout ,42004,nee,Graag wonen in de gemeente,2017,0.04,0.05,0.91
 Buggenhout ,42004,nee,Graag wonen in de gemeente,2020,0.04,0.07,0.89
 Damme ,31006,nee,Graag wonen in de gemeente,2017,0.02,0.03,0.95
 Damme ,31006,nee,Graag wonen in de gemeente,2020,0.02,0.03,0.96
 De Haan ,35029,nee,Graag wonen in de gemeente,2017,0.02,0.02,0.96
 De Haan ,35029,nee,Graag wonen in de gemeente,2020,0.02,0.03,0.95
 De Panne ,38008,nee,Graag wonen in de gemeente,2017,0.05,0.07,0.88
 De Panne ,38008,nee,Graag wonen in de gemeente,2020,0.05,0.03,0.92
 De Pinte ,44012,nee,Graag wonen in de gemeente,2017,0.01,0.03,0.96
 De Pinte ,44012,nee,Graag wonen in de gemeente,2020,0.01,0.03,0.96
 Deerlijk ,34009,nee,Graag wonen in de gemeente,2017,0.02,0.07,0.91
 Deerlijk ,34009,nee,Graag wonen in de gemeente,2020,0.03,0.05,0.93
 Deinze ,44011,nee,Graag wonen in de gemeente,2017,0.01,0.09,0.9
 Deinze ,44083,nee,Graag wonen in de gemeente,2020,0.03,0.07,0.89
 Denderleeuw ,41011,nee,Graag wonen in de gemeente,2017,0.08,0.17,0.74
 Denderleeuw ,41011,nee,Graag wonen in de gemeente,2020,0.12,0.16,0.72
 Dendermonde ,42006,nee,Graag wonen in de gemeente,2017,0.05,0.09,0.86
 Dendermonde ,42006,nee,Graag wonen in de gemeente,2020,0.04,0.08,0.88
 Dentergem ,37002,nee,Graag wonen in de gemeente,2017,0.02,0.06,0.92
 Dentergem ,37002,nee,Graag wonen in de gemeente,2020,0.02,0.07,0.92
 Dessel ,13006,nee,Graag wonen in de gemeente,2017,0.02,0.04,0.94
 Dessel ,13006,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.94
 Destelbergen ,44013,nee,Graag wonen in de gemeente,2017,0.02,0.03,0.95
 Destelbergen ,44013,nee,Graag wonen in de gemeente,2020,0.02,0.05,0.93
 Diepenbeek ,71011,nee,Graag wonen in de gemeente,2017,0.03,0.04,0.93
 Diepenbeek ,71011,nee,Graag wonen in de gemeente,2020,0.02,0.05,0.93
 Diest ,24020,nee,Graag wonen in de gemeente,2017,0.02,0.08,0.9
 Diest ,24020,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.93
 Diksmuide ,32003,nee,Graag wonen in de gemeente,2017,0.03,0.08,0.88
 Diksmuide ,32003,nee,Graag wonen in de gemeente,2020,0.03,0.05,0.92
 Dilbeek ,23016,nee,Graag wonen in de gemeente,2017,0.02,0.05,0.93
 Dilbeek ,23016,nee,Graag wonen in de gemeente,2020,0.06,0.05,0.89
 Dilsen-Stokkem ,72041,nee,Graag wonen in de gemeente,2017,0.03,0.06,0.91
 Dilsen-Stokkem ,72041,nee,Graag wonen in de gemeente,2020,0.02,0.06,0.92
 Drogenbos ,23098,nee,Graag wonen in de gemeente,2017,0.05,0.07,0.88
 Drogenbos ,23098,nee,Graag wonen in de gemeente,2020,0.06,0.09,0.85
 Duffel ,12009,nee,Graag wonen in de gemeente,2017,0.03,0.05,0.92
 Duffel ,12009,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.95
 Edegem ,11013,nee,Graag wonen in de gemeente,2017,0.02,0.04,0.94
 Edegem ,11013,nee,Graag wonen in de gemeente,2020,0.02,0.03,0.95
 Eeklo ,43005,nee,Graag wonen in de gemeente,2017,0.05,0.15,0.79
 Eeklo ,43005,nee,Graag wonen in de gemeente,2020,0.08,0.09,0.83
 Erpe-Mere ,41082,nee,Graag wonen in de gemeente,2017,0.03,0.08,0.89
 Erpe-Mere ,41082,nee,Graag wonen in de gemeente,2020,0.02,0.05,0.93
 Essen ,11016,nee,Graag wonen in de gemeente,2017,0.02,0.07,0.91
 Essen ,11016,nee,Graag wonen in de gemeente,2020,0.04,0.08,0.89
 Evergem ,44019,nee,Graag wonen in de gemeente,2017,0.0,0.06,0.94
 Evergem ,44019,nee,Graag wonen in de gemeente,2020,0.01,0.06,0.93
 Galmaarden ,23023,nee,Graag wonen in de gemeente,2017,0.03,0.05,0.92
 Galmaarden ,23023,nee,Graag wonen in de gemeente,2020,0.02,0.09,0.89
 Gavere ,44020,nee,Graag wonen in de gemeente,2017,0.02,0.07,0.92
 Gavere ,44020,nee,Graag wonen in de gemeente,2020,0.02,0.06,0.92
 Geel ,13008,nee,Graag wonen in de gemeente,2017,0.02,0.08,0.9
 Geel ,13008,nee,Graag wonen in de gemeente,2020,0.02,0.08,0.9
 Geetbets ,24028,nee,Graag wonen in de gemeente,2017,0.04,0.07,0.89
 Geetbets ,24028,nee,Graag wonen in de gemeente,2020,0.05,0.1,0.86
 Genk ,71016,ja,Graag wonen in de gemeente,2014,0.05,0.1,0.85
 Genk ,71016,ja,Graag wonen in de gemeente,2017,0.04,0.11,0.85
 Genk ,71016,ja,Graag wonen in de gemeente,2020,0.05,0.08,0.87
 Gent ,44021,ja,Graag wonen in de gemeente,2014,0.03,0.04,0.92
 Gent ,44021,ja,Graag wonen in de gemeente,2017,0.05,0.08,0.87
 Gent ,44021,ja,Graag wonen in de gemeente,2020,0.04,0.05,0.9
 Geraardsbergen ,41018,nee,Graag wonen in de gemeente,2017,0.05,0.06,0.89
 Geraardsbergen ,41018,nee,Graag wonen in de gemeente,2020,0.05,0.08,0.87
 Gingelom ,71017,nee,Graag wonen in de gemeente,2017,0.02,0.05,0.93
 Gingelom ,71017,nee,Graag wonen in de gemeente,2020,0.04,0.05,0.91
 Gistel ,35005,nee,Graag wonen in de gemeente,2017,0.02,0.09,0.89
 Gistel ,35005,nee,Graag wonen in de gemeente,2020,0.03,0.07,0.9
 Glabbeek ,24137,nee,Graag wonen in de gemeente,2017,0.03,0.04,0.93
 Glabbeek ,24137,nee,Graag wonen in de gemeente,2020,0.04,0.07,0.9
 Gooik ,23024,nee,Graag wonen in de gemeente,2017,0.02,0.03,0.95
 Gooik ,23024,nee,Graag wonen in de gemeente,2020,0.03,0.03,0.94
 Grimbergen ,23025,nee,Graag wonen in de gemeente,2017,0.03,0.07,0.9
 Grimbergen ,23025,nee,Graag wonen in de gemeente,2020,0.06,0.07,0.87
 Grobbendonk ,13010,nee,Graag wonen in de gemeente,2017,0.03,0.09,0.88
 Grobbendonk ,13010,nee,Graag wonen in de gemeente,2020,0.03,0.06,0.91
 Haacht ,24033,nee,Graag wonen in de gemeente,2017,0.03,0.07,0.9
 Haacht ,24033,nee,Graag wonen in de gemeente,2020,0.02,0.06,0.92
 Haaltert ,41024,nee,Graag wonen in de gemeente,2017,0.04,0.08,0.88
 Haaltert ,41024,nee,Graag wonen in de gemeente,2020,0.03,0.06,0.91
 Halen ,71020,nee,Graag wonen in de gemeente,2017,0.04,0.08,0.89
 Halen ,71020,nee,Graag wonen in de gemeente,2020,0.04,0.06,0.9
 Halle ,23027,nee,Graag wonen in de gemeente,2017,0.05,0.1,0.85
 Halle ,23027,nee,Graag wonen in de gemeente,2020,0.03,0.1,0.86
 Ham ,71069,nee,Graag wonen in de gemeente,2017,0.03,0.06,0.9
 Ham ,71069,nee,Graag wonen in de gemeente,2020,0.04,0.04,0.92
 Hamme ,42008,nee,Graag wonen in de gemeente,2017,0.02,0.1,0.88
 Hamme ,42008,nee,Graag wonen in de gemeente,2020,0.04,0.08,0.88
 Hamont-Achel ,72037,nee,Graag wonen in de gemeente,2017,0.02,0.07,0.92
 Hamont-Achel ,72037,nee,Graag wonen in de gemeente,2020,0.03,0.06,0.92
 Harelbeke ,34013,nee,Graag wonen in de gemeente,2017,0.04,0.1,0.86
 Harelbeke ,34013,nee,Graag wonen in de gemeente,2020,0.07,0.11,0.82
 Hasselt ,71022,ja,Graag wonen in de gemeente,2014,0.02,0.05,0.93
 Hasselt ,71022,ja,Graag wonen in de gemeente,2017,0.02,0.08,0.9
 Hasselt ,71022,ja,Graag wonen in de gemeente,2020,0.03,0.05,0.92
 Hechtel-Eksel ,72038,nee,Graag wonen in de gemeente,2017,0.01,0.05,0.94
 Hechtel-Eksel ,72038,nee,Graag wonen in de gemeente,2020,0.02,0.03,0.95
 Heers ,73022,nee,Graag wonen in de gemeente,2017,0.01,0.04,0.95
 Heers ,73022,nee,Graag wonen in de gemeente,2020,0.03,0.03,0.94
 Heist-Op-Den-Berg ,12014,nee,Graag wonen in de gemeente,2017,0.02,0.05,0.93
 Heist-Op-Den-Berg ,12014,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.94
 Hemiksem ,11018,nee,Graag wonen in de gemeente,2017,0.05,0.11,0.84
 Hemiksem ,11018,nee,Graag wonen in de gemeente,2020,0.04,0.11,0.85
 Herent ,24038,nee,Graag wonen in de gemeente,2017,0.04,0.07,0.89
 Herent ,24038,nee,Graag wonen in de gemeente,2020,0.03,0.08,0.89
 Herentals ,13011,nee,Graag wonen in de gemeente,2017,0.03,0.06,0.91
 Herentals ,13011,nee,Graag wonen in de gemeente,2020,0.04,0.06,0.9
 Herenthout ,13012,nee,Graag wonen in de gemeente,2017,0.02,0.06,0.92
 Herenthout ,13012,nee,Graag wonen in de gemeente,2020,0.03,0.05,0.92
 Herk-De-Stad ,71024,nee,Graag wonen in de gemeente,2017,0.02,0.04,0.94
 Herk-De-Stad ,71024,nee,Graag wonen in de gemeente,2020,0.03,0.04,0.92
 Herne ,23032,nee,Graag wonen in de gemeente,2017,0.01,0.04,0.95
 Herne ,23032,nee,Graag wonen in de gemeente,2020,0.01,0.03,0.96
 Herselt ,13013,nee,Graag wonen in de gemeente,2017,0.04,0.08,0.89
 Herselt ,13013,nee,Graag wonen in de gemeente,2020,0.03,0.04,0.93
 Herzele ,41027,nee,Graag wonen in de gemeente,2017,0.04,0.04,0.92
 Herzele ,41027,nee,Graag wonen in de gemeente,2020,0.01,0.05,0.93
 Heusden-Zolder ,71070,nee,Graag wonen in de gemeente,2017,0.02,0.11,0.87
 Heusden-Zolder ,71070,nee,Graag wonen in de gemeente,2020,0.03,0.07,0.9
 Heuvelland ,33039,nee,Graag wonen in de gemeente,2017,0.02,0.06,0.93
 Heuvelland ,33039,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.95
 Hoegaarden ,24041,nee,Graag wonen in de gemeente,2017,0.03,0.05,0.93
 Hoegaarden ,24041,nee,Graag wonen in de gemeente,2020,0.04,0.05,0.91
 Hoeilaart ,23033,nee,Graag wonen in de gemeente,2017,0.02,0.02,0.95
 Hoeilaart ,23033,nee,Graag wonen in de gemeente,2020,0.01,0.04,0.95
 Hoeselt ,73032,nee,Graag wonen in de gemeente,2017,0.02,0.08,0.9
 Hoeselt ,73032,nee,Graag wonen in de gemeente,2020,0.04,0.08,0.88
 Holsbeek ,24043,nee,Graag wonen in de gemeente,2017,0.02,0.05,0.93
 Holsbeek ,24043,nee,Graag wonen in de gemeente,2020,0.01,0.06,0.93
 Hooglede ,36006,nee,Graag wonen in de gemeente,2017,0.02,0.05,0.93
 Hooglede ,36006,nee,Graag wonen in de gemeente,2020,0.01,0.03,0.95
 Hoogstraten ,13014,nee,Graag wonen in de gemeente,2017,0.02,0.02,0.96
 Hoogstraten ,13014,nee,Graag wonen in de gemeente,2020,0.0,0.05,0.95
 Horebeke ,45062,nee,Graag wonen in de gemeente,2017,0.03,0.07,0.9
 Horebeke ,45062,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.94
 Houthalen-Helchteren ,72039,nee,Graag wonen in de gemeente,2017,0.06,0.1,0.85
 Houthalen-Helchteren ,72039,nee,Graag wonen in de gemeente,2020,0.09,0.1,0.81
 Houthulst ,32006,nee,Graag wonen in de gemeente,2017,0.05,0.06,0.89
 Houthulst ,32006,nee,Graag wonen in de gemeente,2020,0.02,0.06,0.93
 Hove ,11021,nee,Graag wonen in de gemeente,2017,0.02,0.04,0.94
 Hove ,11021,nee,Graag wonen in de gemeente,2020,0.01,0.03,0.96
 Huldenberg ,24045,nee,Graag wonen in de gemeente,2017,0.03,0.07,0.91
 Huldenberg ,24045,nee,Graag wonen in de gemeente,2020,0.03,0.04,0.94
 Hulshout ,13016,nee,Graag wonen in de gemeente,2017,0.03,0.08,0.88
 Hulshout ,13016,nee,Graag wonen in de gemeente,2020,0.04,0.06,0.89
 Ichtegem ,35006,nee,Graag wonen in de gemeente,2017,0.04,0.08,0.88
 Ichtegem ,35006,nee,Graag wonen in de gemeente,2020,0.03,0.07,0.9
 Ieper ,33011,nee,Graag wonen in de gemeente,2017,0.02,0.04,0.94
 Ieper ,33011,nee,Graag wonen in de gemeente,2020,0.01,0.03,0.96
 Ingelmunster ,36007,nee,Graag wonen in de gemeente,2017,0.02,0.07,0.91
 Ingelmunster ,36007,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.94
 Izegem ,36008,nee,Graag wonen in de gemeente,2017,0.03,0.06,0.91
 Izegem ,36008,nee,Graag wonen in de gemeente,2020,0.03,0.07,0.91
 Jabbeke ,31012,nee,Graag wonen in de gemeente,2017,0.02,0.06,0.92
 Jabbeke ,31012,nee,Graag wonen in de gemeente,2020,0.03,0.05,0.91
 Kalmthout ,11022,nee,Graag wonen in de gemeente,2017,0.02,0.02,0.96
 Kalmthout ,11022,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.95
 Kampenhout ,23038,nee,Graag wonen in de gemeente,2017,0.03,0.06,0.91
 Kampenhout ,23038,nee,Graag wonen in de gemeente,2020,0.03,0.07,0.9
 Kapellen ,11023,nee,Graag wonen in de gemeente,2017,0.01,0.06,0.92
 Kapellen ,11023,nee,Graag wonen in de gemeente,2020,0.03,0.07,0.89
 Kapelle-Op-Den-Bos ,23039,nee,Graag wonen in de gemeente,2017,0.05,0.09,0.86
 Kapelle-Op-Den-Bos ,23039,nee,Graag wonen in de gemeente,2020,0.06,0.09,0.85
 Kaprijke ,43007,nee,Graag wonen in de gemeente,2017,0.02,0.04,0.94
 Kaprijke ,43007,nee,Graag wonen in de gemeente,2020,0.02,0.03,0.95
 Kasterlee ,13017,nee,Graag wonen in de gemeente,2017,0.02,0.03,0.95
 Kasterlee ,13017,nee,Graag wonen in de gemeente,2020,0.01,0.04,0.95
 Keerbergen ,24048,nee,Graag wonen in de gemeente,2017,0.03,0.06,0.91
 Keerbergen ,24048,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.94
 Kinrooi ,72018,nee,Graag wonen in de gemeente,2017,0.02,0.04,0.94
 Kinrooi ,72018,nee,Graag wonen in de gemeente,2020,0.02,0.05,0.93
 Kluisbergen ,45060,nee,Graag wonen in de gemeente,2017,0.02,0.05,0.93
 Kluisbergen ,45060,nee,Graag wonen in de gemeente,2020,0.02,0.03,0.95
 Knesselare ,44029,nee,Graag wonen in de gemeente,2017,0.03,0.09,0.87
 Knokke-Heist ,31043,nee,Graag wonen in de gemeente,2017,0.02,0.02,0.96
 Knokke-Heist ,31043,nee,Graag wonen in de gemeente,2020,0.03,0.03,0.94
 Koekelare ,32010,nee,Graag wonen in de gemeente,2017,0.02,0.02,0.96
 Koekelare ,32010,nee,Graag wonen in de gemeente,2020,0.0,0.03,0.97
 Koksijde ,38014,nee,Graag wonen in de gemeente,2017,0.01,0.04,0.95
 Koksijde ,38014,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.94
 Kontich ,11024,nee,Graag wonen in de gemeente,2017,0.05,0.09,0.86
 Kontich ,11024,nee,Graag wonen in de gemeente,2020,0.02,0.06,0.93
 Kortemark ,32011,nee,Graag wonen in de gemeente,2017,0.04,0.07,0.9
 Kortemark ,32011,nee,Graag wonen in de gemeente,2020,0.02,0.06,0.92
 Kortenaken ,24054,nee,Graag wonen in de gemeente,2017,0.03,0.05,0.93
 Kortenaken ,24054,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.93
 Kortenberg ,24055,nee,Graag wonen in de gemeente,2017,0.02,0.07,0.91
 Kortenberg ,24055,nee,Graag wonen in de gemeente,2020,0.02,0.07,0.9
 Kortessem ,73040,nee,Graag wonen in de gemeente,2017,0.03,0.04,0.93
 Kortessem ,73040,nee,Graag wonen in de gemeente,2020,0.03,0.08,0.89
 Kortrijk ,34022,ja,Graag wonen in de gemeente,2014,0.04,0.08,0.88
 Kortrijk ,34022,ja,Graag wonen in de gemeente,2017,0.04,0.1,0.86
 Kortrijk ,34022,ja,Graag wonen in de gemeente,2020,0.03,0.07,0.9
 Kraainem ,23099,nee,Graag wonen in de gemeente,2017,0.05,0.04,0.91
 Kraainem ,23099,nee,Graag wonen in de gemeente,2020,0.05,0.05,0.89
 Kruibeke ,46013,nee,Graag wonen in de gemeente,2017,0.03,0.05,0.92
 Kruibeke ,46013,nee,Graag wonen in de gemeente,2020,0.04,0.06,0.9
 Kruisem ,45068,nee,Graag wonen in de gemeente,2020,0.03,0.08,0.9
 Kruishoutem ,45017,nee,Graag wonen in de gemeente,2017,0.02,0.04,0.94
 Kuurne ,34023,nee,Graag wonen in de gemeente,2017,0.02,0.07,0.91
 Kuurne ,34023,nee,Graag wonen in de gemeente,2020,0.02,0.04,0.94
 Laakdal ,13053,nee,Graag wonen in de gemeente,2017,0.04,0.07,0.9
 Laakdal ,13053,nee,Graag wonen in de gemeente,2020,0.02,0.05,0.93
 Laarne ,42010,nee,Graag wonen in de gemeente,2017,0.02,0.03,0.95
 Laarne ,42010,nee,Graag wonen in de gemeente,2020,0.01,0.04,0.95
 Lanaken ,73042,nee,Graag wonen in de gemeente,2017,0.03,0.06,0.91
 Lanaken ,73042,nee,Graag wonen in de gemeente,2020,0.04,0.06,0.9
 Landen ,24059,nee,Graag wonen in de gemeente,2017,0.04,0.07,0.89
 Landen ,24059,nee,Graag wonen in de gemeente,2020,0.06,0.1,0.84
 Langemark-Poelkapelle ,33040,nee,Graag wonen in de gemeente,2017,0.03,0.05,0.93
 Langemark-Poelkapelle ,33040,nee,Graag wonen in de gemeente,2020,0.03,0.05,0.91
 Lebbeke ,42011,nee,Graag wonen in de gemeente,2017,0.05,0.07,0.88
 Lebbeke ,42011,nee,Graag wonen in de gemeente,2020,0.04,0.08,0.88
 Lede ,41034,nee,Graag wonen in de gemeente,2017,0.03,0.06,0.91
 Lede ,41034,nee,Graag wonen in de gemeente,2020,0.01,0.07,0.92
 Ledegem ,36010,nee,Graag wonen in de gemeente,2017,0.02,0.04,0.94
 Ledegem ,36010,nee,Graag wonen in de gemeente,2020,0.04,0.08,0.89
 Lendelede ,34025,nee,Graag wonen in de gemeente,2017,0.02,0.06,0.91
 Lendelede ,34025,nee,Graag wonen in de gemeente,2020,0.01,0.03,0.96
 Lennik ,23104,nee,Graag wonen in de gemeente,2017,0.03,0.07,0.91
 Lennik ,23104,nee,Graag wonen in de gemeente,2020,0.02,0.06,0.92
 Leopoldsburg ,71034,nee,Graag wonen in de gemeente,2017,0.08,0.09,0.83
 Leopoldsburg ,71034,nee,Graag wonen in de gemeente,2020,0.08,0.1,0.83
 Leuven ,24062,ja,Graag wonen in de gemeente,2014,0.03,0.04,0.93
 Leuven ,24062,ja,Graag wonen in de gemeente,2017,0.04,0.06,0.9
 Leuven ,24062,ja,Graag wonen in de gemeente,2020,0.02,0.04,0.93
 Lichtervelde ,36011,nee,Graag wonen in de gemeente,2017,0.03,0.05,0.92
 Lichtervelde ,36011,nee,Graag wonen in de gemeente,2020,0.02,0.02,0.96
 Liedekerke ,23044,nee,Graag wonen in de gemeente,2017,0.04,0.09,0.88
 Liedekerke ,23044,nee,Graag wonen in de gemeente,2020,0.05,0.12,0.83
 Lier ,12021,nee,Graag wonen in de gemeente,2017,0.03,0.07,0.9
 Lier ,12021,nee,Graag wonen in de gemeente,2020,0.03,0.04,0.93
 Lierde ,45063,nee,Graag wonen in de gemeente,2017,0.02,0.03,0.95
