Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Ja (%),Nee (%)
 Ardooie ,37020,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.9,0.1
 Ardooie ,37020,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.93,0.07
 Ardooie ,37020,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.92,0.08
 Ardooie ,37020,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.92,0.08
 Arendonk ,13001,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.93,0.07
 Arendonk ,13001,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.88,0.12
 Arendonk ,13001,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.92,0.08
 Arendonk ,13001,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.92,0.08
 Arendonk ,13001,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.91,0.09
 Arendonk ,13001,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.93,0.07
 As ,71002,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.92,0.08
 As ,71002,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.9,0.1
 As ,71002,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.91,0.09
 As ,71002,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.93,0.07
 As ,71002,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.9,0.1
 As ,71002,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.88,0.12
 Asse ,23002,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.91,0.09
 Asse ,23002,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.87,0.13
 Asse ,23002,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.82,0.18
 Asse ,23002,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.81,0.19
 Asse ,23002,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.81,0.19
 Asse ,23002,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.8,0.2
 Assenede ,43002,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.86,0.14
 Assenede ,43002,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.89,0.11
 Assenede ,43002,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.91,0.09
 Assenede ,43002,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.92,0.08
 Assenede ,43002,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.93,0.07
 Assenede ,43002,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.94,0.06
 Avelgem ,34003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.94,0.06
 Avelgem ,34003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.88,0.12
 Avelgem ,34003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.9,0.1
 Avelgem ,34003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.92,0.08
 Avelgem ,34003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.91,0.09
 Avelgem ,34003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.92,0.08
 Baarle-Hertog ,13002,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.89,0.11
 Baarle-Hertog ,13002,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.84,0.16
 Baarle-Hertog ,13002,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.93,0.07
 Baarle-Hertog ,13002,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.87,0.13
 Baarle-Hertog ,13002,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.92,0.08
 Baarle-Hertog ,13002,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.86,0.14
 Balen ,13003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.89,0.11
 Balen ,13003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.87,0.13
 Balen ,13003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.96,0.04
 Balen ,13003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.96,0.04
 Balen ,13003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.92,0.08
 Balen ,13003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.93,0.07
 Beernem ,31003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.88,0.12
 Beernem ,31003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.87,0.13
 Beernem ,31003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.92,0.08
 Beernem ,31003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.96,0.04
 Beernem ,31003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.93,0.07
 Beernem ,31003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.93,0.07
 Beerse ,13004,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.92,0.08
 Beerse ,13004,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.93,0.07
 Beerse ,13004,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.95,0.05
 Beerse ,13004,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.94,0.06
 Beerse ,13004,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.93,0.07
 Beerse ,13004,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.93,0.07
 Beersel ,23003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.85,0.15
 Beersel ,23003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.92,0.08
 Beersel ,23003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.82,0.18
 Beersel ,23003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.86,0.14
 Beersel ,23003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.9,0.1
 Beersel ,23003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.94,0.06
 Begijnendijk ,24007,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.89,0.11
 Begijnendijk ,24007,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.9,0.1
 Begijnendijk ,24007,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.94,0.06
 Begijnendijk ,24007,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.96,0.04
 Begijnendijk ,24007,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.93,0.07
 Begijnendijk ,24007,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.94,0.06
 Bekkevoort ,24008,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.93,0.07
 Bekkevoort ,24008,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.89,0.11
 Bekkevoort ,24008,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.95,0.05
 Bekkevoort ,24008,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.95,0.05
 Bekkevoort ,24008,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.95,0.05
 Bekkevoort ,24008,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.94,0.06
 Beringen ,71004,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.88,0.12
 Beringen ,71004,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.85,0.15
 Beringen ,71004,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.92,0.08
 Beringen ,71004,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.92,0.08
 Beringen ,71004,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.9,0.1
 Beringen ,71004,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.89,0.11
 Berlaar ,12002,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.85,0.15
 Berlaar ,12002,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.88,0.12
 Berlaar ,12002,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.89,0.11
 Berlaar ,12002,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.88,0.12
 Berlaar ,12002,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.91,0.09
 Berlaar ,12002,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.91,0.09
 Berlare ,42003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.87,0.13
 Berlare ,42003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.91,0.09
 Berlare ,42003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.94,0.06
 Berlare ,42003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.92,0.08
 Berlare ,42003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.93,0.07
 Berlare ,42003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.92,0.08
 Bertem ,24009,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.93,0.07
 Bertem ,24009,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.91,0.09
 Bertem ,24009,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.94,0.06
 Bertem ,24009,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.94,0.06
 Bertem ,24009,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.94,0.06
 Bertem ,24009,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.94,0.06
 Bever ,23009,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.96,0.04
 Bever ,23009,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.94,0.06
 Bever ,23009,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.92,0.08
 Bever ,23009,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.92,0.08
 Bever ,23009,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.95,0.05
 Bever ,23009,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.98,0.02
 Beveren ,46003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.86,0.14
 Beveren ,46003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.89,0.11
 Beveren ,46003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.85,0.15
 Beveren ,46003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.85,0.15
 Beveren ,46003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.88,0.12
 Beveren ,46003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.86,0.14
 Bierbeek ,24011,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.94,0.06
 Bierbeek ,24011,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.92,0.08
 Bierbeek ,24011,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.95,0.05
 Bierbeek ,24011,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.94,0.06
 Bierbeek ,24011,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.95,0.05
 Bierbeek ,24011,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.95,0.05
 Bilzen ,73006,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.93,0.07
 Bilzen ,73006,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.9,0.1
 Bilzen ,73006,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.91,0.09
 Bilzen ,73006,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.93,0.07
 Bilzen ,73006,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.86,0.14
 Bilzen ,73006,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.85,0.15
 Blankenberge ,31004,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.85,0.15
 Blankenberge ,31004,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.85,0.15
 Blankenberge ,31004,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.61,0.39
 Blankenberge ,31004,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.58,0.42
 Blankenberge ,31004,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.52,0.48
 Blankenberge ,31004,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.48,0.52
 Bocholt ,72003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.91,0.09
 Bocholt ,72003,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.86,0.14
 Bocholt ,72003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.95,0.05
 Bocholt ,72003,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.95,0.05
 Bocholt ,72003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.9,0.1
 Bocholt ,72003,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.9,0.1
 Boechout ,11004,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.86,0.14
 Boechout ,11004,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.86,0.14
 Boechout ,11004,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.84,0.16
 Boechout ,11004,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.8,0.2
 Boechout ,11004,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.88,0.12
 Boechout ,11004,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.84,0.16
 Bonheiden ,12005,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.87,0.13
 Bonheiden ,12005,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.91,0.09
 Bonheiden ,12005,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.93,0.07
 Bonheiden ,12005,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.93,0.07
 Bonheiden ,12005,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.95,0.05
 Bonheiden ,12005,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.97,0.03
 Boom ,11005,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.84,0.16
 Boom ,11005,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.83,0.17
 Boom ,11005,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.62,0.38
 Boom ,11005,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.68,0.32
 Boom ,11005,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.68,0.32
 Boom ,11005,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.63,0.37
 Boortmeerbeek ,24014,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.89,0.11
 Boortmeerbeek ,24014,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.91,0.09
 Boortmeerbeek ,24014,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.94,0.06
 Boortmeerbeek ,24014,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.94,0.06
 Boortmeerbeek ,24014,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.96,0.04
 Boortmeerbeek ,24014,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.95,0.05
 Borgloon ,73009,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.93,0.07
 Borgloon ,73009,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.89,0.11
 Borgloon ,73009,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.93,0.07
 Borgloon ,73009,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.9,0.1
 Borgloon ,73009,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.88,0.12
 Borgloon ,73009,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.88,0.12
 Bornem ,12007,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.92,0.08
 Bornem ,12007,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.91,0.09
 Bornem ,12007,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.87,0.13
 Bornem ,12007,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.88,0.12
 Bornem ,12007,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.85,0.15
 Bornem ,12007,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.87,0.13
 Borsbeek ,11007,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.88,0.12
 Borsbeek ,11007,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.88,0.12
 Borsbeek ,11007,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.73,0.27
 Borsbeek ,11007,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.74,0.26
 Borsbeek ,11007,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2017,0.69,0.31
 Borsbeek ,11007,nee,Private buitenruimte of garage,Tuin voor eigen gebruik / gedeeld gebruik,2020,0.67,0.33
 Boutersem ,24016,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2017,0.94,0.06
 Boutersem ,24016,nee,Private buitenruimte of garage,Balkon / koer / terras /patio,2020,0.93,0.07
 Boutersem ,24016,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2017,0.92,0.08
 Boutersem ,24016,nee,Private buitenruimte of garage,Garage / autobox / privé standplaats / carport,2020,0.96,0.04
