Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ja (%),Nee (%)
 Halen ,71020,nee,Werken in eigen gemeente,2020,0.2,0.8
 Halle ,23027,nee,Werken in eigen gemeente,2020,0.35,0.65
 Ham ,71069,nee,Werken in eigen gemeente,2020,0.2,0.8
 Hamme ,42008,nee,Werken in eigen gemeente,2020,0.29,0.71
 Hamont-Achel ,72037,nee,Werken in eigen gemeente,2020,0.28,0.72
 Harelbeke ,34013,nee,Werken in eigen gemeente,2020,0.17,0.83
 Hasselt ,71022,ja,Werken in eigen gemeente,2020,0.49,0.51
 Hechtel-Eksel,72038,nee,Werken in eigen gemeente,2020,0.22,0.78
 Heers ,73022,nee,Werken in eigen gemeente,2020,0.18,0.82
 Heist-Op-Den-Berg ,12014,nee,Werken in eigen gemeente,2020,0.24,0.76
 Hemiksem ,11018,nee,Werken in eigen gemeente,2020,0.12,0.88
 Herent ,24038,nee,Werken in eigen gemeente,2020,0.14,0.86
 Herentals ,13011,nee,Werken in eigen gemeente,2020,0.32,0.68
 Herenthout ,13012,nee,Werken in eigen gemeente,2020,0.16,0.84
 Herk-De-Stad ,71024,nee,Werken in eigen gemeente,2020,0.24,0.76
 Herne ,23032,nee,Werken in eigen gemeente,2020,0.19,0.81
 Herselt ,13013,nee,Werken in eigen gemeente,2020,0.11,0.89
 Herzele ,41027,nee,Werken in eigen gemeente,2020,0.16,0.84
 Heusden-Zolder ,71070,nee,Werken in eigen gemeente,2020,0.29,0.71
 Heuvelland ,33039,nee,Werken in eigen gemeente,2020,0.26,0.74
 Hoegaarden ,24041,nee,Werken in eigen gemeente,2020,0.11,0.89
 Hoeilaart ,23033,nee,Werken in eigen gemeente,2020,0.2,0.8
 Hoeselt ,73032,nee,Werken in eigen gemeente,2020,0.16,0.84
 Holsbeek ,24043,nee,Werken in eigen gemeente,2020,0.12,0.88
 Hooglede ,36006,nee,Werken in eigen gemeente,2020,0.27,0.73
 Hoogstraten ,13014,nee,Werken in eigen gemeente,2020,0.42,0.58
 Horebeke ,45062,nee,Werken in eigen gemeente,2020,0.13,0.87
 Houthalen-Helchteren ,72039,nee,Werken in eigen gemeente,2020,0.25,0.75
 Houthulst ,32006,nee,Werken in eigen gemeente,2020,0.28,0.72
 Hove ,11021,nee,Werken in eigen gemeente,2020,0.17,0.83
 Huldenberg ,24045,nee,Werken in eigen gemeente,2020,0.17,0.83
 Hulshout ,13016,nee,Werken in eigen gemeente,2020,0.15,0.85
 Ichtegem ,35006,nee,Werken in eigen gemeente,2020,0.15,0.85
 Ieper ,33011,nee,Werken in eigen gemeente,2020,0.48,0.52
 Ingelmunster ,36007,nee,Werken in eigen gemeente,2020,0.17,0.83
 Izegem ,36008,nee,Werken in eigen gemeente,2020,0.34,0.66
 Jabbeke ,31012,nee,Werken in eigen gemeente,2020,0.19,0.81
 Kalmthout ,11022,nee,Werken in eigen gemeente,2020,0.27,0.73
 Kampenhout ,23038,nee,Werken in eigen gemeente,2020,0.14,0.86
 Kapellen ,11023,nee,Werken in eigen gemeente,2020,0.19,0.81
 Kapelle-Op-Den-Bos ,23039,nee,Werken in eigen gemeente,2020,0.19,0.81
 Kaprijke ,43007,nee,Werken in eigen gemeente,2020,0.24,0.76
 Kasterlee ,13017,nee,Werken in eigen gemeente,2020,0.25,0.75
 Keerbergen ,24048,nee,Werken in eigen gemeente,2020,0.23,0.77
 Kinrooi ,72018,nee,Werken in eigen gemeente,2020,0.28,0.72
 Kluisbergen ,45060,nee,Werken in eigen gemeente,2020,0.17,0.83
 Knokke-Heist ,31043,nee,Werken in eigen gemeente,2020,0.49,0.51
 Koekelare ,32010,nee,Werken in eigen gemeente,2020,0.26,0.74
 Koksijde ,38014,nee,Werken in eigen gemeente,2020,0.35,0.65
 Kontich ,11024,nee,Werken in eigen gemeente,2020,0.17,0.83
 Kortemark ,32011,nee,Werken in eigen gemeente,2020,0.21,0.79
 Kortenaken ,24054,nee,Werken in eigen gemeente,2020,0.15,0.85
 Kortenberg ,24055,nee,Werken in eigen gemeente,2020,0.18,0.82
 Kortessem ,73040,nee,Werken in eigen gemeente,2020,0.13,0.87
 Kortrijk ,34022,ja,Werken in eigen gemeente,2020,0.46,0.54
 Kraainem ,23099,nee,Werken in eigen gemeente,2020,0.23,0.77
 Kruibeke ,46013,nee,Werken in eigen gemeente,2020,0.18,0.82
 Kruisem ,45068,nee,Werken in eigen gemeente,2020,0.2,0.8
 Kuurne ,34023,nee,Werken in eigen gemeente,2020,0.18,0.82
 Laakdal ,13053,nee,Werken in eigen gemeente,2020,0.18,0.82
 Laarne ,42010,nee,Werken in eigen gemeente,2020,0.18,0.82
 Lanaken ,73042,nee,Werken in eigen gemeente,2020,0.33,0.67
 Landen ,24059,nee,Werken in eigen gemeente,2020,0.23,0.77
 Langemark-Poelkapelle ,33040,nee,Werken in eigen gemeente,2020,0.25,0.75
 Lebbeke ,42011,nee,Werken in eigen gemeente,2020,0.17,0.83
 Lede ,41034,nee,Werken in eigen gemeente,2020,0.17,0.83
 Ledegem ,36010,nee,Werken in eigen gemeente,2020,0.17,0.83
 Lendelede ,34025,nee,Werken in eigen gemeente,2020,0.2,0.8
 Lennik ,23104,nee,Werken in eigen gemeente,2020,0.19,0.81
 Leopoldsburg ,71034,nee,Werken in eigen gemeente,2020,0.24,0.76
 Leuven ,24062,ja,Werken in eigen gemeente,2020,0.6,0.4
 Lichtervelde ,36011,nee,Werken in eigen gemeente,2020,0.22,0.78
 Liedekerke ,23044,nee,Werken in eigen gemeente,2020,0.18,0.82
 Lier ,12021,nee,Werken in eigen gemeente,2020,0.39,0.61
 Lierde ,45063,nee,Werken in eigen gemeente,2020,0.1,0.9
 Lievegem ,44085,nee,Werken in eigen gemeente,2020,0.23,0.77
 Lille ,13019,nee,Werken in eigen gemeente,2020,0.16,0.84
 Linkebeek ,23100,nee,Werken in eigen gemeente,2020,0.21,0.79
 Lint ,11025,nee,Werken in eigen gemeente,2020,0.14,0.86
 Linter ,24133,nee,Werken in eigen gemeente,2020,0.15,0.85
 Lochristi ,44034,nee,Werken in eigen gemeente,2020,0.18,0.82
 Lokeren ,46014,nee,Werken in eigen gemeente,2020,0.34,0.66
 Lommel ,72020,nee,Werken in eigen gemeente,2020,0.4,0.6
 Londerzeel ,23045,nee,Werken in eigen gemeente,2020,0.24,0.76
 Lo-Reninge ,32030,nee,Werken in eigen gemeente,2020,0.34,0.66
 Lubbeek ,24066,nee,Werken in eigen gemeente,2020,0.12,0.88
 Lummen ,71037,nee,Werken in eigen gemeente,2020,0.25,0.75
 Maarkedal ,45064,nee,Werken in eigen gemeente,2020,0.18,0.82
 Maaseik ,72021,nee,Werken in eigen gemeente,2020,0.28,0.72
 Maasmechelen ,73107,nee,Werken in eigen gemeente,2020,0.31,0.69
 Machelen ,23047,nee,Werken in eigen gemeente,2020,0.21,0.79
 Maldegem ,43010,nee,Werken in eigen gemeente,2020,0.26,0.74
 Malle ,11057,nee,Werken in eigen gemeente,2020,0.28,0.72
 Mechelen ,12025,ja,Werken in eigen gemeente,2020,0.34,0.66
 Meerhout ,13021,nee,Werken in eigen gemeente,2020,0.17,0.83
 Meise ,23050,nee,Werken in eigen gemeente,2020,0.28,0.72
 Melle ,44040,nee,Werken in eigen gemeente,2020,0.16,0.84
 Menen ,34027,nee,Werken in eigen gemeente,2020,0.36,0.64
 Merchtem ,23052,nee,Werken in eigen gemeente,2020,0.19,0.81
 Merelbeke ,44043,nee,Werken in eigen gemeente,2020,0.18,0.82
 Merksplas ,13023,nee,Werken in eigen gemeente,2020,0.26,0.74
 Mesen ,33016,nee,Werken in eigen gemeente,2020,0.18,0.82
 Meulebeke ,37007,nee,Werken in eigen gemeente,2020,0.23,0.77
 Middelkerke ,35011,nee,Werken in eigen gemeente,2020,0.29,0.71
 Moerbeke ,44045,nee,Werken in eigen gemeente,2020,0.16,0.84
 Mol ,13025,nee,Werken in eigen gemeente,2020,0.36,0.64
 Moorslede ,36012,nee,Werken in eigen gemeente,2020,0.26,0.74
 Mortsel ,11029,nee,Werken in eigen gemeente,2020,0.19,0.81
 Nazareth ,44048,nee,Werken in eigen gemeente,2020,0.2,0.8
 Niel ,11030,nee,Werken in eigen gemeente,2020,0.13,0.87
 Nieuwerkerken ,71045,nee,Werken in eigen gemeente,2020,0.16,0.84
 Nieuwpoort ,38016,nee,Werken in eigen gemeente,2020,0.36,0.64
 Nijlen ,12026,nee,Werken in eigen gemeente,2020,0.2,0.8
 Ninove ,41048,nee,Werken in eigen gemeente,2020,0.24,0.76
 Olen ,13029,nee,Werken in eigen gemeente,2020,0.22,0.78
 Oostende ,35013,ja,Werken in eigen gemeente,2020,0.58,0.42
 Oosterzele ,44052,nee,Werken in eigen gemeente,2020,0.18,0.82
 Oostkamp ,31022,nee,Werken in eigen gemeente,2020,0.19,0.81
 Oostrozebeke ,37010,nee,Werken in eigen gemeente,2020,0.27,0.73
 Opwijk ,23060,nee,Werken in eigen gemeente,2020,0.2,0.8
 Oudenaarde ,45035,nee,Werken in eigen gemeente,2020,0.39,0.61
 Oudenburg ,35014,nee,Werken in eigen gemeente,2020,0.13,0.87
 Oud-Heverlee ,24086,nee,Werken in eigen gemeente,2020,0.16,0.84
 Oudsbergen ,72042,nee,Werken in eigen gemeente,2020,0.26,0.74
 Oud-Turnhout ,13031,nee,Werken in eigen gemeente,2020,0.16,0.84
 Overijse ,23062,nee,Werken in eigen gemeente,2020,0.28,0.72
 Peer ,72030,nee,Werken in eigen gemeente,2020,0.3,0.7
 Pelt ,72043,nee,Werken in eigen gemeente,2020,0.43,0.57
 Pepingen ,23064,nee,Werken in eigen gemeente,2020,0.13,0.87
 Pittem ,37011,nee,Werken in eigen gemeente,2020,0.26,0.74
 Poperinge ,33021,nee,Werken in eigen gemeente,2020,0.45,0.55
 Putte ,12029,nee,Werken in eigen gemeente,2020,0.18,0.82
 Puurs-Sint-Amands ,12041,nee,Werken in eigen gemeente,2020,0.3,0.7
 Ranst ,11035,nee,Werken in eigen gemeente,2020,0.16,0.84
 Ravels ,13035,nee,Werken in eigen gemeente,2020,0.29,0.71
 Retie ,13036,nee,Werken in eigen gemeente,2020,0.19,0.81
 Riemst ,73066,nee,Werken in eigen gemeente,2020,0.21,0.79
 Rijkevorsel ,13037,nee,Werken in eigen gemeente,2020,0.21,0.79
 Roeselare ,36015,ja,Werken in eigen gemeente,2020,0.5,0.5
 Ronse ,45041,nee,Werken in eigen gemeente,2020,0.41,0.59
 Roosdaal ,23097,nee,Werken in eigen gemeente,2020,0.18,0.82
 Rotselaar ,24094,nee,Werken in eigen gemeente,2020,0.17,0.83
 Ruiselede ,37012,nee,Werken in eigen gemeente,2020,0.21,0.79
 Rumst ,11037,nee,Werken in eigen gemeente,2020,0.13,0.87
 Schelle ,11038,nee,Werken in eigen gemeente,2020,0.1,0.9
 Scherpenheuvel-Zichem ,24134,nee,Werken in eigen gemeente,2020,0.21,0.79
 Schilde ,11039,nee,Werken in eigen gemeente,2020,0.19,0.81
 Schoten ,11040,nee,Werken in eigen gemeente,2020,0.21,0.79
 Sint-Genesius-Rode ,23101,nee,Werken in eigen gemeente,2020,0.2,0.8
 Sint-Gillis-Waas ,46020,nee,Werken in eigen gemeente,2020,0.2,0.8
 Sint-Katelijne-Waver ,12035,nee,Werken in eigen gemeente,2020,0.25,0.75
 Sint-Laureins ,43014,nee,Werken in eigen gemeente,2020,0.17,0.83
 Sint-Lievens-Houtem ,41063,nee,Werken in eigen gemeente,2020,0.17,0.83
 Sint-Martens-Latem ,44064,nee,Werken in eigen gemeente,2020,0.17,0.83
 Sint-Niklaas ,46021,ja,Werken in eigen gemeente,2020,0.44,0.56
 Sint-Pieters-Leeuw ,23077,nee,Werken in eigen gemeente,2020,0.18,0.82
 Sint-Truiden ,71053,nee,Werken in eigen gemeente,2020,0.44,0.56
 Spiere-Helkijn ,34043,nee,Werken in eigen gemeente,2020,0.23,0.77
 Stabroek ,11044,nee,Werken in eigen gemeente,2020,0.16,0.84
 Staden ,36019,nee,Werken in eigen gemeente,2020,0.27,0.73
 Steenokkerzeel ,23081,nee,Werken in eigen gemeente,2020,0.15,0.85
 Stekene ,46024,nee,Werken in eigen gemeente,2020,0.2,0.8
 Temse ,46025,nee,Werken in eigen gemeente,2020,0.27,0.73
 Ternat ,23086,nee,Werken in eigen gemeente,2020,0.17,0.83
 Tervuren ,24104,nee,Werken in eigen gemeente,2020,0.17,0.83
 Tessenderlo ,71057,nee,Werken in eigen gemeente,2020,0.28,0.72
 Tielt ,37015,nee,Werken in eigen gemeente,2020,0.36,0.64
 Tielt-Winge ,24135,nee,Werken in eigen gemeente,2020,0.13,0.87
 Tienen ,24107,nee,Werken in eigen gemeente,2020,0.36,0.64
 Tongeren ,73083,nee,Werken in eigen gemeente,2020,0.37,0.63
 Torhout ,31033,nee,Werken in eigen gemeente,2020,0.3,0.7
 Tremelo ,24109,nee,Werken in eigen gemeente,2020,0.19,0.81
 Turnhout ,13040,ja,Werken in eigen gemeente,2020,0.52,0.48
 Veurne ,38025,nee,Werken in eigen gemeente,2020,0.5,0.5
 Vilvoorde ,23088,nee,Werken in eigen gemeente,2020,0.32,0.68
 Vleteren ,33041,nee,Werken in eigen gemeente,2020,0.24,0.76
 Voeren ,73109,nee,Werken in eigen gemeente,2020,0.29,0.71
 Vorselaar ,13044,nee,Werken in eigen gemeente,2020,0.19,0.81
 Vosselaar ,13046,nee,Werken in eigen gemeente,2020,0.22,0.78
 Waasmunster ,42023,nee,Werken in eigen gemeente,2020,0.19,0.81
 Wachtebeke ,44073,nee,Werken in eigen gemeente,2020,0.18,0.82
 Waregem ,34040,nee,Werken in eigen gemeente,2020,0.41,0.59
 Wellen ,73098,nee,Werken in eigen gemeente,2020,0.19,0.81
 Wemmel ,23102,nee,Werken in eigen gemeente,2020,0.2,0.8
 Wervik ,33029,nee,Werken in eigen gemeente,2020,0.24,0.76
 Westerlo ,13049,nee,Werken in eigen gemeente,2020,0.29,0.71
 Wetteren ,42025,nee,Werken in eigen gemeente,2020,0.32,0.68
 Wevelgem ,34041,nee,Werken in eigen gemeente,2020,0.25,0.75
 Wezembeek-Oppem ,23103,nee,Werken in eigen gemeente,2020,0.22,0.78
 Wichelen ,42026,nee,Werken in eigen gemeente,2020,0.14,0.86
 Wielsbeke ,37017,nee,Werken in eigen gemeente,2020,0.23,0.77
 Wijnegem ,11050,nee,Werken in eigen gemeente,2020,0.18,0.82
 Willebroek ,12040,nee,Werken in eigen gemeente,2020,0.21,0.79
 Wingene ,37018,nee,Werken in eigen gemeente,2020,0.29,0.71
 Wommelgem ,11052,nee,Werken in eigen gemeente,2020,0.15,0.85
 Wortegem-Petegem ,45061,nee,Werken in eigen gemeente,2020,0.2,0.8
 Wuustwezel ,11053,nee,Werken in eigen gemeente,2020,0.21,0.79
 Zandhoven ,11054,nee,Werken in eigen gemeente,2020,0.24,0.76
 Zaventem ,23094,nee,Werken in eigen gemeente,2020,0.34,0.66
 Zedelgem ,31040,nee,Werken in eigen gemeente,2020,0.2,0.8
 Zele ,42028,nee,Werken in eigen gemeente,2020,0.34,0.66
 Zelzate ,43018,nee,Werken in eigen gemeente,2020,0.26,0.74
 Zemst ,23096,nee,Werken in eigen gemeente,2020,0.12,0.88
 Zoersel ,11055,nee,Werken in eigen gemeente,2020,0.23,0.77
 Zonhoven ,71066,nee,Werken in eigen gemeente,2020,0.2,0.8
 Zonnebeke ,33037,nee,Werken in eigen gemeente,2020,0.19,0.81
 Zottegem ,41081,nee,Werken in eigen gemeente,2020,0.3,0.7
 Zoutleeuw ,24130,nee,Werken in eigen gemeente,2020,0.23,0.77
 Zuienkerke ,31042,nee,Werken in eigen gemeente,2020,0.13,0.87
 Zulte ,44081,nee,Werken in eigen gemeente,2020,0.21,0.79
 Zutendaal ,71067,nee,Werken in eigen gemeente,2020,0.22,0.78
 Zwalm ,45065,nee,Werken in eigen gemeente,2020,0.14,0.86
 Zwevegem ,34042,nee,Werken in eigen gemeente,2020,0.22,0.78
 Zwijndrecht ,11056,nee,Werken in eigen gemeente,2020,0.17,0.83
13 centrumsteden,/,/,Werken in eigen gemeente,2020,0.56,0.44
Gemeenten groter dan 50.000 inw.,/,/,Werken in eigen gemeente,2020,0.57,0.43
Gemeenten kleiner dan 10.000 inw.,/,/,Werken in eigen gemeente,2020,0.19,0.81
Gemeenten van 10.000 tot 20.000 inw.,/,/,Werken in eigen gemeente,2020,0.21,0.79
Gemeenten van 20.000 tot 30.000 inw.,/,/,Werken in eigen gemeente,2020,0.25,0.75
Gemeenten van 30.000 tot 50.000 inw.,/,/,Werken in eigen gemeente,2020,0.32,0.68
Vlaams Gewest,/,/,Werken in eigen gemeente,2020,0.33,0.67
