Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen geregistreerd met een betalingsachterstand,Aantal inwoners van 18 jaar en ouder,Procent
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2018,182,9596,0.01897
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2019,183,9709,0.01885
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2020,179,9769,0.01832
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2021,161,9769,0.01648
Turnhout,13040,Ja,Personen met betalingsachterstand,2007,969,32859,0.02949
Turnhout,13040,Ja,Personen met betalingsachterstand,2008,997,33166,0.03006
Turnhout,13040,Ja,Personen met betalingsachterstand,2009,1035,33353,0.03103
Turnhout,13040,Ja,Personen met betalingsachterstand,2010,1038,33776,0.03073
Turnhout,13040,Ja,Personen met betalingsachterstand,2011,1033,34000,0.03038
Turnhout,13040,Ja,Personen met betalingsachterstand,2012,1123,34266,0.03277
Turnhout,13040,Ja,Personen met betalingsachterstand,2013,1147,34442,0.0333
Turnhout,13040,Ja,Personen met betalingsachterstand,2014,1197,34659,0.03454
Turnhout,13040,Ja,Personen met betalingsachterstand,2015,1269,34842,0.03642
Turnhout,13040,Ja,Personen met betalingsachterstand,2016,1294,35158,0.03681
Turnhout,13040,Ja,Personen met betalingsachterstand,2017,1345,35574,0.03781
Turnhout,13040,Ja,Personen met betalingsachterstand,2018,1260,35861,0.03514
Turnhout,13040,Ja,Personen met betalingsachterstand,2019,1184,36213,0.0327
Turnhout,13040,Ja,Personen met betalingsachterstand,2020,1112,36572,0.03041
Turnhout,13040,Ja,Personen met betalingsachterstand,2021,1068,36572,0.0292
Vorselaar,13044,Nee,Personen met betalingsachterstand,2007,115,6007,0.01914
Vorselaar,13044,Nee,Personen met betalingsachterstand,2008,114,6077,0.01876
Vorselaar,13044,Nee,Personen met betalingsachterstand,2009,107,6095,0.01756
Vorselaar,13044,Nee,Personen met betalingsachterstand,2010,100,6124,0.01633
Vorselaar,13044,Nee,Personen met betalingsachterstand,2011,117,6228,0.01879
Vorselaar,13044,Nee,Personen met betalingsachterstand,2012,117,6261,0.01869
Vorselaar,13044,Nee,Personen met betalingsachterstand,2013,107,6278,0.01704
Vorselaar,13044,Nee,Personen met betalingsachterstand,2014,127,6357,0.01998
Vorselaar,13044,Nee,Personen met betalingsachterstand,2015,113,6380,0.01771
Vorselaar,13044,Nee,Personen met betalingsachterstand,2016,120,6362,0.01886
Vorselaar,13044,Nee,Personen met betalingsachterstand,2017,108,6407,0.01686
Vorselaar,13044,Nee,Personen met betalingsachterstand,2018,101,6412,0.01575
Vorselaar,13044,Nee,Personen met betalingsachterstand,2019,106,6473,0.01638
Vorselaar,13044,Nee,Personen met betalingsachterstand,2020,104,6514,0.01597
Vorselaar,13044,Nee,Personen met betalingsachterstand,2021,108,6514,0.01658
Vosselaar,13046,Nee,Personen met betalingsachterstand,2007,72,8138,0.00885
Vosselaar,13046,Nee,Personen met betalingsachterstand,2008,85,8206,0.01036
Vosselaar,13046,Nee,Personen met betalingsachterstand,2009,87,8277,0.01051
Vosselaar,13046,Nee,Personen met betalingsachterstand,2010,103,8420,0.01223
Vosselaar,13046,Nee,Personen met betalingsachterstand,2011,92,8603,0.01069
Vosselaar,13046,Nee,Personen met betalingsachterstand,2012,93,8632,0.01077
Vosselaar,13046,Nee,Personen met betalingsachterstand,2013,94,8686,0.01082
Vosselaar,13046,Nee,Personen met betalingsachterstand,2014,112,8808,0.01272
Vosselaar,13046,Nee,Personen met betalingsachterstand,2015,130,8798,0.01478
Vosselaar,13046,Nee,Personen met betalingsachterstand,2016,131,8856,0.01479
Vosselaar,13046,Nee,Personen met betalingsachterstand,2017,142,8968,0.01583
Vosselaar,13046,Nee,Personen met betalingsachterstand,2018,135,8975,0.01504
Vosselaar,13046,Nee,Personen met betalingsachterstand,2019,122,9123,0.01337
Vosselaar,13046,Nee,Personen met betalingsachterstand,2020,136,9184,0.01481
Vosselaar,13046,Nee,Personen met betalingsachterstand,2021,109,9184,0.01187
Westerlo,13049,Nee,Personen met betalingsachterstand,2007,297,18960,0.01566
Westerlo,13049,Nee,Personen met betalingsachterstand,2008,299,19124,0.01563
Westerlo,13049,Nee,Personen met betalingsachterstand,2009,307,19298,0.01591
Westerlo,13049,Nee,Personen met betalingsachterstand,2010,338,19590,0.01725
Westerlo,13049,Nee,Personen met betalingsachterstand,2011,381,19785,0.01926
Westerlo,13049,Nee,Personen met betalingsachterstand,2012,374,19856,0.01884
Westerlo,13049,Nee,Personen met betalingsachterstand,2013,361,19911,0.01813
Westerlo,13049,Nee,Personen met betalingsachterstand,2014,353,19992,0.01766
Westerlo,13049,Nee,Personen met betalingsachterstand,2015,336,20075,0.01674
Westerlo,13049,Nee,Personen met betalingsachterstand,2016,369,20073,0.01838
Westerlo,13049,Nee,Personen met betalingsachterstand,2017,352,20265,0.01737
Westerlo,13049,Nee,Personen met betalingsachterstand,2018,316,20432,0.01547
Westerlo,13049,Nee,Personen met betalingsachterstand,2019,299,20501,0.01458
Westerlo,13049,Nee,Personen met betalingsachterstand,2020,309,20651,0.01496
Westerlo,13049,Nee,Personen met betalingsachterstand,2021,279,20651,0.01351
Laakdal,13053,Nee,Personen met betalingsachterstand,2007,235,12350,0.01903
Laakdal,13053,Nee,Personen met betalingsachterstand,2008,222,12511,0.01774
Laakdal,13053,Nee,Personen met betalingsachterstand,2009,251,12569,0.01997
Laakdal,13053,Nee,Personen met betalingsachterstand,2010,250,12653,0.01976
Laakdal,13053,Nee,Personen met betalingsachterstand,2011,247,12742,0.01938
Laakdal,13053,Nee,Personen met betalingsachterstand,2012,244,12760,0.01912
Laakdal,13053,Nee,Personen met betalingsachterstand,2013,259,12814,0.02021
Laakdal,13053,Nee,Personen met betalingsachterstand,2014,246,12964,0.01898
Laakdal,13053,Nee,Personen met betalingsachterstand,2015,262,12968,0.0202
Laakdal,13053,Nee,Personen met betalingsachterstand,2016,254,12983,0.01956
Laakdal,13053,Nee,Personen met betalingsachterstand,2017,275,13109,0.02098
Laakdal,13053,Nee,Personen met betalingsachterstand,2018,248,13214,0.01877
Laakdal,13053,Nee,Personen met betalingsachterstand,2019,248,13271,0.01869
Laakdal,13053,Nee,Personen met betalingsachterstand,2020,229,13374,0.01712
Laakdal,13053,Nee,Personen met betalingsachterstand,2021,204,13374,0.01525
Asse,23002,Nee,Personen met betalingsachterstand,2007,570,23358,0.0244
Asse,23002,Nee,Personen met betalingsachterstand,2008,603,23530,0.02563
Asse,23002,Nee,Personen met betalingsachterstand,2009,687,23809,0.02885
Asse,23002,Nee,Personen met betalingsachterstand,2010,682,24035,0.02838
Asse,23002,Nee,Personen met betalingsachterstand,2011,772,24267,0.03181
Asse,23002,Nee,Personen met betalingsachterstand,2012,825,24638,0.03348
Asse,23002,Nee,Personen met betalingsachterstand,2013,851,24864,0.03423
Asse,23002,Nee,Personen met betalingsachterstand,2014,894,25059,0.03568
Asse,23002,Nee,Personen met betalingsachterstand,2015,919,25290,0.03634
Asse,23002,Nee,Personen met betalingsachterstand,2016,925,25463,0.03633
Asse,23002,Nee,Personen met betalingsachterstand,2017,889,25585,0.03475
Asse,23002,Nee,Personen met betalingsachterstand,2018,857,25711,0.03333
Asse,23002,Nee,Personen met betalingsachterstand,2019,800,26012,0.03076
Asse,23002,Nee,Personen met betalingsachterstand,2020,744,26233,0.02836
Asse,23002,Nee,Personen met betalingsachterstand,2021,711,26233,0.0271
Beersel,23003,Nee,Personen met betalingsachterstand,2007,297,18319,0.01621
Beersel,23003,Nee,Personen met betalingsachterstand,2008,314,18410,0.01706
Beersel,23003,Nee,Personen met betalingsachterstand,2009,355,18494,0.0192
Beersel,23003,Nee,Personen met betalingsachterstand,2010,385,18734,0.02055
Beersel,23003,Nee,Personen met betalingsachterstand,2011,400,18804,0.02127
Beersel,23003,Nee,Personen met betalingsachterstand,2012,401,18832,0.02129
Beersel,23003,Nee,Personen met betalingsachterstand,2013,424,18968,0.02235
Beersel,23003,Nee,Personen met betalingsachterstand,2014,470,19024,0.02471
Beersel,23003,Nee,Personen met betalingsachterstand,2015,486,19148,0.02538
Beersel,23003,Nee,Personen met betalingsachterstand,2016,482,19363,0.02489
Beersel,23003,Nee,Personen met betalingsachterstand,2017,483,19407,0.02489
Beersel,23003,Nee,Personen met betalingsachterstand,2018,472,19577,0.02411
Beersel,23003,Nee,Personen met betalingsachterstand,2019,440,19647,0.0224
Beersel,23003,Nee,Personen met betalingsachterstand,2020,422,19903,0.0212
Beersel,23003,Nee,Personen met betalingsachterstand,2021,377,19903,0.01894
Bever,23009,Nee,Personen met betalingsachterstand,2007,40,1614,0.02478
Bever,23009,Nee,Personen met betalingsachterstand,2008,39,1607,0.02427
Bever,23009,Nee,Personen met betalingsachterstand,2009,39,1645,0.02371
Bever,23009,Nee,Personen met betalingsachterstand,2010,42,1668,0.02518
Bever,23009,Nee,Personen met betalingsachterstand,2011,37,1679,0.02204
Bever,23009,Nee,Personen met betalingsachterstand,2012,38,1687,0.02253
Bever,23009,Nee,Personen met betalingsachterstand,2013,49,1691,0.02898
Bever,23009,Nee,Personen met betalingsachterstand,2014,50,1696,0.02948
Bever,23009,Nee,Personen met betalingsachterstand,2015,48,1676,0.02864
Bever,23009,Nee,Personen met betalingsachterstand,2016,45,1690,0.02663
Bever,23009,Nee,Personen met betalingsachterstand,2017,37,1704,0.02171
Bever,23009,Nee,Personen met betalingsachterstand,2018,32,1675,0.0191
Bever,23009,Nee,Personen met betalingsachterstand,2019,35,1688,0.02073
Bever,23009,Nee,Personen met betalingsachterstand,2020,28,1723,0.01625
Bever,23009,Nee,Personen met betalingsachterstand,2021,18,1723,0.01045
Dilbeek,23016,Nee,Personen met betalingsachterstand,2007,574,31591,0.01817
Dilbeek,23016,Nee,Personen met betalingsachterstand,2008,629,31716,0.01983
Dilbeek,23016,Nee,Personen met betalingsachterstand,2009,658,31963,0.02059
Dilbeek,23016,Nee,Personen met betalingsachterstand,2010,650,32163,0.02021
Dilbeek,23016,Nee,Personen met betalingsachterstand,2011,718,32298,0.02223
Dilbeek,23016,Nee,Personen met betalingsachterstand,2012,748,32501,0.02301
Dilbeek,23016,Nee,Personen met betalingsachterstand,2013,786,32704,0.02403
Dilbeek,23016,Nee,Personen met betalingsachterstand,2014,779,32849,0.02371
Dilbeek,23016,Nee,Personen met betalingsachterstand,2015,849,33003,0.02572
Dilbeek,23016,Nee,Personen met betalingsachterstand,2016,889,33355,0.02665
Dilbeek,23016,Nee,Personen met betalingsachterstand,2017,857,33617,0.02549
Dilbeek,23016,Nee,Personen met betalingsachterstand,2018,836,33860,0.02469
Dilbeek,23016,Nee,Personen met betalingsachterstand,2019,821,34265,0.02396
Dilbeek,23016,Nee,Personen met betalingsachterstand,2020,827,34424,0.02402
Dilbeek,23016,Nee,Personen met betalingsachterstand,2021,709,34424,0.0206
Galmaarden,23023,Nee,Personen met betalingsachterstand,2007,115,6590,0.01745
Galmaarden,23023,Nee,Personen met betalingsachterstand,2008,124,6632,0.0187
Galmaarden,23023,Nee,Personen met betalingsachterstand,2009,122,6710,0.01818
Galmaarden,23023,Nee,Personen met betalingsachterstand,2010,120,6771,0.01772
Galmaarden,23023,Nee,Personen met betalingsachterstand,2011,121,6789,0.01782
Galmaarden,23023,Nee,Personen met betalingsachterstand,2012,143,6836,0.02092
Galmaarden,23023,Nee,Personen met betalingsachterstand,2013,148,6806,0.02175
Galmaarden,23023,Nee,Personen met betalingsachterstand,2014,136,6845,0.01987
Galmaarden,23023,Nee,Personen met betalingsachterstand,2015,129,6881,0.01875
Galmaarden,23023,Nee,Personen met betalingsachterstand,2016,141,6918,0.02038
Galmaarden,23023,Nee,Personen met betalingsachterstand,2017,149,6928,0.02151
Galmaarden,23023,Nee,Personen met betalingsachterstand,2018,139,6957,0.01998
Galmaarden,23023,Nee,Personen met betalingsachterstand,2019,118,7023,0.0168
Galmaarden,23023,Nee,Personen met betalingsachterstand,2020,113,7006,0.01613
Galmaarden,23023,Nee,Personen met betalingsachterstand,2021,106,7006,0.01513
Gooik,23024,Nee,Personen met betalingsachterstand,2007,73,7079,0.01031
Gooik,23024,Nee,Personen met betalingsachterstand,2008,87,7095,0.01226
Gooik,23024,Nee,Personen met betalingsachterstand,2009,114,7181,0.01588
Gooik,23024,Nee,Personen met betalingsachterstand,2010,101,7271,0.01389
Gooik,23024,Nee,Personen met betalingsachterstand,2011,110,7348,0.01497
Gooik,23024,Nee,Personen met betalingsachterstand,2012,124,7376,0.01681
Gooik,23024,Nee,Personen met betalingsachterstand,2013,111,7408,0.01498
Gooik,23024,Nee,Personen met betalingsachterstand,2014,132,7458,0.0177
Gooik,23024,Nee,Personen met betalingsachterstand,2015,140,7454,0.01878
Gooik,23024,Nee,Personen met betalingsachterstand,2016,142,7463,0.01903
Gooik,23024,Nee,Personen met betalingsachterstand,2017,133,7491,0.01775
Gooik,23024,Nee,Personen met betalingsachterstand,2018,120,7457,0.01609
Gooik,23024,Nee,Personen met betalingsachterstand,2019,105,7486,0.01403
Gooik,23024,Nee,Personen met betalingsachterstand,2020,108,7536,0.01433
Gooik,23024,Nee,Personen met betalingsachterstand,2021,107,7536,0.0142
Grimbergen,23025,Nee,Personen met betalingsachterstand,2007,556,27583,0.02016
Grimbergen,23025,Nee,Personen met betalingsachterstand,2008,618,27784,0.02224
Grimbergen,23025,Nee,Personen met betalingsachterstand,2009,648,27993,0.02315
Grimbergen,23025,Nee,Personen met betalingsachterstand,2010,682,28147,0.02423
Grimbergen,23025,Nee,Personen met betalingsachterstand,2011,746,28428,0.02624
Grimbergen,23025,Nee,Personen met betalingsachterstand,2012,764,28654,0.02666
Grimbergen,23025,Nee,Personen met betalingsachterstand,2013,768,28879,0.02659
Grimbergen,23025,Nee,Personen met betalingsachterstand,2014,742,28984,0.0256
Grimbergen,23025,Nee,Personen met betalingsachterstand,2015,841,29059,0.02894
Grimbergen,23025,Nee,Personen met betalingsachterstand,2016,874,29194,0.02994
Grimbergen,23025,Nee,Personen met betalingsachterstand,2017,824,29388,0.02804
Grimbergen,23025,Nee,Personen met betalingsachterstand,2018,796,29483,0.027
Grimbergen,23025,Nee,Personen met betalingsachterstand,2019,815,29831,0.02732
Grimbergen,23025,Nee,Personen met betalingsachterstand,2020,759,30011,0.02529
Grimbergen,23025,Nee,Personen met betalingsachterstand,2021,703,30011,0.02342
Halle,23027,Nee,Personen met betalingsachterstand,2007,699,28035,0.02493
Halle,23027,Nee,Personen met betalingsachterstand,2008,740,28312,0.02614
Halle,23027,Nee,Personen met betalingsachterstand,2009,798,28625,0.02788
Halle,23027,Nee,Personen met betalingsachterstand,2010,816,28798,0.02834
Halle,23027,Nee,Personen met betalingsachterstand,2011,840,29200,0.02877
Halle,23027,Nee,Personen met betalingsachterstand,2012,854,29430,0.02902
Halle,23027,Nee,Personen met betalingsachterstand,2013,878,29670,0.02959
Halle,23027,Nee,Personen met betalingsachterstand,2014,929,30147,0.03082
Halle,23027,Nee,Personen met betalingsachterstand,2015,980,30330,0.03231
Halle,23027,Nee,Personen met betalingsachterstand,2016,986,30582,0.03224
Halle,23027,Nee,Personen met betalingsachterstand,2017,1002,30904,0.03242
Halle,23027,Nee,Personen met betalingsachterstand,2018,978,31284,0.03126
Halle,23027,Nee,Personen met betalingsachterstand,2019,915,31684,0.02888
Halle,23027,Nee,Personen met betalingsachterstand,2020,819,32037,0.02556
Halle,23027,Nee,Personen met betalingsachterstand,2021,793,32037,0.02475
Herne,23032,Nee,Personen met betalingsachterstand,2007,104,5175,0.0201
Herne,23032,Nee,Personen met betalingsachterstand,2008,98,5226,0.01875
Herne,23032,Nee,Personen met betalingsachterstand,2009,97,5225,0.01856
Herne,23032,Nee,Personen met betalingsachterstand,2010,117,5241,0.02232
Herne,23032,Nee,Personen met betalingsachterstand,2011,129,5240,0.02462
Herne,23032,Nee,Personen met betalingsachterstand,2012,110,5262,0.0209
Herne,23032,Nee,Personen met betalingsachterstand,2013,104,5292,0.01965
Herne,23032,Nee,Personen met betalingsachterstand,2014,104,5324,0.01953
Herne,23032,Nee,Personen met betalingsachterstand,2015,129,5330,0.0242
Herne,23032,Nee,Personen met betalingsachterstand,2016,119,5303,0.02244
Herne,23032,Nee,Personen met betalingsachterstand,2017,93,5346,0.0174
Herne,23032,Nee,Personen met betalingsachterstand,2018,106,5354,0.0198
Herne,23032,Nee,Personen met betalingsachterstand,2019,104,5411,0.01922
Herne,23032,Nee,Personen met betalingsachterstand,2020,89,5439,0.01636
Herne,23032,Nee,Personen met betalingsachterstand,2021,84,5439,0.01544
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2007,119,7909,0.01505
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2008,106,7886,0.01344
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2009,107,7938,0.01348
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2010,117,8053,0.01453
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2011,139,8088,0.01719
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2012,147,8110,0.01813
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2013,150,8153,0.0184
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2014,168,8272,0.02031
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2015,162,8400,0.01929
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2016,167,8532,0.01957
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2017,167,8584,0.01945
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2018,175,8716,0.02008
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2019,178,8812,0.0202
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2020,168,8856,0.01897
Hoeilaart,23033,Nee,Personen met betalingsachterstand,2021,150,8856,0.01694
Kampenhout,23038,Nee,Personen met betalingsachterstand,2007,99,8676,0.01141
Kampenhout,23038,Nee,Personen met betalingsachterstand,2008,100,8751,0.01143
Kampenhout,23038,Nee,Personen met betalingsachterstand,2009,98,8813,0.01112
Kampenhout,23038,Nee,Personen met betalingsachterstand,2010,108,8849,0.0122
Kampenhout,23038,Nee,Personen met betalingsachterstand,2011,95,8935,0.01063
Kampenhout,23038,Nee,Personen met betalingsachterstand,2012,110,9056,0.01215
Kampenhout,23038,Nee,Personen met betalingsachterstand,2013,121,9080,0.01333
Kampenhout,23038,Nee,Personen met betalingsachterstand,2014,117,9169,0.01276
Kampenhout,23038,Nee,Personen met betalingsachterstand,2015,138,9252,0.01492
Kampenhout,23038,Nee,Personen met betalingsachterstand,2016,139,9323,0.01491
Kampenhout,23038,Nee,Personen met betalingsachterstand,2017,136,9450,0.01439
Kampenhout,23038,Nee,Personen met betalingsachterstand,2018,156,9542,0.01635
Kampenhout,23038,Nee,Personen met betalingsachterstand,2019,149,9659,0.01543
Kampenhout,23038,Nee,Personen met betalingsachterstand,2020,132,9783,0.01349
Kampenhout,23038,Nee,Personen met betalingsachterstand,2021,123,9783,0.01257
Kapelle-op-den-Bos,23039,Nee,Personen met betalingsachterstand,2007,113,7255,0.01558
