Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal fiscale aangiften met een netto belastbaar inkomen hoger dan 50.000 euro,Aantal fiscale aangiften,Procent
Merchtem,23052,Nee,Aangiften groter dan 50.000 Euro,2013,1869,9099,0.205407
Merchtem,23052,Nee,Aangiften groter dan 50.000 Euro,2014,2021,9124,0.221504
Merchtem,23052,Nee,Aangiften groter dan 50.000 Euro,2015,2022,9182,0.220213
Merchtem,23052,Nee,Aangiften groter dan 50.000 Euro,2016,2033,9156,0.22204
Merchtem,23052,Nee,Aangiften groter dan 50.000 Euro,2017,2139,9253,0.231168
Merchtem,23052,Nee,Aangiften groter dan 50.000 Euro,2018,2262,9411,0.240357
Merchtem,23052,Nee,Aangiften groter dan 50.000 Euro,2019,2349,9527,0.246562
Merchtem,23052,Nee,Aangiften groter dan 50.000 Euro,2020,2463,9662,0.254916
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2001,694,5365,0.129357
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2002,803,5633,0.142553
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2003,849,6628,0.128093
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2004,897,6703,0.133821
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2005,988,6858,0.144065
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2006,1079,6995,0.154253
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2007,1182,7147,0.165384
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2008,1305,7443,0.175333
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2009,1381,7512,0.183839
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2010,1410,7656,0.184169
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2011,1574,7729,0.203649
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2012,1702,7720,0.220466
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2013,1760,7688,0.228928
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2014,1890,7767,0.243337
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2015,1900,7803,0.243496
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2016,1934,7876,0.245556
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2017,2018,7890,0.255767
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2018,2081,8008,0.259865
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2019,2131,8048,0.264786
Opwijk,23060,Nee,Aangiften groter dan 50.000 Euro,2020,2243,8013,0.27992
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2001,1817,9859,0.184299
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2002,1893,10057,0.188227
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2003,1987,11170,0.177887
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2004,2094,11539,0.181472
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2005,2167,11646,0.186072
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2006,2330,11862,0.196426
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2007,2485,12040,0.206395
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2008,2659,12055,0.220572
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2009,2747,12157,0.22596
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2010,2767,12217,0.226488
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2011,2922,12359,0.236427
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2012,3106,12220,0.254173
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2013,3251,12288,0.264567
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2014,3427,12518,0.273766
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2015,3471,12748,0.272278
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2016,3534,12718,0.277874
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2017,3676,13007,0.282617
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2018,3838,13124,0.292441
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2019,3941,13154,0.299605
Overijse,23062,Nee,Aangiften groter dan 50.000 Euro,2020,4084,13102,0.311708
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2001,279,1934,0.144261
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2002,308,2018,0.152626
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2003,333,2368,0.140625
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2004,355,2386,0.148785
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2005,378,2439,0.154982
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2006,399,2445,0.16319
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2007,431,2479,0.17386
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2008,457,2473,0.184796
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2009,476,2464,0.193182
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2010,499,2468,0.202188
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2011,517,2412,0.214345
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2012,588,2390,0.246025
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2013,586,2391,0.245086
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2014,647,2407,0.268799
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2015,641,2424,0.264439
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2016,631,2442,0.258395
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2017,648,2455,0.263951
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2018,677,2479,0.273094
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2019,691,2487,0.277845
Pepingen,23064,Nee,Aangiften groter dan 50.000 Euro,2020,744,2484,0.299517
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2001,1650,14752,0.111849
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2002,1760,15244,0.115455
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2003,1819,17109,0.106318
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2004,1896,17237,0.109996
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2005,1999,17537,0.113988
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2006,2158,17688,0.122004
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2007,2321,17724,0.130952
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2008,2481,17791,0.139453
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2009,2559,17922,0.142785
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2010,2596,18121,0.143259
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2011,2758,18091,0.152451
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2012,2925,18007,0.162437
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2013,3051,18048,0.169049
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2014,3239,18263,0.177353
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2015,3240,18349,0.176576
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2016,3228,18484,0.174638
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2017,3404,18621,0.182804
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2018,3489,18711,0.186468
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2019,3642,18786,0.193868
Sint-Pieters-Leeuw,23077,Nee,Aangiften groter dan 50.000 Euro,2020,3866,18923,0.204302
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2001,809,4943,0.163666
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2002,926,5088,0.181997
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2003,955,5890,0.162139
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2004,1012,5963,0.169713
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2005,1029,6095,0.168827
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2006,1079,6180,0.174595
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2007,1162,6361,0.182676
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2008,1262,6458,0.195417
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2009,1326,6436,0.206029
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2010,1332,6486,0.205365
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2011,1375,6493,0.211767
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2012,1467,6331,0.231717
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2013,1537,6423,0.239296
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2014,1634,6524,0.25046
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2015,1655,6519,0.253873
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2016,1682,6488,0.259248
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2017,1790,6584,0.271871
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2018,1848,6606,0.279746
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2019,1899,6660,0.285135
Steenokkerzeel,23081,Nee,Aangiften groter dan 50.000 Euro,2020,1962,6649,0.295082
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2001,1020,6926,0.147271
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2002,1093,7157,0.152718
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2003,1118,8145,0.137262
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2004,1213,8183,0.148234
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2005,1299,8261,0.157245
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2006,1385,8413,0.164626
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2007,1443,8481,0.170145
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2008,1552,8648,0.179463
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2009,1653,8535,0.193673
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2010,1688,8732,0.193312
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2011,1754,8665,0.202424
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2012,1880,8669,0.216865
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2013,1980,8654,0.228796
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2014,2103,8714,0.241336
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2015,2078,8682,0.239346
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2016,2101,8756,0.23995
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2017,2185,8756,0.249543
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2018,2252,8921,0.252438
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2019,2351,8974,0.261979
Ternat,23086,Nee,Aangiften groter dan 50.000 Euro,2020,2429,8985,0.270339
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2001,1714,17619,0.0972813
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2002,1883,17797,0.105804
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2003,2000,20547,0.0973378
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2004,2145,20792,0.103165
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2005,2252,20926,0.107617
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2006,2382,21330,0.111674
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2007,2547,21670,0.117536
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2008,2803,21943,0.12774
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2009,2927,22028,0.132876
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2010,2973,22366,0.132925
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2011,3285,22336,0.147072
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2012,3534,22058,0.160214
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2013,3698,22219,0.166434
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2014,4084,22475,0.181713
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2015,4008,22680,0.17672
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2016,4053,22916,0.176863
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2017,4259,23111,0.184285
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2018,4408,23561,0.187089
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2019,4646,23751,0.195613
Vilvoorde,23088,Nee,Aangiften groter dan 50.000 Euro,2020,4849,23541,0.205981
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2001,1829,12534,0.145923
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2002,1975,12664,0.155954
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2003,2034,14494,0.140334
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2004,2125,14900,0.142617
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2005,2226,15119,0.147232
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2006,2363,15381,0.153631
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2007,2503,15695,0.159478
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2008,2688,15927,0.16877
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2009,2750,16099,0.170818
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2010,2846,16389,0.173653
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2011,2966,16455,0.180249
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2012,3194,16323,0.195675
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2013,3278,16567,0.197863
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2014,3496,16701,0.209329
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2015,3548,16937,0.209482
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2016,3539,17082,0.207177
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2017,3768,17311,0.217665
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2018,3930,17672,0.222386
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2019,4052,17762,0.228127
Zaventem,23094,Nee,Aangiften groter dan 50.000 Euro,2020,4244,17822,0.238133
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2001,1669,9723,0.171655
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2002,1876,9907,0.189361
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2003,1911,11488,0.166347
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2004,2012,11681,0.172246
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2005,2131,11894,0.179166
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2006,2255,12055,0.187059
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2007,2467,12215,0.201965
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2008,2648,12312,0.215075
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2009,2762,12332,0.22397
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2010,2790,12285,0.227106
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2011,2995,12400,0.241532
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2012,3246,12301,0.263881
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2013,3362,12370,0.271787
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2014,3553,12525,0.283673
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2015,3572,12650,0.282372
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2016,3675,12806,0.286975
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2017,3828,12789,0.29932
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2018,3969,12859,0.308655
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2019,4023,12760,0.315282
Zemst,23096,Nee,Aangiften groter dan 50.000 Euro,2020,4186,12704,0.329503
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2001,656,5148,0.127428
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2002,704,5315,0.132455
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2003,732,5883,0.124426
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2004,823,5939,0.138576
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2005,891,5986,0.148847
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2006,931,6066,0.153478
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2007,1014,6110,0.165957
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2008,1092,6259,0.174469
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2009,1140,6256,0.182225
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2010,1178,6287,0.187371
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2011,1235,6306,0.195845
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2012,1313,6165,0.212976
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2013,1385,6138,0.225644
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2014,1520,6225,0.244177
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2015,1534,6278,0.244345
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2016,1549,6341,0.244283
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2017,1602,6414,0.249766
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2018,1686,6455,0.261193
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2019,1752,6474,0.270621
Roosdaal,23097,Nee,Aangiften groter dan 50.000 Euro,2020,1791,6469,0.276859
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2001,200,2526,0.0791766
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2002,226,2660,0.0849624
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2003,215,2685,0.0800745
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2004,227,2705,0.0839187
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2005,240,2746,0.0873999
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2006,269,2793,0.0963122
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2007,284,2835,0.100176
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2008,291,2877,0.101147
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2009,293,2928,0.100068
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2010,293,2890,0.101384
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2011,307,2878,0.106671
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2012,329,2884,0.114078
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2013,329,2872,0.114554
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2014,364,2951,0.123348
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2015,386,3000,0.128667
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2016,392,3087,0.126984
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2017,407,3136,0.129783
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2018,444,3141,0.141356
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2019,463,3114,0.148683
Drogenbos,23098,Nee,Aangiften groter dan 50.000 Euro,2020,496,3127,0.158618
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2001,972,5000,0.1944
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2002,1015,5122,0.198165
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2003,1037,5091,0.203693
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2004,1090,5473,0.19916
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2005,1114,5950,0.187227
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2006,1128,5987,0.188408
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2007,1205,6097,0.197638
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2008,1282,6083,0.210751
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2009,1338,6111,0.218949
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2010,1328,6069,0.218817
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2011,1471,6117,0.240477
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2012,1575,5964,0.264085
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2013,1604,5974,0.268497
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2014,1632,6040,0.270199
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2015,1657,6143,0.269738
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2016,1699,6165,0.275588
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2017,1736,6176,0.281088
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2018,1810,6206,0.291653
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2019,1856,6255,0.296723
Kraainem,23099,Nee,Aangiften groter dan 50.000 Euro,2020,1916,6187,0.309682
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2001,369,2328,0.158505
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2002,394,2395,0.164509
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2003,383,2357,0.162495
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2004,387,2483,0.15586
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2005,402,2535,0.15858
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2006,417,2577,0.161816
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2007,453,2664,0.170045
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2008,500,2677,0.186776
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2009,498,2710,0.183764
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2010,492,2701,0.182155
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2011,533,2730,0.195238
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2012,548,2679,0.204554
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2013,566,2676,0.21151
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2014,584,2642,0.221045
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2015,609,2660,0.228947
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2016,639,2648,0.241314
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2017,661,2648,0.249622
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2018,671,2634,0.254746
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2019,702,2647,0.265206
Linkebeek,23100,Nee,Aangiften groter dan 50.000 Euro,2020,742,2645,0.280529
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2001,1477,8165,0.180894
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2002,1510,8232,0.183431
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2003,1530,8406,0.182013
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2004,1570,8548,0.183669
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2005,1659,8701,0.190668
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2006,1734,9003,0.192602
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2007,1852,9125,0.202959
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2008,1925,9185,0.209581
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2009,1972,9181,0.214791
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2010,1975,9139,0.216107
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2011,2090,9084,0.230075
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2012,2284,9007,0.253581
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2013,2298,8967,0.256273
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2014,2440,9047,0.269703
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2015,2448,9159,0.267278
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2016,2494,9324,0.267482
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2017,2607,9330,0.279421
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2018,2719,9417,0.288733
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2019,2799,9555,0.292936
Sint-Genesius-Rode,23101,Nee,Aangiften groter dan 50.000 Euro,2020,2915,9521,0.306165
Wemmel,23102,Nee,Aangiften groter dan 50.000 Euro,2001,1146,7054,0.162461
Wemmel,23102,Nee,Aangiften groter dan 50.000 Euro,2002,1161,7192,0.161429
Wemmel,23102,Nee,Aangiften groter dan 50.000 Euro,2003,1202,7288,0.164929
Wemmel,23102,Nee,Aangiften groter dan 50.000 Euro,2004,1233,7905,0.155977
Wemmel,23102,Nee,Aangiften groter dan 50.000 Euro,2005,1267,8426,0.150368
Wemmel,23102,Nee,Aangiften groter dan 50.000 Euro,2006,1308,8589,0.152288
Wemmel,23102,Nee,Aangiften groter dan 50.000 Euro,2007,1368,8455,0.161798
Wemmel,23102,Nee,Aangiften groter dan 50.000 Euro,2008,1453,8585,0.169249
Wemmel,23102,Nee,Aangiften groter dan 50.000 Euro,2009,1487,8569,0.173533
Wemmel,23102,Nee,Aangiften groter dan 50.000 Euro,2010,1474,8562,0.172156
Wemmel,23102,Nee,Aangiften groter dan 50.000 Euro,2011,1577,8557,0.184294
Wemmel,23102,Nee,Aangiften groter dan 50.000 Euro,2012,1686,8540,0.197424
