Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen van 0 tot en met 59 jaar dat leeft in een gezin met zeer lage werkintensiteit,Aantal inwoners van 0 tot en met 59 jaar (KSZ-cijfers),Procent
Brecht,11009,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1703,21773,0.0782161
Brecht,11009,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1665,21704,0.076714
Brecht,11009,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1635,21683,0.0754047
Brecht,11009,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1605,21553,0.0744676
Brecht,11009,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1701,21597,0.0787609
Brecht,11009,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1554,21554,0.072098
Brecht,11009,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1533,21430,0.0715352
Brecht,11009,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1434,21383,0.0670626
Brecht,11009,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1363,21273,0.0640718
Edegem,11013,Nee,Personen in gezin met zeer lage werkintensiteit,2009,983,15055,0.0652939
Edegem,11013,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1113,14936,0.0745179
Edegem,11013,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1142,14863,0.0768351
Edegem,11013,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1164,14777,0.0787711
Edegem,11013,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1195,14760,0.0809621
Edegem,11013,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1287,14790,0.0870183
Edegem,11013,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1388,14792,0.0938345
Edegem,11013,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1355,15005,0.0903032
Edegem,11013,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1397,15119,0.0924003
Edegem,11013,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1358,15197,0.0893597
Edegem,11013,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1270,15227,0.0834045
Edegem,11013,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1246,15305,0.0814113
Essen,11016,Nee,Personen in gezin met zeer lage werkintensiteit,2009,2623,13837,0.189564
Essen,11016,Nee,Personen in gezin met zeer lage werkintensiteit,2010,2706,13923,0.194355
Essen,11016,Nee,Personen in gezin met zeer lage werkintensiteit,2011,2757,13970,0.197351
Essen,11016,Nee,Personen in gezin met zeer lage werkintensiteit,2012,2707,14035,0.192875
Essen,11016,Nee,Personen in gezin met zeer lage werkintensiteit,2013,2575,13956,0.184508
Essen,11016,Nee,Personen in gezin met zeer lage werkintensiteit,2014,2503,14034,0.178353
Essen,11016,Nee,Personen in gezin met zeer lage werkintensiteit,2015,2503,14035,0.17834
Essen,11016,Nee,Personen in gezin met zeer lage werkintensiteit,2016,2404,14061,0.170969
Essen,11016,Nee,Personen in gezin met zeer lage werkintensiteit,2017,2412,14152,0.170435
Essen,11016,Nee,Personen in gezin met zeer lage werkintensiteit,2018,2438,14329,0.170144
Essen,11016,Nee,Personen in gezin met zeer lage werkintensiteit,2019,2353,14249,0.165134
Essen,11016,Nee,Personen in gezin met zeer lage werkintensiteit,2020,2311,14209,0.162643
Hemiksem,11018,Nee,Personen in gezin met zeer lage werkintensiteit,2009,657,7713,0.0851809
Hemiksem,11018,Nee,Personen in gezin met zeer lage werkintensiteit,2010,698,7803,0.0894528
Hemiksem,11018,Nee,Personen in gezin met zeer lage werkintensiteit,2011,768,7934,0.0967986
Hemiksem,11018,Nee,Personen in gezin met zeer lage werkintensiteit,2012,735,8177,0.0898863
Hemiksem,11018,Nee,Personen in gezin met zeer lage werkintensiteit,2013,804,8347,0.096322
Hemiksem,11018,Nee,Personen in gezin met zeer lage werkintensiteit,2014,842,8423,0.0999644
Hemiksem,11018,Nee,Personen in gezin met zeer lage werkintensiteit,2015,823,8536,0.0964152
Hemiksem,11018,Nee,Personen in gezin met zeer lage werkintensiteit,2016,848,8637,0.0981822
Hemiksem,11018,Nee,Personen in gezin met zeer lage werkintensiteit,2017,743,8703,0.0853729
Hemiksem,11018,Nee,Personen in gezin met zeer lage werkintensiteit,2018,752,8806,0.0853963
Hemiksem,11018,Nee,Personen in gezin met zeer lage werkintensiteit,2019,793,8983,0.0882779
Hemiksem,11018,Nee,Personen in gezin met zeer lage werkintensiteit,2020,749,8996,0.0832592
Hove,11021,Nee,Personen in gezin met zeer lage werkintensiteit,2009,298,6095,0.0488925
Hove,11021,Nee,Personen in gezin met zeer lage werkintensiteit,2010,332,6068,0.0547132
Hove,11021,Nee,Personen in gezin met zeer lage werkintensiteit,2011,315,5995,0.0525438
Hove,11021,Nee,Personen in gezin met zeer lage werkintensiteit,2012,325,5957,0.0545577
Hove,11021,Nee,Personen in gezin met zeer lage werkintensiteit,2013,335,5926,0.0565305
Hove,11021,Nee,Personen in gezin met zeer lage werkintensiteit,2014,333,5896,0.056479
Hove,11021,Nee,Personen in gezin met zeer lage werkintensiteit,2015,357,5789,0.0616687
Hove,11021,Nee,Personen in gezin met zeer lage werkintensiteit,2016,349,5661,0.0616499
Hove,11021,Nee,Personen in gezin met zeer lage werkintensiteit,2017,379,5622,0.0674137
Hove,11021,Nee,Personen in gezin met zeer lage werkintensiteit,2018,334,5512,0.0605951
Hove,11021,Nee,Personen in gezin met zeer lage werkintensiteit,2019,330,5511,0.0598802
Hove,11021,Nee,Personen in gezin met zeer lage werkintensiteit,2020,335,5620,0.0596085
Kalmthout,11022,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1414,13352,0.105902
Kalmthout,11022,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1416,13410,0.105593
Kalmthout,11022,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1439,13541,0.10627
Kalmthout,11022,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1523,13611,0.111895
Kalmthout,11022,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1545,13525,0.114233
Kalmthout,11022,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1454,13425,0.108305
Kalmthout,11022,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1370,13327,0.102799
Kalmthout,11022,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1308,13360,0.0979042
Kalmthout,11022,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1327,13392,0.099089
Kalmthout,11022,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1233,13366,0.092249
Kalmthout,11022,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1201,13339,0.0900367
Kalmthout,11022,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1123,13338,0.0841955
Kapellen,11023,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1758,19130,0.0918975
Kapellen,11023,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1718,19092,0.0899853
Kapellen,11023,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1748,19011,0.0919468
Kapellen,11023,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1728,19021,0.090847
Kapellen,11023,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1690,18949,0.0891868
Kapellen,11023,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1641,18826,0.0871667
Kapellen,11023,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1720,18883,0.0910872
Kapellen,11023,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1641,18802,0.0872779
Kapellen,11023,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1630,18712,0.0871099
Kapellen,11023,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1593,18604,0.0856267
