Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen met een (equivalent) leefloon,Aantal inwoners,Procent
Lo-Reninge,32030,Nee,Personen met (equivalent) leefloon,2019,8,3291,0.00243087
Lo-Reninge,32030,Nee,Personen met (equivalent) leefloon,2020,8,3290,0.00243161
Lo-Reninge,32030,Nee,Personen met (equivalent) leefloon,2021,9,3257,0.00276328
Lo-Reninge,32030,Nee,Personen met (equivalent) leefloon,2022,7,3217,0.00217594
Ieper,33011,Nee,Personen met (equivalent) leefloon,2003,226,35089,0.00644076
Ieper,33011,Nee,Personen met (equivalent) leefloon,2004,195,35021,0.00556809
Ieper,33011,Nee,Personen met (equivalent) leefloon,2005,175,34949,0.0050073
Ieper,33011,Nee,Personen met (equivalent) leefloon,2006,158,34897,0.00452761
Ieper,33011,Nee,Personen met (equivalent) leefloon,2007,148,34919,0.00423838
Ieper,33011,Nee,Personen met (equivalent) leefloon,2008,128,34815,0.00367658
Ieper,33011,Nee,Personen met (equivalent) leefloon,2009,139,34828,0.00399104
Ieper,33011,Nee,Personen met (equivalent) leefloon,2010,168,34962,0.00480522
Ieper,33011,Nee,Personen met (equivalent) leefloon,2011,153,35102,0.00435873
Ieper,33011,Nee,Personen met (equivalent) leefloon,2012,131,35087,0.00373358
Ieper,33011,Nee,Personen met (equivalent) leefloon,2013,107,34978,0.00305907
Ieper,33011,Nee,Personen met (equivalent) leefloon,2014,116,34930,0.00332093
Ieper,33011,Nee,Personen met (equivalent) leefloon,2015,122,34971,0.0034886
Ieper,33011,Nee,Personen met (equivalent) leefloon,2016,143,34959,0.00409051
Ieper,33011,Nee,Personen met (equivalent) leefloon,2017,158,35014,0.00451248
Ieper,33011,Nee,Personen met (equivalent) leefloon,2018,161,34964,0.00460474
Ieper,33011,Nee,Personen met (equivalent) leefloon,2019,165,34845,0.00473526
Ieper,33011,Nee,Personen met (equivalent) leefloon,2020,196,34995,0.0056008
Ieper,33011,Nee,Personen met (equivalent) leefloon,2021,193,34954,0.00552154
Ieper,33011,Nee,Personen met (equivalent) leefloon,2022,194,35039,0.00553669
Mesen,33016,Nee,Personen met (equivalent) leefloon,2003,6,971,0.0061792
Mesen,33016,Nee,Personen met (equivalent) leefloon,2004,8,971,0.00823893
Mesen,33016,Nee,Personen met (equivalent) leefloon,2005,11,976,0.0112705
Mesen,33016,Nee,Personen met (equivalent) leefloon,2006,9,988,0.00910931
Mesen,33016,Nee,Personen met (equivalent) leefloon,2007,8,983,0.00813835
Mesen,33016,Nee,Personen met (equivalent) leefloon,2008,6,997,0.00601805
Mesen,33016,Nee,Personen met (equivalent) leefloon,2009,3,952,0.00315126
Mesen,33016,Nee,Personen met (equivalent) leefloon,2010,3,950,0.00315789
Mesen,33016,Nee,Personen met (equivalent) leefloon,2011,5,945,0.00529101
Mesen,33016,Nee,Personen met (equivalent) leefloon,2012,4,952,0.00420168
Mesen,33016,Nee,Personen met (equivalent) leefloon,2013,4,980,0.00408163
Mesen,33016,Nee,Personen met (equivalent) leefloon,2014,6,1040,0.00576923
Mesen,33016,Nee,Personen met (equivalent) leefloon,2015,9,1037,0.00867888
Mesen,33016,Nee,Personen met (equivalent) leefloon,2016,5,1054,0.00474383
Mesen,33016,Nee,Personen met (equivalent) leefloon,2017,4,1049,0.00381316
Mesen,33016,Nee,Personen met (equivalent) leefloon,2018,3,1040,0.00288462
Mesen,33016,Nee,Personen met (equivalent) leefloon,2019,11,1065,0.0103286
Mesen,33016,Nee,Personen met (equivalent) leefloon,2020,6,1047,0.00573066
Mesen,33016,Nee,Personen met (equivalent) leefloon,2021,2,1051,0.00190295
Mesen,33016,Nee,Personen met (equivalent) leefloon,2022,3,1062,0.00282486
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2003,101,19433,0.00519734
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2004,83,19461,0.00426494
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2005,62,19512,0.00317753
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2006,51,19623,0.00259899
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2007,59,19707,0.00299386
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2008,55,19835,0.00277288
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2009,50,19935,0.00250815
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2010,48,19960,0.00240481
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2011,55,19983,0.00275234
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2012,49,19989,0.00245135
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2013,34,19916,0.00170717
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2014,31,19893,0.00155834
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2015,34,19944,0.00170477
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2016,38,19755,0.00192356
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2017,50,19735,0.00253357
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2018,51,19718,0.00258647
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2019,70,19702,0.00355294
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2020,73,19717,0.00370239
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2021,72,19686,0.00365742
Poperinge,33021,Nee,Personen met (equivalent) leefloon,2022,63,19782,0.00318471
Wervik,33029,Nee,Personen met (equivalent) leefloon,2003,96,17526,0.00547758
Wervik,33029,Nee,Personen met (equivalent) leefloon,2004,77,17466,0.00440857
Wervik,33029,Nee,Personen met (equivalent) leefloon,2005,74,17609,0.0042024
Wervik,33029,Nee,Personen met (equivalent) leefloon,2006,61,17607,0.00346453
Wervik,33029,Nee,Personen met (equivalent) leefloon,2007,52,17690,0.00293951
Wervik,33029,Nee,Personen met (equivalent) leefloon,2008,54,17791,0.00303524
Wervik,33029,Nee,Personen met (equivalent) leefloon,2009,52,18022,0.00288536
Wervik,33029,Nee,Personen met (equivalent) leefloon,2010,64,18134,0.00352928
Wervik,33029,Nee,Personen met (equivalent) leefloon,2011,59,18264,0.0032304
Wervik,33029,Nee,Personen met (equivalent) leefloon,2012,49,18374,0.00266681
Wervik,33029,Nee,Personen met (equivalent) leefloon,2013,54,18398,0.0029351
Wervik,33029,Nee,Personen met (equivalent) leefloon,2014,41,18435,0.00222403
Wervik,33029,Nee,Personen met (equivalent) leefloon,2015,44,18426,0.00238793
Wervik,33029,Nee,Personen met (equivalent) leefloon,2016,49,18529,0.0026445
Wervik,33029,Nee,Personen met (equivalent) leefloon,2017,41,18689,0.0021938
Wervik,33029,Nee,Personen met (equivalent) leefloon,2018,36,18643,0.00193102
Wervik,33029,Nee,Personen met (equivalent) leefloon,2019,40,18767,0.0021314
Wervik,33029,Nee,Personen met (equivalent) leefloon,2020,48,18909,0.00253847
Wervik,33029,Nee,Personen met (equivalent) leefloon,2021,61,18864,0.00323367
Wervik,33029,Nee,Personen met (equivalent) leefloon,2022,76,19020,0.00399579
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2003,65,11570,0.00561798
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2004,54,11513,0.00469035
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2005,54,11620,0.00464716
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2006,46,11758,0.00391223
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2007,47,11908,0.00394693
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2008,34,12093,0.00281154
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2009,19,12179,0.00156006
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2010,27,12192,0.00221457
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2011,13,12307,0.00105631
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2012,8,12380,0.000646204
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2013,7,12365,0.000566114
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2014,7,12379,0.000565474
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2015,9,12396,0.000726041
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2016,12,12417,0.000966417
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2017,12,12355,0.000971267
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2018,18,12445,0.00144636
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2019,11,12481,0.00088134
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2020,20,12498,0.00160026
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2021,23,12511,0.00183838
Zonnebeke,33037,Nee,Personen met (equivalent) leefloon,2022,15,12556,0.00119465
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2003,43,8322,0.00516703
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2004,48,8292,0.00578871
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2005,41,8228,0.00498298
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2006,35,8217,0.00425946
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2007,37,8177,0.00452489
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2008,21,8166,0.00257164
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2009,23,8118,0.00283321
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2010,20,8125,0.00246154
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2011,14,7994,0.00175131
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2012,11,7940,0.00138539
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2013,19,7896,0.00240628
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2014,12,7856,0.00152749
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2015,10,7883,0.00126855
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2016,6,7827,0.000766577
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2017,5,7784,0.000642343
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2018,7,7862,0.000890359
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2019,4,7909,0.000505753
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2020,10,7926,0.00126167
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2021,7,7897,0.000886413
Heuvelland,33039,Nee,Personen met (equivalent) leefloon,2022,3,7991,0.000375422
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2003,70,7669,0.00912766
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2004,75,7708,0.00973015
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2005,82,7757,0.0105711
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2006,56,7780,0.00719794
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2007,45,7774,0.00578853
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2008,21,7793,0.00269473
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2009,16,7811,0.00204839
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2010,21,7829,0.00268233
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2011,19,7846,0.00242162
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2012,16,7981,0.00200476
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2013,12,8018,0.00149663
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2014,18,8007,0.00224803
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2015,18,8015,0.00224579
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2016,17,7940,0.00214106
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2017,19,7948,0.00239054
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2018,13,7920,0.00164141
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2019,25,7819,0.00319734
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2020,23,7825,0.0029393
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2021,17,7843,0.00216754
Langemark-Poelkapelle,33040,Nee,Personen met (equivalent) leefloon,2022,20,7926,0.00252334
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2003,30,3588,0.0083612
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2004,31,3598,0.0086159
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2005,24,3621,0.006628
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2006,22,3636,0.00605061
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2007,15,3640,0.00412088
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2008,5,3673,0.00136129
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2009,3,3663,0.000819001
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2010,4,3676,0.00108814
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2011,4,3714,0.00107701
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2012,4,3712,0.00107759
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2013,2,3674,0.000544366
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2014,3,3668,0.000817884
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2015,2,3623,0.000552029
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2016,4,3673,0.00108903
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2017,6,3656,0.00164114
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2018,7,3659,0.00191309
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2019,5,3691,0.00135465
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2020,5,3653,0.00136874
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2021,5,3649,0.00137024
Vleteren,33041,Nee,Personen met (equivalent) leefloon,2022,1,3646,0.000274273
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2003,60,13895,0.0043181
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2004,46,13875,0.00331532
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2005,39,13901,0.00280555
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2006,38,13940,0.00272597
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2007,38,14105,0.00269408
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2008,31,14119,0.00219562
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2009,24,14195,0.00169074
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2010,16,14234,0.00112407
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2011,13,14331,0.000907124
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2012,14,14471,0.000967452
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2013,10,14469,0.000691133
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2014,13,14472,0.000898286
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2015,12,14567,0.00082378
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2016,13,14589,0.000891082
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2017,16,14545,0.00110003
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2018,17,14609,0.00116367
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2019,27,14716,0.00183474
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2020,32,14781,0.00216494
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2021,33,14845,0.00222297
Anzegem,34002,Nee,Personen met (equivalent) leefloon,2022,35,15029,0.00232883
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2003,62,9165,0.00676487
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2004,62,9261,0.00669474
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2005,63,9372,0.00672215
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2006,48,9457,0.00507561
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2007,37,9523,0.00388533
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2008,31,9600,0.00322917
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2009,19,9601,0.00197896
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2010,24,9603,0.00249922
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2011,22,9655,0.00227861
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2012,19,9641,0.00197075
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2013,23,9666,0.00237947
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2014,18,9727,0.00185052
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2015,21,9788,0.00214548
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2016,17,9956,0.00170751
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2017,20,10045,0.00199104
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2018,18,10065,0.00178838
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2019,32,10158,0.00315023
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2020,27,10206,0.0026455
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2021,27,10249,0.0026344
Avelgem,34003,Nee,Personen met (equivalent) leefloon,2022,34,10291,0.00330386
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2003,33,11342,0.00290954
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2004,39,11269,0.00346082
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2005,32,11306,0.00283036
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2006,29,11310,0.0025641
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2007,25,11372,0.00219838
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2008,21,11294,0.00185939
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2009,23,11299,0.00203558
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2010,28,11262,0.00248624
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2011,28,11285,0.00248117
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2012,21,11414,0.00183985
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2013,21,11509,0.00182466
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2014,23,11593,0.00198396
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2015,22,11683,0.00188308
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2016,29,11738,0.00247061
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2017,24,11715,0.00204866
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2018,42,11796,0.00356053
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2019,44,11946,0.00368324
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2020,50,12078,0.00413976
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2021,49,12182,0.00402233
Deerlijk,34009,Nee,Personen met (equivalent) leefloon,2022,57,12356,0.00461314
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2003,155,26062,0.00594736
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2004,145,26006,0.00557564
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2005,113,26045,0.00433864
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2006,96,26172,0.00366804
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2007,87,26294,0.00330874
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2008,86,26331,0.00326611
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2009,92,26474,0.00347511
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2010,103,26577,0.00387553
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2011,99,26761,0.00369941
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2012,80,26957,0.00296769
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2013,91,27103,0.00335756
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2014,94,27247,0.00344992
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2015,75,27446,0.00273264
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2016,74,27536,0.00268739
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2017,80,27683,0.00288986
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2018,77,27886,0.00276124
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2019,107,28158,0.00379999
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2020,123,28502,0.00431549
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2021,133,28614,0.00464807
Harelbeke,34013,Nee,Personen met (equivalent) leefloon,2022,137,29095,0.00470871
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2003,617,74340,0.0082997
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2004,630,73984,0.00851535
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2005,562,73625,0.00763328
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2006,635,73657,0.00862104
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2007,582,73777,0.00788864
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2008,573,73995,0.00774377
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2009,713,74229,0.00960541
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2010,876,74911,0.0116939
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2011,944,74868,0.0126089
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2012,893,75219,0.011872
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2013,809,75120,0.0107694
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2014,689,75128,0.00917101
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2015,678,75219,0.00901368
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2016,637,75506,0.00843642
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2017,731,75736,0.00965195
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2018,862,76265,0.0113027
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2019,849,76735,0.0110641
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2020,849,77109,0.0110104
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2021,937,77213,0.0121353
Kortrijk,34022,Ja,Personen met (equivalent) leefloon,2022,903,77741,0.0116155
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2003,51,12648,0.00403226
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2004,44,12584,0.0034965
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2005,43,12516,0.0034356
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2006,43,12591,0.00341514
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2007,36,12626,0.00285126
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2008,26,12654,0.00205469
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2009,31,12775,0.00242661
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2010,40,12902,0.00310029
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2011,44,12967,0.00339323
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2012,27,12961,0.00208317
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2013,48,13052,0.0036776
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2014,45,13105,0.0034338
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2015,43,13084,0.00328646
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2016,50,13140,0.00380518
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2017,44,13219,0.00332854
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2018,62,13318,0.00465535
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2019,50,13484,0.0037081
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2020,67,13676,0.00489909
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2021,74,13794,0.00536465
Kuurne,34023,Nee,Personen met (equivalent) leefloon,2022,62,13975,0.00443649
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2003,34,5425,0.00626728
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2004,44,5410,0.00813309
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2005,43,5416,0.00793944
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2006,29,5399,0.00537137
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2007,27,5411,0.00498984
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2008,18,5470,0.00329068
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2009,15,5536,0.00270954
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2010,19,5589,0.00339953
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2011,7,5647,0.0012396
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2012,6,5684,0.00105559
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2013,6,5730,0.00104712
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2014,6,5749,0.00104366
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2015,5,5743,0.000870625
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2016,8,5746,0.00139227
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2017,15,5768,0.00260055
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2018,14,5742,0.00243817
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2019,16,5747,0.00278406
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2020,13,5787,0.00224641
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2021,15,5766,0.00260146
Lendelede,34025,Nee,Personen met (equivalent) leefloon,2022,8,5803,0.0013786
Menen,34027,Nee,Personen met (equivalent) leefloon,2003,236,32080,0.00735661
Menen,34027,Nee,Personen met (equivalent) leefloon,2004,231,32141,0.00718708
Menen,34027,Nee,Personen met (equivalent) leefloon,2005,202,32325,0.00624903
Menen,34027,Nee,Personen met (equivalent) leefloon,2006,192,32413,0.00592355
Menen,34027,Nee,Personen met (equivalent) leefloon,2007,200,32439,0.00616542
Menen,34027,Nee,Personen met (equivalent) leefloon,2008,166,32466,0.00511304
Menen,34027,Nee,Personen met (equivalent) leefloon,2009,189,32610,0.00579577
Menen,34027,Nee,Personen met (equivalent) leefloon,2010,213,32530,0.0065478
Menen,34027,Nee,Personen met (equivalent) leefloon,2011,243,32731,0.00742415
Menen,34027,Nee,Personen met (equivalent) leefloon,2012,248,32683,0.00758804
Menen,34027,Nee,Personen met (equivalent) leefloon,2013,220,32707,0.00672639
Menen,34027,Nee,Personen met (equivalent) leefloon,2014,205,32964,0.00621891
Menen,34027,Nee,Personen met (equivalent) leefloon,2015,213,32905,0.00647318
Menen,34027,Nee,Personen met (equivalent) leefloon,2016,228,32877,0.00693494
Menen,34027,Nee,Personen met (equivalent) leefloon,2017,243,33112,0.00733873
Menen,34027,Nee,Personen met (equivalent) leefloon,2018,250,33190,0.00753239
Menen,34027,Nee,Personen met (equivalent) leefloon,2019,242,33385,0.00724876
Menen,34027,Nee,Personen met (equivalent) leefloon,2020,191,33540,0.00569469
Menen,34027,Nee,Personen met (equivalent) leefloon,2021,225,33708,0.00667497
Menen,34027,Nee,Personen met (equivalent) leefloon,2022,208,33982,0.00612089
Waregem,34040,Nee,Personen met (equivalent) leefloon,2003,127,35940,0.00353367
Waregem,34040,Nee,Personen met (equivalent) leefloon,2004,111,35977,0.0030853
Waregem,34040,Nee,Personen met (equivalent) leefloon,2005,82,35919,0.00228291
Waregem,34040,Nee,Personen met (equivalent) leefloon,2006,65,35852,0.00181301
