Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen met een (equivalent) leefloon,Aantal inwoners,Procent
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2007,43,10040,0.00428287
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2008,34,10245,0.00331869
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2009,23,10215,0.00225159
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2010,29,10298,0.00281608
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2011,31,10419,0.00297533
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2012,24,10539,0.00227726
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2013,23,10545,0.00218113
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2014,23,10630,0.00216369
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2015,16,10796,0.00148203
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2016,16,10915,0.00146587
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2017,21,11104,0.00189121
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2018,32,11172,0.0028643
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2019,40,11321,0.00353326
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2020,32,11408,0.00280505
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2021,36,11509,0.00312799
Hoeilaart,23033,Nee,Personen met (equivalent) leefloon,2022,35,11433,0.00306131
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2003,53,10802,0.0049065
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2004,46,10857,0.0042369
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2005,39,10937,0.00356588
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2006,39,10956,0.00355969
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2007,45,11060,0.00406872
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2008,41,11090,0.00369702
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2009,23,11174,0.00205835
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2010,25,11222,0.00222777
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2011,19,11243,0.00168994
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2012,16,11316,0.00141393
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2013,21,11470,0.00183086
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2014,19,11517,0.00164974
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2015,17,11597,0.0014659
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2016,20,11689,0.00171101
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2017,19,11768,0.00161455
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2018,32,11898,0.00268953
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2019,40,11972,0.00334113
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2020,39,12129,0.00321543
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2021,33,12280,0.0026873
Kampenhout,23038,Nee,Personen met (equivalent) leefloon,2022,27,12350,0.00218623
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2003,67,8813,0.00760241
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2004,76,8851,0.0085866
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2005,67,8872,0.00755185
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2006,51,8904,0.00572776
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2007,28,8916,0.00314042
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2008,23,8970,0.0025641
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2009,12,8911,0.00134665
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2010,18,9027,0.00199402
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2011,23,9083,0.0025322
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2012,16,9161,0.00174653
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2013,12,9244,0.00129814
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2014,16,9200,0.00173913
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2015,15,9316,0.00161013
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2016,22,9370,0.00234792
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2017,27,9382,0.00287785
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2018,29,9396,0.00308642
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2019,31,9413,0.00329332
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2020,33,9501,0.00347332
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2021,42,9524,0.00440991
Kapelle-op-den-Bos,23039,Nee,Personen met (equivalent) leefloon,2022,35,9610,0.00364204
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2003,86,11869,0.00724577
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2004,101,11880,0.00850168
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2005,99,11932,0.00829702
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2006,97,11920,0.00813758
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2007,91,12119,0.00750887
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2008,75,12210,0.00614251
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2009,69,12214,0.00564925
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2010,64,12354,0.00518051
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2011,56,12526,0.0044707
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2012,58,12646,0.00458643
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2013,68,12643,0.00537847
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2014,51,12818,0.00397878
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2015,55,12902,0.0042629
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2016,73,12919,0.00565059
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2017,58,13103,0.00442647
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2018,57,13188,0.00432211
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2019,72,13295,0.00541557
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2020,71,13397,0.00529969
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2021,112,13482,0.00830737
Liedekerke,23044,Nee,Personen met (equivalent) leefloon,2022,91,13651,0.00666618
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2003,96,17185,0.00558627
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2004,76,17305,0.00439179
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2005,55,17340,0.00317186
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2006,57,17435,0.00326929
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2007,50,17452,0.002865
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2008,35,17525,0.00199715
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2009,31,17620,0.00175936
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2010,43,17655,0.00243557
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2011,30,17778,0.00168748
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2012,21,17869,0.00117522
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2013,19,17976,0.00105696
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2014,25,18055,0.00138466
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2015,36,18233,0.00197444
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2016,41,18274,0.00224362
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2017,59,18385,0.00320914
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2018,51,18620,0.00273899
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2019,63,18749,0.00336018
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2020,59,18861,0.00312815
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2021,76,19016,0.00399663
Londerzeel,23045,Nee,Personen met (equivalent) leefloon,2022,82,19136,0.00428512
Machelen,23047,Nee,Personen met (equivalent) leefloon,2003,94,12067,0.00778984
Machelen,23047,Nee,Personen met (equivalent) leefloon,2004,126,12111,0.0104038
Machelen,23047,Nee,Personen met (equivalent) leefloon,2005,175,12384,0.0141311
Machelen,23047,Nee,Personen met (equivalent) leefloon,2006,173,12500,0.01384
Machelen,23047,Nee,Personen met (equivalent) leefloon,2007,138,12792,0.010788
Machelen,23047,Nee,Personen met (equivalent) leefloon,2008,77,12953,0.00594457
Machelen,23047,Nee,Personen met (equivalent) leefloon,2009,78,13214,0.00590283
Machelen,23047,Nee,Personen met (equivalent) leefloon,2010,77,13330,0.00577644
Machelen,23047,Nee,Personen met (equivalent) leefloon,2011,101,13566,0.00744508
Machelen,23047,Nee,Personen met (equivalent) leefloon,2012,93,13738,0.00676954
Machelen,23047,Nee,Personen met (equivalent) leefloon,2013,92,13987,0.00657754
Machelen,23047,Nee,Personen met (equivalent) leefloon,2014,102,14271,0.00714736
Machelen,23047,Nee,Personen met (equivalent) leefloon,2015,107,14454,0.0074028
Machelen,23047,Nee,Personen met (equivalent) leefloon,2016,115,14764,0.00778922
Machelen,23047,Nee,Personen met (equivalent) leefloon,2017,130,15135,0.00858936
Machelen,23047,Nee,Personen met (equivalent) leefloon,2018,139,15417,0.00901602
Machelen,23047,Nee,Personen met (equivalent) leefloon,2019,133,15469,0.00859784
Machelen,23047,Nee,Personen met (equivalent) leefloon,2020,127,15605,0.00813842
Machelen,23047,Nee,Personen met (equivalent) leefloon,2021,163,15895,0.0102548
Machelen,23047,Nee,Personen met (equivalent) leefloon,2022,179,16108,0.0111125
Meise,23050,Nee,Personen met (equivalent) leefloon,2003,102,18482,0.00551888
Meise,23050,Nee,Personen met (equivalent) leefloon,2004,91,18427,0.00493841
Meise,23050,Nee,Personen met (equivalent) leefloon,2005,63,18509,0.00340375
Meise,23050,Nee,Personen met (equivalent) leefloon,2006,60,18464,0.00324957
Meise,23050,Nee,Personen met (equivalent) leefloon,2007,73,18545,0.00393637
Meise,23050,Nee,Personen met (equivalent) leefloon,2008,61,18466,0.00330337
Meise,23050,Nee,Personen met (equivalent) leefloon,2009,49,18378,0.00266623
Meise,23050,Nee,Personen met (equivalent) leefloon,2010,52,18382,0.00282885
Meise,23050,Nee,Personen met (equivalent) leefloon,2011,34,18338,0.00185407
Meise,23050,Nee,Personen met (equivalent) leefloon,2012,42,18418,0.00228038
Meise,23050,Nee,Personen met (equivalent) leefloon,2013,32,18417,0.00173753
Meise,23050,Nee,Personen met (equivalent) leefloon,2014,33,18569,0.00177716
Meise,23050,Nee,Personen met (equivalent) leefloon,2015,31,18612,0.00166559
Meise,23050,Nee,Personen met (equivalent) leefloon,2016,34,18742,0.00181411
Meise,23050,Nee,Personen met (equivalent) leefloon,2017,29,18925,0.00153236
Meise,23050,Nee,Personen met (equivalent) leefloon,2018,25,19164,0.00130453
Meise,23050,Nee,Personen met (equivalent) leefloon,2019,29,19411,0.001494
Meise,23050,Nee,Personen met (equivalent) leefloon,2020,31,19627,0.00157946
Meise,23050,Nee,Personen met (equivalent) leefloon,2021,38,19790,0.00192016
Meise,23050,Nee,Personen met (equivalent) leefloon,2022,23,19991,0.00115052
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2003,123,14436,0.00852037
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2004,142,14551,0.00975878
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2005,119,14663,0.00811567
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2006,98,14838,0.00660466
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2007,92,15053,0.00611174
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2008,98,15104,0.00648835
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2009,94,15140,0.00620872
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2010,122,15341,0.00795255
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2011,98,15558,0.00629901
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2012,100,15693,0.00637227
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2013,107,15866,0.00674398
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2014,92,15900,0.00578616
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2015,93,15920,0.00584171
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2016,90,16083,0.00559597
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2017,101,16100,0.00627329
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2018,107,16294,0.00656683
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2019,128,16583,0.00771875
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2020,107,16766,0.00638196
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2021,106,17154,0.00617932
Merchtem,23052,Nee,Personen met (equivalent) leefloon,2022,90,17507,0.0051408
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2003,50,11856,0.00421727
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2004,47,11986,0.00392124
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2005,44,12079,0.00364269
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2006,31,12239,0.00253289
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2007,46,12393,0.00371177
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2008,52,12578,0.0041342
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2009,43,13004,0.00330667
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2010,45,13270,0.00339111
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2011,44,13450,0.00327138
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2012,51,13679,0.00372834
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2013,51,13985,0.00364676
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2014,41,13975,0.00293381
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2015,41,14140,0.00289958
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2016,45,14208,0.00316723
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2017,26,14356,0.00181109
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2018,52,14378,0.00361664
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2019,66,14547,0.00453702
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2020,53,14746,0.0035942
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2021,69,14793,0.00466437
Opwijk,23060,Nee,Personen met (equivalent) leefloon,2022,63,14828,0.00424872
Overijse,23062,Nee,Personen met (equivalent) leefloon,2003,153,23739,0.00644509
Overijse,23062,Nee,Personen met (equivalent) leefloon,2004,158,23955,0.0065957
Overijse,23062,Nee,Personen met (equivalent) leefloon,2005,160,24084,0.00664341
Overijse,23062,Nee,Personen met (equivalent) leefloon,2006,156,24067,0.0064819
Overijse,23062,Nee,Personen met (equivalent) leefloon,2007,123,24164,0.00509022
Overijse,23062,Nee,Personen met (equivalent) leefloon,2008,95,24368,0.00389856
Overijse,23062,Nee,Personen met (equivalent) leefloon,2009,68,24401,0.00278677
Overijse,23062,Nee,Personen met (equivalent) leefloon,2010,57,24430,0.0023332
Overijse,23062,Nee,Personen met (equivalent) leefloon,2011,38,24517,0.00154994
Overijse,23062,Nee,Personen met (equivalent) leefloon,2012,46,24716,0.00186114
Overijse,23062,Nee,Personen met (equivalent) leefloon,2013,38,24704,0.00153821
Overijse,23062,Nee,Personen met (equivalent) leefloon,2014,42,24643,0.00170434
Overijse,23062,Nee,Personen met (equivalent) leefloon,2015,38,24774,0.00153387
Overijse,23062,Nee,Personen met (equivalent) leefloon,2016,30,24959,0.00120197
Overijse,23062,Nee,Personen met (equivalent) leefloon,2017,42,25024,0.00167839
Overijse,23062,Nee,Personen met (equivalent) leefloon,2018,49,25169,0.00194684
Overijse,23062,Nee,Personen met (equivalent) leefloon,2019,52,25403,0.002047
Overijse,23062,Nee,Personen met (equivalent) leefloon,2020,54,25497,0.0021179
Overijse,23062,Nee,Personen met (equivalent) leefloon,2021,65,25655,0.00253362
Overijse,23062,Nee,Personen met (equivalent) leefloon,2022,65,25888,0.00251082
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2003,5,4280,0.00116822
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2004,4,4331,0.000923574
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2005,5,4347,0.00115022
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2006,5,4352,0.0011489
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2007,5,4357,0.00114758
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2008,6,4401,0.00136333
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2009,4,4391,0.000910954
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2010,6,4390,0.00136674
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2011,5,4445,0.00112486
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2012,6,4417,0.00135839
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2013,5,4436,0.00112714
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2014,1,4374,0.000228624
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2015,8,4402,0.00181736
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2016,8,4424,0.00180832
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2017,10,4409,0.00226809
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2018,10,4372,0.00228728
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2019,6,4479,0.00133958
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2020,14,4537,0.00308574
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2021,13,4499,0.00288953
Pepingen,23064,Nee,Personen met (equivalent) leefloon,2022,9,4507,0.00199689
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2003,243,30277,0.00802589
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2004,197,30485,0.00646219
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2005,182,30637,0.00594053
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2006,156,30846,0.00505738
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2007,134,30929,0.0043325
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2008,127,31119,0.00408111
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2009,121,31352,0.0038594
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2010,110,31572,0.0034841
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2011,113,31868,0.00354588
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2012,105,32246,0.00325622
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2013,117,32677,0.0035805
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2014,112,32933,0.00340084
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2015,102,33270,0.00306583
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2016,117,33512,0.00349129
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2017,107,33758,0.00316962
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2018,109,34038,0.0032023
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2019,126,34228,0.0036812
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2020,122,34621,0.00352387
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2021,147,35061,0.00419269
Sint-Pieters-Leeuw,23077,Nee,Personen met (equivalent) leefloon,2022,160,35486,0.00450882
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2003,9,10546,0.000853404
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2004,11,10664,0.00103151
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2005,13,10643,0.00122146
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2006,18,10835,0.00166128
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2007,15,10988,0.00136513
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2008,16,11196,0.00142908
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2009,13,11353,0.00114507
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2010,16,11435,0.00139921
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2011,13,11589,0.00112175
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2012,15,11640,0.00128866
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2013,12,11616,0.00103306
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2014,22,11744,0.0018733
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2015,22,11859,0.00185513
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2016,28,11924,0.00234821
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2017,19,11944,0.00159076
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2018,19,12090,0.00157155
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2019,18,12135,0.00148331
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2020,22,12279,0.00179168
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2021,22,12372,0.00177821
Steenokkerzeel,23081,Nee,Personen met (equivalent) leefloon,2022,27,12497,0.00216052
Ternat,23086,Nee,Personen met (equivalent) leefloon,2003,69,14513,0.00475436
Ternat,23086,Nee,Personen met (equivalent) leefloon,2004,80,14574,0.00548923
Ternat,23086,Nee,Personen met (equivalent) leefloon,2005,65,14597,0.00445297
Ternat,23086,Nee,Personen met (equivalent) leefloon,2006,53,14625,0.00362393
Ternat,23086,Nee,Personen met (equivalent) leefloon,2007,69,14765,0.00467321
Ternat,23086,Nee,Personen met (equivalent) leefloon,2008,46,14781,0.0031121
Ternat,23086,Nee,Personen met (equivalent) leefloon,2009,40,14964,0.00267308
Ternat,23086,Nee,Personen met (equivalent) leefloon,2010,40,15006,0.0026656
Ternat,23086,Nee,Personen met (equivalent) leefloon,2011,29,15071,0.00192423
Ternat,23086,Nee,Personen met (equivalent) leefloon,2012,29,15142,0.0019152
Ternat,23086,Nee,Personen met (equivalent) leefloon,2013,28,15318,0.00182791
Ternat,23086,Nee,Personen met (equivalent) leefloon,2014,18,15319,0.00117501
Ternat,23086,Nee,Personen met (equivalent) leefloon,2015,17,15335,0.00110858
Ternat,23086,Nee,Personen met (equivalent) leefloon,2016,20,15286,0.00130839
Ternat,23086,Nee,Personen met (equivalent) leefloon,2017,32,15428,0.00207415
Ternat,23086,Nee,Personen met (equivalent) leefloon,2018,43,15481,0.0027776
Ternat,23086,Nee,Personen met (equivalent) leefloon,2019,47,15746,0.00298489
Ternat,23086,Nee,Personen met (equivalent) leefloon,2020,49,16012,0.0030602
Ternat,23086,Nee,Personen met (equivalent) leefloon,2021,68,16144,0.00421209
Ternat,23086,Nee,Personen met (equivalent) leefloon,2022,75,16283,0.00460603
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2003,295,36033,0.00818694
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2004,276,36466,0.00756869
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2005,286,36956,0.00773893
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2006,224,37324,0.0060015
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2007,255,37964,0.00671689
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2008,218,38557,0.00565397
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2009,227,39097,0.00580607
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2010,207,39628,0.00522358
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2011,264,40493,0.00651965
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2012,220,41005,0.0053652
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2013,190,41432,0.00458583
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2014,209,41843,0.00499486
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2015,228,42418,0.00537508
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2016,307,43017,0.00713671
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2017,342,43653,0.00783451
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2018,341,44015,0.00774736
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2019,367,44727,0.00820533
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2020,380,45495,0.00835257
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2021,452,45715,0.00988735
Vilvoorde,23088,Nee,Personen met (equivalent) leefloon,2022,475,46354,0.0102472
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2003,217,27758,0.00781757
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2004,207,28070,0.00737442
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2005,198,28526,0.00694104
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2006,182,28651,0.00635231
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2007,207,29034,0.00712957
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2008,164,29530,0.00555367
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2009,142,29907,0.00474805
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2010,181,30446,0.00594495
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2011,147,31243,0.00470505
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2012,142,31715,0.00447738
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2013,140,31960,0.00438048
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2014,128,32388,0.00395208
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2015,120,32678,0.0036722
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2016,107,33034,0.00323909
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2017,114,33385,0.00341471
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2018,107,33806,0.00316512
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2019,123,34368,0.00357891
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2020,110,34782,0.00316256
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2021,174,35184,0.00494543
Zaventem,23094,Nee,Personen met (equivalent) leefloon,2022,174,35916,0.00484464
Zemst,23096,Nee,Personen met (equivalent) leefloon,2003,109,20975,0.00519666
Zemst,23096,Nee,Personen met (equivalent) leefloon,2004,94,21029,0.00447002
Zemst,23096,Nee,Personen met (equivalent) leefloon,2005,80,21171,0.00377875
Zemst,23096,Nee,Personen met (equivalent) leefloon,2006,54,21327,0.002532
Zemst,23096,Nee,Personen met (equivalent) leefloon,2007,39,21553,0.00180949
