Gemeente,NIS-code,Centrumstad,Indicator,Jaar,Aantal kinderen van 0 tot en met 17 jaar dat leeft in een gezin met zeer lage werkintensiteit,Aantal inwoners van 0 tot en met 17 jaar (KSZ-cijfers),Procent
Schoten,11040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,526,6288,0.0836514
Schoten,11040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,533,6350,0.083937
Schoten,11040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,578,6359,0.0908948
Schoten,11040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,563,6389,0.0881202
Schoten,11040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,528,6420,0.082243
Schoten,11040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,459,6402,0.0716963
Schoten,11040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,457,6347,0.0720025
Stabroek,11044,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,123,3588,0.0342809
Stabroek,11044,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,176,3619,0.0486322
Stabroek,11044,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,166,3606,0.0460344
Stabroek,11044,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,207,3625,0.0571034
Stabroek,11044,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,197,3655,0.0538988
Stabroek,11044,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,204,3682,0.0554047
Stabroek,11044,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,217,3686,0.0588714
Stabroek,11044,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,223,3693,0.0603845
Stabroek,11044,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,242,3666,0.066012
Stabroek,11044,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,228,3629,0.0628272
Stabroek,11044,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,184,3598,0.0511395
Stabroek,11044,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,181,3582,0.0505304
Wijnegem,11050,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,87,1671,0.0520646
Wijnegem,11050,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,107,1632,0.0655637
Wijnegem,11050,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,111,1609,0.0689869
Wijnegem,11050,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,109,1592,0.0684673
Wijnegem,11050,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,104,1642,0.0633374
Wijnegem,11050,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,110,1626,0.0676507
Wijnegem,11050,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,124,1669,0.074296
Wijnegem,11050,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,145,1695,0.0855457
Wijnegem,11050,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,130,1766,0.0736127
Wijnegem,11050,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,116,1753,0.0661723
Wijnegem,11050,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,130,1778,0.0731159
Wijnegem,11050,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,116,1829,0.0634226
Wommelgem,11052,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,105,2471,0.0424929
Wommelgem,11052,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,118,2417,0.0488209
Wommelgem,11052,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,109,2381,0.0457791
Wommelgem,11052,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,97,2374,0.0408593
Wommelgem,11052,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,101,2341,0.043144
Wommelgem,11052,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,130,2338,0.0556031
Wommelgem,11052,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,134,2331,0.0574861
Wommelgem,11052,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,104,2289,0.0454347
Wommelgem,11052,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,132,2370,0.0556962
Wommelgem,11052,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,132,2383,0.0553924
Wommelgem,11052,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,131,2382,0.0549958
Wommelgem,11052,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,155,2451,0.0632395
Wuustwezel,11053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,250,4114,0.0607681
Wuustwezel,11053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,270,4129,0.0653911
Wuustwezel,11053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,324,4102,0.0789859
Wuustwezel,11053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,307,4120,0.0745146
Wuustwezel,11053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,319,4126,0.0773146
Wuustwezel,11053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,293,4092,0.0716031
Wuustwezel,11053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,292,4094,0.0713239
Wuustwezel,11053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,286,4037,0.0708447
Wuustwezel,11053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,297,4050,0.0733333
Wuustwezel,11053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,282,4066,0.0693556
Wuustwezel,11053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,273,4047,0.0674574
Wuustwezel,11053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,281,4084,0.0688051
Zandhoven,11054,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,77,2301,0.0334637
Zandhoven,11054,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,80,2272,0.0352113
Zandhoven,11054,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,89,2265,0.0392936
Zandhoven,11054,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,76,2238,0.0339589
Zandhoven,11054,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,100,2266,0.0441306
Zandhoven,11054,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,112,2233,0.0501567
Zandhoven,11054,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,98,2172,0.0451197
Zandhoven,11054,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,102,2155,0.0473318
Zandhoven,11054,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,78,2168,0.0359779
Zandhoven,11054,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,98,2244,0.043672
Zandhoven,11054,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,99,2262,0.0437666
Zandhoven,11054,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,102,2287,0.0445999
Zoersel,11055,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,200,4185,0.0477897
Zoersel,11055,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,184,4137,0.0444767
Zoersel,11055,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,246,4123,0.0596653
Zoersel,11055,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,231,4099,0.0563552
Zoersel,11055,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,231,4102,0.056314
Zoersel,11055,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,183,3970,0.0460957
Zoersel,11055,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,196,3920,0.05
Zoersel,11055,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,193,3891,0.0496016
Zoersel,11055,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,206,3883,0.0530518
Zoersel,11055,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,174,3811,0.0456573
Zoersel,11055,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,218,3887,0.0560844
Zoersel,11055,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,168,3884,0.0432544
Zwijndrecht,11056,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,244,3353,0.0727707
Zwijndrecht,11056,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,261,3394,0.0769004
Zwijndrecht,11056,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,280,3419,0.0818953
Zwijndrecht,11056,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,286,3385,0.0844904
Zwijndrecht,11056,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,355,3478,0.10207
Zwijndrecht,11056,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,343,3534,0.0970572
Zwijndrecht,11056,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,335,3507,0.0955232
Zwijndrecht,11056,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,312,3568,0.0874439
Zwijndrecht,11056,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,354,3605,0.0981969
Zwijndrecht,11056,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,343,3672,0.0934096
Zwijndrecht,11056,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,350,3729,0.0938589
Zwijndrecht,11056,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,361,3842,0.0939615
Malle,11057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,129,3054,0.0422397
Malle,11057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,165,3017,0.0546901
Malle,11057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,165,2964,0.055668
Malle,11057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,142,2962,0.0479406
Malle,11057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,162,2970,0.0545455
Malle,11057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,185,2981,0.0620597
Malle,11057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,189,2934,0.0644172
Malle,11057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,186,2913,0.0638517
Malle,11057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,203,2937,0.0691181
Malle,11057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,182,2911,0.0625215
Malle,11057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,212,2953,0.0717914
Malle,11057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,216,2940,0.0734694
Berlaar,12002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,113,2057,0.0549344
Berlaar,12002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,108,2077,0.0519981
Berlaar,12002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,110,2048,0.0537109
Berlaar,12002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,103,2055,0.0501217
Berlaar,12002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,99,2069,0.0478492
Berlaar,12002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,108,2067,0.0522496
Berlaar,12002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,120,2083,0.0576092
Berlaar,12002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,123,2068,0.0594778
Berlaar,12002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,114,2091,0.0545194
Berlaar,12002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,116,2116,0.0548204
Berlaar,12002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,94,2088,0.0450192
Berlaar,12002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,106,2150,0.0493023
Bonheiden,12005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,132,2804,0.0470756
Bonheiden,12005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,133,2809,0.0473478
Bonheiden,12005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,103,2737,0.0376324
Bonheiden,12005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,99,2733,0.0362239
Bonheiden,12005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,123,2750,0.0447273
Bonheiden,12005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,103,2770,0.0371841
Bonheiden,12005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,114,2715,0.041989
Bonheiden,12005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,147,2651,0.0554508
Bonheiden,12005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,133,2674,0.0497382
Bonheiden,12005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,107,2668,0.0401049
Bonheiden,12005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,120,2712,0.0442478
Bonheiden,12005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,118,2765,0.0426763
Bornem,12007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,160,3980,0.040201
Bornem,12007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,197,3993,0.0493363
Bornem,12007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,198,3987,0.0496614
Bornem,12007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,208,3979,0.0522744
Bornem,12007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,210,3912,0.053681
Bornem,12007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,211,3857,0.0547057
Bornem,12007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,234,3816,0.0613208
Bornem,12007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,220,3777,0.0582473
Bornem,12007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,211,3723,0.0566747
Bornem,12007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,229,3741,0.0612136
Bornem,12007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,225,3744,0.0600962
Bornem,12007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,225,3678,0.0611746
Duffel,12009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,123,3156,0.0389734
Duffel,12009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,164,3166,0.0518004
Duffel,12009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,156,3222,0.0484171
Duffel,12009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,170,3273,0.0519401
Duffel,12009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,207,3301,0.0627083
Duffel,12009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,229,3326,0.0688515
Duffel,12009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,227,3316,0.068456
Duffel,12009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,263,3303,0.0796246
Duffel,12009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,269,3302,0.0814658
Duffel,12009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,224,3268,0.0685435
Duffel,12009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,231,3299,0.0700212
Duffel,12009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,212,3329,0.0636828
Heist-op-den-Berg,12014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,362,7282,0.0497116
Heist-op-den-Berg,12014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,420,7323,0.0573535
Heist-op-den-Berg,12014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,449,7363,0.0609806
Heist-op-den-Berg,12014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,420,7349,0.0571506
Heist-op-den-Berg,12014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,466,7369,0.0632379
Heist-op-den-Berg,12014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,470,7442,0.0631551
Heist-op-den-Berg,12014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,514,7497,0.0685608
Heist-op-den-Berg,12014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,521,7511,0.0693649
Heist-op-den-Berg,12014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,472,7511,0.0628412
Heist-op-den-Berg,12014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,448,7506,0.0596856
Heist-op-den-Berg,12014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,428,7498,0.0570819
Heist-op-den-Berg,12014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,441,7544,0.0584571
Lier,12021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,413,6299,0.065566
Lier,12021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,481,6357,0.0756646
Lier,12021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,542,6340,0.085489
Lier,12021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,566,6352,0.0891058
Lier,12021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,610,6387,0.0955065
Lier,12021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,588,6237,0.0942761
Lier,12021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,699,6253,0.111786
Lier,12021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,674,6256,0.107737
Lier,12021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,697,6248,0.111556
Lier,12021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,706,6326,0.111603
Lier,12021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,727,6476,0.112261
Lier,12021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,736,6563,0.112144
Mechelen,12025,Ja,Kinderen in gezin met zeer lage werkintensiteit,2009,2257,16980,0.132921
Mechelen,12025,Ja,Kinderen in gezin met zeer lage werkintensiteit,2010,2564,17220,0.148897
Mechelen,12025,Ja,Kinderen in gezin met zeer lage werkintensiteit,2011,2582,17519,0.147383
Mechelen,12025,Ja,Kinderen in gezin met zeer lage werkintensiteit,2012,2474,17732,0.139522
Mechelen,12025,Ja,Kinderen in gezin met zeer lage werkintensiteit,2013,2426,17905,0.135493
Mechelen,12025,Ja,Kinderen in gezin met zeer lage werkintensiteit,2014,2563,18161,0.141127
Mechelen,12025,Ja,Kinderen in gezin met zeer lage werkintensiteit,2015,2474,18330,0.13497
Mechelen,12025,Ja,Kinderen in gezin met zeer lage werkintensiteit,2016,2389,18513,0.129044
Mechelen,12025,Ja,Kinderen in gezin met zeer lage werkintensiteit,2017,2371,18869,0.125656
Mechelen,12025,Ja,Kinderen in gezin met zeer lage werkintensiteit,2018,2308,18960,0.12173
Mechelen,12025,Ja,Kinderen in gezin met zeer lage werkintensiteit,2019,2311,18934,0.122056
Mechelen,12025,Ja,Kinderen in gezin met zeer lage werkintensiteit,2020,2170,18964,0.114427
Nijlen,12026,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,151,4090,0.0369193
Nijlen,12026,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,165,4108,0.0401655
Nijlen,12026,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,160,4120,0.038835
Nijlen,12026,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,155,4197,0.0369311
Nijlen,12026,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,171,4209,0.0406272
Nijlen,12026,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,205,4264,0.0480769
Nijlen,12026,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,189,4342,0.0435283
Nijlen,12026,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,192,4317,0.0444753
Nijlen,12026,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,174,4322,0.0402591
Nijlen,12026,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,176,4334,0.0406091
Nijlen,12026,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,178,4304,0.0413569
Nijlen,12026,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,153,4306,0.0355318
Putte,12029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,113,2967,0.0380856
Putte,12029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,144,2951,0.048797
Putte,12029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,146,2977,0.0490427
Putte,12029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,161,3027,0.053188
Putte,12029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,172,3049,0.0564119
Putte,12029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,187,3122,0.0598975
Putte,12029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,166,3125,0.05312
Putte,12029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,162,3121,0.0519064
Putte,12029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,136,3150,0.0431746
Putte,12029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,160,3197,0.0500469
Putte,12029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,144,3268,0.0440636
Putte,12029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,140,3277,0.042722
Sint-Katelijne-Waver,12035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,139,4064,0.0342028
Sint-Katelijne-Waver,12035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,167,4080,0.0409314
Sint-Katelijne-Waver,12035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,155,4075,0.0380368
Sint-Katelijne-Waver,12035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,121,4044,0.0299209
Sint-Katelijne-Waver,12035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,155,4028,0.0384806
Sint-Katelijne-Waver,12035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,163,3986,0.0408931
Sint-Katelijne-Waver,12035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,169,4026,0.0419771
Sint-Katelijne-Waver,12035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,182,4047,0.0449716
Sint-Katelijne-Waver,12035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,156,4039,0.0386234
Sint-Katelijne-Waver,12035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,166,4051,0.0409775
Sint-Katelijne-Waver,12035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,164,4013,0.0408672
Sint-Katelijne-Waver,12035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,168,4099,0.0409856
Willebroek,12040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,429,5057,0.0848329
Willebroek,12040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,514,5161,0.0995931
Willebroek,12040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,595,5265,0.11301
