Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,"Totaal netto belastbaar inkomen 
(in miljoen euro)","Aantal fiscale aangiften 
(zonder nulaangiften)","Gemiddeld inkomen, per aangifte 
(in euro)"
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",1996,95.89,4433,21630.9
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",1997,99.31,4456,22286.8
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",1998,103.08,4510,22855.9
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",1999,105.75,4624,22869.8
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2000,109.57,4673,23447.5
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2001,117.03,4785,24457.7
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2002,123.69,4859,25455.9
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2003,127.987,5027,25460.0
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2004,134.816,5298,25446.5
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2005,137.783,5427,25388.4
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2006,145.523,5572,26116.8
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2007,154.236,5606,27512.7
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2008,161.698,5836,27706.9
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2009,166.11,5813,28575.7
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2010,167.376,5904,28349.5
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2011,175.374,5952,29464.7
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2012,183.635,5940,30915.0
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2013,191.174,5924,32271.1
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2014,202.297,6059,33387.9
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2015,206.109,6115,33705.4
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2016,208.343,6135,33959.8
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2017,219.349,6295,34844.9
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2018,224.716,6329,35505.8
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2019,231.781,6320,36674.2
Hemiksem,11018,Nee,"Gemiddeld inkomen, per aangifte",2020,239.383,6387,37479.7
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",1991,84.11,3390,24811.2
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",1992,90.58,3275,27658.0
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",1993,95.89,3261,29405.1
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",1994,97.55,3236,30145.2
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",1995,101.46,3387,29955.7
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",1996,102.23,3421,29883.1
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",1997,112.02,3519,31832.9
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",1998,114.44,3575,32011.2
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",1999,122.05,3613,33780.8
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2000,127.96,3711,34481.3
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2001,132.67,3732,35549.3
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2002,135.22,3782,35753.6
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2003,136.885,4285,31945.1
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2004,147.934,4387,33721.0
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2005,153.306,4493,34121.1
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2006,160.077,4603,34776.7
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2007,167.916,4581,36654.9
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2008,173.523,4575,37928.4
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2009,171.759,4534,37882.5
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2010,177.031,4492,39410.3
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2011,179.251,4481,40002.4
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2012,188.711,4450,42407.0
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2013,199.488,4456,44768.5
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2014,202.812,4461,45463.5
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2015,203.94,4476,45563.0
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2016,208.178,4518,46077.5
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2017,210.403,4538,46364.7
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2018,215.628,4506,47853.5
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2019,226.279,4556,49666.2
Hove,11021,Nee,"Gemiddeld inkomen, per aangifte",2020,237.476,4486,52937.2
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",1991,133.91,6334,21141.5
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",1992,150.1,6311,23783.9
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",1993,151.86,6386,23780.1
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",1994,158.85,6578,24148.7
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",1995,166.93,6761,24690.1
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",1996,173.97,6966,24974.2
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",1997,179.38,7018,25560.0
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",1998,189.79,7302,25991.5
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",1999,194.22,7312,26561.8
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2000,196.95,7379,26690.6
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2001,222.47,7684,28952.4
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2002,223.54,8128,27502.5
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2003,240.345,9175,26195.6
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2004,255.546,9218,27722.5
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2005,258.003,9334,27641.2
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2006,272.019,9525,28558.4
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2007,291.32,9655,30173.0
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2008,295.463,9652,30611.6
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2009,303.455,9700,31284.0
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2010,308.813,9861,31316.6
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2011,321.802,9896,32518.4
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2012,333.212,9788,34042.9
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2013,340.494,9835,34620.7
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2014,362.197,9881,36655.9
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2015,365.179,10129,36052.8
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2016,372.794,10175,36638.3
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2017,388.894,10348,37581.6
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2018,404.457,10378,38972.5
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2019,413.658,10401,39771.0
Kalmthout,11022,Nee,"Gemiddeld inkomen, per aangifte",2020,433.692,10463,41450.0
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",1991,239.86,10614,22598.5
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",1992,270.85,10482,25839.5
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",1993,280.22,10750,26067.0
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",1994,288.32,10910,26427.1
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",1995,300.32,11378,26394.8
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",1996,315.84,11707,26978.7
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",1997,315.05,11918,26434.8
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",1998,334.7,12114,27629.2
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",1999,346.96,12339,28119.0
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2000,351.9,12301,28607.4
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2001,375.74,12467,30138.8
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2002,391.75,12709,30824.6
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2003,397.784,13683,29071.4
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2004,419.793,14222,29517.1
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2005,446.499,14370,31071.6
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2006,452.717,14644,30914.8
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2007,474.423,14851,31945.6
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2008,490.103,14996,32682.2
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2009,512.992,15036,34117.6
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2010,523.766,15137,34601.7
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2011,529.853,15086,35122.2
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2012,551.942,14860,37142.8
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2013,556.198,14912,37298.7
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2014,586.448,15011,39067.9
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2015,598.316,15041,39779.0
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2016,604.08,15079,40061.0
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2017,618.491,15063,41060.3
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2018,640.956,15119,42394.1
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2019,660.695,15170,43552.7
Kapellen,11023,Nee,"Gemiddeld inkomen, per aangifte",2020,693.275,15195,45625.2
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",1991,175.56,7930,22138.7
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",1992,194.6,8093,24045.5
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",1993,203.74,8337,24438.0
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",1994,211.9,8164,25955.4
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",1995,220.43,8457,26064.8
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",1996,229.03,8662,26440.8
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",1997,238.67,8747,27285.9
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",1998,250.25,8992,27830.3
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",1999,258.52,9187,28139.8
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2000,274.47,9580,28650.3
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2001,288.9,9642,29962.7
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2002,304.4,10008,30415.7
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2003,311.425,10066,30938.3
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2004,319.719,10575,30233.5
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2005,330.648,10821,30556.1
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2006,346.652,11170,31034.2
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2007,363.237,11332,32054.1
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2008,377.634,11508,32814.9
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2009,383.057,11314,33856.9
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2010,392.773,11625,33786.9
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2011,412.721,11725,35200.1
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2012,430.9,11629,37053.9
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2013,437.378,11624,37627.1
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2014,460.808,11571,39824.4
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2015,456.065,11638,39187.6
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2016,471.197,11697,40283.6
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2017,489.058,11763,41576.0
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2018,494.524,11882,41619.6
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2019,509.861,11893,42870.7
Kontich,11024,Nee,"Gemiddeld inkomen, per aangifte",2020,524.267,11866,44182.3
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",1991,59.79,2892,20674.3
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",1992,66.04,2853,23147.6
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",1993,70.97,2922,24288.2
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",1994,73.85,3099,23830.3
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",1995,79.35,3203,24773.6
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",1996,82.87,3234,25624.6
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",1997,88.1,3283,26835.2
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",1998,93.63,3450,27139.1
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",1999,96.93,3646,26585.3
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2000,101.9,3698,27555.4
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2001,110.72,3846,28788.4
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2002,114.78,3685,31147.9
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2003,117.188,3744,31300.3
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2004,120.658,4010,30089.4
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2005,126.292,4284,29480.0
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2006,130.427,4372,29832.3
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2007,138.081,4509,30623.4
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2008,148.203,4576,32387.1
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2009,154.63,4598,33629.9
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2010,157.471,4725,33327.2
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2011,167.685,4765,35190.9
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2012,173.934,4745,36656.4
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2013,181.578,4801,37820.8
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2014,188.374,4795,39285.6
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2015,191.902,4851,39559.3
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2016,194.107,4844,40071.7
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2017,202.13,4847,41702.1
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2018,205.764,4861,42329.6
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2019,209.494,4770,43919.1
Lint,11025,Nee,"Gemiddeld inkomen, per aangifte",2020,212.034,4718,44941.4
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",1991,260.44,12089,21543.6
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",1992,277.14,11878,23332.2
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",1993,283.59,11801,24031.0
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",1994,286.99,11748,24428.8
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",1995,297.74,12160,24485.2
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",1996,302.36,12169,24846.7
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",1997,309.17,12274,25189.0
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",1998,326.48,12513,26091.3
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",1999,332.51,12773,26032.3
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2000,338.35,12900,26228.7
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2001,356.11,13022,27346.8
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2002,366.05,13280,27564.0
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2003,375.764,14081,26685.9
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2004,383.003,14282,26817.2
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2005,393.268,14384,27340.6
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2006,413.849,14544,28455.0
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2007,424.694,14626,29036.9
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2008,442.183,14763,29952.1
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2009,450.86,14679,30714.6
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2010,448.97,14625,30698.8
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2011,465.968,14710,31676.9
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2012,486.608,14500,33559.2
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2013,498.993,14540,34318.6
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2014,515.673,14658,35180.3
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2015,519.93,14784,35168.4
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2016,523.69,14859,35244.0
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2017,544.76,15029,36247.2
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2018,560.446,15114,37081.3
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2019,572.803,15040,38085.3
Mortsel,11029,Nee,"Gemiddeld inkomen, per aangifte",2020,586.31,14926,39281.1
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",1991,62.44,3309,18869.7
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",1992,67.38,3403,19800.2
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",1993,69.53,3511,19803.5
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",1994,69.78,3379,20651.1
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",1995,75.01,3640,20607.1
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",1996,82.8,3875,21367.7
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",1997,84.01,4017,20913.6
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",1998,90.37,4145,21802.2
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",1999,92.21,4168,22123.3
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2000,95.29,4181,22791.2
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2001,102.72,4376,23473.5
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2002,107.42,4481,23972.3
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2003,111.238,4530,24555.9
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2004,118.982,4877,24396.5
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2005,122.753,5097,24083.4
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2006,127.593,5218,24452.4
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2007,135.716,5377,25240.1
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2008,141.999,5397,26310.7
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2009,145.132,5353,27112.4
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2010,149.079,5465,27278.8
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2011,153.087,5430,28192.9
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2012,160.551,5403,29715.2
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2013,166.522,5482,30376.1
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2014,178.98,5604,31937.9
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2015,182.049,5698,31949.6
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2016,183.16,5712,32065.9
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2017,187.902,5777,32525.9
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2018,195.067,5845,33373.3
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2019,200.814,5818,34516.0
Niel,11030,Nee,"Gemiddeld inkomen, per aangifte",2020,209.289,5842,35824.9
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",1991,137.36,6642,20680.5
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",1992,151.09,6596,22906.3
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",1993,155.38,6578,23621.2
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",1994,161.5,6668,24220.2
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",1995,173.55,7046,24631.0
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",1996,180.42,7198,25065.3
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",1997,189.04,7333,25779.4
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",1998,198.33,7498,26451.1
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",1999,207.28,7680,26989.6
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2000,214.49,7778,27576.5
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2001,230.49,8009,28778.9
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2002,238.0,8039,29605.7
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2003,253.19,9437,26829.4
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2004,265.291,9535,27822.8
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2005,274.966,9725,28274.2
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2006,285.268,10002,28521.0
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2007,302.332,10169,29730.7
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2008,317.971,10272,30955.1
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2009,325.513,10354,31438.3
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2010,333.99,10450,31960.8
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2011,352.986,10436,33823.9
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2012,360.838,10401,34692.6
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2013,366.573,10471,35008.5
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2014,387.605,10583,36625.2
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2015,392.734,10670,36807.3
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2016,402.74,10774,37380.7
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2017,414.733,10818,38337.3
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2018,434.069,10870,39932.8
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2019,444.859,10871,40921.6
Ranst,11035,Nee,"Gemiddeld inkomen, per aangifte",2020,458.555,10857,42235.9
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",1991,121.47,5855,20746.4
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",1992,133.14,5864,22704.6
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",1993,138.32,5869,23567.9
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",1994,143.43,5923,24215.8
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",1995,150.79,6131,24594.7
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",1996,159.47,6321,25228.6
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",1997,161.35,6393,25238.5
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",1998,175.42,7509,23361.3
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",1999,182.56,7549,24183.3
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2000,190.98,7606,25109.1
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2001,199.59,7709,25890.5
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2002,210.68,7716,27304.3
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2003,216.49,7712,28071.8
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2004,223.816,8227,27205.0
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2005,228.88,8288,27615.8
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2006,240.017,8365,28693.0
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2007,250.472,8452,29634.7
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2008,258.488,8450,30590.3
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2009,262.666,8381,31340.7
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2010,269.811,8430,32006.1
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2011,281.369,8403,33484.4
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2012,293.732,8283,35462.0
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2013,299.631,8361,35836.7
Rumst,11037,Nee,"Gemiddeld inkomen, per aangifte",2014,309.177,8422,36710.6
