Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,"Aantal personen met een (equivalent) leefloon, met een IGO of GIB, met een IVT en/of met een IT",Aantal inwoners,Procent
Zulte,44081,Nee,Personen met sociale bijstandsuitkering,2022,305,15943,0.0191307
Deinze,44083,Nee,Personen met sociale bijstandsuitkering,2011,1286,41391,0.0310696
Deinze,44083,Nee,Personen met sociale bijstandsuitkering,2012,1288,41632,0.0309377
Deinze,44083,Nee,Personen met sociale bijstandsuitkering,2013,1271,41764,0.0304329
Deinze,44083,Nee,Personen met sociale bijstandsuitkering,2014,1244,41894,0.029694
Deinze,44083,Nee,Personen met sociale bijstandsuitkering,2015,1234,42419,0.0290907
Deinze,44083,Nee,Personen met sociale bijstandsuitkering,2016,1177,42738,0.0275399
Deinze,44083,Nee,Personen met sociale bijstandsuitkering,2017,1135,43016,0.0263855
Deinze,44083,Nee,Personen met sociale bijstandsuitkering,2018,1086,43264,0.0251017
Deinze,44083,Nee,Personen met sociale bijstandsuitkering,2019,1143,43571,0.026233
Deinze,44083,Nee,Personen met sociale bijstandsuitkering,2020,1132,43580,0.0259752
Deinze,44083,Nee,Personen met sociale bijstandsuitkering,2021,1200,43922,0.0273212
Deinze,44083,Nee,Personen met sociale bijstandsuitkering,2022,1216,44315,0.0274399
Aalter,44084,Nee,Personen met sociale bijstandsuitkering,2011,639,27904,0.0228999
Aalter,44084,Nee,Personen met sociale bijstandsuitkering,2012,626,28076,0.0222966
Aalter,44084,Nee,Personen met sociale bijstandsuitkering,2013,612,28237,0.0216737
Aalter,44084,Nee,Personen met sociale bijstandsuitkering,2014,624,28239,0.0220971
Aalter,44084,Nee,Personen met sociale bijstandsuitkering,2015,639,28250,0.0226195
Aalter,44084,Nee,Personen met sociale bijstandsuitkering,2016,626,28435,0.0220151
Aalter,44084,Nee,Personen met sociale bijstandsuitkering,2017,606,28563,0.0212163
Aalter,44084,Nee,Personen met sociale bijstandsuitkering,2018,579,28784,0.0201153
Aalter,44084,Nee,Personen met sociale bijstandsuitkering,2019,582,28906,0.0201342
Aalter,44084,Nee,Personen met sociale bijstandsuitkering,2020,589,29182,0.0201837
Aalter,44084,Nee,Personen met sociale bijstandsuitkering,2021,605,29242,0.0206894
Aalter,44084,Nee,Personen met sociale bijstandsuitkering,2022,604,29340,0.0205862
Lievegem,44085,Nee,Personen met sociale bijstandsuitkering,2011,618,25572,0.0241671
Lievegem,44085,Nee,Personen met sociale bijstandsuitkering,2012,624,25663,0.0243152
Lievegem,44085,Nee,Personen met sociale bijstandsuitkering,2013,618,25804,0.0239498
Lievegem,44085,Nee,Personen met sociale bijstandsuitkering,2014,630,25804,0.0244148
Lievegem,44085,Nee,Personen met sociale bijstandsuitkering,2015,621,25756,0.0241109
Lievegem,44085,Nee,Personen met sociale bijstandsuitkering,2016,623,25842,0.024108
Lievegem,44085,Nee,Personen met sociale bijstandsuitkering,2017,616,25812,0.0238649
Lievegem,44085,Nee,Personen met sociale bijstandsuitkering,2018,599,26007,0.0230323
Lievegem,44085,Nee,Personen met sociale bijstandsuitkering,2019,643,26162,0.0245776
Lievegem,44085,Nee,Personen met sociale bijstandsuitkering,2020,654,26310,0.0248575
Lievegem,44085,Nee,Personen met sociale bijstandsuitkering,2021,684,26441,0.0258689
Lievegem,44085,Nee,Personen met sociale bijstandsuitkering,2022,654,26657,0.0245339
Oudenaarde,45035,Nee,Personen met sociale bijstandsuitkering,2011,833,29967,0.0277972
Oudenaarde,45035,Nee,Personen met sociale bijstandsuitkering,2012,847,30248,0.0280019
Oudenaarde,45035,Nee,Personen met sociale bijstandsuitkering,2013,844,30412,0.0277522
Oudenaarde,45035,Nee,Personen met sociale bijstandsuitkering,2014,860,30641,0.028067
Oudenaarde,45035,Nee,Personen met sociale bijstandsuitkering,2015,849,30788,0.0275757
Oudenaarde,45035,Nee,Personen met sociale bijstandsuitkering,2016,833,30990,0.0268796
Oudenaarde,45035,Nee,Personen met sociale bijstandsuitkering,2017,809,30972,0.0261204
Oudenaarde,45035,Nee,Personen met sociale bijstandsuitkering,2018,816,31132,0.026211
Oudenaarde,45035,Nee,Personen met sociale bijstandsuitkering,2019,870,31393,0.0277132
Oudenaarde,45035,Nee,Personen met sociale bijstandsuitkering,2020,846,31612,0.026762
Oudenaarde,45035,Nee,Personen met sociale bijstandsuitkering,2021,888,31650,0.0280569
Oudenaarde,45035,Nee,Personen met sociale bijstandsuitkering,2022,932,31866,0.0292475
Ronse,45041,Nee,Personen met sociale bijstandsuitkering,2011,911,25176,0.0361853
Ronse,45041,Nee,Personen met sociale bijstandsuitkering,2012,922,25403,0.0362949
Ronse,45041,Nee,Personen met sociale bijstandsuitkering,2013,910,25565,0.0355955
Ronse,45041,Nee,Personen met sociale bijstandsuitkering,2014,925,25629,0.0360919
Ronse,45041,Nee,Personen met sociale bijstandsuitkering,2015,945,25783,0.0366521
Ronse,45041,Nee,Personen met sociale bijstandsuitkering,2016,963,25925,0.0371456
Ronse,45041,Nee,Personen met sociale bijstandsuitkering,2017,953,26092,0.0365246
Ronse,45041,Nee,Personen met sociale bijstandsuitkering,2018,974,26337,0.0369822
Ronse,45041,Nee,Personen met sociale bijstandsuitkering,2019,989,26479,0.0373504
Ronse,45041,Nee,Personen met sociale bijstandsuitkering,2020,1032,26374,0.0391294
Ronse,45041,Nee,Personen met sociale bijstandsuitkering,2021,1088,26510,0.0410411
Ronse,45041,Nee,Personen met sociale bijstandsuitkering,2022,1157,26702,0.0433301
Brakel,45059,Nee,Personen met sociale bijstandsuitkering,2011,306,14179,0.0215812
Brakel,45059,Nee,Personen met sociale bijstandsuitkering,2012,312,14330,0.0217725
Brakel,45059,Nee,Personen met sociale bijstandsuitkering,2013,324,14422,0.0224657
Brakel,45059,Nee,Personen met sociale bijstandsuitkering,2014,343,14476,0.0236944
Brakel,45059,Nee,Personen met sociale bijstandsuitkering,2015,340,14640,0.023224
Brakel,45059,Nee,Personen met sociale bijstandsuitkering,2016,343,14787,0.0231961
Brakel,45059,Nee,Personen met sociale bijstandsuitkering,2017,312,14797,0.0210854
Brakel,45059,Nee,Personen met sociale bijstandsuitkering,2018,302,14781,0.0204316
Brakel,45059,Nee,Personen met sociale bijstandsuitkering,2019,301,14801,0.0203365
Brakel,45059,Nee,Personen met sociale bijstandsuitkering,2020,301,14803,0.0203337
Brakel,45059,Nee,Personen met sociale bijstandsuitkering,2021,310,14762,0.0209999
Brakel,45059,Nee,Personen met sociale bijstandsuitkering,2022,313,14850,0.0210774
Kluisbergen,45060,Nee,Personen met sociale bijstandsuitkering,2011,166,6478,0.0256252
Kluisbergen,45060,Nee,Personen met sociale bijstandsuitkering,2012,179,6446,0.0277692
Kluisbergen,45060,Nee,Personen met sociale bijstandsuitkering,2013,177,6464,0.0273824
Kluisbergen,45060,Nee,Personen met sociale bijstandsuitkering,2014,182,6395,0.0284597
Kluisbergen,45060,Nee,Personen met sociale bijstandsuitkering,2015,183,6443,0.0284029
Kluisbergen,45060,Nee,Personen met sociale bijstandsuitkering,2016,177,6445,0.0274631
Kluisbergen,45060,Nee,Personen met sociale bijstandsuitkering,2017,170,6447,0.0263689
Kluisbergen,45060,Nee,Personen met sociale bijstandsuitkering,2018,170,6453,0.0263443
Kluisbergen,45060,Nee,Personen met sociale bijstandsuitkering,2019,166,6488,0.0255857
Kluisbergen,45060,Nee,Personen met sociale bijstandsuitkering,2020,176,6577,0.0267599
Kluisbergen,45060,Nee,Personen met sociale bijstandsuitkering,2021,169,6682,0.0252918
Kluisbergen,45060,Nee,Personen met sociale bijstandsuitkering,2022,177,6791,0.0260639
Wortegem-Petegem,45061,Nee,Personen met sociale bijstandsuitkering,2011,114,6273,0.0181731
Wortegem-Petegem,45061,Nee,Personen met sociale bijstandsuitkering,2012,104,6275,0.0165737
Wortegem-Petegem,45061,Nee,Personen met sociale bijstandsuitkering,2013,100,6310,0.0158479
Wortegem-Petegem,45061,Nee,Personen met sociale bijstandsuitkering,2014,103,6323,0.0162897
Wortegem-Petegem,45061,Nee,Personen met sociale bijstandsuitkering,2015,100,6332,0.0157928
Wortegem-Petegem,45061,Nee,Personen met sociale bijstandsuitkering,2016,102,6326,0.0161239
Wortegem-Petegem,45061,Nee,Personen met sociale bijstandsuitkering,2017,96,6399,0.0150023
Wortegem-Petegem,45061,Nee,Personen met sociale bijstandsuitkering,2018,104,6440,0.0161491
Wortegem-Petegem,45061,Nee,Personen met sociale bijstandsuitkering,2019,105,6397,0.0164139
Wortegem-Petegem,45061,Nee,Personen met sociale bijstandsuitkering,2020,100,6395,0.0156372
Wortegem-Petegem,45061,Nee,Personen met sociale bijstandsuitkering,2021,90,6445,0.0139643
Wortegem-Petegem,45061,Nee,Personen met sociale bijstandsuitkering,2022,101,6517,0.0154979
Horebeke,45062,Nee,Personen met sociale bijstandsuitkering,2011,43,2076,0.0207129
Horebeke,45062,Nee,Personen met sociale bijstandsuitkering,2012,40,2058,0.0194363
Horebeke,45062,Nee,Personen met sociale bijstandsuitkering,2013,48,2073,0.0231548
Horebeke,45062,Nee,Personen met sociale bijstandsuitkering,2014,46,2056,0.0223735
Horebeke,45062,Nee,Personen met sociale bijstandsuitkering,2015,47,2040,0.0230392
Horebeke,45062,Nee,Personen met sociale bijstandsuitkering,2016,42,2000,0.021
Horebeke,45062,Nee,Personen met sociale bijstandsuitkering,2017,35,2028,0.0172584
Horebeke,45062,Nee,Personen met sociale bijstandsuitkering,2018,35,2048,0.0170898
Horebeke,45062,Nee,Personen met sociale bijstandsuitkering,2019,34,2036,0.0166994
Horebeke,45062,Nee,Personen met sociale bijstandsuitkering,2020,33,2022,0.0163205
Horebeke,45062,Nee,Personen met sociale bijstandsuitkering,2021,38,2009,0.0189149
Horebeke,45062,Nee,Personen met sociale bijstandsuitkering,2022,34,2023,0.0168067
Lierde,45063,Nee,Personen met sociale bijstandsuitkering,2011,150,6497,0.0230876
Lierde,45063,Nee,Personen met sociale bijstandsuitkering,2012,151,6542,0.0230816
Lierde,45063,Nee,Personen met sociale bijstandsuitkering,2013,143,6522,0.0219258
Lierde,45063,Nee,Personen met sociale bijstandsuitkering,2014,142,6579,0.0215838
Lierde,45063,Nee,Personen met sociale bijstandsuitkering,2015,137,6548,0.0209224
Lierde,45063,Nee,Personen met sociale bijstandsuitkering,2016,138,6550,0.0210687
Lierde,45063,Nee,Personen met sociale bijstandsuitkering,2017,140,6563,0.0213317
Lierde,45063,Nee,Personen met sociale bijstandsuitkering,2018,139,6567,0.0211664
Lierde,45063,Nee,Personen met sociale bijstandsuitkering,2019,150,6616,0.0226723
Lierde,45063,Nee,Personen met sociale bijstandsuitkering,2020,155,6579,0.0235598
Lierde,45063,Nee,Personen met sociale bijstandsuitkering,2021,146,6626,0.0220344
Lierde,45063,Nee,Personen met sociale bijstandsuitkering,2022,154,6689,0.0230229
Maarkedal,45064,Nee,Personen met sociale bijstandsuitkering,2011,137,6448,0.0212469
Maarkedal,45064,Nee,Personen met sociale bijstandsuitkering,2012,128,6428,0.0199129
Maarkedal,45064,Nee,Personen met sociale bijstandsuitkering,2013,127,6350,0.02
Maarkedal,45064,Nee,Personen met sociale bijstandsuitkering,2014,124,6332,0.0195831
Maarkedal,45064,Nee,Personen met sociale bijstandsuitkering,2015,114,6341,0.0179782
Maarkedal,45064,Nee,Personen met sociale bijstandsuitkering,2016,116,6281,0.0184684
Maarkedal,45064,Nee,Personen met sociale bijstandsuitkering,2017,104,6353,0.0163702
Maarkedal,45064,Nee,Personen met sociale bijstandsuitkering,2018,106,6338,0.0167245
Maarkedal,45064,Nee,Personen met sociale bijstandsuitkering,2019,103,6343,0.0162384
Maarkedal,45064,Nee,Personen met sociale bijstandsuitkering,2020,102,6338,0.0160934
Maarkedal,45064,Nee,Personen met sociale bijstandsuitkering,2021,116,6362,0.0182333
Maarkedal,45064,Nee,Personen met sociale bijstandsuitkering,2022,116,6386,0.0181647
Zwalm,45065,Nee,Personen met sociale bijstandsuitkering,2011,197,8095,0.024336
Zwalm,45065,Nee,Personen met sociale bijstandsuitkering,2012,187,8045,0.0232443
Zwalm,45065,Nee,Personen met sociale bijstandsuitkering,2013,184,8070,0.0228005
Zwalm,45065,Nee,Personen met sociale bijstandsuitkering,2014,179,8070,0.0221809
Zwalm,45065,Nee,Personen met sociale bijstandsuitkering,2015,177,8047,0.0219958
Zwalm,45065,Nee,Personen met sociale bijstandsuitkering,2016,173,8040,0.0215174
Zwalm,45065,Nee,Personen met sociale bijstandsuitkering,2017,168,8099,0.0207433
Zwalm,45065,Nee,Personen met sociale bijstandsuitkering,2018,172,8134,0.0211458
Zwalm,45065,Nee,Personen met sociale bijstandsuitkering,2019,174,8148,0.0213549
Zwalm,45065,Nee,Personen met sociale bijstandsuitkering,2020,175,8167,0.0214277
Zwalm,45065,Nee,Personen met sociale bijstandsuitkering,2021,175,8224,0.0212792
Zwalm,45065,Nee,Personen met sociale bijstandsuitkering,2022,177,8244,0.0214702
Kruisem,45068,Nee,Personen met sociale bijstandsuitkering,2011,323,15344,0.0210506
Kruisem,45068,Nee,Personen met sociale bijstandsuitkering,2012,314,15424,0.0203579
Kruisem,45068,Nee,Personen met sociale bijstandsuitkering,2013,320,15507,0.0206358
Kruisem,45068,Nee,Personen met sociale bijstandsuitkering,2014,318,15580,0.0204108
Kruisem,45068,Nee,Personen met sociale bijstandsuitkering,2015,305,15667,0.0194677
Kruisem,45068,Nee,Personen met sociale bijstandsuitkering,2016,285,15664,0.0181946
Kruisem,45068,Nee,Personen met sociale bijstandsuitkering,2017,270,15580,0.0173299
Kruisem,45068,Nee,Personen met sociale bijstandsuitkering,2018,260,15638,0.0166262
Kruisem,45068,Nee,Personen met sociale bijstandsuitkering,2019,250,15641,0.0159836
Kruisem,45068,Nee,Personen met sociale bijstandsuitkering,2020,250,15743,0.0158801
Kruisem,45068,Nee,Personen met sociale bijstandsuitkering,2021,266,15750,0.0168889
Kruisem,45068,Nee,Personen met sociale bijstandsuitkering,2022,296,15876,0.0186445
Beveren,46003,Nee,Personen met sociale bijstandsuitkering,2011,1020,46518,0.021927
Beveren,46003,Nee,Personen met sociale bijstandsuitkering,2012,1024,46752,0.0219028
Beveren,46003,Nee,Personen met sociale bijstandsuitkering,2013,1039,46933,0.0221379
Beveren,46003,Nee,Personen met sociale bijstandsuitkering,2014,1049,47192,0.0222283
Beveren,46003,Nee,Personen met sociale bijstandsuitkering,2015,1055,47423,0.0222466
Beveren,46003,Nee,Personen met sociale bijstandsuitkering,2016,1082,47573,0.022744
Beveren,46003,Nee,Personen met sociale bijstandsuitkering,2017,1110,47946,0.023151
Beveren,46003,Nee,Personen met sociale bijstandsuitkering,2018,1129,48192,0.0234271
Beveren,46003,Nee,Personen met sociale bijstandsuitkering,2019,1130,48668,0.0232185
Beveren,46003,Nee,Personen met sociale bijstandsuitkering,2020,1178,49047,0.0240178
Beveren,46003,Nee,Personen met sociale bijstandsuitkering,2021,1231,49062,0.0250907
Beveren,46003,Nee,Personen met sociale bijstandsuitkering,2022,1239,49531,0.0250146
Kruibeke,46013,Nee,Personen met sociale bijstandsuitkering,2011,334,15946,0.0209457
Kruibeke,46013,Nee,Personen met sociale bijstandsuitkering,2012,330,16028,0.020589
Kruibeke,46013,Nee,Personen met sociale bijstandsuitkering,2013,338,16164,0.0209107
Kruibeke,46013,Nee,Personen met sociale bijstandsuitkering,2014,339,16306,0.0207899
Kruibeke,46013,Nee,Personen met sociale bijstandsuitkering,2015,337,16421,0.0205225
Kruibeke,46013,Nee,Personen met sociale bijstandsuitkering,2016,350,16541,0.0211595
Kruibeke,46013,Nee,Personen met sociale bijstandsuitkering,2017,352,16589,0.0212189
Kruibeke,46013,Nee,Personen met sociale bijstandsuitkering,2018,366,16657,0.0219727
Kruibeke,46013,Nee,Personen met sociale bijstandsuitkering,2019,371,16745,0.0221559
Kruibeke,46013,Nee,Personen met sociale bijstandsuitkering,2020,368,16846,0.0218449
Kruibeke,46013,Nee,Personen met sociale bijstandsuitkering,2021,371,16785,0.0221031
Kruibeke,46013,Nee,Personen met sociale bijstandsuitkering,2022,406,16980,0.0239105
Lokeren,46014,Nee,Personen met sociale bijstandsuitkering,2011,1186,39546,0.0299904
Lokeren,46014,Nee,Personen met sociale bijstandsuitkering,2012,1200,39882,0.0300888
Lokeren,46014,Nee,Personen met sociale bijstandsuitkering,2013,1247,40104,0.0310942
Lokeren,46014,Nee,Personen met sociale bijstandsuitkering,2014,1319,40332,0.0327036
Lokeren,46014,Nee,Personen met sociale bijstandsuitkering,2015,1284,40494,0.0317084
Lokeren,46014,Nee,Personen met sociale bijstandsuitkering,2016,1286,40626,0.0316546
Lokeren,46014,Nee,Personen met sociale bijstandsuitkering,2017,1315,41057,0.0320286
Lokeren,46014,Nee,Personen met sociale bijstandsuitkering,2018,1340,41438,0.0323375
Lokeren,46014,Nee,Personen met sociale bijstandsuitkering,2019,1345,41690,0.0322619
Lokeren,46014,Nee,Personen met sociale bijstandsuitkering,2020,1359,42044,0.0323233
Lokeren,46014,Nee,Personen met sociale bijstandsuitkering,2021,1427,42145,0.0338593
Lokeren,46014,Nee,Personen met sociale bijstandsuitkering,2022,1501,42703,0.0351498
Sint-Gillis-Waas,46020,Nee,Personen met sociale bijstandsuitkering,2011,379,18780,0.020181
Sint-Gillis-Waas,46020,Nee,Personen met sociale bijstandsuitkering,2012,374,18876,0.0198135
Sint-Gillis-Waas,46020,Nee,Personen met sociale bijstandsuitkering,2013,374,18968,0.0197174
Sint-Gillis-Waas,46020,Nee,Personen met sociale bijstandsuitkering,2014,376,19076,0.0197106
Sint-Gillis-Waas,46020,Nee,Personen met sociale bijstandsuitkering,2015,393,19235,0.0204315
Sint-Gillis-Waas,46020,Nee,Personen met sociale bijstandsuitkering,2016,396,19204,0.0206207
Sint-Gillis-Waas,46020,Nee,Personen met sociale bijstandsuitkering,2017,390,19252,0.0202576
Sint-Gillis-Waas,46020,Nee,Personen met sociale bijstandsuitkering,2018,385,19273,0.0199761
Sint-Gillis-Waas,46020,Nee,Personen met sociale bijstandsuitkering,2019,410,19370,0.0211668
Sint-Gillis-Waas,46020,Nee,Personen met sociale bijstandsuitkering,2020,423,19499,0.0216934
Sint-Gillis-Waas,46020,Nee,Personen met sociale bijstandsuitkering,2021,445,19590,0.0227157
Sint-Gillis-Waas,46020,Nee,Personen met sociale bijstandsuitkering,2022,448,19716,0.0227227
Sint-Niklaas,46021,Ja,Personen met sociale bijstandsuitkering,2011,2705,72366,0.0373794
Sint-Niklaas,46021,Ja,Personen met sociale bijstandsuitkering,2012,2689,72883,0.0368947
Sint-Niklaas,46021,Ja,Personen met sociale bijstandsuitkering,2013,2631,73280,0.0359034
Sint-Niklaas,46021,Ja,Personen met sociale bijstandsuitkering,2014,2682,73716,0.0363829
Sint-Niklaas,46021,Ja,Personen met sociale bijstandsuitkering,2015,2730,74289,0.0367484
Sint-Niklaas,46021,Ja,Personen met sociale bijstandsuitkering,2016,2902,75208,0.0385863
Sint-Niklaas,46021,Ja,Personen met sociale bijstandsuitkering,2017,3024,76028,0.0397748
Sint-Niklaas,46021,Ja,Personen met sociale bijstandsuitkering,2018,3115,76756,0.0405831
Sint-Niklaas,46021,Ja,Personen met sociale bijstandsuitkering,2019,3226,77679,0.0415299
Sint-Niklaas,46021,Ja,Personen met sociale bijstandsuitkering,2020,3265,78531,0.0415759
Sint-Niklaas,46021,Ja,Personen met sociale bijstandsuitkering,2021,3398,79357,0.0428192
Sint-Niklaas,46021,Ja,Personen met sociale bijstandsuitkering,2022,3454,80167,0.0430851
Stekene,46024,Nee,Personen met sociale bijstandsuitkering,2011,368,17439,0.0211021
Stekene,46024,Nee,Personen met sociale bijstandsuitkering,2012,373,17487,0.0213301
Stekene,46024,Nee,Personen met sociale bijstandsuitkering,2013,397,17575,0.0225889
Stekene,46024,Nee,Personen met sociale bijstandsuitkering,2014,405,17635,0.0229657
Stekene,46024,Nee,Personen met sociale bijstandsuitkering,2015,405,17782,0.0227758
Stekene,46024,Nee,Personen met sociale bijstandsuitkering,2016,411,17888,0.0229763
Stekene,46024,Nee,Personen met sociale bijstandsuitkering,2017,423,18102,0.0233676
Stekene,46024,Nee,Personen met sociale bijstandsuitkering,2018,444,18352,0.0241935
Stekene,46024,Nee,Personen met sociale bijstandsuitkering,2019,463,18445,0.0251017
Stekene,46024,Nee,Personen met sociale bijstandsuitkering,2020,448,18687,0.0239739
Stekene,46024,Nee,Personen met sociale bijstandsuitkering,2021,480,18863,0.0254466
Stekene,46024,Nee,Personen met sociale bijstandsuitkering,2022,495,19030,0.0260116
Temse,46025,Nee,Personen met sociale bijstandsuitkering,2011,634,28502,0.0222441
Temse,46025,Nee,Personen met sociale bijstandsuitkering,2012,657,28889,0.0227422
Temse,46025,Nee,Personen met sociale bijstandsuitkering,2013,672,29012,0.0231628
Temse,46025,Nee,Personen met sociale bijstandsuitkering,2014,689,29073,0.023699
Temse,46025,Nee,Personen met sociale bijstandsuitkering,2015,711,29182,0.0243643
Temse,46025,Nee,Personen met sociale bijstandsuitkering,2016,722,29194,0.0247311
Temse,46025,Nee,Personen met sociale bijstandsuitkering,2017,708,29515,0.0239878
Temse,46025,Nee,Personen met sociale bijstandsuitkering,2018,738,29528,0.0249932
Temse,46025,Nee,Personen met sociale bijstandsuitkering,2019,755,29926,0.0252289
Temse,46025,Nee,Personen met sociale bijstandsuitkering,2020,753,30196,0.0249371
Temse,46025,Nee,Personen met sociale bijstandsuitkering,2021,790,30287,0.0260838
Temse,46025,Nee,Personen met sociale bijstandsuitkering,2022,816,30635,0.0266362
As,71002,Nee,Personen met sociale bijstandsuitkering,2011,129,7856,0.0164206
As,71002,Nee,Personen met sociale bijstandsuitkering,2012,117,8004,0.0146177
As,71002,Nee,Personen met sociale bijstandsuitkering,2013,123,8060,0.0152605
As,71002,Nee,Personen met sociale bijstandsuitkering,2014,134,8020,0.0167082
As,71002,Nee,Personen met sociale bijstandsuitkering,2015,137,8119,0.016874
As,71002,Nee,Personen met sociale bijstandsuitkering,2016,136,8164,0.0166585
As,71002,Nee,Personen met sociale bijstandsuitkering,2017,124,8210,0.0151035
As,71002,Nee,Personen met sociale bijstandsuitkering,2018,118,8190,0.0144078
As,71002,Nee,Personen met sociale bijstandsuitkering,2019,122,8202,0.0148744
As,71002,Nee,Personen met sociale bijstandsuitkering,2020,120,8236,0.0145702
As,71002,Nee,Personen met sociale bijstandsuitkering,2021,132,8279,0.015944
As,71002,Nee,Personen met sociale bijstandsuitkering,2022,133,8246,0.016129
Beringen,71004,Nee,Personen met sociale bijstandsuitkering,2011,803,43203,0.0185867
Beringen,71004,Nee,Personen met sociale bijstandsuitkering,2012,817,43661,0.0187124
Beringen,71004,Nee,Personen met sociale bijstandsuitkering,2013,854,43975,0.0194201
Beringen,71004,Nee,Personen met sociale bijstandsuitkering,2014,916,44262,0.020695
Beringen,71004,Nee,Personen met sociale bijstandsuitkering,2015,977,44885,0.0217667
Beringen,71004,Nee,Personen met sociale bijstandsuitkering,2016,957,45242,0.0211529
Beringen,71004,Nee,Personen met sociale bijstandsuitkering,2017,1010,45704,0.0220987
Beringen,71004,Nee,Personen met sociale bijstandsuitkering,2018,1040,46065,0.0225768
Beringen,71004,Nee,Personen met sociale bijstandsuitkering,2019,1068,46346,0.0230441
Beringen,71004,Nee,Personen met sociale bijstandsuitkering,2020,1078,46598,0.023134
Beringen,71004,Nee,Personen met sociale bijstandsuitkering,2021,1072,46882,0.0228659
Beringen,71004,Nee,Personen met sociale bijstandsuitkering,2022,1097,47217,0.0232332
Diepenbeek,71011,Nee,Personen met sociale bijstandsuitkering,2011,325,18242,0.017816
Diepenbeek,71011,Nee,Personen met sociale bijstandsuitkering,2012,310,18377,0.0168689
Diepenbeek,71011,Nee,Personen met sociale bijstandsuitkering,2013,329,18542,0.0177435
Diepenbeek,71011,Nee,Personen met sociale bijstandsuitkering,2014,337,18666,0.0180542
Diepenbeek,71011,Nee,Personen met sociale bijstandsuitkering,2015,345,18757,0.0183931
Diepenbeek,71011,Nee,Personen met sociale bijstandsuitkering,2016,344,18906,0.0181953
Diepenbeek,71011,Nee,Personen met sociale bijstandsuitkering,2017,370,19086,0.0193859
Diepenbeek,71011,Nee,Personen met sociale bijstandsuitkering,2018,380,19137,0.0198568
Diepenbeek,71011,Nee,Personen met sociale bijstandsuitkering,2019,394,19031,0.0207031
Diepenbeek,71011,Nee,Personen met sociale bijstandsuitkering,2020,412,19090,0.021582
Diepenbeek,71011,Nee,Personen met sociale bijstandsuitkering,2021,422,19157,0.0220285
Diepenbeek,71011,Nee,Personen met sociale bijstandsuitkering,2022,449,19241,0.0233356
Genk,71016,Ja,Personen met sociale bijstandsuitkering,2011,1725,64987,0.0265438
Genk,71016,Ja,Personen met sociale bijstandsuitkering,2012,1736,65264,0.0265997
Genk,71016,Ja,Personen met sociale bijstandsuitkering,2013,1808,65224,0.0277199
Genk,71016,Ja,Personen met sociale bijstandsuitkering,2014,1892,65399,0.0289301
Genk,71016,Ja,Personen met sociale bijstandsuitkering,2015,1959,65463,0.0299253
Genk,71016,Ja,Personen met sociale bijstandsuitkering,2016,2010,65691,0.0305978
Genk,71016,Ja,Personen met sociale bijstandsuitkering,2017,2031,65986,0.0307793
Genk,71016,Ja,Personen met sociale bijstandsuitkering,2018,2048,66110,0.0309787
Genk,71016,Ja,Personen met sociale bijstandsuitkering,2019,2101,66227,0.0317242
Genk,71016,Ja,Personen met sociale bijstandsuitkering,2020,2165,66447,0.0325824
Genk,71016,Ja,Personen met sociale bijstandsuitkering,2021,2230,66673,0.0334468
Genk,71016,Ja,Personen met sociale bijstandsuitkering,2022,2290,67009,0.0341745
Gingelom,71017,Nee,Personen met sociale bijstandsuitkering,2011,184,8214,0.0224008
Gingelom,71017,Nee,Personen met sociale bijstandsuitkering,2012,196,8245,0.023772
Gingelom,71017,Nee,Personen met sociale bijstandsuitkering,2013,187,8297,0.0225383
Gingelom,71017,Nee,Personen met sociale bijstandsuitkering,2014,178,8291,0.0214691
Gingelom,71017,Nee,Personen met sociale bijstandsuitkering,2015,175,8383,0.0208756
Gingelom,71017,Nee,Personen met sociale bijstandsuitkering,2016,170,8377,0.0202937
Gingelom,71017,Nee,Personen met sociale bijstandsuitkering,2017,158,8394,0.018823
Gingelom,71017,Nee,Personen met sociale bijstandsuitkering,2018,151,8391,0.0179955
Gingelom,71017,Nee,Personen met sociale bijstandsuitkering,2019,162,8405,0.0192742
Gingelom,71017,Nee,Personen met sociale bijstandsuitkering,2020,166,8389,0.0197878
Gingelom,71017,Nee,Personen met sociale bijstandsuitkering,2021,165,8426,0.0195822
Gingelom,71017,Nee,Personen met sociale bijstandsuitkering,2022,166,8483,0.0195685
Halen,71020,Nee,Personen met sociale bijstandsuitkering,2011,217,9242,0.0234798
Halen,71020,Nee,Personen met sociale bijstandsuitkering,2012,222,9352,0.0237382
Halen,71020,Nee,Personen met sociale bijstandsuitkering,2013,226,9422,0.0239864
Halen,71020,Nee,Personen met sociale bijstandsuitkering,2014,233,9480,0.0245781
Halen,71020,Nee,Personen met sociale bijstandsuitkering,2015,231,9546,0.0241986
Halen,71020,Nee,Personen met sociale bijstandsuitkering,2016,241,9566,0.0251934
Halen,71020,Nee,Personen met sociale bijstandsuitkering,2017,226,9511,0.023762
Halen,71020,Nee,Personen met sociale bijstandsuitkering,2018,212,9461,0.0224078
Halen,71020,Nee,Personen met sociale bijstandsuitkering,2019,230,9427,0.024398
Halen,71020,Nee,Personen met sociale bijstandsuitkering,2020,215,9485,0.0226674
Halen,71020,Nee,Personen met sociale bijstandsuitkering,2021,222,9360,0.0237179
Halen,71020,Nee,Personen met sociale bijstandsuitkering,2022,231,9475,0.0243799
