Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,"Aantal personen met een (equivalent) leefloon, met een IGO of GIB, met een IVT en/of met een IT",Aantal inwoners,Procent
Galmaarden,23023,Nee,Personen met sociale bijstandsuitkering,2020,164,8836,0.0185604
Galmaarden,23023,Nee,Personen met sociale bijstandsuitkering,2021,169,8814,0.019174
Galmaarden,23023,Nee,Personen met sociale bijstandsuitkering,2022,183,8806,0.0207813
Gooik,23024,Nee,Personen met sociale bijstandsuitkering,2011,132,9104,0.0144991
Gooik,23024,Nee,Personen met sociale bijstandsuitkering,2012,135,9181,0.0147043
Gooik,23024,Nee,Personen met sociale bijstandsuitkering,2013,139,9156,0.0151813
Gooik,23024,Nee,Personen met sociale bijstandsuitkering,2014,151,9198,0.0164166
Gooik,23024,Nee,Personen met sociale bijstandsuitkering,2015,134,9218,0.0145368
Gooik,23024,Nee,Personen met sociale bijstandsuitkering,2016,142,9212,0.0154147
Gooik,23024,Nee,Personen met sociale bijstandsuitkering,2017,147,9238,0.0159125
Gooik,23024,Nee,Personen met sociale bijstandsuitkering,2018,150,9236,0.0162408
Gooik,23024,Nee,Personen met sociale bijstandsuitkering,2019,137,9170,0.01494
Gooik,23024,Nee,Personen met sociale bijstandsuitkering,2020,148,9189,0.0161062
Gooik,23024,Nee,Personen met sociale bijstandsuitkering,2021,160,9230,0.0173348
Gooik,23024,Nee,Personen met sociale bijstandsuitkering,2022,177,9392,0.0188458
Grimbergen,23025,Nee,Personen met sociale bijstandsuitkering,2011,607,35443,0.0171261
Grimbergen,23025,Nee,Personen met sociale bijstandsuitkering,2012,635,35810,0.0177325
Grimbergen,23025,Nee,Personen met sociale bijstandsuitkering,2013,632,36188,0.0174644
Grimbergen,23025,Nee,Personen met sociale bijstandsuitkering,2014,643,36524,0.0176049
Grimbergen,23025,Nee,Personen met sociale bijstandsuitkering,2015,654,36558,0.0178894
Grimbergen,23025,Nee,Personen met sociale bijstandsuitkering,2016,684,36742,0.0186163
Grimbergen,23025,Nee,Personen met sociale bijstandsuitkering,2017,706,37030,0.0190656
Grimbergen,23025,Nee,Personen met sociale bijstandsuitkering,2018,718,37355,0.019221
Grimbergen,23025,Nee,Personen met sociale bijstandsuitkering,2019,739,37542,0.0196846
Grimbergen,23025,Nee,Personen met sociale bijstandsuitkering,2020,731,37972,0.019251
Grimbergen,23025,Nee,Personen met sociale bijstandsuitkering,2021,773,38314,0.0201754
Grimbergen,23025,Nee,Personen met sociale bijstandsuitkering,2022,743,38539,0.0192792
Halle,23027,Nee,Personen met sociale bijstandsuitkering,2011,724,36277,0.0199575
Halle,23027,Nee,Personen met sociale bijstandsuitkering,2012,741,36852,0.0201075
Halle,23027,Nee,Personen met sociale bijstandsuitkering,2013,790,37104,0.0212915
Halle,23027,Nee,Personen met sociale bijstandsuitkering,2014,809,37453,0.0216004
Halle,23027,Nee,Personen met sociale bijstandsuitkering,2015,816,38023,0.0214607
Halle,23027,Nee,Personen met sociale bijstandsuitkering,2016,843,38289,0.0220168
Halle,23027,Nee,Personen met sociale bijstandsuitkering,2017,840,38680,0.0217166
Halle,23027,Nee,Personen met sociale bijstandsuitkering,2018,852,39096,0.0217925
Halle,23027,Nee,Personen met sociale bijstandsuitkering,2019,859,39540,0.0217248
Halle,23027,Nee,Personen met sociale bijstandsuitkering,2020,891,40182,0.0221741
Halle,23027,Nee,Personen met sociale bijstandsuitkering,2021,933,40656,0.0229486
Halle,23027,Nee,Personen met sociale bijstandsuitkering,2022,944,41284,0.022866
Herne,23032,Nee,Personen met sociale bijstandsuitkering,2011,115,6618,0.0173769
Herne,23032,Nee,Personen met sociale bijstandsuitkering,2012,106,6572,0.016129
Herne,23032,Nee,Personen met sociale bijstandsuitkering,2013,110,6560,0.0167683
Herne,23032,Nee,Personen met sociale bijstandsuitkering,2014,107,6565,0.0162986
Herne,23032,Nee,Personen met sociale bijstandsuitkering,2015,122,6612,0.0184513
Herne,23032,Nee,Personen met sociale bijstandsuitkering,2016,121,6617,0.0182862
Herne,23032,Nee,Personen met sociale bijstandsuitkering,2017,116,6592,0.0175971
Herne,23032,Nee,Personen met sociale bijstandsuitkering,2018,107,6643,0.0161072
Herne,23032,Nee,Personen met sociale bijstandsuitkering,2019,109,6665,0.0163541
Herne,23032,Nee,Personen met sociale bijstandsuitkering,2020,97,6699,0.0144798
Herne,23032,Nee,Personen met sociale bijstandsuitkering,2021,101,6706,0.0150611
Herne,23032,Nee,Personen met sociale bijstandsuitkering,2022,103,6743,0.0152751
Hoeilaart,23033,Nee,Personen met sociale bijstandsuitkering,2011,147,10419,0.0141088
Hoeilaart,23033,Nee,Personen met sociale bijstandsuitkering,2012,146,10539,0.0138533
Hoeilaart,23033,Nee,Personen met sociale bijstandsuitkering,2013,133,10545,0.0126126
Hoeilaart,23033,Nee,Personen met sociale bijstandsuitkering,2014,145,10630,0.0136406
Hoeilaart,23033,Nee,Personen met sociale bijstandsuitkering,2015,153,10796,0.0141719
Hoeilaart,23033,Nee,Personen met sociale bijstandsuitkering,2016,158,10915,0.0144755
Hoeilaart,23033,Nee,Personen met sociale bijstandsuitkering,2017,164,11104,0.0147695
Hoeilaart,23033,Nee,Personen met sociale bijstandsuitkering,2018,176,11172,0.0157537
Hoeilaart,23033,Nee,Personen met sociale bijstandsuitkering,2019,171,11321,0.0151047
Hoeilaart,23033,Nee,Personen met sociale bijstandsuitkering,2020,165,11408,0.0144635
Hoeilaart,23033,Nee,Personen met sociale bijstandsuitkering,2021,167,11509,0.0145104
Hoeilaart,23033,Nee,Personen met sociale bijstandsuitkering,2022,160,11433,0.0139946
Kampenhout,23038,Nee,Personen met sociale bijstandsuitkering,2011,177,11243,0.0157431
Kampenhout,23038,Nee,Personen met sociale bijstandsuitkering,2012,170,11316,0.015023
Kampenhout,23038,Nee,Personen met sociale bijstandsuitkering,2013,183,11470,0.0159547
Kampenhout,23038,Nee,Personen met sociale bijstandsuitkering,2014,183,11517,0.0158896
Kampenhout,23038,Nee,Personen met sociale bijstandsuitkering,2015,182,11597,0.0156937
Kampenhout,23038,Nee,Personen met sociale bijstandsuitkering,2016,189,11689,0.016169
Kampenhout,23038,Nee,Personen met sociale bijstandsuitkering,2017,182,11768,0.0154657
Kampenhout,23038,Nee,Personen met sociale bijstandsuitkering,2018,185,11898,0.0155488
Kampenhout,23038,Nee,Personen met sociale bijstandsuitkering,2019,197,11972,0.0164551
Kampenhout,23038,Nee,Personen met sociale bijstandsuitkering,2020,204,12129,0.0168192
Kampenhout,23038,Nee,Personen met sociale bijstandsuitkering,2021,197,12280,0.0160423
Kampenhout,23038,Nee,Personen met sociale bijstandsuitkering,2022,189,12350,0.0153036
Kapelle-op-den-Bos,23039,Nee,Personen met sociale bijstandsuitkering,2011,114,9083,0.0125509
Kapelle-op-den-Bos,23039,Nee,Personen met sociale bijstandsuitkering,2012,112,9161,0.0122257
Kapelle-op-den-Bos,23039,Nee,Personen met sociale bijstandsuitkering,2013,116,9244,0.0125487
Kapelle-op-den-Bos,23039,Nee,Personen met sociale bijstandsuitkering,2014,122,9200,0.0132609
Kapelle-op-den-Bos,23039,Nee,Personen met sociale bijstandsuitkering,2015,120,9316,0.0128811
Kapelle-op-den-Bos,23039,Nee,Personen met sociale bijstandsuitkering,2016,133,9370,0.0141942
Kapelle-op-den-Bos,23039,Nee,Personen met sociale bijstandsuitkering,2017,130,9382,0.0138563
Kapelle-op-den-Bos,23039,Nee,Personen met sociale bijstandsuitkering,2018,137,9396,0.0145807
Kapelle-op-den-Bos,23039,Nee,Personen met sociale bijstandsuitkering,2019,145,9413,0.0154042
Kapelle-op-den-Bos,23039,Nee,Personen met sociale bijstandsuitkering,2020,155,9501,0.0163141
Kapelle-op-den-Bos,23039,Nee,Personen met sociale bijstandsuitkering,2021,157,9524,0.0164847
Kapelle-op-den-Bos,23039,Nee,Personen met sociale bijstandsuitkering,2022,149,9610,0.0155047
Liedekerke,23044,Nee,Personen met sociale bijstandsuitkering,2011,300,12526,0.0239502
Liedekerke,23044,Nee,Personen met sociale bijstandsuitkering,2012,292,12646,0.0230903
Liedekerke,23044,Nee,Personen met sociale bijstandsuitkering,2013,296,12643,0.0234122
Liedekerke,23044,Nee,Personen met sociale bijstandsuitkering,2014,302,12818,0.0235606
Liedekerke,23044,Nee,Personen met sociale bijstandsuitkering,2015,302,12902,0.0234072
Liedekerke,23044,Nee,Personen met sociale bijstandsuitkering,2016,333,12919,0.025776
Liedekerke,23044,Nee,Personen met sociale bijstandsuitkering,2017,320,13103,0.0244219
Liedekerke,23044,Nee,Personen met sociale bijstandsuitkering,2018,304,13188,0.0230513
Liedekerke,23044,Nee,Personen met sociale bijstandsuitkering,2019,327,13295,0.0245957
Liedekerke,23044,Nee,Personen met sociale bijstandsuitkering,2020,343,13397,0.0256027
Liedekerke,23044,Nee,Personen met sociale bijstandsuitkering,2021,398,13482,0.0295208
Liedekerke,23044,Nee,Personen met sociale bijstandsuitkering,2022,398,13651,0.0291554
Londerzeel,23045,Nee,Personen met sociale bijstandsuitkering,2011,307,17778,0.0172685
Londerzeel,23045,Nee,Personen met sociale bijstandsuitkering,2012,286,17869,0.0160054
Londerzeel,23045,Nee,Personen met sociale bijstandsuitkering,2013,285,17976,0.0158545
Londerzeel,23045,Nee,Personen met sociale bijstandsuitkering,2014,296,18055,0.0163944
Londerzeel,23045,Nee,Personen met sociale bijstandsuitkering,2015,307,18233,0.0168376
Londerzeel,23045,Nee,Personen met sociale bijstandsuitkering,2016,308,18274,0.0168545
Londerzeel,23045,Nee,Personen met sociale bijstandsuitkering,2017,306,18385,0.016644
Londerzeel,23045,Nee,Personen met sociale bijstandsuitkering,2018,289,18620,0.0155209
Londerzeel,23045,Nee,Personen met sociale bijstandsuitkering,2019,321,18749,0.0171209
Londerzeel,23045,Nee,Personen met sociale bijstandsuitkering,2020,320,18861,0.0169662
Londerzeel,23045,Nee,Personen met sociale bijstandsuitkering,2021,336,19016,0.0176693
Londerzeel,23045,Nee,Personen met sociale bijstandsuitkering,2022,330,19136,0.017245
Machelen,23047,Nee,Personen met sociale bijstandsuitkering,2011,270,13566,0.0199027
Machelen,23047,Nee,Personen met sociale bijstandsuitkering,2012,263,13738,0.019144
Machelen,23047,Nee,Personen met sociale bijstandsuitkering,2013,273,13987,0.0195181
Machelen,23047,Nee,Personen met sociale bijstandsuitkering,2014,301,14271,0.0210917
Machelen,23047,Nee,Personen met sociale bijstandsuitkering,2015,333,14454,0.0230386
Machelen,23047,Nee,Personen met sociale bijstandsuitkering,2016,346,14764,0.0234354
Machelen,23047,Nee,Personen met sociale bijstandsuitkering,2017,362,15135,0.0239181
Machelen,23047,Nee,Personen met sociale bijstandsuitkering,2018,379,15417,0.0245833
Machelen,23047,Nee,Personen met sociale bijstandsuitkering,2019,371,15469,0.0239835
Machelen,23047,Nee,Personen met sociale bijstandsuitkering,2020,370,15605,0.0237103
Machelen,23047,Nee,Personen met sociale bijstandsuitkering,2021,414,15895,0.0260459
Machelen,23047,Nee,Personen met sociale bijstandsuitkering,2022,436,16108,0.0270673
Meise,23050,Nee,Personen met sociale bijstandsuitkering,2011,234,18338,0.0127604
Meise,23050,Nee,Personen met sociale bijstandsuitkering,2012,251,18418,0.013628
Meise,23050,Nee,Personen met sociale bijstandsuitkering,2013,239,18417,0.0129771
Meise,23050,Nee,Personen met sociale bijstandsuitkering,2014,245,18569,0.013194
Meise,23050,Nee,Personen met sociale bijstandsuitkering,2015,238,18612,0.0127874
Meise,23050,Nee,Personen met sociale bijstandsuitkering,2016,244,18742,0.0130189
Meise,23050,Nee,Personen met sociale bijstandsuitkering,2017,237,18925,0.0125231
Meise,23050,Nee,Personen met sociale bijstandsuitkering,2018,248,19164,0.0129409
Meise,23050,Nee,Personen met sociale bijstandsuitkering,2019,247,19411,0.0127247
Meise,23050,Nee,Personen met sociale bijstandsuitkering,2020,241,19627,0.012279
Meise,23050,Nee,Personen met sociale bijstandsuitkering,2021,253,19790,0.0127842
Meise,23050,Nee,Personen met sociale bijstandsuitkering,2022,250,19991,0.0125056
Merchtem,23052,Nee,Personen met sociale bijstandsuitkering,2011,297,15558,0.0190899
Merchtem,23052,Nee,Personen met sociale bijstandsuitkering,2012,300,15693,0.0191168
Merchtem,23052,Nee,Personen met sociale bijstandsuitkering,2013,311,15866,0.0196017
Merchtem,23052,Nee,Personen met sociale bijstandsuitkering,2014,309,15900,0.019434
Merchtem,23052,Nee,Personen met sociale bijstandsuitkering,2015,317,15920,0.0199121
Merchtem,23052,Nee,Personen met sociale bijstandsuitkering,2016,327,16083,0.020332
Merchtem,23052,Nee,Personen met sociale bijstandsuitkering,2017,341,16100,0.0211801
Merchtem,23052,Nee,Personen met sociale bijstandsuitkering,2018,347,16294,0.0212962
Merchtem,23052,Nee,Personen met sociale bijstandsuitkering,2019,375,16583,0.0226135
Merchtem,23052,Nee,Personen met sociale bijstandsuitkering,2020,350,16766,0.0208756
Merchtem,23052,Nee,Personen met sociale bijstandsuitkering,2021,347,17154,0.0202285
Merchtem,23052,Nee,Personen met sociale bijstandsuitkering,2022,339,17507,0.0193637
Opwijk,23060,Nee,Personen met sociale bijstandsuitkering,2011,265,13450,0.0197026
Opwijk,23060,Nee,Personen met sociale bijstandsuitkering,2012,259,13679,0.0189341
Opwijk,23060,Nee,Personen met sociale bijstandsuitkering,2013,264,13985,0.0188774
Opwijk,23060,Nee,Personen met sociale bijstandsuitkering,2014,264,13975,0.0188909
Opwijk,23060,Nee,Personen met sociale bijstandsuitkering,2015,262,14140,0.018529
Opwijk,23060,Nee,Personen met sociale bijstandsuitkering,2016,267,14208,0.0187922
Opwijk,23060,Nee,Personen met sociale bijstandsuitkering,2017,238,14356,0.0165784
Opwijk,23060,Nee,Personen met sociale bijstandsuitkering,2018,256,14378,0.017805
Opwijk,23060,Nee,Personen met sociale bijstandsuitkering,2019,271,14547,0.0186293
Opwijk,23060,Nee,Personen met sociale bijstandsuitkering,2020,261,14746,0.0176997
Opwijk,23060,Nee,Personen met sociale bijstandsuitkering,2021,270,14793,0.0182519
Opwijk,23060,Nee,Personen met sociale bijstandsuitkering,2022,275,14828,0.018546
Overijse,23062,Nee,Personen met sociale bijstandsuitkering,2011,338,24517,0.0137864
Overijse,23062,Nee,Personen met sociale bijstandsuitkering,2012,349,24716,0.0141204
Overijse,23062,Nee,Personen met sociale bijstandsuitkering,2013,344,24704,0.0139249
Overijse,23062,Nee,Personen met sociale bijstandsuitkering,2014,368,24643,0.0149332
Overijse,23062,Nee,Personen met sociale bijstandsuitkering,2015,370,24774,0.014935
Overijse,23062,Nee,Personen met sociale bijstandsuitkering,2016,374,24959,0.0149846
Overijse,23062,Nee,Personen met sociale bijstandsuitkering,2017,368,25024,0.0147059
Overijse,23062,Nee,Personen met sociale bijstandsuitkering,2018,371,25169,0.0147404
Overijse,23062,Nee,Personen met sociale bijstandsuitkering,2019,384,25403,0.0151163
Overijse,23062,Nee,Personen met sociale bijstandsuitkering,2020,379,25497,0.0148645
Overijse,23062,Nee,Personen met sociale bijstandsuitkering,2021,384,25655,0.0149678
Overijse,23062,Nee,Personen met sociale bijstandsuitkering,2022,393,25888,0.0151808
Pepingen,23064,Nee,Personen met sociale bijstandsuitkering,2011,57,4445,0.0128234
Pepingen,23064,Nee,Personen met sociale bijstandsuitkering,2012,57,4417,0.0129047
Pepingen,23064,Nee,Personen met sociale bijstandsuitkering,2013,58,4436,0.0130748
Pepingen,23064,Nee,Personen met sociale bijstandsuitkering,2014,58,4374,0.0132602
Pepingen,23064,Nee,Personen met sociale bijstandsuitkering,2015,67,4402,0.0152204
Pepingen,23064,Nee,Personen met sociale bijstandsuitkering,2016,68,4424,0.0153707
Pepingen,23064,Nee,Personen met sociale bijstandsuitkering,2017,70,4409,0.0158766
Pepingen,23064,Nee,Personen met sociale bijstandsuitkering,2018,68,4372,0.0155535
Pepingen,23064,Nee,Personen met sociale bijstandsuitkering,2019,64,4479,0.0142889
Pepingen,23064,Nee,Personen met sociale bijstandsuitkering,2020,73,4537,0.0160899
Pepingen,23064,Nee,Personen met sociale bijstandsuitkering,2021,73,4499,0.0162258
Pepingen,23064,Nee,Personen met sociale bijstandsuitkering,2022,70,4507,0.0155314
Sint-Pieters-Leeuw,23077,Nee,Personen met sociale bijstandsuitkering,2011,592,31868,0.0185766
Sint-Pieters-Leeuw,23077,Nee,Personen met sociale bijstandsuitkering,2012,590,32246,0.0182968
Sint-Pieters-Leeuw,23077,Nee,Personen met sociale bijstandsuitkering,2013,630,32677,0.0192796
Sint-Pieters-Leeuw,23077,Nee,Personen met sociale bijstandsuitkering,2014,653,32933,0.0198281
Sint-Pieters-Leeuw,23077,Nee,Personen met sociale bijstandsuitkering,2015,650,33270,0.0195371
Sint-Pieters-Leeuw,23077,Nee,Personen met sociale bijstandsuitkering,2016,650,33512,0.019396
Sint-Pieters-Leeuw,23077,Nee,Personen met sociale bijstandsuitkering,2017,637,33758,0.0188696
Sint-Pieters-Leeuw,23077,Nee,Personen met sociale bijstandsuitkering,2018,638,34038,0.0187438
Sint-Pieters-Leeuw,23077,Nee,Personen met sociale bijstandsuitkering,2019,669,34228,0.0195454
Sint-Pieters-Leeuw,23077,Nee,Personen met sociale bijstandsuitkering,2020,677,34621,0.0195546
Sint-Pieters-Leeuw,23077,Nee,Personen met sociale bijstandsuitkering,2021,733,35061,0.0209064
Sint-Pieters-Leeuw,23077,Nee,Personen met sociale bijstandsuitkering,2022,767,35486,0.0216142
Steenokkerzeel,23081,Nee,Personen met sociale bijstandsuitkering,2011,164,11589,0.0141514
Steenokkerzeel,23081,Nee,Personen met sociale bijstandsuitkering,2012,160,11640,0.0137457
Steenokkerzeel,23081,Nee,Personen met sociale bijstandsuitkering,2013,152,11616,0.0130854
Steenokkerzeel,23081,Nee,Personen met sociale bijstandsuitkering,2014,177,11744,0.0150715
Steenokkerzeel,23081,Nee,Personen met sociale bijstandsuitkering,2015,182,11859,0.015347
Steenokkerzeel,23081,Nee,Personen met sociale bijstandsuitkering,2016,186,11924,0.0155988
Steenokkerzeel,23081,Nee,Personen met sociale bijstandsuitkering,2017,174,11944,0.014568
Steenokkerzeel,23081,Nee,Personen met sociale bijstandsuitkering,2018,172,12090,0.0142266
Steenokkerzeel,23081,Nee,Personen met sociale bijstandsuitkering,2019,170,12135,0.0140091
Steenokkerzeel,23081,Nee,Personen met sociale bijstandsuitkering,2020,177,12279,0.0144149
Steenokkerzeel,23081,Nee,Personen met sociale bijstandsuitkering,2021,178,12372,0.0143873
Steenokkerzeel,23081,Nee,Personen met sociale bijstandsuitkering,2022,181,12497,0.0144835
Ternat,23086,Nee,Personen met sociale bijstandsuitkering,2011,218,15071,0.0144649
Ternat,23086,Nee,Personen met sociale bijstandsuitkering,2012,229,15142,0.0151235
Ternat,23086,Nee,Personen met sociale bijstandsuitkering,2013,232,15318,0.0151456
Ternat,23086,Nee,Personen met sociale bijstandsuitkering,2014,213,15319,0.0139043
Ternat,23086,Nee,Personen met sociale bijstandsuitkering,2015,212,15335,0.0138246
Ternat,23086,Nee,Personen met sociale bijstandsuitkering,2016,202,15286,0.0132147
Ternat,23086,Nee,Personen met sociale bijstandsuitkering,2017,218,15428,0.0141302
Ternat,23086,Nee,Personen met sociale bijstandsuitkering,2018,234,15481,0.0151153
Ternat,23086,Nee,Personen met sociale bijstandsuitkering,2019,256,15746,0.0162581
Ternat,23086,Nee,Personen met sociale bijstandsuitkering,2020,263,16012,0.0164252
Ternat,23086,Nee,Personen met sociale bijstandsuitkering,2021,282,16144,0.0174678
Ternat,23086,Nee,Personen met sociale bijstandsuitkering,2022,300,16283,0.0184241
Vilvoorde,23088,Nee,Personen met sociale bijstandsuitkering,2011,824,40493,0.0203492
Vilvoorde,23088,Nee,Personen met sociale bijstandsuitkering,2012,792,41005,0.0193147
Vilvoorde,23088,Nee,Personen met sociale bijstandsuitkering,2013,798,41432,0.0192605
Vilvoorde,23088,Nee,Personen met sociale bijstandsuitkering,2014,822,41843,0.0196449
Vilvoorde,23088,Nee,Personen met sociale bijstandsuitkering,2015,848,42418,0.0199915
Vilvoorde,23088,Nee,Personen met sociale bijstandsuitkering,2016,921,43017,0.0214101
Vilvoorde,23088,Nee,Personen met sociale bijstandsuitkering,2017,983,43653,0.0225185
Vilvoorde,23088,Nee,Personen met sociale bijstandsuitkering,2018,983,44015,0.0223333
Vilvoorde,23088,Nee,Personen met sociale bijstandsuitkering,2019,1027,44727,0.0229615
Vilvoorde,23088,Nee,Personen met sociale bijstandsuitkering,2020,1064,45495,0.0233872
Vilvoorde,23088,Nee,Personen met sociale bijstandsuitkering,2021,1187,45715,0.0259652
Vilvoorde,23088,Nee,Personen met sociale bijstandsuitkering,2022,1246,46354,0.0268801
Zaventem,23094,Nee,Personen met sociale bijstandsuitkering,2011,454,31243,0.0145313
Zaventem,23094,Nee,Personen met sociale bijstandsuitkering,2012,457,31715,0.0144096
Zaventem,23094,Nee,Personen met sociale bijstandsuitkering,2013,464,31960,0.0145181
Zaventem,23094,Nee,Personen met sociale bijstandsuitkering,2014,478,32388,0.0147586
Zaventem,23094,Nee,Personen met sociale bijstandsuitkering,2015,493,32678,0.0150866
Zaventem,23094,Nee,Personen met sociale bijstandsuitkering,2016,486,33034,0.0147121
Zaventem,23094,Nee,Personen met sociale bijstandsuitkering,2017,503,33385,0.0150666
Zaventem,23094,Nee,Personen met sociale bijstandsuitkering,2018,511,33806,0.0151157
Zaventem,23094,Nee,Personen met sociale bijstandsuitkering,2019,528,34368,0.0153631
Zaventem,23094,Nee,Personen met sociale bijstandsuitkering,2020,526,34782,0.0151228
Zaventem,23094,Nee,Personen met sociale bijstandsuitkering,2021,615,35184,0.0174795
Zaventem,23094,Nee,Personen met sociale bijstandsuitkering,2022,636,35916,0.017708
Zemst,23096,Nee,Personen met sociale bijstandsuitkering,2011,255,21960,0.011612
Zemst,23096,Nee,Personen met sociale bijstandsuitkering,2012,248,22249,0.0111466
Zemst,23096,Nee,Personen met sociale bijstandsuitkering,2013,249,22437,0.0110977
Zemst,23096,Nee,Personen met sociale bijstandsuitkering,2014,264,22587,0.0116881
Zemst,23096,Nee,Personen met sociale bijstandsuitkering,2015,263,22778,0.0115462
Zemst,23096,Nee,Personen met sociale bijstandsuitkering,2016,269,23068,0.0116612
Zemst,23096,Nee,Personen met sociale bijstandsuitkering,2017,289,23240,0.0124355
Zemst,23096,Nee,Personen met sociale bijstandsuitkering,2018,292,23325,0.0125188
Zemst,23096,Nee,Personen met sociale bijstandsuitkering,2019,278,23358,0.0119017
Zemst,23096,Nee,Personen met sociale bijstandsuitkering,2020,291,23260,0.0125107
Zemst,23096,Nee,Personen met sociale bijstandsuitkering,2021,288,23314,0.0123531
Zemst,23096,Nee,Personen met sociale bijstandsuitkering,2022,274,23306,0.0117566
Roosdaal,23097,Nee,Personen met sociale bijstandsuitkering,2011,233,11297,0.0206249
Roosdaal,23097,Nee,Personen met sociale bijstandsuitkering,2012,223,11260,0.0198046
Roosdaal,23097,Nee,Personen met sociale bijstandsuitkering,2013,228,11265,0.0202397
Roosdaal,23097,Nee,Personen met sociale bijstandsuitkering,2014,225,11277,0.0199521
Roosdaal,23097,Nee,Personen met sociale bijstandsuitkering,2015,208,11367,0.0182986
Roosdaal,23097,Nee,Personen met sociale bijstandsuitkering,2016,215,11494,0.0187054
Roosdaal,23097,Nee,Personen met sociale bijstandsuitkering,2017,209,11621,0.0179847
Roosdaal,23097,Nee,Personen met sociale bijstandsuitkering,2018,203,11629,0.0174564
Roosdaal,23097,Nee,Personen met sociale bijstandsuitkering,2019,210,11631,0.0180552
Roosdaal,23097,Nee,Personen met sociale bijstandsuitkering,2020,215,11665,0.0184312
Roosdaal,23097,Nee,Personen met sociale bijstandsuitkering,2021,213,11688,0.0182238
Roosdaal,23097,Nee,Personen met sociale bijstandsuitkering,2022,207,11735,0.0176395
Drogenbos,23098,Nee,Personen met sociale bijstandsuitkering,2011,144,4935,0.0291793
Drogenbos,23098,Nee,Personen met sociale bijstandsuitkering,2012,144,5013,0.0287253
Drogenbos,23098,Nee,Personen met sociale bijstandsuitkering,2013,134,5062,0.0264718
Drogenbos,23098,Nee,Personen met sociale bijstandsuitkering,2014,137,5093,0.0268997
Drogenbos,23098,Nee,Personen met sociale bijstandsuitkering,2015,149,5222,0.0285331
Drogenbos,23098,Nee,Personen met sociale bijstandsuitkering,2016,159,5372,0.0295979
Drogenbos,23098,Nee,Personen met sociale bijstandsuitkering,2017,165,5457,0.0302364
Drogenbos,23098,Nee,Personen met sociale bijstandsuitkering,2018,180,5599,0.0321486
Drogenbos,23098,Nee,Personen met sociale bijstandsuitkering,2019,181,5689,0.0318158
Drogenbos,23098,Nee,Personen met sociale bijstandsuitkering,2020,176,5653,0.0311339
Drogenbos,23098,Nee,Personen met sociale bijstandsuitkering,2021,190,5699,0.0333392
Drogenbos,23098,Nee,Personen met sociale bijstandsuitkering,2022,165,5770,0.0285962
Kraainem,23099,Nee,Personen met sociale bijstandsuitkering,2011,163,13402,0.0121624
Kraainem,23099,Nee,Personen met sociale bijstandsuitkering,2012,171,13585,0.0125874
Kraainem,23099,Nee,Personen met sociale bijstandsuitkering,2013,182,13556,0.0134258
Kraainem,23099,Nee,Personen met sociale bijstandsuitkering,2014,182,13570,0.0134119
Kraainem,23099,Nee,Personen met sociale bijstandsuitkering,2015,189,13697,0.0137986
Kraainem,23099,Nee,Personen met sociale bijstandsuitkering,2016,194,13713,0.0141472
Kraainem,23099,Nee,Personen met sociale bijstandsuitkering,2017,197,13657,0.0144248
Kraainem,23099,Nee,Personen met sociale bijstandsuitkering,2018,208,13690,0.0151936
Kraainem,23099,Nee,Personen met sociale bijstandsuitkering,2019,226,13730,0.0164603
Kraainem,23099,Nee,Personen met sociale bijstandsuitkering,2020,218,13853,0.0157367
Kraainem,23099,Nee,Personen met sociale bijstandsuitkering,2021,234,13847,0.016899
Kraainem,23099,Nee,Personen met sociale bijstandsuitkering,2022,230,13928,0.0165135
Linkebeek,23100,Nee,Personen met sociale bijstandsuitkering,2011,61,4805,0.0126951
Linkebeek,23100,Nee,Personen met sociale bijstandsuitkering,2012,58,4787,0.0121161
Linkebeek,23100,Nee,Personen met sociale bijstandsuitkering,2013,62,4807,0.0128979
Linkebeek,23100,Nee,Personen met sociale bijstandsuitkering,2014,60,4792,0.0125209
Linkebeek,23100,Nee,Personen met sociale bijstandsuitkering,2015,64,4745,0.0134879
Linkebeek,23100,Nee,Personen met sociale bijstandsuitkering,2016,80,4752,0.016835
Linkebeek,23100,Nee,Personen met sociale bijstandsuitkering,2017,73,4722,0.0154596
Linkebeek,23100,Nee,Personen met sociale bijstandsuitkering,2018,79,4760,0.0165966
Linkebeek,23100,Nee,Personen met sociale bijstandsuitkering,2019,85,4671,0.0181974
Linkebeek,23100,Nee,Personen met sociale bijstandsuitkering,2020,90,4696,0.0191652
Linkebeek,23100,Nee,Personen met sociale bijstandsuitkering,2021,95,4739,0.0200464
Linkebeek,23100,Nee,Personen met sociale bijstandsuitkering,2022,91,4709,0.0193247
Sint-Genesius-Rode,23101,Nee,Personen met sociale bijstandsuitkering,2011,232,17952,0.0129234
Sint-Genesius-Rode,23101,Nee,Personen met sociale bijstandsuitkering,2012,221,17934,0.012323
Sint-Genesius-Rode,23101,Nee,Personen met sociale bijstandsuitkering,2013,212,17926,0.0118264
Sint-Genesius-Rode,23101,Nee,Personen met sociale bijstandsuitkering,2014,219,18005,0.0121633
Sint-Genesius-Rode,23101,Nee,Personen met sociale bijstandsuitkering,2015,210,17955,0.0116959
Sint-Genesius-Rode,23101,Nee,Personen met sociale bijstandsuitkering,2016,237,18171,0.0130428
