Gemeente,NIS-code,Centrumstad,Indicator,Jaar,Procent
De Pinte,44012,Nee,Kansarmoede-index Kind en Gezin,2012,0.02151
De Pinte,44012,Nee,Kansarmoede-index Kind en Gezin,2013,0.01812
De Pinte,44012,Nee,Kansarmoede-index Kind en Gezin,2014,0.03559
De Pinte,44012,Nee,Kansarmoede-index Kind en Gezin,2015,0.05137
De Pinte,44012,Nee,Kansarmoede-index Kind en Gezin,2016,0.03846
De Pinte,44012,Nee,Kansarmoede-index Kind en Gezin,2017,0.02465
De Pinte,44012,Nee,Kansarmoede-index Kind en Gezin,2018,0.01873
De Pinte,44012,Nee,Kansarmoede-index Kind en Gezin,2019,0.01724
De Pinte,44012,Nee,Kansarmoede-index Kind en Gezin,2020,0.02941
De Pinte,44012,Nee,Kansarmoede-index Kind en Gezin,2021,0.02614
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2001,0.02169
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2002,0.00842
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2003,0.00632
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2004,0.01202
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2005,0.01381
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2006,0.01389
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2007,0.01316
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2008,0.02359
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2009,0.0206
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2010,0.01323
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2011,0.02347
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2012,0.03304
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2013,0.05009
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2014,0.03488
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2015,0.04938
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2016,0.03909
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2017,0.04665
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2018,0.03675
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2019,0.04505
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2020,0.04956
Destelbergen,44013,Nee,Kansarmoede-index Kind en Gezin,2021,0.03813
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2001,0.02964
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2002,0.03131
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2003,0.0423
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2004,0.0408
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2005,0.04198
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2006,0.03582
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2007,0.03451
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2008,0.03532
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2009,0.03311
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2010,0.04247
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2011,0.05181
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2012,0.06538
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2013,0.07336
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2014,0.07858
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2015,0.08349
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2016,0.08333
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2017,0.10403
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2018,0.09892
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2019,0.10766
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2020,0.10421
Evergem,44019,Nee,Kansarmoede-index Kind en Gezin,2021,0.09845
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2001,0.02057
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2002,0.02162
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2003,0.02874
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2004,0.02647
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2005,0.01497
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2006,0.02915
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2007,0.02882
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2008,0.01662
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2009,0.00862
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2010,0.0059
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2011,0.01897
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2012,0.02762
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2013,0.03552
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2014,0.02663
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2015,0.04444
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2016,0.05556
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2017,0.0625
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2018,0.0649
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2019,0.06997
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2020,0.0678
Gavere,44020,Nee,Kansarmoede-index Kind en Gezin,2021,0.0542
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2001,0.13564
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2002,0.1254
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2003,0.11646
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2004,0.10644
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2005,0.11214
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2006,0.1289
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2007,0.14733
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2008,0.15033
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2009,0.15111
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2010,0.1535
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2011,0.18175
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2012,0.20291
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2013,0.22727
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2014,0.22609
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2015,0.2215
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2016,0.21551
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2017,0.22764
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2018,0.22278
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2019,0.22001
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2020,0.20388
Gent,44021,Ja,Kansarmoede-index Kind en Gezin,2021,0.18553
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2001,0.01277
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2002,0.01764
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2003,0.01401
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2004,0.01261
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2005,0.01012
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2006,0.01189
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2007,0.01322
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2008,0.01414
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2009,0.01989
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2010,0.0098
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2011,0.02177
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2012,0.02591
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2013,0.03065
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2014,0.03746
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2015,0.04348
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2016,0.05299
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2017,0.0571
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2018,0.05079
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2019,0.07155
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2020,0.0765
Lochristi,44034,Nee,Kansarmoede-index Kind en Gezin,2021,0.08229
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2001,0.01749
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2002,0.01437
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2003,0.01111
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2004,0.00901
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2005,0.00885
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2006,0.01511
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2007,0.01739
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2008,0.01153
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2009,0.02381
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2010,0.0274
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2011,0.02545
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2012,0.01928
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2013,0.03467
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2014,0.04348
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2015,0.04032
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2016,0.05914
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2017,0.03495
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2018,0.04423
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2019,0.0458
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2020,0.06685
Melle,44040,Nee,Kansarmoede-index Kind en Gezin,2021,0.06349
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2001,0.0112
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2002,0.01333
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2003,0.00778
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2004,0.00152
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2005,0.00915
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2006,0.00882
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2007,0.00947
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2008,0.01418
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2009,0.01695
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2010,0.01693
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2011,0.02305
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2012,0.0249
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2013,0.02189
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2014,0.02009
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2015,0.02729
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2016,0.02628
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2017,0.02643
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2018,0.03099
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2019,0.03811
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2020,0.04641
Merelbeke,44043,Nee,Kansarmoede-index Kind en Gezin,2021,0.04178
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2001,0.03352
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2002,0.03704
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2003,0.03889
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2004,0.04118
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2005,0.02747
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2006,0.03571
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2007,0.01961
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2008,0.03153
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2009,0.03226
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2010,0.03415
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2011,0.03271
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2012,0.01327
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2013,0.01724
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2014,0.02885
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2015,0.04545
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2016,0.03371
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2017,0.08743
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2018,0.1
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2019,0.10588
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2020,0.03704
Moerbeke,44045,Nee,Kansarmoede-index Kind en Gezin,2021,0.05294
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2001,0.016
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2002,0.01351
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2003,0.01096
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2004,0.00845
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2005,0.01163
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2006,0.0152
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2007,0.02108
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2008,0.02096
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2009,0.02524
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2010,0.03492
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2011,0.0512
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2012,0.0413
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2013,0.03704
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2014,0.02181
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2015,0.03058
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2016,0.02469
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2017,0.02813
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2018,0.01923
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2019,0.04717
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2020,0.05016
Nazareth,44048,Nee,Kansarmoede-index Kind en Gezin,2021,0.05935
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2001,0.02055
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2002,0.02268
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2003,0.01887
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2004,0.01392
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2005,0.01691
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2006,0.02088
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2007,0.01415
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2008,0.00711
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2009,0.00476
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2010,0.01182
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2011,0.01852
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2012,0.02683
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2013,0.022
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2014,0.01463
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2015,0.01655
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2016,0.01768
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2017,0.01527
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2018,0.02604
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2019,0.03183
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2020,0.03166
Oosterzele,44052,Nee,Kansarmoede-index Kind en Gezin,2021,0.03636
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2001,0.00474
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2002,0.00909
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2003,0.00518
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2004,0.00529
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2005,0.0
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2006,0.0
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2007,0.0
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2008,0.00474
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2009,0.00485
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2010,0.00444
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2011,0.01357
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2012,0.02899
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2013,0.0396
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2014,0.0359
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2015,0.0137
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2016,0.0049
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2017,0.00493
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2018,0.01093
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2019,0.0
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2020,0.00565
Sint-Martens-Latem,44064,Nee,Kansarmoede-index Kind en Gezin,2021,0.01604
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2001,0.10619
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2002,0.09633
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2003,0.08333
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2004,0.06356
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2005,0.06148
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2006,0.08835
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2007,0.09483
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2008,0.12037
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2009,0.07921
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2010,0.05752
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2011,0.05714
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2012,0.05911
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2013,0.09744
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2014,0.09375
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2015,0.13706
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2016,0.08511
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2017,0.10732
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2018,0.10435
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2019,0.11064
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2020,0.09091
Wachtebeke,44073,Nee,Kansarmoede-index Kind en Gezin,2021,0.09836
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2001,0.01895
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2002,0.01426
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2003,0.00889
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2004,0.02455
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2005,0.02069
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2006,0.02864
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2007,0.02398
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2008,0.0262
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2009,0.03219
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2010,0.03411
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2011,0.04412
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2012,0.04244
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2013,0.05639
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2014,0.06413
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2015,0.06366
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2016,0.06237
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2017,0.05777
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2018,0.07356
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2019,0.06466
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2020,0.08444
Zulte,44081,Nee,Kansarmoede-index Kind en Gezin,2021,0.09729
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2001,0.03254
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2002,0.02293
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2003,0.02135
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2004,0.02213
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2005,0.01859
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2006,0.02005
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2007,0.03175
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2008,0.03592
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2009,0.03446
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2010,0.03268
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2011,0.05458
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2012,0.06061
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2013,0.06657
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2014,0.05959
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2015,0.05626
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2016,0.05719
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2017,0.06265
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2018,0.06193
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2019,0.07392
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2020,0.07068
Deinze,44083,Nee,Kansarmoede-index Kind en Gezin,2021,0.06576
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2001,0.02257
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2002,0.00855
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2003,0.01754
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2004,0.01391
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2005,0.0133
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2006,0.01368
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2007,0.01053
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2008,0.01412
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2009,0.02159
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2010,0.02235
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2011,0.02806
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2012,0.02703
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2013,0.02741
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2014,0.02506
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2015,0.02406
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2016,0.02883
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2017,0.04645
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2018,0.06274
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2019,0.0732
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2020,0.08354
Aalter,44084,Nee,Kansarmoede-index Kind en Gezin,2021,0.06724
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2001,0.03916
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2002,0.03808
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2003,0.04315
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2004,0.02656
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2005,0.02616
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2006,0.02983
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2007,0.03208
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2008,0.04485
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2009,0.04097
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2010,0.04657
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2011,0.05526
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2012,0.08203
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2013,0.10367
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2014,0.1123
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2015,0.11508
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2016,0.08275
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2017,0.10689
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2018,0.12376
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2019,0.1266
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2020,0.10201
Lievegem,44085,Nee,Kansarmoede-index Kind en Gezin,2021,0.07849
Oudenaarde,45035,Nee,Kansarmoede-index Kind en Gezin,2001,0.04867
Oudenaarde,45035,Nee,Kansarmoede-index Kind en Gezin,2002,0.04732
Oudenaarde,45035,Nee,Kansarmoede-index Kind en Gezin,2003,0.04051
Oudenaarde,45035,Nee,Kansarmoede-index Kind en Gezin,2004,0.03747
Oudenaarde,45035,Nee,Kansarmoede-index Kind en Gezin,2005,0.03394
Oudenaarde,45035,Nee,Kansarmoede-index Kind en Gezin,2006,0.04005
Oudenaarde,45035,Nee,Kansarmoede-index Kind en Gezin,2007,0.03886
Oudenaarde,45035,Nee,Kansarmoede-index Kind en Gezin,2008,0.04435
Oudenaarde,45035,Nee,Kansarmoede-index Kind en Gezin,2009,0.04171
Oudenaarde,45035,Nee,Kansarmoede-index Kind en Gezin,2010,0.04966
