Gemeente,NIS-code,Centrumstad,Indicator,Jaar,Procent
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2008,0.0485
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2009,0.03378
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2010,0.03002
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2011,0.08532
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2012,0.06814
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2013,0.05882
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2014,0.05532
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2015,0.08565
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2016,0.05325
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2017,0.05063
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2018,0.05051
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2019,0.07582
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2020,0.08163
Ravels,13035,Nee,Kansarmoede-index Kind en Gezin,2021,0.07277
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2001,0.01829
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2002,0.01942
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2003,0.01342
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2004,0.01881
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2005,0.01813
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2006,0.01479
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2007,0.01466
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2008,0.02247
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2009,0.03125
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2010,0.04839
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2011,0.04106
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2012,0.04611
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2013,0.05672
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2014,0.05444
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2015,0.05183
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2016,0.04389
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2017,0.02885
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2018,0.04255
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2019,0.06232
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2020,0.07977
Retie,13036,Nee,Kansarmoede-index Kind en Gezin,2021,0.07955
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2001,0.00802
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2002,0.0137
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2003,0.01734
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2004,0.01775
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2005,0.02332
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2006,0.01961
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2007,0.01393
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2008,0.02133
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2009,0.02358
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2010,0.03854
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2011,0.0518
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2012,0.06874
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2013,0.04126
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2014,0.03912
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2015,0.06388
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2016,0.0747
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2017,0.10769
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2018,0.12339
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2019,0.1105
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2020,0.10656
Rijkevorsel,13037,Nee,Kansarmoede-index Kind en Gezin,2021,0.09669
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2001,0.06758
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2002,0.07458
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2003,0.07063
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2004,0.07448
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2005,0.07846
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2006,0.10252
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2007,0.10625
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2008,0.11314
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2009,0.10557
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2010,0.10918
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2011,0.13681
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2012,0.17598
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2013,0.19822
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2014,0.1751
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2015,0.21039
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2016,0.23462
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2017,0.2729
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2018,0.2755
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2019,0.25481
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2020,0.25968
Turnhout,13040,Ja,Kansarmoede-index Kind en Gezin,2021,0.24105
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2001,0.01869
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2002,0.03608
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2003,0.01579
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2004,0.03125
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2005,0.0201
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2006,0.01942
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2007,0.01878
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2008,0.03636
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2009,0.03644
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2010,0.07547
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2011,0.05814
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2012,0.05063
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2013,0.02643
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2014,0.03493
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2015,0.03211
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2016,0.03004
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2017,0.02752
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2018,0.03524
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2019,0.06161
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2020,0.04717
Vorselaar,13044,Nee,Kansarmoede-index Kind en Gezin,2021,0.0628
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2001,0.01379
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2002,0.01706
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2003,0.01455
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2004,0.01186
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2005,0.00358
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2006,0.01056
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2007,0.00997
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2008,0.02151
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2009,0.02288
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2010,0.03927
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2011,0.04225
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2012,0.03878
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2013,0.03313
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2014,0.03439
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2015,0.02717
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2016,0.04222
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2017,0.05666
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2018,0.06706
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2019,0.08626
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2020,0.08955
Vosselaar,13046,Nee,Kansarmoede-index Kind en Gezin,2021,0.07879
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2001,0.01458
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2002,0.0146
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2003,0.01464
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2004,0.01192
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2005,0.01752
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2006,0.02241
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2007,0.02282
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2008,0.02442
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2009,0.0213
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2010,0.01805
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2011,0.01754
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2012,0.02581
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2013,0.03724
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2014,0.03725
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2015,0.03549
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2016,0.05195
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2017,0.05997
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2018,0.06761
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2019,0.06426
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2020,0.08497
Westerlo,13049,Nee,Kansarmoede-index Kind en Gezin,2021,0.08696
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2001,0.05337
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2002,0.04604
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2003,0.07487
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2004,0.06353
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2005,0.0561
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2006,0.04497
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2007,0.02703
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2008,0.02316
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2009,0.02808
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2010,0.03509
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2011,0.05738
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2012,0.05672
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2013,0.03509
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2014,0.05169
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2015,0.07066
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2016,0.08764
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2017,0.11379
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2018,0.11031
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2019,0.13801
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2020,0.11951
Laakdal,13053,Nee,Kansarmoede-index Kind en Gezin,2021,0.11211
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2001,0.05349
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2002,0.02922
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2003,0.02518
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2004,0.0161
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2005,0.01766
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2006,0.03152
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2007,0.02952
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2008,0.052
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2009,0.06089
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2010,0.07364
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2011,0.07866
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2012,0.10113
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2013,0.09623
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2014,0.0885
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2015,0.0968
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2016,0.09572
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2017,0.10254
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2018,0.08879
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2019,0.10474
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2020,0.10587
Asse,23002,Nee,Kansarmoede-index Kind en Gezin,2021,0.10471
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2001,0.01382
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2002,0.01391
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2003,0.00999
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2004,0.01741
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2005,0.02733
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2006,0.02696
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2007,0.03399
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2008,0.05563
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2009,0.07864
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2010,0.07311
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2011,0.07766
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2012,0.05387
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2013,0.0459
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2014,0.0545
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2015,0.05526
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2016,0.05594
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2017,0.05699
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2018,0.06011
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2019,0.05518
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2020,0.05073
Beersel,23003,Nee,Kansarmoede-index Kind en Gezin,2021,0.03846
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2001,0.01754
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2002,0.05172
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2003,0.05769
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2004,0.05882
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2005,0.02667
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2006,0.01205
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2007,0.01266
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2008,0.01351
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2009,0.01235
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2010,0.04902
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2011,0.06098
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2012,0.04478
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2013,0.01786
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2014,0.0
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2015,0.03571
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2016,0.05263
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2017,0.07547
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2018,0.04
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2019,0.06818
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2020,0.04167
Bever,23009,Nee,Kansarmoede-index Kind en Gezin,2021,0.01887
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2001,0.01627
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2002,0.01071
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2003,0.01592
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2004,0.00916
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2005,0.00894
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2006,0.01101
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2007,0.0217
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2008,0.03945
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2009,0.05027
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2010,0.0575
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2011,0.07972
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2012,0.08141
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2013,0.09332
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2014,0.08333
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2015,0.08045
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2016,0.09084
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2017,0.10559
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2018,0.11007
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2019,0.1055
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2020,0.08224
Dilbeek,23016,Nee,Kansarmoede-index Kind en Gezin,2021,0.07687
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2001,0.03587
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2002,0.03017
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2003,0.02419
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2004,0.01091
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2005,0.01111
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2006,0.00791
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2007,0.01429
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2008,0.01761
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2009,0.01678
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2010,0.02098
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2011,0.01128
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2012,0.00787
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2013,0.00844
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2014,0.00408
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2015,0.02469
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2016,0.0251
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2017,0.02532
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2018,0.04484
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2019,0.03404
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2020,0.02893
Galmaarden,23023,Nee,Kansarmoede-index Kind en Gezin,2021,0.02575
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2001,0.00328
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2002,0.0
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2003,0.00388
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2004,0.00806
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2005,0.0082
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2006,0.00391
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2007,0.00733
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2008,0.00397
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2009,0.02256
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2010,0.02381
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2011,0.02662
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2012,0.03175
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2013,0.03968
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2014,0.02439
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2015,0.02449
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2016,0.05405
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2017,0.04706
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2018,0.06504
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2019,0.04622
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2020,0.05106
Gooik,23024,Nee,Kansarmoede-index Kind en Gezin,2021,0.05926
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2001,0.02498
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2002,0.02206
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2003,0.02048
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2004,0.01957
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2005,0.01787
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2006,0.01847
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2007,0.02021
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2008,0.01736
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2009,0.02328
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2010,0.03194
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2011,0.0398
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2012,0.02803
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2013,0.03339
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2014,0.04394
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2015,0.05
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2016,0.06822
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2017,0.07293
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2018,0.08706
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2019,0.08532
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2020,0.08783
Grimbergen,23025,Nee,Kansarmoede-index Kind en Gezin,2021,0.07143
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2001,0.02682
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2002,0.02145
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2003,0.02283
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2004,0.02723
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2005,0.02275
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2006,0.02215
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2007,0.02197
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2008,0.0269
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2009,0.03549
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2010,0.0508
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2011,0.06373
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2012,0.06027
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2013,0.0543
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2014,0.05174
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2015,0.04913
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2016,0.04962
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2017,0.04458
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2018,0.03786
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2019,0.05543
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2020,0.05581
Halle,23027,Nee,Kansarmoede-index Kind en Gezin,2021,0.05011
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2001,0.02105
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2002,0.02094
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2003,0.0197
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2004,0.01604
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2005,0.02762
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2006,0.04902
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2007,0.03738
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2008,0.03653
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2009,0.03093
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2010,0.02618
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2011,0.01685
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2012,0.01705
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2013,0.01935
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2014,0.02597
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2015,0.02532
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2016,0.02516
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2017,0.02469
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2018,0.0289
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2019,0.01754
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2020,0.01714
Herne,23032,Nee,Kansarmoede-index Kind en Gezin,2021,0.0184
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2001,0.00811
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2002,0.01575
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2003,0.0195
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2004,0.02077
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2005,0.0117
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2006,0.01609
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2007,0.01408
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2008,0.01449
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2009,0.02167
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2010,0.02115
