Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen met een IGO of GIB,Aantal inwoners van 65 jaar en ouder,Procent
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2008,204,7854,0.025974
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2009,220,7994,0.0275206
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2010,224,8066,0.0277709
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2011,223,8160,0.0273284
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2012,231,8315,0.0277811
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2013,242,8411,0.0287718
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2014,257,8485,0.0302887
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2015,260,8555,0.0303916
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2016,254,8602,0.029528
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2017,238,8665,0.0274668
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2018,238,8735,0.0272467
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2019,234,8780,0.0266515
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2020,245,8890,0.0275591
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2021,253,8977,0.0281831
Dilbeek,23016,Nee,Personen met inkomensgarantie voor ouderen,2022,255,9056,0.0281581
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2002,63,1356,0.0464602
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2003,63,1375,0.0458182
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2004,63,1379,0.0456853
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2005,52,1367,0.0380395
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2006,45,1366,0.0329429
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2007,44,1350,0.0325926
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2008,44,1359,0.0323767
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2009,42,1358,0.0309278
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2010,39,1385,0.0281588
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2011,43,1411,0.0304748
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2012,40,1458,0.0274348
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2013,42,1484,0.0283019
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2014,39,1492,0.0261394
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2015,36,1521,0.0236686
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2016,40,1565,0.0255591
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2017,35,1616,0.0216584
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2018,32,1603,0.0199626
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2019,32,1619,0.0197653
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2020,34,1678,0.0202622
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2021,35,1757,0.0199203
Galmaarden,23023,Nee,Personen met inkomensgarantie voor ouderen,2022,36,1769,0.0203505
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2002,45,1394,0.0322812
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2003,51,1404,0.0363248
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2004,51,1421,0.0358902
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2005,49,1455,0.033677
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2006,45,1498,0.0300401
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2007,47,1501,0.0313125
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2008,48,1520,0.0315789
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2009,55,1531,0.0359242
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2010,46,1609,0.0285892
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2011,47,1640,0.0286585
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2012,48,1702,0.0282021
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2013,52,1708,0.030445
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2014,51,1745,0.0292264
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2015,43,1784,0.0241031
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2016,43,1806,0.0238095
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2017,38,1859,0.0204411
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2018,36,1916,0.0187891
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2019,32,1947,0.0164355
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2020,28,2003,0.013979
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2021,29,2033,0.0142646
Gooik,23024,Nee,Personen met inkomensgarantie voor ouderen,2022,33,2064,0.0159884
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2002,188,6028,0.0311878
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2003,181,6123,0.0295607
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2004,167,6259,0.0266816
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2005,157,6381,0.0246043
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2006,147,6475,0.0227027
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2007,141,6491,0.0217224
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2008,136,6496,0.020936
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2009,146,6617,0.0220644
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2010,146,6721,0.021723
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2011,144,6836,0.021065
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2012,164,6981,0.0234923
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2013,189,7024,0.0269077
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2014,199,7109,0.0279927
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2015,211,7259,0.0290674
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2016,220,7279,0.0302239
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2017,215,7267,0.0295858
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2018,211,7258,0.0290714
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2019,209,7320,0.0285519
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2020,217,7394,0.0293481
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2021,225,7420,0.0303235
Grimbergen,23025,Nee,Personen met inkomensgarantie voor ouderen,2022,213,7462,0.0285446
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2002,159,6087,0.0261212
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2003,165,6123,0.0269476
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2004,175,6210,0.0281804
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2005,166,6265,0.0264964
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2006,166,6286,0.0264079
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2007,171,6263,0.0273032
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2008,191,6347,0.030093
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2009,202,6505,0.031053
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2010,208,6627,0.0313868
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2011,203,6685,0.0303665
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2012,215,6802,0.0316084
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2013,224,6948,0.0322395
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2014,230,7070,0.0325318
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2015,230,7181,0.032029
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2016,226,7279,0.0310482
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2017,226,7363,0.030694
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2018,241,7447,0.032362
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2019,244,7541,0.0323565
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2020,238,7666,0.0310462
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2021,249,7775,0.0320257
Halle,23027,Nee,Personen met inkomensgarantie voor ouderen,2022,254,7972,0.0318615
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2002,41,1142,0.0359019
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2003,40,1158,0.0345423
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2004,35,1166,0.0300172
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2005,33,1160,0.0284483
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2006,31,1175,0.026383
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2007,35,1174,0.0298126
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2008,37,1179,0.0313825
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2009,42,1208,0.0347682
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2010,37,1200,0.0308333
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2011,35,1213,0.0288541
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2012,33,1250,0.0264
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2013,37,1284,0.0288162
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2014,36,1311,0.02746
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2015,40,1330,0.0300752
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2016,37,1341,0.0275913
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2017,30,1348,0.0222552
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2018,24,1362,0.0176211
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2019,23,1387,0.0165826
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2020,21,1417,0.01482
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2021,24,1431,0.0167715
Herne,23032,Nee,Personen met inkomensgarantie voor ouderen,2022,27,1460,0.0184932
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2002,87,1659,0.0524412
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2003,80,1658,0.0482509
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2004,73,1662,0.043923
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2005,64,1672,0.0382775
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2006,60,1650,0.0363636
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2007,62,1655,0.0374622
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2008,61,1672,0.0364833
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2009,58,1673,0.0346683
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2010,58,1750,0.0331429
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2011,52,1794,0.0289855
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2012,57,1816,0.0313877
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2013,54,1838,0.0293798
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2014,59,1874,0.0314835
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2015,64,1936,0.0330579
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2016,68,1962,0.0346585
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2017,69,2016,0.0342262
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2018,71,2058,0.0344995
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2019,65,2085,0.0311751
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2020,68,2122,0.0320452
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2021,64,2183,0.0293175
Hoeilaart,23033,Nee,Personen met inkomensgarantie voor ouderen,2022,58,2210,0.0262443
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2002,157,1661,0.0945214
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2003,150,1678,0.0893921
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2004,135,1716,0.0786713
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2005,117,1722,0.0679443
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2006,102,1730,0.0589595
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2007,94,1739,0.0540541
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2008,92,1773,0.0518895
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2009,87,1789,0.0486305
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2010,82,1808,0.045354
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2011,79,1855,0.0425876
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2012,74,1916,0.0386221
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2013,76,1986,0.0382679
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2014,75,2045,0.0366748
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2015,74,2090,0.0354067
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2016,72,2129,0.0338187
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2017,68,2162,0.0314524
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2018,54,2186,0.0247027
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2019,51,2216,0.0230144
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2020,55,2284,0.0240806
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2021,53,2352,0.022534
Kampenhout,23038,Nee,Personen met inkomensgarantie voor ouderen,2022,48,2389,0.0200921
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2002,49,1407,0.0348259
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2003,50,1447,0.0345543
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2004,48,1476,0.0325203
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2005,37,1483,0.0249494
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2006,32,1503,0.0212908
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2007,24,1499,0.0160107
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2008,27,1523,0.0177282
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2009,29,1535,0.0188925
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2010,31,1566,0.0197957
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2011,35,1602,0.0218477
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2012,34,1654,0.0205562
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2013,41,1709,0.0239906
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2014,40,1740,0.0229885
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2015,38,1760,0.0215909
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2016,39,1810,0.021547
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2017,40,1844,0.021692
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2018,38,1937,0.019618
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2019,41,1977,0.0207385
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2020,45,1983,0.0226929
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2021,39,2028,0.0192308
Kapelle-op-den-Bos,23039,Nee,Personen met inkomensgarantie voor ouderen,2022,36,2063,0.0174503
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2002,100,1994,0.0501505
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2003,103,2060,0.05
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2004,103,2105,0.0489311
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2005,94,2142,0.0438842
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2006,75,2160,0.0347222
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2007,80,2171,0.0368494
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2008,72,2196,0.0327869
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2009,74,2223,0.0332883
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2010,67,2274,0.0294635
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2011,75,2317,0.0323694
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2012,76,2394,0.031746
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2013,75,2427,0.0309023
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2014,88,2508,0.0350877
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2015,80,2596,0.0308166
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2016,70,2636,0.0265554
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2017,63,2685,0.0234637
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2018,56,2732,0.0204978
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2019,63,2765,0.0227848
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2020,72,2819,0.025541
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2021,74,2824,0.026204
Liedekerke,23044,Nee,Personen met inkomensgarantie voor ouderen,2022,77,2887,0.0266713
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2002,175,2906,0.0602202
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2003,171,2963,0.0577118
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2004,154,3012,0.0511288
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2005,134,3071,0.043634
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2006,125,3063,0.0408097
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2007,130,3066,0.0424005
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2008,130,3100,0.0419355
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2009,140,3169,0.044178
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2010,139,3205,0.0433697
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2011,137,3280,0.0417683
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2012,132,3367,0.039204
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2013,126,3423,0.0368098
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2014,128,3503,0.0365401
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2015,130,3581,0.0363027
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2016,121,3634,0.0332966
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2017,108,3663,0.029484
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2018,96,3739,0.0256753
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2019,103,3788,0.0271911
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2020,96,3840,0.025
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2021,97,3916,0.0247702
Londerzeel,23045,Nee,Personen met inkomensgarantie voor ouderen,2022,91,3998,0.0227614
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2002,48,2165,0.0221709
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2003,42,2162,0.0194265
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2004,43,2171,0.0198065
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2005,43,2166,0.0198523
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2006,48,2130,0.0225352
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2007,48,2116,0.0226843
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2008,49,2137,0.0229293
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2009,49,2151,0.0227801
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2010,50,2157,0.0231803
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2011,57,2131,0.026748
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2012,60,2136,0.0280899
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2013,64,2178,0.0293848
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2014,77,2178,0.0353535
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2015,90,2209,0.0407424
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2016,91,2219,0.0410095
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2017,92,2224,0.0413669
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2018,95,2239,0.0424297
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2019,89,2213,0.0402169
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2020,82,2232,0.0367384
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2021,83,2256,0.0367908
Machelen,23047,Nee,Personen met inkomensgarantie voor ouderen,2022,88,2292,0.0383944
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2002,121,2667,0.0453693
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2003,110,2694,0.0408315
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2004,99,2742,0.036105
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2005,90,2784,0.0323276
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2006,85,2820,0.0301418
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2007,82,2870,0.0285714
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2008,85,2893,0.0293813
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2009,83,2926,0.0283664
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2010,78,3005,0.0259567
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2011,78,3026,0.0257766
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2012,83,3148,0.0263659
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2013,83,3249,0.0255463
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2014,82,3349,0.0244849
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2015,76,3391,0.0224123
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2016,64,3479,0.0183961
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2017,62,3621,0.0171223
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2018,63,3742,0.0168359
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2019,60,3862,0.015536
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2020,55,4008,0.0137226
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2021,57,4121,0.0138316
Meise,23050,Nee,Personen met inkomensgarantie voor ouderen,2022,59,4245,0.0138987
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2002,128,2302,0.0556038
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2003,121,2376,0.0509259
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2004,120,2442,0.04914
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2005,115,2504,0.0459265
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2006,108,2543,0.0424695
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2007,101,2550,0.0396078
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2008,97,2592,0.0374228
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2009,94,2601,0.0361399
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2010,91,2662,0.0341848
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2011,83,2748,0.0302038
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2012,84,2834,0.0296401
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2013,83,2911,0.0285125
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2014,87,2919,0.0298047
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2015,87,2940,0.0295918
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2016,86,3028,0.0284016
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2017,82,3104,0.0264175
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2018,79,3151,0.0250714
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2019,78,3250,0.024
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2020,71,3341,0.0212511
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2021,68,3471,0.0195909
Merchtem,23052,Nee,Personen met inkomensgarantie voor ouderen,2022,69,3569,0.0193331
Opwijk,23060,Nee,Personen met inkomensgarantie voor ouderen,2002,125,1959,0.0638081
Opwijk,23060,Nee,Personen met inkomensgarantie voor ouderen,2003,124,1999,0.062031
Opwijk,23060,Nee,Personen met inkomensgarantie voor ouderen,2004,110,2021,0.0544285
Opwijk,23060,Nee,Personen met inkomensgarantie voor ouderen,2005,99,2049,0.0483163
Opwijk,23060,Nee,Personen met inkomensgarantie voor ouderen,2006,102,2091,0.0487805
Opwijk,23060,Nee,Personen met inkomensgarantie voor ouderen,2007,117,2105,0.0555819
Opwijk,23060,Nee,Personen met inkomensgarantie voor ouderen,2008,129,2131,0.060535
Opwijk,23060,Nee,Personen met inkomensgarantie voor ouderen,2009,122,2179,0.055989
Opwijk,23060,Nee,Personen met inkomensgarantie voor ouderen,2010,117,2255,0.0518847
Opwijk,23060,Nee,Personen met inkomensgarantie voor ouderen,2011,118,2285,0.0516411
Opwijk,23060,Nee,Personen met inkomensgarantie voor ouderen,2012,112,2319,0.0482967
Opwijk,23060,Nee,Personen met inkomensgarantie voor ouderen,2013,111,2377,0.0466975
