Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen met een IGO of GIB,Aantal inwoners van 65 jaar en ouder,Procent
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2004,108,1596,0.0676692
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2005,99,1630,0.0607362
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2006,91,1656,0.0549517
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2007,89,1677,0.053071
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2008,97,1713,0.0566258
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2009,103,1734,0.0594002
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2010,98,1754,0.0558723
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2011,92,1781,0.0516564
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2012,96,1832,0.0524017
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2013,99,1872,0.0528846
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2014,99,1921,0.0515357
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2015,96,1930,0.0497409
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2016,95,1995,0.047619
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2017,86,2042,0.0421156
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2018,78,2061,0.0378457
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2019,74,2077,0.0356283
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2020,71,2108,0.0336812
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2021,69,2145,0.0321678
Oudenburg,35014,Nee,Personen met inkomensgarantie voor ouderen,2022,70,2206,0.0317316
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2002,136,2487,0.0546844
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2003,132,2564,0.0514821
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2004,135,2662,0.0507137
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2005,131,2785,0.0470377
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2006,136,2841,0.0478705
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2007,118,2911,0.0405359
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2008,132,2992,0.0441176
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2009,153,3062,0.0499673
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2010,149,3195,0.0466354
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2011,158,3301,0.0478643
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2012,177,3460,0.0511561
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2013,180,3603,0.0499584
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2014,192,3722,0.0515852
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2015,197,3844,0.0512487
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2016,210,3939,0.053313
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2017,198,4026,0.0491803
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2018,180,4130,0.0435835
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2019,181,4248,0.0426083
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2020,174,4374,0.0397805
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2021,174,4501,0.0386581
De Haan,35029,Nee,Personen met inkomensgarantie voor ouderen,2022,165,4608,0.0358073
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2002,128,1547,0.0827408
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2003,132,1584,0.0833333
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2004,118,1617,0.0729746
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2005,107,1632,0.0655637
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2006,103,1656,0.0621981
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2007,106,1682,0.0630202
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2008,124,1717,0.072219
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2009,130,1754,0.0741163
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2010,136,1780,0.0764045
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2011,132,1802,0.0732519
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2012,130,1831,0.0709995
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2013,134,1873,0.071543
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2014,133,1913,0.0695243
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2015,117,1938,0.0603715
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2016,110,1973,0.0557527
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2017,105,2020,0.0519802
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2018,87,2034,0.0427729
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2019,80,2047,0.0390816
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2020,72,2077,0.0346654
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2021,56,2099,0.0266794
Hooglede,36006,Nee,Personen met inkomensgarantie voor ouderen,2022,54,2154,0.0250696
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2002,173,1928,0.0897303
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2003,160,1977,0.0809307
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2004,155,2005,0.0773067
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2005,145,2051,0.0706972
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2006,135,2072,0.0651544
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2007,129,2058,0.0626822
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2008,155,2079,0.0745551
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2009,168,2105,0.07981
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2010,163,2151,0.0757787
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2011,161,2179,0.0738871
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2012,162,2229,0.0726783
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2013,155,2273,0.0681918
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2014,150,2273,0.0659921
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2015,150,2307,0.0650195
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2016,127,2315,0.0548596
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2017,120,2293,0.0523332
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2018,113,2307,0.0489814
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2019,104,2320,0.0448276
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2020,99,2364,0.0418782
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2021,98,2405,0.0407484
Ingelmunster,36007,Nee,Personen met inkomensgarantie voor ouderen,2022,88,2440,0.0360656
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2002,329,4884,0.0673628
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2003,342,4929,0.0693853
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2004,337,5059,0.066614
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2005,317,5176,0.0612442
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2006,299,5207,0.0574227
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2007,308,5260,0.0585551
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2008,343,5270,0.0650854
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2009,368,5348,0.0688108
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2010,369,5441,0.0678184
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2011,382,5568,0.0686063
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2012,376,5718,0.0657573
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2013,380,5783,0.0657098
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2014,361,5852,0.0616883
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2015,362,5941,0.0609325
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2016,344,5988,0.0574482
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2017,309,6032,0.0512268
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2018,280,6110,0.0458265
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2019,282,6132,0.0459883
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2020,269,6205,0.0433521
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2021,246,6216,0.0395753
Izegem,36008,Nee,Personen met inkomensgarantie voor ouderen,2022,238,6289,0.0378439
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2002,114,1620,0.0703704
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2003,113,1638,0.0689866
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2004,113,1708,0.0661593
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2005,106,1754,0.0604333
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2006,97,1785,0.0543417
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2007,101,1801,0.05608
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2008,126,1816,0.0693833
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2009,129,1833,0.0703764
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2010,127,1865,0.0680965
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2011,123,1885,0.065252
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2012,118,1933,0.061045
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2013,113,1916,0.058977
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2014,104,1944,0.0534979
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2015,108,1953,0.0552995
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2016,99,1962,0.0504587
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2017,91,1994,0.0456369
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2018,81,2012,0.0402584
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2019,69,2016,0.0342262
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2020,62,2058,0.0301263
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2021,69,2094,0.0329513
Ledegem,36010,Nee,Personen met inkomensgarantie voor ouderen,2022,69,2139,0.0322581
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2002,121,1382,0.0875543
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2003,126,1405,0.0896797
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2004,124,1422,0.0872011
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2005,113,1467,0.0770279
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2006,105,1484,0.0707547
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2007,107,1504,0.0711436
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2008,114,1542,0.07393
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2009,121,1558,0.0776637
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2010,119,1568,0.0758929
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2011,122,1592,0.0766332
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2012,116,1604,0.0723192
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2013,114,1632,0.0698529
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2014,109,1659,0.0657022
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2015,111,1683,0.0659537
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2016,103,1695,0.060767
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2017,93,1730,0.0537572
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2018,72,1739,0.0414031
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2019,75,1767,0.0424448
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2020,54,1797,0.0300501
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2021,54,1811,0.0298178
Lichtervelde,36011,Nee,Personen met inkomensgarantie voor ouderen,2022,51,1851,0.0275527
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2002,174,1991,0.0873933
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2003,162,2043,0.0792952
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2004,151,2075,0.0727711
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2005,137,2105,0.0650831
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2006,137,2137,0.0641086
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2007,137,2150,0.0637209
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2008,168,2201,0.0763289
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2009,172,2203,0.0780754
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2010,169,2232,0.0757168
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2011,167,2241,0.0745203
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2012,169,2281,0.0740903
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2013,169,2307,0.0732553
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2014,169,2344,0.072099
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2015,158,2377,0.0664703
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2016,154,2399,0.0641934
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2017,144,2421,0.0594796
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2018,124,2440,0.0508197
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2019,107,2453,0.0436201
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2020,94,2459,0.0382269
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2021,80,2471,0.0323756
Moorslede,36012,Nee,Personen met inkomensgarantie voor ouderen,2022,78,2526,0.0308789
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2002,678,9556,0.0709502
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2003,690,9785,0.0705161
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2004,654,9968,0.06561
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2005,627,10233,0.0612724
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2006,604,10418,0.0579766
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2007,613,10499,0.0583865
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2008,686,10595,0.0647475
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2009,726,10742,0.0675852
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2010,742,10925,0.0679176
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2011,753,11061,0.068077
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2012,761,11313,0.0672677
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2013,732,11542,0.0634206
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2014,764,11710,0.0652434
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2015,739,11917,0.0620123
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2016,691,12071,0.0572446
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2017,640,12294,0.0520579
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2018,569,12480,0.0455929
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2019,558,12652,0.0441037
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2020,536,12882,0.0416084
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2021,531,13045,0.0407053
Roeselare,36015,Ja,Personen met inkomensgarantie voor ouderen,2022,529,13290,0.0398044
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2002,203,2051,0.0989761
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2003,201,2077,0.0967742
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2004,195,2119,0.0920245
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2005,184,2135,0.0861827
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2006,166,2148,0.0772812
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2007,177,2173,0.0814542
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2008,210,2173,0.0966406
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2009,212,2195,0.0965831
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2010,219,2225,0.098427
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2011,228,2238,0.101877
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2012,226,2279,0.0991663
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2013,228,2300,0.0991304
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2014,224,2299,0.0974337
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2015,216,2311,0.093466
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2016,193,2293,0.0841692
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2017,171,2291,0.0746399
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2018,151,2321,0.0650582
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2019,143,2333,0.0612945
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2020,130,2349,0.0553427
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2021,123,2355,0.0522293
Staden,36019,Nee,Personen met inkomensgarantie voor ouderen,2022,102,2347,0.0434597
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2002,165,1429,0.115465
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2003,165,1464,0.112705
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2004,150,1492,0.100536
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2005,142,1512,0.0939153
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2006,121,1481,0.0817016
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2007,122,1484,0.0822102
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2008,136,1474,0.0922659
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2009,135,1481,0.0911546
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2010,146,1508,0.096817
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2011,146,1516,0.0963061
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2012,143,1543,0.0926766
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2013,141,1546,0.0912031
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2014,130,1525,0.0852459
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2015,111,1528,0.072644
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2016,113,1525,0.0740984
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2017,109,1601,0.0680824
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2018,95,1629,0.058318
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2019,84,1651,0.0508783
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2020,77,1698,0.0453475
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2021,74,1709,0.0433002
Dentergem,37002,Nee,Personen met inkomensgarantie voor ouderen,2022,61,1733,0.0351991
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2002,180,1928,0.093361
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2003,165,1945,0.0848329
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2004,160,1981,0.0807673
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2005,149,2010,0.0741294
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2006,133,2018,0.0659068
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2007,128,2000,0.064
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2008,149,1999,0.0745373
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2009,151,2001,0.0754623
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2010,157,2062,0.0761397
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2011,155,2078,0.074591
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2012,158,2134,0.0740394
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2013,144,2147,0.0670703
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2014,128,2191,0.0584208
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2015,125,2196,0.0569217
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2016,119,2215,0.0537246
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2017,105,2227,0.0471486
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2018,90,2269,0.0396651
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2019,81,2266,0.0357458
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2020,77,2289,0.0336391
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2021,80,2337,0.0342319
Meulebeke,37007,Nee,Personen met inkomensgarantie voor ouderen,2022,77,2392,0.0321906
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2002,83,1114,0.0745063
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2003,82,1153,0.0711188
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2004,75,1209,0.0620347
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2005,72,1216,0.0592105
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2006,73,1237,0.0590137
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2007,71,1247,0.0569366
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2008,95,1279,0.0742768
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2009,93,1291,0.0720372
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2010,97,1316,0.0737082
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2011,96,1336,0.0718563
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2012,92,1373,0.0670066
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2013,97,1397,0.0694345
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2014,93,1435,0.0648084
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2015,91,1463,0.062201
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2016,78,1496,0.052139
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2017,69,1522,0.0453351
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2018,59,1536,0.0384115
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2019,59,1542,0.038262
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2020,56,1561,0.0358744
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2021,49,1568,0.03125
Oostrozebeke,37010,Nee,Personen met inkomensgarantie voor ouderen,2022,42,1568,0.0267857
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2002,143,1125,0.127111
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2003,135,1146,0.117801
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2004,125,1151,0.108601
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2005,119,1151,0.103388
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2006,119,1172,0.101536
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2007,118,1165,0.101288
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2008,123,1176,0.104592
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2009,125,1199,0.104254
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2010,120,1216,0.0986842
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2011,117,1240,0.0943548
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2012,112,1266,0.0884676
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2013,120,1280,0.09375
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2014,123,1323,0.0929705
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2015,115,1318,0.0872534
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2016,109,1325,0.0822642
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2017,89,1334,0.0667166
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2018,74,1359,0.0544518
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2019,66,1383,0.0477223
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2020,63,1411,0.0446492
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2021,59,1425,0.0414035
Pittem,37011,Nee,Personen met inkomensgarantie voor ouderen,2022,61,1469,0.0415248
Ruiselede,37012,Nee,Personen met inkomensgarantie voor ouderen,2002,120,938,0.127932
Ruiselede,37012,Nee,Personen met inkomensgarantie voor ouderen,2003,115,949,0.12118
Ruiselede,37012,Nee,Personen met inkomensgarantie voor ouderen,2004,99,957,0.103448
Ruiselede,37012,Nee,Personen met inkomensgarantie voor ouderen,2005,98,981,0.0998981
Ruiselede,37012,Nee,Personen met inkomensgarantie voor ouderen,2006,91,990,0.0919192
Ruiselede,37012,Nee,Personen met inkomensgarantie voor ouderen,2007,99,989,0.100101
Ruiselede,37012,Nee,Personen met inkomensgarantie voor ouderen,2008,103,985,0.104569
Ruiselede,37012,Nee,Personen met inkomensgarantie voor ouderen,2009,125,996,0.125502
Ruiselede,37012,Nee,Personen met inkomensgarantie voor ouderen,2010,125,1013,0.123396
Ruiselede,37012,Nee,Personen met inkomensgarantie voor ouderen,2011,133,1002,0.132735
