Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,"Aantal leerlingenkenmerken waaraan leerlingen van gewoon lager onderwijs voldoen, gesommeerd over alle leerlingen, naar woonplaats","Aantal leerlingen van gewoon lager onderwijs, naar woonplaats",OKI
Stabroek,11044,Nee,Onderwijskansarmoede-indicator (OKI),2012,414,1112,0.372302
Stabroek,11044,Nee,Onderwijskansarmoede-indicator (OKI),2013,438,1125,0.389333
Stabroek,11044,Nee,Onderwijskansarmoede-indicator (OKI),2014,452,1152,0.392361
Stabroek,11044,Nee,Onderwijskansarmoede-indicator (OKI),2015,477,1199,0.397832
Stabroek,11044,Nee,Onderwijskansarmoede-indicator (OKI),2016,463,1245,0.371888
Stabroek,11044,Nee,Onderwijskansarmoede-indicator (OKI),2017,531,1292,0.410991
Stabroek,11044,Nee,Onderwijskansarmoede-indicator (OKI),2018,518,1310,0.39542
Stabroek,11044,Nee,Onderwijskansarmoede-indicator (OKI),2019,606,1270,0.477165
Stabroek,11044,Nee,Onderwijskansarmoede-indicator (OKI),2020,742,1231,0.602762
Stabroek,11044,Nee,Onderwijskansarmoede-indicator (OKI),2021,666,1173,0.567775
Wijnegem,11050,Nee,Onderwijskansarmoede-indicator (OKI),2009,232,508,0.456693
Wijnegem,11050,Nee,Onderwijskansarmoede-indicator (OKI),2010,204,525,0.388571
Wijnegem,11050,Nee,Onderwijskansarmoede-indicator (OKI),2011,204,505,0.40396
Wijnegem,11050,Nee,Onderwijskansarmoede-indicator (OKI),2012,187,507,0.368836
Wijnegem,11050,Nee,Onderwijskansarmoede-indicator (OKI),2013,192,531,0.361582
Wijnegem,11050,Nee,Onderwijskansarmoede-indicator (OKI),2014,203,540,0.375926
Wijnegem,11050,Nee,Onderwijskansarmoede-indicator (OKI),2015,232,552,0.42029
Wijnegem,11050,Nee,Onderwijskansarmoede-indicator (OKI),2016,237,542,0.437269
Wijnegem,11050,Nee,Onderwijskansarmoede-indicator (OKI),2017,255,577,0.441941
Wijnegem,11050,Nee,Onderwijskansarmoede-indicator (OKI),2018,288,585,0.492308
Wijnegem,11050,Nee,Onderwijskansarmoede-indicator (OKI),2019,304,611,0.497545
Wijnegem,11050,Nee,Onderwijskansarmoede-indicator (OKI),2020,421,634,0.664038
Wijnegem,11050,Nee,Onderwijskansarmoede-indicator (OKI),2021,448,640,0.7
Wommelgem,11052,Nee,Onderwijskansarmoede-indicator (OKI),2009,384,785,0.489172
Wommelgem,11052,Nee,Onderwijskansarmoede-indicator (OKI),2010,362,777,0.465894
Wommelgem,11052,Nee,Onderwijskansarmoede-indicator (OKI),2011,305,748,0.407754
Wommelgem,11052,Nee,Onderwijskansarmoede-indicator (OKI),2012,362,750,0.482667
Wommelgem,11052,Nee,Onderwijskansarmoede-indicator (OKI),2013,292,723,0.403873
Wommelgem,11052,Nee,Onderwijskansarmoede-indicator (OKI),2014,341,750,0.454667
Wommelgem,11052,Nee,Onderwijskansarmoede-indicator (OKI),2015,335,729,0.459534
Wommelgem,11052,Nee,Onderwijskansarmoede-indicator (OKI),2016,383,747,0.512718
Wommelgem,11052,Nee,Onderwijskansarmoede-indicator (OKI),2017,437,781,0.559539
Wommelgem,11052,Nee,Onderwijskansarmoede-indicator (OKI),2018,438,789,0.555133
Wommelgem,11052,Nee,Onderwijskansarmoede-indicator (OKI),2019,487,794,0.61335
Wommelgem,11052,Nee,Onderwijskansarmoede-indicator (OKI),2020,593,805,0.736646
Wommelgem,11052,Nee,Onderwijskansarmoede-indicator (OKI),2021,605,838,0.721957
Wuustwezel,11053,Nee,Onderwijskansarmoede-indicator (OKI),2009,558,1288,0.43323
Wuustwezel,11053,Nee,Onderwijskansarmoede-indicator (OKI),2010,478,1246,0.383628
Wuustwezel,11053,Nee,Onderwijskansarmoede-indicator (OKI),2011,476,1240,0.383871
Wuustwezel,11053,Nee,Onderwijskansarmoede-indicator (OKI),2012,455,1236,0.368123
Wuustwezel,11053,Nee,Onderwijskansarmoede-indicator (OKI),2013,456,1223,0.372854
Wuustwezel,11053,Nee,Onderwijskansarmoede-indicator (OKI),2014,423,1243,0.340306
Wuustwezel,11053,Nee,Onderwijskansarmoede-indicator (OKI),2015,429,1249,0.343475
Wuustwezel,11053,Nee,Onderwijskansarmoede-indicator (OKI),2016,455,1293,0.351895
Wuustwezel,11053,Nee,Onderwijskansarmoede-indicator (OKI),2017,423,1306,0.32389
Wuustwezel,11053,Nee,Onderwijskansarmoede-indicator (OKI),2018,525,1376,0.381541
Wuustwezel,11053,Nee,Onderwijskansarmoede-indicator (OKI),2019,526,1410,0.37305
Wuustwezel,11053,Nee,Onderwijskansarmoede-indicator (OKI),2020,759,1398,0.542918
Wuustwezel,11053,Nee,Onderwijskansarmoede-indicator (OKI),2021,728,1371,0.530999
Zandhoven,11054,Nee,Onderwijskansarmoede-indicator (OKI),2009,197,669,0.294469
Zandhoven,11054,Nee,Onderwijskansarmoede-indicator (OKI),2010,228,677,0.33678
Zandhoven,11054,Nee,Onderwijskansarmoede-indicator (OKI),2011,205,654,0.313456
Zandhoven,11054,Nee,Onderwijskansarmoede-indicator (OKI),2012,193,670,0.28806
Zandhoven,11054,Nee,Onderwijskansarmoede-indicator (OKI),2013,186,676,0.275148
Zandhoven,11054,Nee,Onderwijskansarmoede-indicator (OKI),2014,195,692,0.281792
Zandhoven,11054,Nee,Onderwijskansarmoede-indicator (OKI),2015,189,705,0.268085
Zandhoven,11054,Nee,Onderwijskansarmoede-indicator (OKI),2016,204,719,0.283727
Zandhoven,11054,Nee,Onderwijskansarmoede-indicator (OKI),2017,209,744,0.280914
Zandhoven,11054,Nee,Onderwijskansarmoede-indicator (OKI),2018,247,806,0.306452
Zandhoven,11054,Nee,Onderwijskansarmoede-indicator (OKI),2019,278,788,0.352792
Zandhoven,11054,Nee,Onderwijskansarmoede-indicator (OKI),2020,363,776,0.467784
Zandhoven,11054,Nee,Onderwijskansarmoede-indicator (OKI),2021,368,784,0.469388
Zoersel,11055,Nee,Onderwijskansarmoede-indicator (OKI),2009,397,1304,0.304448
Zoersel,11055,Nee,Onderwijskansarmoede-indicator (OKI),2010,324,1294,0.250386
Zoersel,11055,Nee,Onderwijskansarmoede-indicator (OKI),2011,338,1299,0.2602
Zoersel,11055,Nee,Onderwijskansarmoede-indicator (OKI),2012,325,1319,0.246399
Zoersel,11055,Nee,Onderwijskansarmoede-indicator (OKI),2013,306,1360,0.225
Zoersel,11055,Nee,Onderwijskansarmoede-indicator (OKI),2014,373,1350,0.276296
Zoersel,11055,Nee,Onderwijskansarmoede-indicator (OKI),2015,386,1360,0.283824
Zoersel,11055,Nee,Onderwijskansarmoede-indicator (OKI),2016,322,1355,0.237638
Zoersel,11055,Nee,Onderwijskansarmoede-indicator (OKI),2017,302,1367,0.220922
Zoersel,11055,Nee,Onderwijskansarmoede-indicator (OKI),2018,306,1354,0.225997
Zoersel,11055,Nee,Onderwijskansarmoede-indicator (OKI),2019,341,1343,0.253909
Zoersel,11055,Nee,Onderwijskansarmoede-indicator (OKI),2020,493,1351,0.364915
Zoersel,11055,Nee,Onderwijskansarmoede-indicator (OKI),2021,461,1300,0.354615
Zwijndrecht,11056,Nee,Onderwijskansarmoede-indicator (OKI),2009,1025,974,1.05236
Zwijndrecht,11056,Nee,Onderwijskansarmoede-indicator (OKI),2010,972,965,1.00725
Zwijndrecht,11056,Nee,Onderwijskansarmoede-indicator (OKI),2011,771,1002,0.769461
Zwijndrecht,11056,Nee,Onderwijskansarmoede-indicator (OKI),2012,1043,1024,1.01855
Zwijndrecht,11056,Nee,Onderwijskansarmoede-indicator (OKI),2013,1138,1098,1.03643
Zwijndrecht,11056,Nee,Onderwijskansarmoede-indicator (OKI),2014,1140,1145,0.995633
Zwijndrecht,11056,Nee,Onderwijskansarmoede-indicator (OKI),2015,1182,1183,0.999155
Zwijndrecht,11056,Nee,Onderwijskansarmoede-indicator (OKI),2016,1083,1246,0.869181
Zwijndrecht,11056,Nee,Onderwijskansarmoede-indicator (OKI),2017,1094,1252,0.873802
Zwijndrecht,11056,Nee,Onderwijskansarmoede-indicator (OKI),2018,1332,1270,1.04882
Zwijndrecht,11056,Nee,Onderwijskansarmoede-indicator (OKI),2019,1250,1289,0.969744
Zwijndrecht,11056,Nee,Onderwijskansarmoede-indicator (OKI),2020,1563,1312,1.19131
Zwijndrecht,11056,Nee,Onderwijskansarmoede-indicator (OKI),2021,1501,1336,1.1235
Malle,11057,Nee,Onderwijskansarmoede-indicator (OKI),2009,391,896,0.436384
Malle,11057,Nee,Onderwijskansarmoede-indicator (OKI),2010,380,909,0.418042
Malle,11057,Nee,Onderwijskansarmoede-indicator (OKI),2011,372,911,0.408342
Malle,11057,Nee,Onderwijskansarmoede-indicator (OKI),2012,285,930,0.306452
Malle,11057,Nee,Onderwijskansarmoede-indicator (OKI),2013,276,952,0.289916
Malle,11057,Nee,Onderwijskansarmoede-indicator (OKI),2014,344,963,0.357217
Malle,11057,Nee,Onderwijskansarmoede-indicator (OKI),2015,294,992,0.296371
Malle,11057,Nee,Onderwijskansarmoede-indicator (OKI),2016,371,999,0.371371
Malle,11057,Nee,Onderwijskansarmoede-indicator (OKI),2017,345,997,0.346038
Malle,11057,Nee,Onderwijskansarmoede-indicator (OKI),2018,363,988,0.367409
Malle,11057,Nee,Onderwijskansarmoede-indicator (OKI),2019,405,977,0.414534
Malle,11057,Nee,Onderwijskansarmoede-indicator (OKI),2020,511,954,0.535639
Malle,11057,Nee,Onderwijskansarmoede-indicator (OKI),2021,515,933,0.551983
Berlaar,12002,Nee,Onderwijskansarmoede-indicator (OKI),2009,230,623,0.369181
Berlaar,12002,Nee,Onderwijskansarmoede-indicator (OKI),2010,215,606,0.354785
Berlaar,12002,Nee,Onderwijskansarmoede-indicator (OKI),2011,223,631,0.353407
Berlaar,12002,Nee,Onderwijskansarmoede-indicator (OKI),2012,218,637,0.342229
Berlaar,12002,Nee,Onderwijskansarmoede-indicator (OKI),2013,216,661,0.326778
Berlaar,12002,Nee,Onderwijskansarmoede-indicator (OKI),2014,222,661,0.335855
Berlaar,12002,Nee,Onderwijskansarmoede-indicator (OKI),2015,233,701,0.332382
Berlaar,12002,Nee,Onderwijskansarmoede-indicator (OKI),2016,238,729,0.326475
Berlaar,12002,Nee,Onderwijskansarmoede-indicator (OKI),2017,248,742,0.334232
Berlaar,12002,Nee,Onderwijskansarmoede-indicator (OKI),2018,235,725,0.324138
Berlaar,12002,Nee,Onderwijskansarmoede-indicator (OKI),2019,268,715,0.374825
Berlaar,12002,Nee,Onderwijskansarmoede-indicator (OKI),2020,373,719,0.518776
Berlaar,12002,Nee,Onderwijskansarmoede-indicator (OKI),2021,424,714,0.593838
Bonheiden,12005,Nee,Onderwijskansarmoede-indicator (OKI),2009,206,916,0.224891
Bonheiden,12005,Nee,Onderwijskansarmoede-indicator (OKI),2010,227,893,0.254199
Bonheiden,12005,Nee,Onderwijskansarmoede-indicator (OKI),2011,231,884,0.261312
Bonheiden,12005,Nee,Onderwijskansarmoede-indicator (OKI),2012,246,857,0.287048
Bonheiden,12005,Nee,Onderwijskansarmoede-indicator (OKI),2013,238,868,0.274194
Bonheiden,12005,Nee,Onderwijskansarmoede-indicator (OKI),2014,242,878,0.275626
Bonheiden,12005,Nee,Onderwijskansarmoede-indicator (OKI),2015,252,888,0.283784
Bonheiden,12005,Nee,Onderwijskansarmoede-indicator (OKI),2016,251,915,0.274317
Bonheiden,12005,Nee,Onderwijskansarmoede-indicator (OKI),2017,283,944,0.299788
Bonheiden,12005,Nee,Onderwijskansarmoede-indicator (OKI),2018,276,973,0.283659
Bonheiden,12005,Nee,Onderwijskansarmoede-indicator (OKI),2019,302,979,0.308478
Bonheiden,12005,Nee,Onderwijskansarmoede-indicator (OKI),2020,419,978,0.428425
Bonheiden,12005,Nee,Onderwijskansarmoede-indicator (OKI),2021,430,961,0.447451
Bornem,12007,Nee,Onderwijskansarmoede-indicator (OKI),2009,487,1265,0.38498
Bornem,12007,Nee,Onderwijskansarmoede-indicator (OKI),2010,419,1262,0.332013
Bornem,12007,Nee,Onderwijskansarmoede-indicator (OKI),2011,422,1283,0.328917
Bornem,12007,Nee,Onderwijskansarmoede-indicator (OKI),2012,399,1270,0.314173
Bornem,12007,Nee,Onderwijskansarmoede-indicator (OKI),2013,484,1267,0.382005
Bornem,12007,Nee,Onderwijskansarmoede-indicator (OKI),2014,498,1271,0.391817
Bornem,12007,Nee,Onderwijskansarmoede-indicator (OKI),2015,407,1282,0.317473
Bornem,12007,Nee,Onderwijskansarmoede-indicator (OKI),2016,391,1299,0.301001
Bornem,12007,Nee,Onderwijskansarmoede-indicator (OKI),2017,406,1300,0.312308
Bornem,12007,Nee,Onderwijskansarmoede-indicator (OKI),2018,479,1304,0.367331
Bornem,12007,Nee,Onderwijskansarmoede-indicator (OKI),2019,483,1272,0.379717
Bornem,12007,Nee,Onderwijskansarmoede-indicator (OKI),2020,626,1232,0.508117
Bornem,12007,Nee,Onderwijskansarmoede-indicator (OKI),2021,590,1195,0.493724
Duffel,12009,Nee,Onderwijskansarmoede-indicator (OKI),2009,343,970,0.353608
Duffel,12009,Nee,Onderwijskansarmoede-indicator (OKI),2010,338,954,0.354298
Duffel,12009,Nee,Onderwijskansarmoede-indicator (OKI),2011,334,947,0.352693
Duffel,12009,Nee,Onderwijskansarmoede-indicator (OKI),2012,349,964,0.362033
Duffel,12009,Nee,Onderwijskansarmoede-indicator (OKI),2013,344,966,0.356108
Duffel,12009,Nee,Onderwijskansarmoede-indicator (OKI),2014,369,1004,0.36753
Duffel,12009,Nee,Onderwijskansarmoede-indicator (OKI),2015,421,1054,0.399431
Duffel,12009,Nee,Onderwijskansarmoede-indicator (OKI),2016,475,1101,0.431426
Duffel,12009,Nee,Onderwijskansarmoede-indicator (OKI),2017,503,1159,0.433995
Duffel,12009,Nee,Onderwijskansarmoede-indicator (OKI),2018,539,1167,0.461868
Duffel,12009,Nee,Onderwijskansarmoede-indicator (OKI),2019,525,1188,0.441919
Duffel,12009,Nee,Onderwijskansarmoede-indicator (OKI),2020,682,1180,0.577966
Duffel,12009,Nee,Onderwijskansarmoede-indicator (OKI),2021,678,1147,0.591107
Heist-op-den-Berg,12014,Nee,Onderwijskansarmoede-indicator (OKI),2009,953,2184,0.436355
Heist-op-den-Berg,12014,Nee,Onderwijskansarmoede-indicator (OKI),2010,945,2195,0.430524
Heist-op-den-Berg,12014,Nee,Onderwijskansarmoede-indicator (OKI),2011,883,2204,0.400635
Heist-op-den-Berg,12014,Nee,Onderwijskansarmoede-indicator (OKI),2012,852,2221,0.383611
Heist-op-den-Berg,12014,Nee,Onderwijskansarmoede-indicator (OKI),2013,861,2285,0.376805
Heist-op-den-Berg,12014,Nee,Onderwijskansarmoede-indicator (OKI),2014,852,2343,0.363636
Heist-op-den-Berg,12014,Nee,Onderwijskansarmoede-indicator (OKI),2015,871,2400,0.362917
Heist-op-den-Berg,12014,Nee,Onderwijskansarmoede-indicator (OKI),2016,851,2441,0.348628
Heist-op-den-Berg,12014,Nee,Onderwijskansarmoede-indicator (OKI),2017,783,2443,0.320508
Heist-op-den-Berg,12014,Nee,Onderwijskansarmoede-indicator (OKI),2018,916,2519,0.363636
Heist-op-den-Berg,12014,Nee,Onderwijskansarmoede-indicator (OKI),2019,921,2480,0.371371
Heist-op-den-Berg,12014,Nee,Onderwijskansarmoede-indicator (OKI),2020,1247,2508,0.497209
Heist-op-den-Berg,12014,Nee,Onderwijskansarmoede-indicator (OKI),2021,1243,2459,0.50549
Lier,12021,Nee,Onderwijskansarmoede-indicator (OKI),2009,1545,1879,0.822246
Lier,12021,Nee,Onderwijskansarmoede-indicator (OKI),2010,1409,1894,0.743928
Lier,12021,Nee,Onderwijskansarmoede-indicator (OKI),2011,1277,1858,0.687298
Lier,12021,Nee,Onderwijskansarmoede-indicator (OKI),2012,1247,1871,0.666489
Lier,12021,Nee,Onderwijskansarmoede-indicator (OKI),2013,1338,1907,0.701626
Lier,12021,Nee,Onderwijskansarmoede-indicator (OKI),2014,1269,1934,0.656153
Lier,12021,Nee,Onderwijskansarmoede-indicator (OKI),2015,1278,1971,0.648402
Lier,12021,Nee,Onderwijskansarmoede-indicator (OKI),2016,1401,1993,0.70296
Lier,12021,Nee,Onderwijskansarmoede-indicator (OKI),2017,1469,2003,0.7334
Lier,12021,Nee,Onderwijskansarmoede-indicator (OKI),2018,1639,2093,0.783086
Lier,12021,Nee,Onderwijskansarmoede-indicator (OKI),2019,1770,2108,0.839658
Lier,12021,Nee,Onderwijskansarmoede-indicator (OKI),2020,2182,2116,1.03119
Lier,12021,Nee,Onderwijskansarmoede-indicator (OKI),2021,2131,2152,0.990242
Mechelen,12025,Ja,Onderwijskansarmoede-indicator (OKI),2009,8075,5188,1.55648
Mechelen,12025,Ja,Onderwijskansarmoede-indicator (OKI),2010,8149,5235,1.55664
Mechelen,12025,Ja,Onderwijskansarmoede-indicator (OKI),2011,8442,5304,1.59163
Mechelen,12025,Ja,Onderwijskansarmoede-indicator (OKI),2012,8751,5405,1.61906
Mechelen,12025,Ja,Onderwijskansarmoede-indicator (OKI),2013,8997,5474,1.64359
Mechelen,12025,Ja,Onderwijskansarmoede-indicator (OKI),2014,9183,5611,1.63661
Mechelen,12025,Ja,Onderwijskansarmoede-indicator (OKI),2015,9547,5854,1.63085
Mechelen,12025,Ja,Onderwijskansarmoede-indicator (OKI),2016,9921,6154,1.61212
Mechelen,12025,Ja,Onderwijskansarmoede-indicator (OKI),2017,9906,6386,1.55121
Mechelen,12025,Ja,Onderwijskansarmoede-indicator (OKI),2018,10335,6493,1.59171
Mechelen,12025,Ja,Onderwijskansarmoede-indicator (OKI),2019,10063,6669,1.50892
Mechelen,12025,Ja,Onderwijskansarmoede-indicator (OKI),2020,10721,6685,1.60374
Mechelen,12025,Ja,Onderwijskansarmoede-indicator (OKI),2021,10400,6519,1.59534
Nijlen,12026,Nee,Onderwijskansarmoede-indicator (OKI),2009,450,1283,0.35074
Nijlen,12026,Nee,Onderwijskansarmoede-indicator (OKI),2010,468,1280,0.365625
Nijlen,12026,Nee,Onderwijskansarmoede-indicator (OKI),2011,438,1293,0.338747
Nijlen,12026,Nee,Onderwijskansarmoede-indicator (OKI),2012,379,1327,0.285607
Nijlen,12026,Nee,Onderwijskansarmoede-indicator (OKI),2013,351,1321,0.265708
Nijlen,12026,Nee,Onderwijskansarmoede-indicator (OKI),2014,350,1362,0.256975
Nijlen,12026,Nee,Onderwijskansarmoede-indicator (OKI),2015,441,1440,0.30625
Nijlen,12026,Nee,Onderwijskansarmoede-indicator (OKI),2016,414,1427,0.290119
Nijlen,12026,Nee,Onderwijskansarmoede-indicator (OKI),2017,395,1437,0.274878
Nijlen,12026,Nee,Onderwijskansarmoede-indicator (OKI),2018,405,1457,0.277968
Nijlen,12026,Nee,Onderwijskansarmoede-indicator (OKI),2019,420,1455,0.28866
Nijlen,12026,Nee,Onderwijskansarmoede-indicator (OKI),2020,569,1422,0.400141
Nijlen,12026,Nee,Onderwijskansarmoede-indicator (OKI),2021,586,1425,0.411228
Putte,12029,Nee,Onderwijskansarmoede-indicator (OKI),2009,295,844,0.349526
Putte,12029,Nee,Onderwijskansarmoede-indicator (OKI),2010,285,859,0.331781
Putte,12029,Nee,Onderwijskansarmoede-indicator (OKI),2011,267,893,0.298992
Putte,12029,Nee,Onderwijskansarmoede-indicator (OKI),2012,285,915,0.311475
Putte,12029,Nee,Onderwijskansarmoede-indicator (OKI),2013,318,974,0.326489
Putte,12029,Nee,Onderwijskansarmoede-indicator (OKI),2014,359,1021,0.351616
Putte,12029,Nee,Onderwijskansarmoede-indicator (OKI),2015,335,1058,0.316635
Putte,12029,Nee,Onderwijskansarmoede-indicator (OKI),2016,383,1097,0.349134
Putte,12029,Nee,Onderwijskansarmoede-indicator (OKI),2017,362,1131,0.320071
Putte,12029,Nee,Onderwijskansarmoede-indicator (OKI),2018,394,1159,0.339948
Putte,12029,Nee,Onderwijskansarmoede-indicator (OKI),2019,445,1188,0.374579
Putte,12029,Nee,Onderwijskansarmoede-indicator (OKI),2020,632,1192,0.530201
Putte,12029,Nee,Onderwijskansarmoede-indicator (OKI),2021,562,1151,0.488271
Sint-Katelijne-Waver,12035,Nee,Onderwijskansarmoede-indicator (OKI),2009,395,1272,0.310535
Sint-Katelijne-Waver,12035,Nee,Onderwijskansarmoede-indicator (OKI),2010,390,1252,0.311502
Sint-Katelijne-Waver,12035,Nee,Onderwijskansarmoede-indicator (OKI),2011,422,1253,0.336792
Sint-Katelijne-Waver,12035,Nee,Onderwijskansarmoede-indicator (OKI),2012,410,1247,0.328789
Sint-Katelijne-Waver,12035,Nee,Onderwijskansarmoede-indicator (OKI),2013,407,1233,0.330089
Sint-Katelijne-Waver,12035,Nee,Onderwijskansarmoede-indicator (OKI),2014,411,1256,0.327229
Sint-Katelijne-Waver,12035,Nee,Onderwijskansarmoede-indicator (OKI),2015,475,1313,0.361767
Sint-Katelijne-Waver,12035,Nee,Onderwijskansarmoede-indicator (OKI),2016,496,1379,0.359681
Sint-Katelijne-Waver,12035,Nee,Onderwijskansarmoede-indicator (OKI),2017,537,1409,0.381121
Sint-Katelijne-Waver,12035,Nee,Onderwijskansarmoede-indicator (OKI),2018,556,1407,0.395167
Sint-Katelijne-Waver,12035,Nee,Onderwijskansarmoede-indicator (OKI),2019,574,1434,0.400279
Sint-Katelijne-Waver,12035,Nee,Onderwijskansarmoede-indicator (OKI),2020,734,1421,0.516538
Sint-Katelijne-Waver,12035,Nee,Onderwijskansarmoede-indicator (OKI),2021,793,1449,0.547274
Willebroek,12040,Nee,Onderwijskansarmoede-indicator (OKI),2009,1634,1533,1.06588
Willebroek,12040,Nee,Onderwijskansarmoede-indicator (OKI),2010,1875,1577,1.18897
Willebroek,12040,Nee,Onderwijskansarmoede-indicator (OKI),2011,1967,1609,1.2225
Willebroek,12040,Nee,Onderwijskansarmoede-indicator (OKI),2012,1977,1686,1.1726
Willebroek,12040,Nee,Onderwijskansarmoede-indicator (OKI),2013,2113,1756,1.2033
Willebroek,12040,Nee,Onderwijskansarmoede-indicator (OKI),2014,2285,1831,1.24795
Willebroek,12040,Nee,Onderwijskansarmoede-indicator (OKI),2015,2549,1931,1.32004
Willebroek,12040,Nee,Onderwijskansarmoede-indicator (OKI),2016,2616,1975,1.32456
Willebroek,12040,Nee,Onderwijskansarmoede-indicator (OKI),2017,2637,2050,1.28634
Willebroek,12040,Nee,Onderwijskansarmoede-indicator (OKI),2018,2763,2100,1.31571
Willebroek,12040,Nee,Onderwijskansarmoede-indicator (OKI),2019,2909,2152,1.35177
Willebroek,12040,Nee,Onderwijskansarmoede-indicator (OKI),2020,2946,2116,1.39225
Willebroek,12040,Nee,Onderwijskansarmoede-indicator (OKI),2021,3022,2159,1.39972
Puurs-Sint-Amands,12041,Nee,Onderwijskansarmoede-indicator (OKI),2009,853,1579,0.540215
Puurs-Sint-Amands,12041,Nee,Onderwijskansarmoede-indicator (OKI),2010,656,1577,0.41598
Puurs-Sint-Amands,12041,Nee,Onderwijskansarmoede-indicator (OKI),2011,642,1592,0.403266
Puurs-Sint-Amands,12041,Nee,Onderwijskansarmoede-indicator (OKI),2012,589,1619,0.363805
Puurs-Sint-Amands,12041,Nee,Onderwijskansarmoede-indicator (OKI),2013,615,1638,0.375458
Puurs-Sint-Amands,12041,Nee,Onderwijskansarmoede-indicator (OKI),2014,652,1605,0.406231
Puurs-Sint-Amands,12041,Nee,Onderwijskansarmoede-indicator (OKI),2015,653,1648,0.396238
Puurs-Sint-Amands,12041,Nee,Onderwijskansarmoede-indicator (OKI),2016,677,1671,0.405147
Puurs-Sint-Amands,12041,Nee,Onderwijskansarmoede-indicator (OKI),2017,724,1691,0.428149
Puurs-Sint-Amands,12041,Nee,Onderwijskansarmoede-indicator (OKI),2018,648,1725,0.375652
Puurs-Sint-Amands,12041,Nee,Onderwijskansarmoede-indicator (OKI),2019,650,1705,0.381232
Puurs-Sint-Amands,12041,Nee,Onderwijskansarmoede-indicator (OKI),2020,933,1746,0.534364
Puurs-Sint-Amands,12041,Nee,Onderwijskansarmoede-indicator (OKI),2021,938,1719,0.545666
Arendonk,13001,Nee,Onderwijskansarmoede-indicator (OKI),2009,539,899,0.599555
Arendonk,13001,Nee,Onderwijskansarmoede-indicator (OKI),2010,414,876,0.472603
Arendonk,13001,Nee,Onderwijskansarmoede-indicator (OKI),2011,402,854,0.470726
Arendonk,13001,Nee,Onderwijskansarmoede-indicator (OKI),2012,452,860,0.525581
Arendonk,13001,Nee,Onderwijskansarmoede-indicator (OKI),2013,399,841,0.474435
Arendonk,13001,Nee,Onderwijskansarmoede-indicator (OKI),2014,390,824,0.473301
Arendonk,13001,Nee,Onderwijskansarmoede-indicator (OKI),2015,393,857,0.458576
Arendonk,13001,Nee,Onderwijskansarmoede-indicator (OKI),2016,411,883,0.465459
Arendonk,13001,Nee,Onderwijskansarmoede-indicator (OKI),2017,411,927,0.443366
Arendonk,13001,Nee,Onderwijskansarmoede-indicator (OKI),2018,440,961,0.457856
Arendonk,13001,Nee,Onderwijskansarmoede-indicator (OKI),2019,434,953,0.455404
