Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Aantal actieve budgetmeters elektriciteit en aardgas,Aantal toegangspunten elektricteit en aardgas,Verhouding per 1000 toegangspunten
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,41,4473,9.16611
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,106,10807,9.80846
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,50,4670,10.7066
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,112,10849,10.3235
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,62,4883,12.6971
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,115,10874,10.5757
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,64,5069,12.6258
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,111,10956,10.1314
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,63,5224,12.0597
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,115,10963,10.4898
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,55,5417,10.1532
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,102,11024,9.25254
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,48,5663,8.47607
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,112,11171,10.026
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,40,5876,6.80735
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,101,11286,8.94914
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,44,6098,7.21548
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,99,11486,8.61919
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,46,6323,7.27503
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,90,11674,7.70944
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,2,357,5.60224
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,2,1735,1.15274
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,2,4421,0.452386
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,13,357,36.4146
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,13,1735,7.4928
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,13,4421,2.94051
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,27,357,75.6303
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,27,1735,15.562
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,27,4421,6.10722
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,9,838,10.7399
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,9,3366,2.6738
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,9,7622,1.18079
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,28,838,33.4129
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,28,3366,8.31848
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,28,7622,3.67358
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,56,838,66.8258
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,56,3366,16.637
Aalter,44084,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,56,7622,7.34715
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,43,4716,9.1179
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,112,9995,11.2056
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,43,4957,8.6746
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,102,10083,10.116
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,54,5148,10.4895
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,109,10101,10.791
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,55,5311,10.3559
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,95,10135,9.37346
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,61,5489,11.1131
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,110,10170,10.8161
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,64,5678,11.2716
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,118,10200,11.5686
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,65,5881,11.0525
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,118,10287,11.4708
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,65,6119,10.6227
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,107,10388,10.3003
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,53,6339,8.36094
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,89,10533,8.44963
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,48,6553,7.32489
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,71,10693,6.63986
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,102,9.80392
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,161,6.21118
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,307,3.25733
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,1655,0.60423
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,2127,0.470146
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,2427,0.412031
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,9,102,88.2353
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,9,161,55.9006
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,9,307,29.316
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,9,1655,5.43807
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,9,2127,4.23131
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,9,2427,3.70828
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,19,102,186.275
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,19,161,118.012
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,19,307,61.8893
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,19,1655,11.4804
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,19,2127,8.93277
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,19,2427,7.82859
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,22,102,215.686
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,22,161,136.646
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,22,307,71.6612
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,22,1655,13.2931
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,22,2127,10.3432
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,22,2427,9.06469
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,206,4.85437
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,317,3.15457
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,485,2.06186
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,2815,0.35524
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,3477,0.287604
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,3497,0.285959
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,5,206,24.2718
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,5,317,15.7729
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,5,485,10.3093
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,5,2815,1.7762
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,5,3477,1.43802
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,5,3497,1.4298
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,17,206,82.5243
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,17,317,53.6278
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,17,485,35.0515
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,17,2815,6.03908
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,17,3477,4.88927
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,17,3497,4.86131
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,25,206,121.359
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,25,317,78.8644
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,25,485,51.5464
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,25,2815,8.88099
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,25,3477,7.19011
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,25,3497,7.14898
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,29,206,140.777
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,29,317,91.4826
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,29,485,59.7938
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,29,2815,10.302
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,29,3477,8.34052
Lievegem,44085,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,29,3497,8.29282
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,93,6909,13.4607
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,209,12550,16.6534
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,104,7254,14.3369
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,221,12666,17.4483
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,98,7465,13.1279
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,188,12701,14.802
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,94,7757,12.1181
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,154,12890,11.9472
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,96,8060,11.9107
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,153,13074,11.7026
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,100,8346,11.9818
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,164,13215,12.4101
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,98,8591,11.4073
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,166,13354,12.4307
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,99,8888,11.1386
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,163,13567,12.0144
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,92,9117,10.091
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,153,13681,11.1834
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,85,9327,9.11333
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,145,13796,10.5103
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,86,9600,8.95833
Oudenaarde,45035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,152,13975,10.8766
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,315,7545,41.7495
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,503,10438,48.1893
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,340,7642,44.491
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,498,10495,47.4512
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,389,7701,50.5129
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,513,10520,48.7643
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,403,7846,51.3638
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,517,10590,48.8196
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,402,7961,50.4962
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,513,10670,48.0787
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,407,8013,50.7925
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,526,10675,49.274
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,390,8131,47.9646
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,514,10763,47.7562
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,362,8192,44.1895
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,484,10764,44.9647
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,321,8283,38.7541
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,440,10862,40.5082
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,298,8388,35.5269
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,387,10916,35.4525
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,300,8511,35.2485
Ronse,45041,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,359,11039,32.5211
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,13,1481,8.77785
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,63,5834,10.7988
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,12,1579,7.59975
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,63,5853,10.7637
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,12,1754,6.84151
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,58,5880,9.86395
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,12,1883,6.37281
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,55,5966,9.21891
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,11,1989,5.53042
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,55,6005,9.15903
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,9,2075,4.33735
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,54,5991,9.01352
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,16,2150,7.44186
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,61,6023,10.1278
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,17,2265,7.50552
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,56,6064,9.23483
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,18,2340,7.69231
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,50,6087,8.21423
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,14,2445,5.72597
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,46,6156,7.47238
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,67,14.9254
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,2461,0.406339
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,14,67,208.955
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,14,2461,5.68874
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,1,1000.0
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,266,3.7594
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,5935,0.168492
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,42,1,42000.0
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,42,266,157.895
Brakel,45059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,42,5935,7.07666
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,13,973,13.3607
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,39,2556,15.2582
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,18,1022,17.6125
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,39,2559,15.2403
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,14,1059,13.22
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,35,2544,13.7579
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,17,1087,15.6394
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,39,2570,15.1751
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,15,1125,13.3333
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,40,2581,15.4979
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,13,1166,11.1492
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,39,2569,15.181
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,13,1241,10.4754
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,44,2591,16.9819
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,16,1298,12.3267
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,44,2623,16.7747
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,19,1380,13.7681
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,39,2682,14.5414
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,18,1468,12.2616
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,35,2721,12.8629
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,20,1506,13.2802
Kluisbergen,45060,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,39,2768,14.0896
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,2,497,4.02414
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,17,2246,7.56901
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,5,543,9.2081
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,21,2247,9.34579
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,7,600,11.6667
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,20,2256,8.86525
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,4,658,6.07903
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,18,2265,7.94702
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,6,715,8.39161
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,16,2282,7.01139
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,5,748,6.68449
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,18,2265,7.94702
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,4,803,4.98132
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,15,2292,6.5445
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,5,838,5.96659
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,20,2299,8.69943
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,6,889,6.74916
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,22,2319,9.48685
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,4,937,4.26894
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,20,2357,8.48536
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,985,1.01523
Wortegem-Petegem,45061,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,11,2381,4.61991
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,0,146,0.0
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,4,716,5.58659
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,0,151,0.0
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,4,713,5.6101
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,0,163,0.0
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,4,709,5.64175
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,0,170,0.0
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,3,702,4.2735
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,0,184,0.0
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,5,710,7.04225
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,0,195,0.0
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,7,706,9.91501
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,0,205,0.0
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,6,710,8.4507
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,0,212,0.0
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,6,714,8.40336
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,0,220,0.0
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,6,720,8.33333
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,0,233,0.0
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,6,725,8.27586
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,2,243,8.23045
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,6,1,6000.0
Horebeke,45062,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,6,724,8.28729
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,6,652,9.20245
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,16,2523,6.34166
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,7,727,9.62861
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,16,2542,6.29426
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,8,800,10.0
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,21,2545,8.25147
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,8,863,9.26999
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,18,2565,7.01754
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,6,916,6.55022
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,16,2577,6.20877
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,7,947,7.39176
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,16,2567,6.23296
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,5,993,5.03525
Lierde,45063,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,16,2602,6.14912
