Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Geslacht,Type vergoeding,Aantal personen met een inkomensvervangende tegemoetkoming voor personen met een handicap ,Aantal inwoners,Procent
Antwerpen,11002,Ja,Personen met inkomensvervangende tegemoetkoming,2021,Mannen,Inkomensverv. tegemoetkoming,461.0,529417,0.000870769
Antwerpen,11002,Ja,Personen met inkomensvervangende tegemoetkoming,2021,Mannen,Integratietegemoetkoming,1463.0,529417,0.00276342
Antwerpen,11002,Ja,Personen met inkomensvervangende tegemoetkoming,2021,Mannen,IVT en IT,2522.0,529417,0.00476373
Antwerpen,11002,Ja,Personen met inkomensvervangende tegemoetkoming,2021,Vrouwen,Inkomensverv. tegemoetkoming,526.0,529417,0.000993546
Antwerpen,11002,Ja,Personen met inkomensvervangende tegemoetkoming,2021,Vrouwen,Integratietegemoetkoming,1682.0,529417,0.00317708
Antwerpen,11002,Ja,Personen met inkomensvervangende tegemoetkoming,2021,Vrouwen,IVT en IT,2283.0,529417,0.00431229
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Totaal,Inkomensverv. tegemoetkoming,9.0,12749,0.000705938
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Totaal,Integratietegemoetkoming,66.0,12749,0.00517688
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Totaal,IVT en IT,79.0,12749,0.00619656
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Mannen,Inkomensverv. tegemoetkoming,3.0,12749,0.000235313
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Mannen,Integratietegemoetkoming,42.0,12749,0.00329438
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Mannen,IVT en IT,46.0,12749,0.00360813
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Vrouwen,Inkomensverv. tegemoetkoming,6.0,12749,0.000470625
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Vrouwen,Integratietegemoetkoming,24.0,12749,0.0018825
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Vrouwen,IVT en IT,33.0,12749,0.00258844
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Totaal,Inkomensverv. tegemoetkoming,10.0,12728,0.000785669
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Totaal,Integratietegemoetkoming,54.0,12728,0.00424261
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Totaal,IVT en IT,85.0,12728,0.00667819
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Mannen,Inkomensverv. tegemoetkoming,4.0,12728,0.000314268
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Mannen,Integratietegemoetkoming,33.0,12728,0.00259271
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Mannen,IVT en IT,53.0,12728,0.00416405
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Vrouwen,Inkomensverv. tegemoetkoming,6.0,12728,0.000471402
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Vrouwen,Integratietegemoetkoming,21.0,12728,0.00164991
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Vrouwen,IVT en IT,32.0,12728,0.00251414
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Totaal,Inkomensverv. tegemoetkoming,6.0,12724,0.00047155
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Totaal,Integratietegemoetkoming,57.0,12724,0.00447972
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Totaal,IVT en IT,84.0,12724,0.0066017
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Mannen,Inkomensverv. tegemoetkoming,2.0,12724,0.000157183
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Mannen,Integratietegemoetkoming,36.0,12724,0.0028293
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Mannen,IVT en IT,52.0,12724,0.00408677
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Vrouwen,Inkomensverv. tegemoetkoming,4.0,12724,0.000314367
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Vrouwen,Integratietegemoetkoming,21.0,12724,0.00165042
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Vrouwen,IVT en IT,32.0,12724,0.00251493
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Totaal,Inkomensverv. tegemoetkoming,7.0,12774,0.000547988
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Totaal,Integratietegemoetkoming,54.0,12774,0.00422734
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Totaal,IVT en IT,88.0,12774,0.00688899
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Mannen,Inkomensverv. tegemoetkoming,2.0,12774,0.000156568
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Mannen,Integratietegemoetkoming,31.0,12774,0.0024268
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Mannen,IVT en IT,57.0,12774,0.00446219
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Vrouwen,Inkomensverv. tegemoetkoming,5.0,12774,0.00039142
Boechout,11004,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Vrouwen,Integratietegemoetkoming,23.0,12774,0.00180053
