Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Geslacht,Type vergoeding,Aantal personen met een inkomensvervangende tegemoetkoming voor personen met een handicap ,Aantal inwoners,Procent
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Mannen,Integratietegemoetkoming,141.0,40709,0.00346361
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Mannen,IVT en IT,214.0,40709,0.00525682
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Vrouwen,Inkomensverv. tegemoetkoming,23.0,40709,0.000564986
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Vrouwen,Integratietegemoetkoming,194.0,40709,0.00476553
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Vrouwen,IVT en IT,191.0,40709,0.00469184
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Totaal,Inkomensverv. tegemoetkoming,35.0,40781,0.000858243
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Totaal,Integratietegemoetkoming,364.0,40781,0.00892573
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Totaal,IVT en IT,429.0,40781,0.0105196
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Mannen,Inkomensverv. tegemoetkoming,20.0,40781,0.000490424
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Mannen,Integratietegemoetkoming,158.0,40781,0.00387435
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Mannen,IVT en IT,227.0,40781,0.00556632
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Vrouwen,Inkomensverv. tegemoetkoming,15.0,40781,0.000367818
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Vrouwen,Integratietegemoetkoming,206.0,40781,0.00505137
Geel,13008,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Vrouwen,IVT en IT,202.0,40781,0.00495329
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Totaal,Inkomensverv. tegemoetkoming,7.0,10975,0.000637813
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Totaal,Integratietegemoetkoming,45.0,10975,0.00410023
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Totaal,IVT en IT,42.0,10975,0.00382688
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Mannen,Inkomensverv. tegemoetkoming,3.0,10975,0.000273349
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Mannen,Integratietegemoetkoming,18.0,10975,0.00164009
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Mannen,IVT en IT,20.0,10975,0.00182232
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Vrouwen,Inkomensverv. tegemoetkoming,4.0,10975,0.000364465
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Vrouwen,Integratietegemoetkoming,27.0,10975,0.00246014
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Vrouwen,IVT en IT,22.0,10975,0.00200456
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Totaal,Inkomensverv. tegemoetkoming,7.0,11051,0.000633427
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Totaal,Integratietegemoetkoming,42.0,11051,0.00380056
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Totaal,IVT en IT,44.0,11051,0.00398154
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Mannen,Inkomensverv. tegemoetkoming,3.0,11051,0.000271469
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Mannen,Integratietegemoetkoming,19.0,11051,0.0017193
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Mannen,IVT en IT,21.0,11051,0.00190028
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Vrouwen,Inkomensverv. tegemoetkoming,4.0,11051,0.000361958
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Vrouwen,Integratietegemoetkoming,23.0,11051,0.00208126
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Vrouwen,IVT en IT,23.0,11051,0.00208126
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Totaal,Inkomensverv. tegemoetkoming,8.0,11047,0.000724179
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Totaal,Integratietegemoetkoming,45.0,11047,0.0040735
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Totaal,IVT en IT,50.0,11047,0.00452612
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Mannen,Inkomensverv. tegemoetkoming,3.0,11047,0.000271567
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Mannen,Integratietegemoetkoming,20.0,11047,0.00181045
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Mannen,IVT en IT,24.0,11047,0.00217254
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Vrouwen,Inkomensverv. tegemoetkoming,5.0,11047,0.000452612
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Vrouwen,Integratietegemoetkoming,25.0,11047,0.00226306
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Vrouwen,IVT en IT,26.0,11047,0.00235358
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Totaal,Inkomensverv. tegemoetkoming,9.0,11026,0.000816252
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Totaal,Integratietegemoetkoming,49.0,11026,0.00444404
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Totaal,IVT en IT,46.0,11026,0.00417196
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Mannen,Inkomensverv. tegemoetkoming,3.0,11026,0.000272084
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Mannen,Integratietegemoetkoming,21.0,11026,0.00190459
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Mannen,IVT en IT,20.0,11026,0.00181389
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Vrouwen,Inkomensverv. tegemoetkoming,6.0,11026,0.000544168
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Vrouwen,Integratietegemoetkoming,28.0,11026,0.00253945
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Vrouwen,IVT en IT,26.0,11026,0.00235806
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Totaal,Inkomensverv. tegemoetkoming,7.0,11095,0.000630915
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Totaal,Integratietegemoetkoming,53.0,11095,0.00477693
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Totaal,IVT en IT,48.0,11095,0.00432627
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Mannen,Inkomensverv. tegemoetkoming,4.0,11095,0.000360523
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Mannen,Integratietegemoetkoming,21.0,11095,0.00189274
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Mannen,IVT en IT,22.0,11095,0.00198288
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Vrouwen,Inkomensverv. tegemoetkoming,3.0,11095,0.000270392
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Vrouwen,Integratietegemoetkoming,32.0,11095,0.00288418
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Vrouwen,IVT en IT,26.0,11095,0.0023434
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Totaal,Inkomensverv. tegemoetkoming,7.0,11128,0.000629044
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Totaal,Integratietegemoetkoming,58.0,11128,0.00521208
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Totaal,IVT en IT,48.0,11128,0.00431344
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Mannen,Inkomensverv. tegemoetkoming,3.0,11128,0.00026959
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Mannen,Integratietegemoetkoming,24.0,11128,0.00215672
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Mannen,IVT en IT,25.0,11128,0.00224659
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Vrouwen,Inkomensverv. tegemoetkoming,4.0,11128,0.000359454
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Vrouwen,Integratietegemoetkoming,34.0,11128,0.00305536
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Vrouwen,IVT en IT,23.0,11128,0.00206686
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Totaal,Inkomensverv. tegemoetkoming,7.0,11204,0.000624777
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Totaal,Integratietegemoetkoming,61.0,11204,0.00544448
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Totaal,IVT en IT,52.0,11204,0.0046412
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Mannen,Inkomensverv. tegemoetkoming,3.0,11204,0.000267762
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Mannen,Integratietegemoetkoming,25.0,11204,0.00223135
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Mannen,IVT en IT,30.0,11204,0.00267762
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Vrouwen,Inkomensverv. tegemoetkoming,4.0,11204,0.000357015
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Vrouwen,Integratietegemoetkoming,36.0,11204,0.00321314
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Vrouwen,IVT en IT,22.0,11204,0.00196358
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Totaal,Inkomensverv. tegemoetkoming,8.0,11237,0.000711934
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Totaal,Integratietegemoetkoming,60.0,11237,0.0053395
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Totaal,IVT en IT,60.0,11237,0.0053395
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Mannen,Inkomensverv. tegemoetkoming,3.0,11237,0.000266975
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Mannen,Integratietegemoetkoming,25.0,11237,0.00222479
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Mannen,IVT en IT,32.0,11237,0.00284774
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Vrouwen,Inkomensverv. tegemoetkoming,5.0,11237,0.000444959
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Vrouwen,Integratietegemoetkoming,35.0,11237,0.00311471
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Vrouwen,IVT en IT,28.0,11237,0.00249177
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Totaal,Inkomensverv. tegemoetkoming,6.0,11123,0.000539423
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Totaal,Integratietegemoetkoming,61.0,11123,0.00548413
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Totaal,IVT en IT,64.0,11123,0.00575384
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Mannen,Inkomensverv. tegemoetkoming,3.0,11123,0.000269711
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Mannen,Integratietegemoetkoming,22.0,11123,0.00197788
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Mannen,IVT en IT,34.0,11123,0.00305673
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Vrouwen,Inkomensverv. tegemoetkoming,3.0,11123,0.000269711
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Vrouwen,Integratietegemoetkoming,39.0,11123,0.00350625
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Vrouwen,IVT en IT,30.0,11123,0.00269711
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2019,Totaal,Inkomensverv. tegemoetkoming,7.0,11155,0.000627521
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2019,Totaal,Integratietegemoetkoming,68.0,11155,0.00609592
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2019,Totaal,IVT en IT,61.0,11155,0.0054684
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2019,Mannen,Inkomensverv. tegemoetkoming,2.0,11155,0.000179292
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2019,Mannen,Integratietegemoetkoming,22.0,11155,0.00197221
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2019,Mannen,IVT en IT,34.0,11155,0.00304796
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2019,Vrouwen,Inkomensverv. tegemoetkoming,5.0,11155,0.000448229
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2019,Vrouwen,Integratietegemoetkoming,46.0,11155,0.00412371
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2019,Vrouwen,IVT en IT,27.0,11155,0.00242044
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Totaal,Inkomensverv. tegemoetkoming,8.0,11172,0.000716076
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Totaal,Integratietegemoetkoming,78.0,11172,0.00698174
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Totaal,IVT en IT,69.0,11172,0.00617615
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Mannen,Inkomensverv. tegemoetkoming,2.0,11172,0.000179019
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Mannen,Integratietegemoetkoming,23.0,11172,0.00205872
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Mannen,IVT en IT,39.0,11172,0.00349087
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Vrouwen,Inkomensverv. tegemoetkoming,6.0,11172,0.000537057
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Vrouwen,Integratietegemoetkoming,55.0,11172,0.00492302
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2020,Vrouwen,IVT en IT,30.0,11172,0.00268528
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Totaal,Inkomensverv. tegemoetkoming,11.0,11249,0.000977865
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Totaal,Integratietegemoetkoming,85.0,11249,0.00755623
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Totaal,IVT en IT,77.0,11249,0.00684505
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Mannen,Inkomensverv. tegemoetkoming,5.0,11249,0.000444484
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Mannen,Integratietegemoetkoming,28.0,11249,0.00248911
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Mannen,IVT en IT,42.0,11249,0.00373367
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Vrouwen,Inkomensverv. tegemoetkoming,6.0,11249,0.000533381
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Vrouwen,Integratietegemoetkoming,57.0,11249,0.00506712
Grobbendonk,13010,Nee,Personen met inkomensvervangende tegemoetkoming,2021,Vrouwen,IVT en IT,35.0,11249,0.00311139
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Totaal,Inkomensverv. tegemoetkoming,19.0,26759,0.000710041
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Totaal,Integratietegemoetkoming,169.0,26759,0.00631563
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Totaal,IVT en IT,124.0,26759,0.00463395
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Mannen,Inkomensverv. tegemoetkoming,5.0,26759,0.000186853
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Mannen,Integratietegemoetkoming,81.0,26759,0.00302702
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Mannen,IVT en IT,52.0,26759,0.00194327
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Vrouwen,Inkomensverv. tegemoetkoming,14.0,26759,0.000523188
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Vrouwen,Integratietegemoetkoming,88.0,26759,0.00328861
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2010,Vrouwen,IVT en IT,72.0,26759,0.00269068
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Totaal,Inkomensverv. tegemoetkoming,19.0,27124,0.000700487
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Totaal,Integratietegemoetkoming,154.0,27124,0.00567763
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Totaal,IVT en IT,130.0,27124,0.0047928
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Mannen,Inkomensverv. tegemoetkoming,6.0,27124,0.000221206
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Mannen,Integratietegemoetkoming,75.0,27124,0.00276508
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Mannen,IVT en IT,54.0,27124,0.00199086
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Vrouwen,Inkomensverv. tegemoetkoming,13.0,27124,0.00047928
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Vrouwen,Integratietegemoetkoming,79.0,27124,0.00291255
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2011,Vrouwen,IVT en IT,76.0,27124,0.00280195
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Totaal,Inkomensverv. tegemoetkoming,22.0,27368,0.000803859
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Totaal,Integratietegemoetkoming,161.0,27368,0.00588278
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Totaal,IVT en IT,142.0,27368,0.00518854
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Mannen,Inkomensverv. tegemoetkoming,8.0,27368,0.000292312
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Mannen,Integratietegemoetkoming,77.0,27368,0.0028135
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Mannen,IVT en IT,61.0,27368,0.00222888
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Vrouwen,Inkomensverv. tegemoetkoming,14.0,27368,0.000511546
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Vrouwen,Integratietegemoetkoming,84.0,27368,0.00306928
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2012,Vrouwen,IVT en IT,81.0,27368,0.00295966
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Totaal,Inkomensverv. tegemoetkoming,19.0,27438,0.00069247
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Totaal,Integratietegemoetkoming,178.0,27438,0.00648735
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Totaal,IVT en IT,144.0,27438,0.0052482
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Mannen,Inkomensverv. tegemoetkoming,7.0,27438,0.000255121
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Mannen,Integratietegemoetkoming,94.0,27438,0.00342591
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Mannen,IVT en IT,61.0,27438,0.00222319
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Vrouwen,Inkomensverv. tegemoetkoming,12.0,27438,0.00043735
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Vrouwen,Integratietegemoetkoming,84.0,27438,0.00306145
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2013,Vrouwen,IVT en IT,83.0,27438,0.003025
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Totaal,Inkomensverv. tegemoetkoming,22.0,27637,0.000796034
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Totaal,Integratietegemoetkoming,192.0,27637,0.00694721
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Totaal,IVT en IT,149.0,27637,0.00539132
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Mannen,Inkomensverv. tegemoetkoming,7.0,27637,0.000253284
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Mannen,Integratietegemoetkoming,104.0,27637,0.00376307
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Mannen,IVT en IT,61.0,27637,0.00220719
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Vrouwen,Inkomensverv. tegemoetkoming,15.0,27637,0.000542751
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Vrouwen,Integratietegemoetkoming,88.0,27637,0.00318414
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2014,Vrouwen,IVT en IT,88.0,27637,0.00318414
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Totaal,Inkomensverv. tegemoetkoming,24.0,27677,0.000867146
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Totaal,Integratietegemoetkoming,214.0,27677,0.00773205
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Totaal,IVT en IT,170.0,27677,0.00614228
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Mannen,Inkomensverv. tegemoetkoming,9.0,27677,0.00032518
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Mannen,Integratietegemoetkoming,115.0,27677,0.00415507
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Mannen,IVT en IT,73.0,27677,0.00263757
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Vrouwen,Inkomensverv. tegemoetkoming,15.0,27677,0.000541966
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Vrouwen,Integratietegemoetkoming,99.0,27677,0.00357698
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2015,Vrouwen,IVT en IT,97.0,27677,0.00350472
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Totaal,Inkomensverv. tegemoetkoming,21.0,27728,0.000757357
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Totaal,Integratietegemoetkoming,227.0,27728,0.00818667
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Totaal,IVT en IT,189.0,27728,0.00681621
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Mannen,Inkomensverv. tegemoetkoming,8.0,27728,0.000288517
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Mannen,Integratietegemoetkoming,123.0,27728,0.00443595
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Mannen,IVT en IT,81.0,27728,0.00292123
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Vrouwen,Inkomensverv. tegemoetkoming,13.0,27728,0.00046884
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Vrouwen,Integratietegemoetkoming,104.0,27728,0.00375072
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2016,Vrouwen,IVT en IT,108.0,27728,0.00389498
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Totaal,Inkomensverv. tegemoetkoming,21.0,27800,0.000755396
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Totaal,Integratietegemoetkoming,236.0,27800,0.00848921
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Totaal,IVT en IT,198.0,27800,0.0071223
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Mannen,Inkomensverv. tegemoetkoming,9.0,27800,0.000323741
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Mannen,Integratietegemoetkoming,125.0,27800,0.0044964
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Mannen,IVT en IT,92.0,27800,0.00330935
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Vrouwen,Inkomensverv. tegemoetkoming,12.0,27800,0.000431655
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Vrouwen,Integratietegemoetkoming,111.0,27800,0.00399281
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2017,Vrouwen,IVT en IT,106.0,27800,0.00381295
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Totaal,Inkomensverv. tegemoetkoming,28.0,28117,0.000995839
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Totaal,Integratietegemoetkoming,234.0,28117,0.00832237
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Totaal,IVT en IT,204.0,28117,0.0072554
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Mannen,Inkomensverv. tegemoetkoming,13.0,28117,0.000462354
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Mannen,Integratietegemoetkoming,121.0,28117,0.00430345
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Mannen,IVT en IT,92.0,28117,0.00327204
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Vrouwen,Inkomensverv. tegemoetkoming,15.0,28117,0.000533485
Herentals,13011,Nee,Personen met inkomensvervangende tegemoetkoming,2018,Vrouwen,Integratietegemoetkoming,113.0,28117,0.00401892
