Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Totaal netto belastbaar inkomen (in miljoen euro),Aantal inwoners,"Gemiddeld inkomen (in euro), per inwoner"
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2000,216.48,20423,10599.8
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2001,233.49,20499,11390.3
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2002,247.43,20519,12058.6
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2003,270.144,20613,13105.5
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2004,280.163,20642,13572.5
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2005,290.769,20743,14017.7
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2006,303.33,20864,14538.4
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2007,322.853,20978,15390.1
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2008,337.503,21208,15913.9
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2009,350.927,21369,16422.3
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2010,360.65,21572,16718.4
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2011,374.161,21824,17144.5
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2012,393.257,22065,17822.6
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2013,407.223,22198,18345.0
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2014,430.177,22342,19254.2
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2015,430.965,22559,19103.9
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2016,437.961,22651,19335.2
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2017,454.575,22693,20031.5
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2018,467.243,22813,20481.4
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2019,480.972,22949,20958.3
Nijlen,12026,Nee,"Gemiddeld inkomen, per inwoner",2020,507.506,22936,22127.1
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",1997,147.69,15046,9815.9
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",1998,162.8,15136,10755.8
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",1999,166.51,15333,10859.6
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2000,174.15,15394,11312.8
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2001,187.57,15389,12188.6
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2002,198.47,15459,12838.5
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2003,209.26,15399,13589.2
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2004,216.133,15493,13950.4
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2005,229.305,15474,14818.7
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2006,240.088,15690,15302.0
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2007,251.634,15813,15913.1
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2008,272.122,15906,17108.1
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2009,278.746,16138,17272.6
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2010,286.667,16352,17531.0
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2011,295.455,16557,17844.7
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2012,305.465,16726,18262.9
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2013,317.849,16896,18812.1
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2014,335.716,17133,19594.7
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2015,337.492,17195,19627.3
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2016,346.574,17227,20118.1
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2017,359.56,17379,20689.3
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2018,371.649,17584,21135.7
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2019,386.971,17800,21739.9
Putte,12029,Nee,"Gemiddeld inkomen, per inwoner",2020,406.786,17927,22691.3
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",1997,205.01,18918,10836.8
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",1998,211.93,18922,11200.2
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",1999,219.44,19042,11524.0
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2000,230.1,19038,12086.4
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2001,260.93,19108,13655.5
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2002,265.64,19120,13893.3
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2003,276.132,19245,14348.2
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2004,286.372,19236,14887.3
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2005,294.609,19432,15161.0
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2006,311.99,19577,15936.6
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2007,324.073,19642,16499.0
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2008,344.302,19974,17237.5
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2009,356.174,19994,17814.1
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2010,357.876,20149,17761.5
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2011,372.801,20341,18327.6
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2012,389.714,20349,19151.5
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2013,400.632,20412,19627.3
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2014,418.005,20401,20489.4
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2015,423.014,20427,20708.6
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2016,428.758,20609,20804.4
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2017,445.445,20681,21538.9
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2018,451.753,20870,21646.0
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2019,466.655,20792,22444.0
Sint-Katelijne-Waver,12035,Nee,"Gemiddeld inkomen, per inwoner",2020,486.381,21026,23132.4
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",1997,230.94,22457,10283.7
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",1998,239.96,22423,10701.5
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",1999,249.49,22511,11083.0
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2000,259.92,22508,11547.9
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2001,275.0,22556,12191.9
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2002,289.51,22622,12797.7
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2003,303.65,22687,13384.3
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2004,313.661,22838,13734.2
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2005,324.148,22889,14161.7
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2006,343.067,23044,14887.5
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2007,360.9,23300,15489.3
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2008,382.25,23660,16156.0
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2009,392.461,23965,16376.4
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2010,399.033,24204,16486.2
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2011,414.621,24527,16904.7
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2012,432.403,24825,17418.0
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2013,444.564,25059,17740.7
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2014,459.886,25327,18157.9
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2015,465.895,25446,18309.2
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2016,470.693,25745,18282.9
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2017,480.757,26088,18428.3
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2018,496.604,26223,18937.7
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2019,512.609,26462,19371.5
Willebroek,12040,Nee,"Gemiddeld inkomen, per inwoner",2020,529.784,26826,19748.9
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",1997,250.45,22897,10938.1
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",1998,261.04,23198,11252.7
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",1999,269.99,23249,11613.0
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2000,284.58,23296,12215.8
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2001,304.89,23331,13068.0
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2002,316.16,23391,13516.3
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2003,328.202,23463,13988.1
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2004,347.67,23449,14826.6
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2005,364.188,23626,15414.7
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2006,381.772,23810,16034.1
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2007,400.094,24069,16622.8
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2008,415.692,24289,17114.4
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2009,429.909,24476,17564.5
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2010,436.9,24607,17755.1
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2011,452.837,24744,18300.9
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2012,475.901,24828,19167.9
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2013,497.681,25021,19890.5
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2014,514.028,25213,20387.4
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2015,520.719,25338,20550.9
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2016,534.221,25331,21089.6
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2017,553.324,25602,21612.5
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2018,573.016,25932,22096.9
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2019,588.704,25882,22745.7
Puurs-Sint-Amands,12041,Nee,"Gemiddeld inkomen, per inwoner",2020,603.281,26142,23077.1
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",1997,108.4,11578,9362.58
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",1998,110.99,11597,9570.58
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",1999,116.43,11741,9916.53
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2000,119.78,11805,10146.5
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2001,127.66,11883,10743.1
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2002,134.77,11934,11292.9
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2003,145.867,12040,12115.2
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2004,152.498,12119,12583.4
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2005,157.053,12179,12895.4
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2006,166.025,12215,13591.9
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2007,174.247,12329,14133.1
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2008,184.259,12528,14707.8
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2009,188.356,12679,14855.7
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2010,192.9,12758,15119.9
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2011,197.021,12855,15326.4
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2012,207.985,12894,16130.4
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2013,211.722,12941,16360.6
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2014,226.515,12956,17483.4
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2015,226.352,13053,17341.0
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2016,228.736,13142,17405.0
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2017,240.408,13261,18128.9
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2018,244.09,13281,18378.9
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2019,247.924,13293,18650.8
Arendonk,13001,Nee,"Gemiddeld inkomen, per inwoner",2020,257.861,13290,19402.6
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",1997,16.53,2096,7886.45
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",1998,17.33,2112,8205.49
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",1999,17.83,2128,8378.76
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2000,17.8,2120,8396.23
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2001,21.22,2156,9842.3
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2002,23.19,2200,10540.9
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2003,23.1083,2235,10339.3
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2004,26.2829,2247,11696.9
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2005,28.0882,2276,12341.0
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2006,29.6683,2306,12865.7
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2007,32.535,2337,13921.7
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2008,32.4789,2384,13623.7
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2009,32.8372,2431,13507.7
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2010,34.4711,2504,13766.4
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2011,36.7056,2594,14150.2
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2012,40.082,2592,15463.7
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2013,38.7567,2630,14736.4
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2014,41.1617,2618,15722.6
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2015,41.6783,2680,15551.6
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2016,42.2256,2663,15856.4
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2017,43.3978,2695,16103.1
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2018,45.392,2705,16780.8
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2019,48.2729,2760,17490.2
Baarle-Hertog,13002,Nee,"Gemiddeld inkomen, per inwoner",2020,50.5529,2865,17645.0
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",1997,185.9,19022,9772.89
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",1998,191.17,19129,9993.73
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",1999,200.94,19242,10442.8
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2000,212.53,19290,11017.6
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2001,226.08,19410,11647.6
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2002,236.19,19581,12062.2
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2003,252.558,19716,12809.8
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2004,268.008,19871,13487.4
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2005,278.956,20111,13870.8
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2006,288.737,20276,14240.3
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2007,307.527,20379,15090.4
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2008,320.109,20638,15510.6
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2009,333.522,20811,16026.2
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2010,339.327,21022,16141.5
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2011,355.287,21305,16676.2
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2012,366.293,21570,16981.6
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2013,379.707,21772,17440.2
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2014,401.708,21817,18412.6
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2015,409.026,21969,18618.3
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2016,411.255,22168,18551.7
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2017,422.312,22356,18890.3
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2018,434.968,22426,19395.7
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2019,448.96,22618,19849.7
Balen,13003,Nee,"Gemiddeld inkomen, per inwoner",2020,467.992,22813,20514.3
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",1997,162.97,15224,10704.8
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",1998,174.37,15392,11328.6
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",1999,179.63,15584,11526.6
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2000,189.44,15698,12067.8
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2001,202.91,15850,12801.9
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2002,210.67,16029,13143.1
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2003,222.782,16091,13845.1
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2004,233.04,16185,14398.5
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2005,244.14,16296,14981.6
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2006,251.51,16482,15259.7
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2007,265.039,16600,15966.2
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2008,279.873,16755,16703.8
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2009,284.82,16931,16822.4
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2010,290.938,17003,17111.0
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2011,298.62,17035,17529.8
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2012,314.065,17167,18294.7
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2013,328.855,17340,18965.1
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2014,343.379,17550,19565.8
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2015,348.15,17600,19781.2
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2016,354.433,17829,19879.6
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2017,368.385,17907,20572.1
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2018,377.769,17931,21067.9
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2019,382.12,18084,21130.3
Beerse,13004,Nee,"Gemiddeld inkomen, per inwoner",2020,400.568,18128,22096.6
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",1997,84.66,8423,10051.1
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",1998,88.02,8471,10390.7
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",1999,89.4,8533,10477.0
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2000,90.94,8545,10642.5
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2001,97.56,8489,11492.5
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2002,101.74,8555,11892.5
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2003,109.761,8607,12752.5
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2004,114.647,8718,13150.6
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2005,117.114,8747,13389.1
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2006,124.698,8773,14213.8
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2007,131.233,8865,14803.5
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2008,136.029,8931,15231.1
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2009,139.114,9049,15373.5
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2010,142.792,9107,15679.3
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2011,149.189,9177,16256.9
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2012,154.218,9231,16706.5
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2013,160.714,9286,17307.1
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2014,170.204,9350,18203.7
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2015,173.826,9400,18492.1
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2016,174.173,9420,18489.7
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2017,179.203,9527,18810.0
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2018,178.852,9540,18747.6
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2019,186.243,9598,19404.3
Dessel,13006,Nee,"Gemiddeld inkomen, per inwoner",2020,193.642,9605,20160.6
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",1997,349.65,33501,10437.0
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",1998,361.59,33597,10762.6
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",1999,376.37,33655,11183.2
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2000,393.61,33677,11687.8
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2001,420.89,33879,12423.3
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2002,442.63,34169,12954.1
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2003,468.265,34350,13632.2
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2004,490.282,34444,14234.2
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2005,514.609,34758,14805.5
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2006,537.51,35189,15275.0
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2007,566.213,35502,15948.8
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2008,606.349,36013,16836.9
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2009,625.162,36711,17029.3
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2010,635.752,36990,17187.1
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2011,661.3,37483,17642.7
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2012,694.173,37848,18341.1
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2013,712.372,38101,18696.9
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2014,751.474,38450,19544.2
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2015,760.928,38837,19592.9
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2016,768.216,39225,19584.8
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2017,796.481,39560,20133.5
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2018,824.719,39923,20657.7
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2019,851.463,40353,21100.4
Geel,13008,Nee,"Gemiddeld inkomen, per inwoner",2020,880.118,40709,21619.7
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",1997,111.3,10472,10628.3
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",1998,116.4,10427,11163.3
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",1999,122.69,10424,11770.0
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",2000,127.78,10449,12228.9
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",2001,136.89,10483,13058.3
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",2002,144.52,10534,13719.4
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",2003,151.94,10599,14335.3
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",2004,157.53,10690,14736.2
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",2005,161.138,10706,15051.2
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",2006,173.755,10747,16167.8
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",2007,173.872,10801,16097.8
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",2008,183.084,10814,16930.2
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",2009,192.535,10890,17680.0
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",2010,198.508,10975,18087.3
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",2011,195.72,11051,17710.6
Grobbendonk,13010,Nee,"Gemiddeld inkomen, per inwoner",2012,203.212,11047,18395.2
