,DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT
395,2020-04-19,WestVlaanderen,Flanders,11,586,108,62,1,22,23
396,2020-04-20,Antwerpen,Flanders,14,789,176,144,5,30,28
397,2020-04-20,BrabantWallon,Wallonia,2,50,12,9,0,0,0
398,2020-04-20,Brussels,Brussels,15,802,183,133,16,18,16
399,2020-04-20,Hainaut,Wallonia,14,721,121,95,9,46,15
400,2020-04-20,Limburg,Flanders,7,376,84,66,1,12,13
401,2020-04-20,Liège,Wallonia,12,502,128,96,2,12,14
402,2020-04-20,Luxembourg,Wallonia,3,93,23,15,0,1,1
403,2020-04-20,Namur,Wallonia,6,195,43,26,4,17,1
404,2020-04-20,OostVlaanderen,Flanders,14,617,143,95,2,20,6
405,2020-04-20,VlaamsBrabant,Flanders,6,248,56,30,2,6,5
406,2020-04-20,WestVlaanderen,Flanders,11,603,110,68,1,22,8
407,2020-04-21,Antwerpen,Flanders,14,747,170,133,4,38,73
408,2020-04-21,BrabantWallon,Wallonia,2,47,13,10,0,3,6
409,2020-04-21,Brussels,Brussels,15,747,168,128,15,27,74
410,2020-04-21,Hainaut,Wallonia,14,693,116,87,9,53,66
411,2020-04-21,Limburg,Flanders,7,360,77,60,1,22,30
412,2020-04-21,Liège,Wallonia,12,483,121,93,2,31,37
413,2020-04-21,Luxembourg,Wallonia,3,91,19,14,0,7,7
414,2020-04-21,Namur,Wallonia,6,184,39,25,4,8,17
415,2020-04-21,OostVlaanderen,Flanders,14,597,136,91,2,28,55
416,2020-04-21,VlaamsBrabant,Flanders,6,242,56,29,4,17,17
417,2020-04-21,WestVlaanderen,Flanders,11,574,105,63,1,28,47
418,2020-04-22,Antwerpen,Flanders,14,702,164,128,4,24,65
419,2020-04-22,BrabantWallon,Wallonia,2,39,12,9,0,0,7
420,2020-04-22,Brussels,Brussels,15,723,170,128,17,44,56
421,2020-04-22,Hainaut,Wallonia,14,676,113,77,8,49,52
422,2020-04-22,Limburg,Flanders,7,341,79,62,1,14,25
423,2020-04-22,Liège,Wallonia,12,466,118,90,2,23,40
424,2020-04-22,Luxembourg,Wallonia,3,83,18,14,0,3,9
425,2020-04-22,Namur,Wallonia,6,181,42,25,4,14,12
426,2020-04-22,OostVlaanderen,Flanders,14,542,135,84,1,20,47
427,2020-04-22,VlaamsBrabant,Flanders,6,220,51,30,5,7,16
428,2020-04-22,WestVlaanderen,Flanders,11,554,91,56,1,18,35
429,2020-04-23,Antwerpen,Flanders,14,681,163,129,5,29,48
430,2020-04-23,BrabantWallon,Wallonia,2,35,12,9,0,3,6
431,2020-04-23,Brussels,Brussels,15,716,165,121,17,36,40
432,2020-04-23,Hainaut,Wallonia,14,653,115,77,8,34,34
433,2020-04-23,Limburg,Flanders,7,318,74,59,1,12,25
434,2020-04-23,Liège,Wallonia,12,435,109,77,0,21,45
435,2020-04-23,Luxembourg,Wallonia,3,80,17,12,0,7,10
436,2020-04-23,Namur,Wallonia,6,168,43,26,4,5,14
437,2020-04-23,OostVlaanderen,Flanders,14,522,132,79,1,19,38
438,2020-04-23,VlaamsBrabant,Flanders,6,210,49,32,7,9,18
439,2020-04-23,WestVlaanderen,Flanders,11,535,91,60,1,29,44
440,2020-04-24,Antwerpen,Flanders,14,650,154,116,5,34,51
441,2020-04-24,BrabantWallon,Wallonia,2,35,11,9,0,2,1
442,2020-04-24,Brussels,Brussels,15,706,165,113,17,36,48
443,2020-04-24,Hainaut,Wallonia,14,648,103,74,11,41,33
444,2020-04-24,Limburg,Flanders,7,315,76,53,1,22,26
445,2020-04-24,Liège,Wallonia,12,418,102,75,0,24,34
446,2020-04-24,Luxembourg,Wallonia,3,74,16,12,0,2,6
447,2020-04-24,Namur,Wallonia,6,152,37,22,4,4,16
448,2020-04-24,OostVlaanderen,Flanders,14,481,130,77,1,17,38
449,2020-04-24,VlaamsBrabant,Flanders,6,206,52,29,6,14,15
450,2020-04-24,WestVlaanderen,Flanders,11,510,88,55,1,25,42
451,2020-04-25,Antwerpen,Flanders,14,621,154,111,4,36,63
452,2020-04-25,BrabantWallon,Wallonia,2,37,10,7,0,4,2
453,2020-04-25,Brussels,Brussels,15,667,158,109,15,30,53
454,2020-04-25,Hainaut,Wallonia,14,583,94,72,9,27,64
455,2020-04-25,Limburg,Flanders,7,311,76,45,2,28,28
456,2020-04-25,Liège,Wallonia,12,384,101,80,0,4,26
457,2020-04-25,Luxembourg,Wallonia,3,69,13,12,0,4,11
458,2020-04-25,Namur,Wallonia,6,142,35,23,5,7,17
459,2020-04-25,OostVlaanderen,Flanders,14,463,124,74,0,29,41
460,2020-04-25,VlaamsBrabant,Flanders,6,200,50,30,7,16,18
461,2020-04-25,WestVlaanderen,Flanders,11,480,86,57,1,18,46
462,2020-04-26,Antwerpen,Flanders,14,607,157,109,4,15,24
463,2020-04-26,BrabantWallon,Wallonia,2,38,11,6,0,1,0
464,2020-04-26,Brussels,Brussels,15,671,156,108,15,26,12
465,2020-04-26,Hainaut,Wallonia,14,593,98,70,9,22,13
466,2020-04-26,Limburg,Flanders,7,308,79,49,2,16,15
467,2020-04-26,Liège,Wallonia,12,394,103,73,1,11,3
468,2020-04-26,Luxembourg,Wallonia,3,70,15,10,0,2,2
469,2020-04-26,Namur,Wallonia,6,144,32,22,6,7,2
470,2020-04-26,OostVlaanderen,Flanders,14,462,121,70,0,17,10
471,2020-04-26,VlaamsBrabant,Flanders,6,198,48,27,7,4,4
472,2020-04-26,WestVlaanderen,Flanders,11,483,83,56,1,9,13
473,2020-04-27,Antwerpen,Flanders,14,606,145,102,4,27,14
474,2020-04-27,BrabantWallon,Wallonia,2,38,13,11,0,0,0
475,2020-04-27,Brussels,Brussels,15,679,157,109,15,24,10
476,2020-04-27,Hainaut,Wallonia,14,599,92,65,7,23,8
477,2020-04-27,Limburg,Flanders,7,312,79,45,2,7,5
478,2020-04-27,Liège,Wallonia,12,397,96,62,1,11,12
479,2020-04-27,Luxembourg,Wallonia,3,72,14,10,0,3,1
480,2020-04-27,Namur,Wallonia,6,144,31,21,4,6,2
481,2020-04-27,OostVlaanderen,Flanders,14,466,125,66,0,12,4
482,2020-04-27,VlaamsBrabant,Flanders,6,189,40,22,7,5,2
483,2020-04-27,WestVlaanderen,Flanders,11,474,84,53,1,11,6
484,2020-04-28,Antwerpen,Flanders,14,603,135,98,4,27,57
485,2020-04-28,BrabantWallon,Wallonia,2,36,12,10,0,0,3
486,2020-04-28,Brussels,Brussels,15,651,147,105,14,25,43
487,2020-04-28,Hainaut,Wallonia,14,543,83,59,7,20,66
488,2020-04-28,Limburg,Flanders,7,295,72,46,3,14,16
489,2020-04-28,Liège,Wallonia,12,364,85,56,1,19,37
490,2020-04-28,Luxembourg,Wallonia,3,64,12,9,0,0,5
491,2020-04-28,Namur,Wallonia,6,134,27,20,4,13,16
492,2020-04-28,OostVlaanderen,Flanders,14,424,111,62,0,14,40
493,2020-04-28,VlaamsBrabant,Flanders,6,176,35,20,7,13,20
494,2020-04-28,WestVlaanderen,Flanders,11,443,78,49,3,20,40
495,2020-04-29,Antwerpen,Flanders,14,585,134,94,5,25,49
496,2020-04-29,BrabantWallon,Wallonia,2,37,12,11,0,2,4
497,2020-04-29,Brussels,Brussels,15,648,143,103,14,26,28
498,2020-04-29,Hainaut,Wallonia,14,529,80,58,7,29,42
499,2020-04-29,Limburg,Flanders,7,287,67,43,3,26,30
500,2020-04-29,Liège,Wallonia,12,324,81,53,1,14,28
501,2020-04-29,Luxembourg,Wallonia,3,67,11,7,0,6,3
502,2020-04-29,Namur,Wallonia,6,130,25,18,5,6,11
503,2020-04-29,OostVlaanderen,Flanders,14,401,106,57,0,21,47
504,2020-04-29,VlaamsBrabant,Flanders,6,170,30,23,7,10,14
505,2020-04-29,WestVlaanderen,Flanders,11,431,80,50,3,20,39
506,2020-04-30,Antwerpen,Flanders,14,544,128,88,5,23,52
507,2020-04-30,BrabantWallon,Wallonia,2,35,11,10,0,3,2
508,2020-04-30,Brussels,Brussels,15,615,140,99,16,30,50
509,2020-04-30,Hainaut,Wallonia,14,509,84,57,6,24,38
510,2020-04-30,Limburg,Flanders,7,272,59,40,3,17,23
511,2020-04-30,Liège,Wallonia,12,302,79,51,1,17,21
512,2020-04-30,Luxembourg,Wallonia,3,62,11,6,0,1,7
513,2020-04-30,Namur,Wallonia,6,128,26,18,5,9,9
514,2020-04-30,OostVlaanderen,Flanders,14,369,101,56,0,8,39
515,2020-04-30,VlaamsBrabant,Flanders,6,153,30,22,6,7,21
516,2020-04-30,WestVlaanderen,Flanders,11,397,80,44,1,14,57
517,2020-05-01,Antwerpen,Flanders,14,524,124,84,5,20,64
518,2020-05-01,BrabantWallon,Wallonia,2,35,11,9,0,3,4
519,2020-05-01,Brussels,Brussels,15,574,129,94,15,15,41
520,2020-05-01,Hainaut,Wallonia,14,429,68,51,7,14,58
521,2020-05-01,Limburg,Flanders,7,255,57,33,3,21,27
522,2020-05-01,Liège,Wallonia,12,273,66,47,1,12,30
523,2020-05-01,Luxembourg,Wallonia,3,54,11,6,0,1,6
524,2020-05-01,Namur,Wallonia,6,115,26,17,2,7,16
525,2020-05-01,OostVlaanderen,Flanders,14,344,94,54,0,20,30
526,2020-05-01,VlaamsBrabant,Flanders,6,136,30,17,5,8,13
527,2020-05-01,WestVlaanderen,Flanders,11,370,74,40,3,13,41
528,2020-05-02,Antwerpen,Flanders,14,525,126,77,5,23,24
529,2020-05-02,BrabantWallon,Wallonia,2,34,10,7,0,0,0
530,2020-05-02,Brussels,Brussels,15,558,124,92,14,6,17
531,2020-05-02,Hainaut,Wallonia,14,425,73,51,6,12,10
532,2020-05-02,Limburg,Flanders,7,252,61,32,3,7,5
533,2020-05-02,Liège,Wallonia,12,276,69,42,0,12,10
534,2020-05-02,Luxembourg,Wallonia,3,55,11,7,0,1,0
535,2020-05-02,Namur,Wallonia,6,115,24,16,4,4,5
536,2020-05-02,OostVlaanderen,Flanders,14,349,86,44,2,13,8
537,2020-05-02,VlaamsBrabant,Flanders,6,139,28,19,5,0,4
538,2020-05-02,WestVlaanderen,Flanders,11,352,72,39,3,4,17
539,2020-05-03,Antwerpen,Flanders,14,530,119,76,5,16,15
540,2020-05-03,BrabantWallon,Wallonia,2,32,10,5,0,0,1
541,2020-05-03,Brussels,Brussels,15,540,120,82,14,8,16
542,2020-05-03,Hainaut,Wallonia,14,428,74,50,7,8,6
543,2020-05-03,Limburg,Flanders,7,253,57,32,3,11,2
544,2020-05-03,Liège,Wallonia,12,269,65,40,0,3,11
545,2020-05-03,Luxembourg,Wallonia,3,55,11,6,0,0,0
546,2020-05-03,Namur,Wallonia,6,113,24,14,4,1,1
547,2020-05-03,OostVlaanderen,Flanders,14,333,79,40,2,2,8
548,2020-05-03,VlaamsBrabant,Flanders,6,140,28,18,5,4,2
549,2020-05-03,WestVlaanderen,Flanders,11,351,68,38,1,9,8
550,2020-05-04,Antwerpen,Flanders,14,534,118,71,4,22,17
551,2020-05-04,BrabantWallon,Wallonia,2,39,11,5,0,1,0
552,2020-05-04,Brussels,Brussels,15,542,121,80,12,18,7
553,2020-05-04,Hainaut,Wallonia,14,431,70,50,5,12,11
554,2020-05-04,Limburg,Flanders,7,260,57,30,3,5,3
555,2020-05-04,Liège,Wallonia,12,262,63,43,1,1,9
556,2020-05-04,Luxembourg,Wallonia,3,51,11,6,0,0,1
557,2020-05-04,Namur,Wallonia,6,121,23,14,4,6,2
558,2020-05-04,OostVlaanderen,Flanders,14,346,74,38,2,14,8
559,2020-05-04,VlaamsBrabant,Flanders,6,141,28,15,4,5,1
560,2020-05-04,WestVlaanderen,Flanders,11,353,70,35,0,8,2
561,2020-05-05,Antwerpen,Flanders,14,519,101,70,4,15,36
562,2020-05-05,BrabantWallon,Wallonia,2,29,9,5,0,1,6
563,2020-05-05,Brussels,Brussels,15,502,109,77,14,18,46
564,2020-05-05,Hainaut,Wallonia,14,389,60,47,5,28,58
565,2020-05-05,Limburg,Flanders,7,251,53,29,3,24,23
566,2020-05-05,Liège,Wallonia,12,229,59,33,1,4,33
567,2020-05-05,Luxembourg,Wallonia,3,49,7,5,0,3,4
568,2020-05-05,Namur,Wallonia,6,109,20,13,4,6,23
569,2020-05-05,OostVlaanderen,Flanders,14,320,73,36,2,8,29
570,2020-05-05,VlaamsBrabant,Flanders,6,132,27,17,5,6,13
571,2020-05-05,WestVlaanderen,Flanders,11,339,64,35,0,10,29
572,2020-05-06,Antwerpen,Flanders,14,532,98,67,4,30,26
573,2020-05-06,BrabantWallon,Wallonia,2,27,7,5,0,2,5
574,2020-05-06,Brussels,Brussels,15,486,102,76,12,16,38
575,2020-05-06,Hainaut,Wallonia,14,366,54,44,5,12,33
576,2020-05-06,Limburg,Flanders,7,226,53,28,2,9,27
577,2020-05-06,Liège,Wallonia,12,201,53,33,1,10,29
578,2020-05-06,Luxembourg,Wallonia,3,45,7,5,0,0,4
579,2020-05-06,Namur,Wallonia,6,104,20,14,3,2,5
580,2020-05-06,OostVlaanderen,Flanders,14,293,68,39,2,7,21
581,2020-05-06,VlaamsBrabant,Flanders,6,115,24,15,5,7,15
582,2020-05-06,WestVlaanderen,Flanders,11,304,56,33,1,6,40
583,2020-05-07,Antwerpen,Flanders,14,520,92,66,2,25,41
584,2020-05-07,BrabantWallon,Wallonia,2,27,6,5,0,0,1
585,2020-05-07,Brussels,Brussels,15,452,94,68,12,18,51
586,2020-05-07,Hainaut,Wallonia,14,344,50,39,6,21,33
587,2020-05-07,Limburg,Flanders,7,218,50,30,2,8,17
588,2020-05-07,Liège,Wallonia,12,190,54,31,1,8,18
589,2020-05-07,Luxembourg,Wallonia,3,44,5,5,0,1,3
590,2020-05-07,Namur,Wallonia,6,101,19,12,3,7,6
591,2020-05-07,OostVlaanderen,Flanders,14,263,60,37,2,12,32
592,2020-05-07,VlaamsBrabant,Flanders,6,109,24,15,4,6,2
593,2020-05-07,WestVlaanderen,Flanders,11,287,54,31,2,16,26
594,2020-05-08,Antwerpen,Flanders,14,459,88,60,2,15,62
595,2020-05-08,BrabantWallon,Wallonia,2,23,7,5,0,0,3
596,2020-05-08,Brussels,Brussels,15,436,92,69,11,13,28
597,2020-05-08,Hainaut,Wallonia,14,329,50,36,6,14,12
598,2020-05-08,Limburg,Flanders,7,201,48,29,2,9,25
599,2020-05-08,Liège,Wallonia,12,184,52,30,1,8,22
600,2020-05-08,Luxembourg,Wallonia,3,39,6,5,0,0,5
601,2020-05-08,Namur,Wallonia,6,94,18,12,3,4,8
602,2020-05-08,OostVlaanderen,Flanders,14,245,60,33,2,5,16
603,2020-05-08,VlaamsBrabant,Flanders,6,104,26,14,4,3,9
604,2020-05-08,WestVlaanderen,Flanders,11,267,55,35,1,8,25
605,2020-05-09,Antwerpen,Flanders,14,407,85,57,2,11,52
606,2020-05-09,BrabantWallon,Wallonia,2,23,7,3,0,2,1
607,2020-05-09,Brussels,Brussels,15,433,94,61,10,16,32
608,2020-05-09,Hainaut,Wallonia,14,298,47,32,6,8,33
609,2020-05-09,Limburg,Flanders,7,176,42,23,2,10,25
610,2020-05-09,Liège,Wallonia,12,171,46,30,1,5,17
611,2020-05-09,Luxembourg,Wallonia,3,36,6,4,0,3,6
612,2020-05-09,Namur,Wallonia,6,94,19,12,3,2,8
613,2020-05-09,OostVlaanderen,Flanders,14,236,52,29,2,8,21
614,2020-05-09,VlaamsBrabant,Flanders,6,99,25,14,4,7,13
615,2020-05-09,WestVlaanderen,Flanders,11,249,52,30,3,13,29
616,2020-05-10,Antwerpen,Flanders,14,409,86,55,1,8,15
617,2020-05-10,BrabantWallon,Wallonia,2,25,7,3,0,2,0
618,2020-05-10,Brussels,Brussels,15,429,91,59,10,10,6
619,2020-05-10,Hainaut,Wallonia,14,300,50,36,5,13,8
620,2020-05-10,Limburg,Flanders,7,172,43,25,2,3,6
621,2020-05-10,Liège,Wallonia,12,169,50,29,1,6,7
622,2020-05-10,Luxembourg,Wallonia,3,34,5,4,0,0,2
623,2020-05-10,Namur,Wallonia,6,95,19,11,3,3,1
624,2020-05-10,OostVlaanderen,Flanders,14,238,52,29,2,10,2
625,2020-05-10,VlaamsBrabant,Flanders,6,100,23,14,4,3,3
626,2020-05-10,WestVlaanderen,Flanders,11,251,51,31,3,4,5
627,2020-05-11,Antwerpen,Flanders,14,418,88,57,2,12,6
628,2020-05-11,BrabantWallon,Wallonia,2,26,7,2,0,1,0
629,2020-05-11,Brussels,Brussels,15,416,89,59,11,9,10
630,2020-05-11,Hainaut,Wallonia,14,307,47,33,5,2,4
631,2020-05-11,Limburg,Flanders,7,176,41,19,2,10,4
632,2020-05-11,Liège,Wallonia,12,181,49,27,0,3,3
633,2020-05-11,Luxembourg,Wallonia,3,34,5,4,0,0,0
634,2020-05-11,Namur,Wallonia,6,94,19,9,3,2,1
635,2020-05-11,OostVlaanderen,Flanders,14,225,50,29,2,0,5
636,2020-05-11,VlaamsBrabant,Flanders,6,97,21,12,4,3,2
637,2020-05-11,WestVlaanderen,Flanders,11,256,49,31,3,6,1
638,2020-05-12,Antwerpen,Flanders,14,400,81,60,2,17,28
639,2020-05-12,BrabantWallon,Wallonia,2,25,7,2,0,1,1
640,2020-05-12,Brussels,Brussels,15,373,83,58,9,9,48
641,2020-05-12,Hainaut,Wallonia,14,281,44,28,5,12,39
642,2020-05-12,Limburg,Flanders,7,164,36,19,2,4,17
643,2020-05-12,Liège,Wallonia,12,173,41,25,0,8,12
644,2020-05-12,Luxembourg,Wallonia,3,34,4,3,0,1,0
645,2020-05-12,Namur,Wallonia,6,90,16,10,3,2,10
646,2020-05-12,OostVlaanderen,Flanders,14,211,50,26,2,9,24
647,2020-05-12,VlaamsBrabant,Flanders,6,88,20,12,4,3,8
648,2020-05-12,WestVlaanderen,Flanders,11,246,45,27,3,8,18
649,2020-05-13,Antwerpen,Flanders,14,381,77,47,1,14,39
650,2020-05-13,BrabantWallon,Wallonia,2,17,6,2,0,0,7
651,2020-05-13,Brussels,Brussels,15,360,78,49,9,10,22
652,2020-05-13,Hainaut,Wallonia,14,265,40,29,4,14,25
653,2020-05-13,Limburg,Flanders,7,146,35,18,2,6,19
654,2020-05-13,Liège,Wallonia,12,162,41,22,0,7,12
655,2020-05-13,Luxembourg,Wallonia,3,34,4,3,0,2,1
656,2020-05-13,Namur,Wallonia,6,81,14,8,3,5,3
657,2020-05-13,OostVlaanderen,Flanders,14,204,48,25,2,8,16
658,2020-05-13,VlaamsBrabant,Flanders,6,71,18,12,4,4,14
659,2020-05-13,WestVlaanderen,Flanders,11,245,46,24,3,13,30
660,2020-05-14,Antwerpen,Flanders,14,354,68,49,1,9,36
661,2020-05-14,BrabantWallon,Wallonia,2,17,4,2,0,0,2
662,2020-05-14,Brussels,Brussels,15,330,71,46,6,5,37
663,2020-05-14,Hainaut,Wallonia,14,252,41,30,4,12,31
664,2020-05-14,Limburg,Flanders,7,134,30,16,1,3,14
665,2020-05-14,Liège,Wallonia,12,158,39,20,1,5,14
666,2020-05-14,Luxembourg,Wallonia,3,34,3,3,0,2,1
667,2020-05-14,Namur,Wallonia,6,86,15,8,3,4,3
668,2020-05-14,OostVlaanderen,Flanders,14,184,47,21,2,8,20
669,2020-05-14,VlaamsBrabant,Flanders,6,69,18,11,3,1,9
670,2020-05-14,WestVlaanderen,Flanders,11,244,44,25,3,17,26
671,2020-05-15,Antwerpen,Flanders,14,337,66,43,0,10,29
672,2020-05-15,BrabantWallon,Wallonia,2,17,4,2,0,1,2
673,2020-05-15,Brussels,Brussels,15,298,66,45,7,14,23
674,2020-05-15,Hainaut,Wallonia,14,236,38,22,2,7,24
675,2020-05-15,Limburg,Flanders,7,125,28,15,1,6,14
676,2020-05-15,Liège,Wallonia,12,141,37,22,1,5,16
677,2020-05-15,Luxembourg,Wallonia,3,31,3,3,0,1,4
678,2020-05-15,Namur,Wallonia,6,82,16,11,3,2,11
679,2020-05-15,OostVlaanderen,Flanders,14,173,46,20,2,4,14
680,2020-05-15,VlaamsBrabant,Flanders,6,74,17,10,3,3,5
681,2020-05-15,WestVlaanderen,Flanders,11,236,43,26,3,12,22
682,2020-05-16,Antwerpen,Flanders,14,298,61,41,0,11,44
683,2020-05-16,BrabantWallon,Wallonia,2,14,4,3,0,0,3
684,2020-05-16,Brussels,Brussels,15,301,64,42,5,12,27
685,2020-05-16,Hainaut,Wallonia,14,220,37,22,2,11,26
686,2020-05-16,Limburg,Flanders,7,116,28,14,1,4,13
687,2020-05-16,Liège,Wallonia,12,138,34,19,1,10,13
688,2020-05-16,Luxembourg,Wallonia,3,29,4,3,0,1,2
689,2020-05-16,Namur,Wallonia,6,79,14,7,3,2,7
690,2020-05-16,OostVlaanderen,Flanders,14,157,42,17,1,3,24
691,2020-05-16,VlaamsBrabant,Flanders,6,54,15,9,3,2,6
692,2020-05-16,WestVlaanderen,Flanders,11,219,42,21,3,6,16
693,2020-05-17,Antwerpen,Flanders,14,296,67,38,0,4,4
694,2020-05-17,BrabantWallon,Wallonia,2,16,4,2,0,0,0
695,2020-05-17,Brussels,Brussels,15,288,64,41,5,3,6
696,2020-05-17,Hainaut,Wallonia,14,227,37,22,2,6,1
697,2020-05-17,Limburg,Flanders,7,118,25,13,1,6,1
698,2020-05-17,Liège,Wallonia,12,136,35,18,1,2,0
699,2020-05-17,Luxembourg,Wallonia,3,30,3,3,0,1,0
700,2020-05-17,Namur,Wallonia,6,72,14,7,3,1,6
701,2020-05-17,OostVlaanderen,Flanders,14,154,38,16,1,9,5
702,2020-05-17,VlaamsBrabant,Flanders,6,54,14,9,3,2,1
703,2020-05-17,WestVlaanderen,Flanders,11,223,41,21,1,11,3
704,2020-05-18,Antwerpen,Flanders,14,296,68,41,0,7,2
705,2020-05-18,BrabantWallon,Wallonia,2,16,4,3,0,0,0
706,2020-05-18,Brussels,Brussels,15,281,66,42,6,12,16
707,2020-05-18,Hainaut,Wallonia,14,228,37,22,3,5,6
708,2020-05-18,Limburg,Flanders,7,122,28,13,1,4,0
709,2020-05-18,Liège,Wallonia,12,135,31,15,1,2,5
710,2020-05-18,Luxembourg,Wallonia,3,31,3,3,0,1,0
711,2020-05-18,Namur,Wallonia,6,72,13,6,3,3,0
712,2020-05-18,OostVlaanderen,Flanders,14,156,39,15,1,4,1
713,2020-05-18,VlaamsBrabant,Flanders,6,58,13,9,3,3,0
714,2020-05-18,WestVlaanderen,Flanders,11,235,43,22,1,11,0
715,2020-05-19,Antwerpen,Flanders,14,275,58,34,0,9,27
716,2020-05-19,BrabantWallon,Wallonia,2,14,4,3,0,1,3
717,2020-05-19,Brussels,Brussels,15,272,62,40,4,9,30
718,2020-05-19,Hainaut,Wallonia,14,213,32,16,2,6,23
719,2020-05-19,Limburg,Flanders,7,107,24,14,1,5,12
720,2020-05-19,Liège,Wallonia,12,131,29,13,1,2,16
721,2020-05-19,Luxembourg,Wallonia,3,28,3,3,0,0,1
722,2020-05-19,Namur,Wallonia,6,66,12,3,2,4,5
723,2020-05-19,OostVlaanderen,Flanders,14,142,34,13,2,6,18
724,2020-05-19,VlaamsBrabant,Flanders,6,48,15,9,2,5,12
725,2020-05-19,WestVlaanderen,Flanders,11,231,40,21,0,12,13
726,2020-05-20,Antwerpen,Flanders,14,253,55,33,0,13,26
727,2020-05-20,BrabantWallon,Wallonia,2,13,3,3,0,2,0
728,2020-05-20,Brussels,Brussels,15,268,51,33,5,10,30
729,2020-05-20,Hainaut,Wallonia,14,197,26,12,2,10,16
730,2020-05-20,Limburg,Flanders,7,109,21,14,0,10,5
731,2020-05-20,Liège,Wallonia,12,116,24,12,1,1,17
732,2020-05-20,Luxembourg,Wallonia,3,25,2,2,0,0,2
733,2020-05-20,Namur,Wallonia,6,68,12,4,2,7,5
734,2020-05-20,OostVlaanderen,Flanders,14,138,32,13,2,6,9
735,2020-05-20,VlaamsBrabant,Flanders,6,35,11,7,2,1,9
736,2020-05-20,WestVlaanderen,Flanders,11,226,40,21,1,17,23
737,2020-05-21,Antwerpen,Flanders,14,230,49,29,0,11,33
738,2020-05-21,BrabantWallon,Wallonia,2,14,3,3,0,1,0
739,2020-05-21,Brussels,Brussels,15,258,51,35,5,6,21
740,2020-05-21,Hainaut,Wallonia,14,182,21,12,2,2,19
741,2020-05-21,Limburg,Flanders,7,114,20,14,0,17,7
742,2020-05-21,Liège,Wallonia,12,117,24,11,1,5,12
743,2020-05-21,Luxembourg,Wallonia,3,24,2,2,0,0,5
744,2020-05-21,Namur,Wallonia,6,68,16,5,2,4,5
745,2020-05-21,OostVlaanderen,Flanders,14,132,30,12,1,5,19
746,2020-05-21,VlaamsBrabant,Flanders,6,31,12,6,3,0,2
747,2020-05-21,WestVlaanderen,Flanders,11,218,40,18,1,12,22
748,2020-05-22,Antwerpen,Flanders,14,227,48,29,0,8,14
749,2020-05-22,BrabantWallon,Wallonia,2,14,3,3,0,0,0
750,2020-05-22,Brussels,Brussels,15,264,56,42,6,6,12
751,2020-05-22,Hainaut,Wallonia,14,166,18,10,2,4,2
752,2020-05-22,Limburg,Flanders,7,104,20,15,0,3,2
753,2020-05-22,Liège,Wallonia,12,116,23,9,2,3,3
754,2020-05-22,Luxembourg,Wallonia,3,26,2,2,0,1,0
755,2020-05-22,Namur,Wallonia,6,65,11,6,2,0,2
756,2020-05-22,OostVlaanderen,Flanders,14,132,28,11,1,6,2
757,2020-05-22,VlaamsBrabant,Flanders,6,31,12,5,3,0,2
758,2020-05-22,WestVlaanderen,Flanders,11,215,38,17,1,6,4
759,2020-05-23,Antwerpen,Flanders,14,219,48,27,0,13,28
760,2020-05-23,BrabantWallon,Wallonia,2,12,2,2,0,0,1
761,2020-05-23,Brussels,Brussels,15,251,54,39,5,7,21
762,2020-05-23,Hainaut,Wallonia,14,161,16,9,2,6,15
763,2020-05-23,Limburg,Flanders,7,110,18,15,0,7,10
764,2020-05-23,Liège,Wallonia,12,106,23,10,2,6,18
765,2020-05-23,Luxembourg,Wallonia,3,20,2,2,0,0,5
766,2020-05-23,Namur,Wallonia,6,59,13,5,1,2,4
767,2020-05-23,OostVlaanderen,Flanders,14,118,29,10,1,4,15
768,2020-05-23,VlaamsBrabant,Flanders,6,35,11,5,3,4,0
769,2020-05-23,WestVlaanderen,Flanders,11,205,40,19,1,7,10
770,2020-05-24,Antwerpen,Flanders,14,215,46,25,0,9,16
771,2020-05-24,BrabantWallon,Wallonia,2,11,2,2,0,0,1
772,2020-05-24,Brussels,Brussels,15,255,55,38,5,4,5
773,2020-05-24,Hainaut,Wallonia,14,159,15,9,2,6,4
774,2020-05-24,Limburg,Flanders,7,107,19,14,0,2,2
775,2020-05-24,Liège,Wallonia,12,108,22,9,2,1,1
776,2020-05-24,Luxembourg,Wallonia,3,23,2,2,0,0,0
777,2020-05-24,Namur,Wallonia,6,59,11,5,1,1,0
778,2020-05-24,OostVlaanderen,Flanders,14,118,27,8,1,2,1
779,2020-05-24,VlaamsBrabant,Flanders,6,34,11,5,3,0,0
780,2020-05-24,WestVlaanderen,Flanders,11,217,41,17,1,6,5
781,2020-05-25,Antwerpen,Flanders,14,219,44,27,0,8,4
782,2020-05-25,BrabantWallon,Wallonia,2,10,1,1,0,0,1
783,2020-05-25,Brussels,Brussels,15,251,57,34,4,6,11
784,2020-05-25,Hainaut,Wallonia,14,155,15,9,1,3,2
785,2020-05-25,Limburg,Flanders,7,115,19,13,0,13,2
786,2020-05-25,Liège,Wallonia,12,107,22,9,2,1,1
787,2020-05-25,Luxembourg,Wallonia,3,24,2,1,0,0,0
788,2020-05-25,Namur,Wallonia,6,56,11,5,1,0,1
789,2020-05-25,OostVlaanderen,Flanders,14,118,26,7,1,1,1
