,DATE,REGION,AGEGROUP,SEX,DEATHS
634,2020-04-14,Wallonia,75-84,M,16
635,2020-04-14,Wallonia,75-84,F,14
636,2020-04-14,Wallonia,85+,M,14
637,2020-04-14,Wallonia,85+,F,28
638,2020-04-14,Flanders,45-64,M,1
639,2020-04-14,Flanders,45-64,F,1
640,2020-04-14,Flanders,65-74,M,4
641,2020-04-14,Flanders,65-74,F,8
642,2020-04-14,Flanders,75-84,M,35
643,2020-04-14,Flanders,75-84,F,21
644,2020-04-14,Flanders,85+,M,24
645,2020-04-14,Flanders,85+,F,41
646,2020-04-14,Brussels,25-44,M,2
647,2020-04-14,Brussels,45-64,M,1
648,2020-04-14,Brussels,45-64,F,2
649,2020-04-14,Brussels,65-74,M,1
650,2020-04-14,Brussels,65-74,F,1
651,2020-04-14,Brussels,75-84,M,4
652,2020-04-14,Brussels,75-84,F,4
653,2020-04-14,Brussels,85+,M,11
654,2020-04-14,Brussels,85+,F,15
655,2020-04-15,Wallonia,45-64,M,11
656,2020-04-15,Wallonia,45-64,F,2
657,2020-04-15,Wallonia,65-74,M,5
658,2020-04-15,Wallonia,65-74,F,4
659,2020-04-15,Wallonia,75-84,M,10
660,2020-04-15,Wallonia,75-84,F,13
661,2020-04-15,Wallonia,85+,M,20
662,2020-04-15,Wallonia,85+,F,27
663,2020-04-15,Flanders,45-64,F,3
664,2020-04-15,Flanders,65-74,M,5
665,2020-04-15,Flanders,65-74,F,8
666,2020-04-15,Flanders,75-84,M,26
667,2020-04-15,Flanders,75-84,F,13
668,2020-04-15,Flanders,85+,M,43
669,2020-04-15,Flanders,85+,F,42
670,2020-04-15,Flanders,,,2
671,2020-04-15,Brussels,45-64,M,4
672,2020-04-15,Brussels,65-74,M,6
673,2020-04-15,Brussels,65-74,F,4
674,2020-04-15,Brussels,75-84,M,1
675,2020-04-15,Brussels,75-84,F,3
676,2020-04-15,Brussels,85+,M,9
677,2020-04-15,Brussels,85+,F,19
678,2020-04-16,Wallonia,45-64,M,1
679,2020-04-16,Wallonia,45-64,F,2
680,2020-04-16,Wallonia,65-74,M,12
681,2020-04-16,Wallonia,65-74,F,2
682,2020-04-16,Wallonia,75-84,M,11
683,2020-04-16,Wallonia,75-84,F,9
684,2020-04-16,Wallonia,85+,M,13
685,2020-04-16,Wallonia,85+,F,32
686,2020-04-16,Wallonia,85+,,1
687,2020-04-16,Flanders,45-64,M,3
688,2020-04-16,Flanders,65-74,M,5
689,2020-04-16,Flanders,65-74,F,8
690,2020-04-16,Flanders,75-84,M,17
691,2020-04-16,Flanders,75-84,F,23
692,2020-04-16,Flanders,85+,M,33
693,2020-04-16,Flanders,85+,F,37
694,2020-04-16,Flanders,,,1
695,2020-04-16,Brussels,45-64,M,1
696,2020-04-16,Brussels,45-64,F,1
697,2020-04-16,Brussels,75-84,M,6
698,2020-04-16,Brussels,75-84,F,6
699,2020-04-16,Brussels,85+,M,9
700,2020-04-16,Brussels,85+,F,12
701,2020-04-17,Wallonia,45-64,M,3
702,2020-04-17,Wallonia,45-64,F,1
703,2020-04-17,Wallonia,65-74,M,9
704,2020-04-17,Wallonia,65-74,F,3
705,2020-04-17,Wallonia,75-84,M,5
706,2020-04-17,Wallonia,75-84,F,4
707,2020-04-17,Wallonia,85+,M,14
708,2020-04-17,Wallonia,85+,F,30
709,2020-04-17,Flanders,45-64,M,1
710,2020-04-17,Flanders,45-64,F,1
711,2020-04-17,Flanders,65-74,M,6
712,2020-04-17,Flanders,65-74,F,5
713,2020-04-17,Flanders,75-84,M,14
714,2020-04-17,Flanders,75-84,F,14
715,2020-04-17,Flanders,85+,M,22
716,2020-04-17,Flanders,85+,F,34
717,2020-04-17,Brussels,45-64,M,2
718,2020-04-17,Brussels,45-64,F,1
719,2020-04-17,Brussels,65-74,M,4
720,2020-04-17,Brussels,65-74,F,2
721,2020-04-17,Brussels,75-84,M,2
722,2020-04-17,Brussels,75-84,F,4
723,2020-04-17,Brussels,85+,M,5
724,2020-04-17,Brussels,85+,F,19
725,2020-04-18,Wallonia,25-44,M,1
726,2020-04-18,Wallonia,45-64,M,2
727,2020-04-18,Wallonia,45-64,F,2
728,2020-04-18,Wallonia,65-74,M,9
729,2020-04-18,Wallonia,65-74,F,6
730,2020-04-18,Wallonia,75-84,M,9
731,2020-04-18,Wallonia,75-84,F,11
732,2020-04-18,Wallonia,85+,M,13
733,2020-04-18,Wallonia,85+,F,33
734,2020-04-18,Flanders,45-64,M,4
735,2020-04-18,Flanders,65-74,M,7
736,2020-04-18,Flanders,65-74,F,5
737,2020-04-18,Flanders,75-84,M,10
738,2020-04-18,Flanders,75-84,F,13
739,2020-04-18,Flanders,85+,M,12
740,2020-04-18,Flanders,85+,F,38
741,2020-04-18,Brussels,45-64,M,1
742,2020-04-18,Brussels,45-64,F,1
743,2020-04-18,Brussels,65-74,M,2
744,2020-04-18,Brussels,65-74,F,1
745,2020-04-18,Brussels,75-84,M,5
746,2020-04-18,Brussels,75-84,F,2
747,2020-04-18,Brussels,85+,M,6
748,2020-04-18,Brussels,85+,F,17
749,2020-04-19,Wallonia,25-44,M,1
750,2020-04-19,Wallonia,45-64,M,2
751,2020-04-19,Wallonia,65-74,M,3
752,2020-04-19,Wallonia,65-74,F,2
753,2020-04-19,Wallonia,75-84,M,12
754,2020-04-19,Wallonia,75-84,F,5
755,2020-04-19,Wallonia,85+,M,9
756,2020-04-19,Wallonia,85+,F,22
757,2020-04-19,Flanders,45-64,M,1
758,2020-04-19,Flanders,65-74,M,4
759,2020-04-19,Flanders,65-74,F,5
760,2020-04-19,Flanders,75-84,M,16
761,2020-04-19,Flanders,75-84,F,17
762,2020-04-19,Flanders,85+,M,26
763,2020-04-19,Flanders,85+,F,35
764,2020-04-19,Flanders,,M,1
765,2020-04-19,Brussels,65-74,M,1
766,2020-04-19,Brussels,65-74,F,1
767,2020-04-19,Brussels,75-84,M,6
768,2020-04-19,Brussels,75-84,F,3
769,2020-04-19,Brussels,85+,M,4
770,2020-04-19,Brussels,85+,F,10
771,2020-04-20,Wallonia,45-64,M,2
772,2020-04-20,Wallonia,45-64,F,2
773,2020-04-20,Wallonia,65-74,M,3
774,2020-04-20,Wallonia,65-74,F,5
775,2020-04-20,Wallonia,75-84,M,10
776,2020-04-20,Wallonia,75-84,F,10
777,2020-04-20,Wallonia,85+,M,16
778,2020-04-20,Wallonia,85+,F,25
779,2020-04-20,Flanders,45-64,M,4
780,2020-04-20,Flanders,65-74,M,7
781,2020-04-20,Flanders,65-74,F,1
782,2020-04-20,Flanders,75-84,M,20
783,2020-04-20,Flanders,75-84,F,16
784,2020-04-20,Flanders,85+,M,24
785,2020-04-20,Flanders,85+,F,28
786,2020-04-20,Flanders,,,1
787,2020-04-20,Brussels,25-44,M,1
788,2020-04-20,Brussels,45-64,M,1
789,2020-04-20,Brussels,45-64,F,1
790,2020-04-20,Brussels,65-74,M,2
791,2020-04-20,Brussels,65-74,F,3
792,2020-04-20,Brussels,75-84,M,3
793,2020-04-20,Brussels,75-84,F,5
794,2020-04-20,Brussels,85+,M,9
795,2020-04-20,Brussels,85+,F,9
796,2020-04-21,Wallonia,45-64,M,2
797,2020-04-21,Wallonia,45-64,F,2
798,2020-04-21,Wallonia,65-74,M,4
799,2020-04-21,Wallonia,65-74,F,2
800,2020-04-21,Wallonia,75-84,M,9
801,2020-04-21,Wallonia,75-84,F,7
802,2020-04-21,Wallonia,85+,M,14
803,2020-04-21,Wallonia,85+,F,29
804,2020-04-21,Flanders,45-64,M,1
805,2020-04-21,Flanders,45-64,F,1
806,2020-04-21,Flanders,65-74,M,5
807,2020-04-21,Flanders,65-74,F,3
808,2020-04-21,Flanders,75-84,M,14
809,2020-04-21,Flanders,75-84,F,15
810,2020-04-21,Flanders,85+,M,21
811,2020-04-21,Flanders,85+,F,40
812,2020-04-21,Brussels,45-64,F,1
813,2020-04-21,Brussels,65-74,F,1
814,2020-04-21,Brussels,75-84,M,3
815,2020-04-21,Brussels,75-84,F,4
816,2020-04-21,Brussels,85+,M,4
817,2020-04-21,Brussels,85+,F,10
818,2020-04-22,Wallonia,45-64,M,5
819,2020-04-22,Wallonia,45-64,F,1
820,2020-04-22,Wallonia,65-74,M,3
821,2020-04-22,Wallonia,65-74,F,2
822,2020-04-22,Wallonia,75-84,M,12
823,2020-04-22,Wallonia,75-84,F,10
824,2020-04-22,Wallonia,85+,M,13
825,2020-04-22,Wallonia,85+,F,19
826,2020-04-22,Flanders,45-64,M,1
827,2020-04-22,Flanders,45-64,F,1
828,2020-04-22,Flanders,65-74,M,3
829,2020-04-22,Flanders,65-74,F,1
830,2020-04-22,Flanders,75-84,M,18
831,2020-04-22,Flanders,75-84,F,8
832,2020-04-22,Flanders,85+,M,17
833,2020-04-22,Flanders,85+,F,40
834,2020-04-22,Brussels,45-64,F,2
835,2020-04-22,Brussels,65-74,M,6
836,2020-04-22,Brussels,75-84,M,3
837,2020-04-22,Brussels,75-84,F,5
838,2020-04-22,Brussels,85+,M,6
839,2020-04-22,Brussels,85+,F,5
840,2020-04-23,Wallonia,45-64,M,5
841,2020-04-23,Wallonia,45-64,F,2
842,2020-04-23,Wallonia,65-74,M,4
843,2020-04-23,Wallonia,65-74,F,6
844,2020-04-23,Wallonia,75-84,M,7
845,2020-04-23,Wallonia,75-84,F,5
846,2020-04-23,Wallonia,85+,M,5
847,2020-04-23,Wallonia,85+,F,32
848,2020-04-23,Flanders,45-64,M,1
849,2020-04-23,Flanders,45-64,F,1
850,2020-04-23,Flanders,65-74,M,12
851,2020-04-23,Flanders,65-74,F,1
852,2020-04-23,Flanders,75-84,M,6
853,2020-04-23,Flanders,75-84,F,9
854,2020-04-23,Flanders,85+,M,13
855,2020-04-23,Flanders,85+,F,28
856,2020-04-23,Brussels,45-64,M,1
857,2020-04-23,Brussels,65-74,M,1
858,2020-04-23,Brussels,65-74,F,1
859,2020-04-23,Brussels,75-84,M,2
860,2020-04-23,Brussels,75-84,F,1
861,2020-04-23,Brussels,85+,M,2
862,2020-04-23,Brussels,85+,F,11
863,2020-04-24,Wallonia,45-64,M,3
864,2020-04-24,Wallonia,65-74,M,2
865,2020-04-24,Wallonia,65-74,F,2
866,2020-04-24,Wallonia,75-84,M,3
867,2020-04-24,Wallonia,75-84,F,8
868,2020-04-24,Wallonia,85+,M,7
869,2020-04-24,Wallonia,85+,F,22
870,2020-04-24,Flanders,45-64,M,2
871,2020-04-24,Flanders,65-74,M,4
872,2020-04-24,Flanders,65-74,F,5
873,2020-04-24,Flanders,75-84,M,9
874,2020-04-24,Flanders,75-84,F,15
875,2020-04-24,Flanders,85+,M,10
876,2020-04-24,Flanders,85+,F,32
877,2020-04-24,Brussels,45-64,M,3
878,2020-04-24,Brussels,65-74,M,2
879,2020-04-24,Brussels,65-74,F,2
880,2020-04-24,Brussels,75-84,M,4
881,2020-04-24,Brussels,75-84,F,3
882,2020-04-24,Brussels,85+,M,3
883,2020-04-24,Brussels,85+,F,15
884,2020-04-25,Wallonia,45-64,M,4
885,2020-04-25,Wallonia,65-74,M,7
886,2020-04-25,Wallonia,65-74,F,3
887,2020-04-25,Wallonia,75-84,M,9
888,2020-04-25,Wallonia,75-84,F,14
889,2020-04-25,Wallonia,85+,M,8
890,2020-04-25,Wallonia,85+,F,14
891,2020-04-25,Flanders,45-64,M,1
892,2020-04-25,Flanders,45-64,F,1
893,2020-04-25,Flanders,65-74,M,7
894,2020-04-25,Flanders,65-74,F,1
895,2020-04-25,Flanders,75-84,M,11
896,2020-04-25,Flanders,75-84,F,9
897,2020-04-25,Flanders,85+,M,16
898,2020-04-25,Flanders,85+,F,22
899,2020-04-25,Flanders,,,1
900,2020-04-25,Brussels,25-44,M,1
901,2020-04-25,Brussels,45-64,M,1
902,2020-04-25,Brussels,65-74,M,2
903,2020-04-25,Brussels,75-84,M,1
904,2020-04-25,Brussels,75-84,F,1
905,2020-04-25,Brussels,85+,M,4
906,2020-04-25,Brussels,85+,F,4
907,2020-04-26,Wallonia,45-64,M,6
908,2020-04-26,Wallonia,45-64,F,1
909,2020-04-26,Wallonia,65-74,M,1
910,2020-04-26,Wallonia,65-74,F,3
911,2020-04-26,Wallonia,75-84,M,7
912,2020-04-26,Wallonia,75-84,F,6
913,2020-04-26,Wallonia,85+,M,3
914,2020-04-26,Wallonia,85+,F,18
915,2020-04-26,Flanders,45-64,M,3
916,2020-04-26,Flanders,45-64,F,1
917,2020-04-26,Flanders,65-74,M,1
918,2020-04-26,Flanders,65-74,F,4
919,2020-04-26,Flanders,75-84,M,9
920,2020-04-26,Flanders,75-84,F,15
921,2020-04-26,Flanders,85+,M,18
922,2020-04-26,Flanders,85+,F,29
923,2020-04-26,Flanders,,,1
924,2020-04-26,Brussels,25-44,M,1
925,2020-04-26,Brussels,45-64,M,2
926,2020-04-26,Brussels,65-74,M,3
927,2020-04-26,Brussels,65-74,F,1
928,2020-04-26,Brussels,75-84,M,5
929,2020-04-26,Brussels,75-84,F,3
930,2020-04-26,Brussels,85+,M,5
931,2020-04-26,Brussels,85+,F,6
932,2020-04-27,Wallonia,45-64,F,1
933,2020-04-27,Wallonia,65-74,M,3
934,2020-04-27,Wallonia,65-74,F,3
935,2020-04-27,Wallonia,75-84,M,6
936,2020-04-27,Wallonia,75-84,F,7
937,2020-04-27,Wallonia,85+,M,4
938,2020-04-27,Wallonia,85+,F,20
939,2020-04-27,Flanders,45-64,M,3
940,2020-04-27,Flanders,45-64,F,2
941,2020-04-27,Flanders,65-74,M,4
942,2020-04-27,Flanders,65-74,F,1
943,2020-04-27,Flanders,75-84,M,6
944,2020-04-27,Flanders,75-84,F,8
945,2020-04-27,Flanders,85+,M,20
946,2020-04-27,Flanders,85+,F,26
947,2020-04-27,Brussels,45-64,M,1
948,2020-04-27,Brussels,65-74,M,3
949,2020-04-27,Brussels,65-74,F,2
950,2020-04-27,Brussels,75-84,M,3
951,2020-04-27,Brussels,75-84,F,1
952,2020-04-27,Brussels,85+,M,4
953,2020-04-27,Brussels,85+,F,4
954,2020-04-28,Wallonia,45-64,M,3
955,2020-04-28,Wallonia,45-64,F,1
956,2020-04-28,Wallonia,65-74,M,3
957,2020-04-28,Wallonia,65-74,F,4
958,2020-04-28,Wallonia,75-84,M,7
959,2020-04-28,Wallonia,75-84,F,3
960,2020-04-28,Wallonia,85+,M,5
961,2020-04-28,Wallonia,85+,F,18
962,2020-04-28,Flanders,45-64,M,1
963,2020-04-28,Flanders,65-74,M,6
964,2020-04-28,Flanders,65-74,F,1
965,2020-04-28,Flanders,75-84,M,9
966,2020-04-28,Flanders,75-84,F,9
967,2020-04-28,Flanders,85+,M,9
968,2020-04-28,Flanders,85+,F,15
969,2020-04-28,Brussels,45-64,M,3
970,2020-04-28,Brussels,65-74,M,4
971,2020-04-28,Brussels,65-74,F,1
972,2020-04-28,Brussels,75-84,M,3
973,2020-04-28,Brussels,75-84,F,1
974,2020-04-28,Brussels,85+,M,2
975,2020-04-28,Brussels,85+,F,5
976,2020-04-29,Wallonia,45-64,M,3
977,2020-04-29,Wallonia,45-64,F,1
978,2020-04-29,Wallonia,65-74,M,3
979,2020-04-29,Wallonia,65-74,F,1
980,2020-04-29,Wallonia,75-84,M,2
981,2020-04-29,Wallonia,75-84,F,2
982,2020-04-29,Wallonia,85+,M,5
983,2020-04-29,Wallonia,85+,F,20
984,2020-04-29,Flanders,25-44,F,1
985,2020-04-29,Flanders,45-64,M,1
986,2020-04-29,Flanders,45-64,F,1
987,2020-04-29,Flanders,65-74,M,1
988,2020-04-29,Flanders,65-74,F,3
989,2020-04-29,Flanders,75-84,M,4
990,2020-04-29,Flanders,75-84,F,6
991,2020-04-29,Flanders,85+,M,14
992,2020-04-29,Flanders,85+,F,30
993,2020-04-29,Brussels,65-74,F,1
994,2020-04-29,Brussels,75-84,M,1
995,2020-04-29,Brussels,75-84,F,1
996,2020-04-29,Brussels,85+,M,1
997,2020-04-29,Brussels,85+,F,5
998,2020-04-30,Wallonia,65-74,M,3
999,2020-04-30,Wallonia,75-84,M,2
1000,2020-04-30,Wallonia,75-84,F,5
1001,2020-04-30,Wallonia,85+,M,10
1002,2020-04-30,Wallonia,85+,F,16
1003,2020-04-30,Flanders,25-44,M,1
1004,2020-04-30,Flanders,45-64,M,2
1005,2020-04-30,Flanders,65-74,M,4
1006,2020-04-30,Flanders,65-74,F,1
1007,2020-04-30,Flanders,75-84,M,3
1008,2020-04-30,Flanders,75-84,F,4
1009,2020-04-30,Flanders,85+,M,10
1010,2020-04-30,Flanders,85+,F,15
1011,2020-04-30,Brussels,45-64,M,2
1012,2020-04-30,Brussels,45-64,F,2
1013,2020-04-30,Brussels,65-74,F,1
1014,2020-04-30,Brussels,75-84,M,2
1015,2020-04-30,Brussels,75-84,F,1
1016,2020-04-30,Brussels,85+,M,3
1017,2020-04-30,Brussels,85+,F,4
1018,2020-05-01,Wallonia,45-64,M,1
1019,2020-05-01,Wallonia,65-74,M,2
1020,2020-05-01,Wallonia,65-74,F,2
1021,2020-05-01,Wallonia,75-84,M,1
1022,2020-05-01,Wallonia,75-84,F,2
1023,2020-05-01,Wallonia,85+,M,5
1024,2020-05-01,Wallonia,85+,F,17
1025,2020-05-01,Flanders,45-64,F,3
1026,2020-05-01,Flanders,65-74,M,7
1027,2020-05-01,Flanders,65-74,F,1
1028,2020-05-01,Flanders,75-84,M,6
1029,2020-05-01,Flanders,75-84,F,8
1030,2020-05-01,Flanders,85+,M,5
1031,2020-05-01,Flanders,85+,F,18
1032,2020-05-01,Brussels,45-64,M,1
1033,2020-05-01,Brussels,65-74,M,5
1034,2020-05-01,Brussels,65-74,F,1
1035,2020-05-01,Brussels,75-84,M,2
1036,2020-05-01,Brussels,75-84,F,2
1037,2020-05-01,Brussels,85+,M,2
1038,2020-05-01,Brussels,85+,F,3
1039,2020-05-02,Wallonia,45-64,M,1
1040,2020-05-02,Wallonia,65-74,M,3
1041,2020-05-02,Wallonia,65-74,F,1
1042,2020-05-02,Wallonia,75-84,M,3
1043,2020-05-02,Wallonia,75-84,F,5
1044,2020-05-02,Wallonia,85+,M,1
1045,2020-05-02,Wallonia,85+,F,14
1046,2020-05-02,Flanders,45-64,M,1
1047,2020-05-02,Flanders,45-64,F,1
1048,2020-05-02,Flanders,65-74,M,1
1049,2020-05-02,Flanders,65-74,F,1
1050,2020-05-02,Flanders,75-84,M,8
1051,2020-05-02,Flanders,75-84,F,2
1052,2020-05-02,Flanders,85+,M,8
1053,2020-05-02,Flanders,85+,F,17
1054,2020-05-02,Brussels,25-44,F,2
1055,2020-05-02,Brussels,45-64,F,1
1056,2020-05-02,Brussels,65-74,M,1
1057,2020-05-02,Brussels,65-74,F,1
1058,2020-05-02,Brussels,75-84,M,2
1059,2020-05-02,Brussels,75-84,F,2
1060,2020-05-02,Brussels,85+,M,1
1061,2020-05-02,Brussels,85+,F,2
1062,2020-05-03,Wallonia,45-64,M,2
1063,2020-05-03,Wallonia,65-74,M,5
1064,2020-05-03,Wallonia,65-74,F,1
1065,2020-05-03,Wallonia,75-84,M,4
1066,2020-05-03,Wallonia,75-84,F,6
1067,2020-05-03,Wallonia,85+,M,5
1068,2020-05-03,Wallonia,85+,F,10
1069,2020-05-03,Flanders,45-64,M,1
1070,2020-05-03,Flanders,65-74,M,6
1071,2020-05-03,Flanders,65-74,F,2
1072,2020-05-03,Flanders,75-84,M,8
1073,2020-05-03,Flanders,75-84,F,4
1074,2020-05-03,Flanders,85+,M,6
1075,2020-05-03,Flanders,85+,F,19
1076,2020-05-03,Brussels,45-64,M,2
1077,2020-05-03,Brussels,45-64,F,1
1078,2020-05-03,Brussels,65-74,M,2
1079,2020-05-03,Brussels,65-74,F,1
1080,2020-05-03,Brussels,75-84,M,4
1081,2020-05-03,Brussels,75-84,F,1
1082,2020-05-03,Brussels,85+,M,1
1083,2020-05-04,Wallonia,45-64,M,1
1084,2020-05-04,Wallonia,65-74,M,4
1085,2020-05-04,Wallonia,75-84,M,5
1086,2020-05-04,Wallonia,75-84,F,3
1087,2020-05-04,Wallonia,85+,M,9
1088,2020-05-04,Wallonia,85+,F,13
1089,2020-05-04,Flanders,45-64,M,1
1090,2020-05-04,Flanders,45-64,F,1
1091,2020-05-04,Flanders,65-74,M,3
1092,2020-05-04,Flanders,65-74,F,1
1093,2020-05-04,Flanders,75-84,M,4
1094,2020-05-04,Flanders,75-84,F,4
1095,2020-05-04,Flanders,85+,M,8
1096,2020-05-04,Flanders,85+,F,17
1097,2020-05-04,Brussels,45-64,F,1
1098,2020-05-04,Brussels,65-74,F,2
1099,2020-05-04,Brussels,75-84,M,3
1100,2020-05-04,Brussels,75-84,F,4
1101,2020-05-04,Brussels,85+,M,3
1102,2020-05-04,Brussels,85+,F,6
1103,2020-05-05,Wallonia,45-64,F,1
1104,2020-05-05,Wallonia,65-74,M,5
1105,2020-05-05,Wallonia,65-74,F,2
1106,2020-05-05,Wallonia,75-84,M,5
1107,2020-05-05,Wallonia,75-84,F,5
1108,2020-05-05,Wallonia,85+,M,6
1109,2020-05-05,Wallonia,85+,F,9
1110,2020-05-05,Flanders,65-74,M,3
1111,2020-05-05,Flanders,75-84,M,6
1112,2020-05-05,Flanders,75-84,F,5
1113,2020-05-05,Flanders,85+,M,14
1114,2020-05-05,Flanders,85+,F,15
1115,2020-05-05,Flanders,,,2
1116,2020-05-05,Brussels,75-84,M,1
1117,2020-05-05,Brussels,75-84,F,1
1118,2020-05-05,Brussels,85+,M,1
1119,2020-05-05,Brussels,85+,F,3
1120,2020-05-06,Wallonia,65-74,M,4
1121,2020-05-06,Wallonia,65-74,F,1
1122,2020-05-06,Wallonia,75-84,M,1
1123,2020-05-06,Wallonia,75-84,F,2
1124,2020-05-06,Wallonia,85+,M,3
1125,2020-05-06,Wallonia,85+,F,6
1126,2020-05-06,Flanders,45-64,M,1
1127,2020-05-06,Flanders,65-74,M,4
1128,2020-05-06,Flanders,65-74,F,2
1129,2020-05-06,Flanders,75-84,M,6
1130,2020-05-06,Flanders,75-84,F,6
1131,2020-05-06,Flanders,85+,M,13
1132,2020-05-06,Flanders,85+,F,19
1133,2020-05-06,Brussels,45-64,M,3
1134,2020-05-06,Brussels,65-74,M,1
1135,2020-05-06,Brussels,75-84,F,1
1136,2020-05-06,Brussels,85+,M,1
1137,2020-05-06,Brussels,85+,F,3
1138,2020-05-07,Wallonia,65-74,M,1
1139,2020-05-07,Wallonia,75-84,M,5
1140,2020-05-07,Wallonia,85+,M,4
1141,2020-05-07,Wallonia,85+,F,13
1142,2020-05-07,Flanders,45-64,M,1
1143,2020-05-07,Flanders,45-64,F,1
1144,2020-05-07,Flanders,65-74,M,4
1145,2020-05-07,Flanders,65-74,F,1
1146,2020-05-07,Flanders,75-84,M,2
1147,2020-05-07,Flanders,75-84,F,4
1148,2020-05-07,Flanders,85+,M,8
1149,2020-05-07,Flanders,85+,F,17
1150,2020-05-07,Brussels,45-64,F,1
1151,2020-05-07,Brussels,65-74,M,1
1152,2020-05-07,Brussels,65-74,F,1
1153,2020-05-07,Brussels,75-84,F,1
1154,2020-05-07,Brussels,85+,M,1
1155,2020-05-07,Brussels,85+,F,2
1156,2020-05-08,Wallonia,25-44,F,1
1157,2020-05-08,Wallonia,45-64,M,3
1158,2020-05-08,Wallonia,45-64,F,1
1159,2020-05-08,Wallonia,65-74,M,1
1160,2020-05-08,Wallonia,65-74,F,1
1161,2020-05-08,Wallonia,75-84,M,5
1162,2020-05-08,Wallonia,75-84,F,5
1163,2020-05-08,Wallonia,85+,M,4
1164,2020-05-08,Wallonia,85+,F,8
1165,2020-05-08,Flanders,65-74,M,1
1166,2020-05-08,Flanders,65-74,F,2
1167,2020-05-08,Flanders,75-84,M,7
1168,2020-05-08,Flanders,75-84,F,6
1169,2020-05-08,Flanders,85+,M,11
1170,2020-05-08,Flanders,85+,F,12
1171,2020-05-08,Brussels,45-64,F,1
1172,2020-05-08,Brussels,65-74,M,1
1173,2020-05-08,Brussels,75-84,M,4
1174,2020-05-08,Brussels,75-84,F,2
1175,2020-05-08,Brussels,85+,M,1
1176,2020-05-08,Brussels,85+,F,3
1177,2020-05-09,Wallonia,75-84,M,4
1178,2020-05-09,Wallonia,75-84,F,1
1179,2020-05-09,Wallonia,85+,M,3
1180,2020-05-09,Wallonia,85+,F,13
1181,2020-05-09,Flanders,65-74,M,1
1182,2020-05-09,Flanders,75-84,M,4
1183,2020-05-09,Flanders,75-84,F,4
1184,2020-05-09,Flanders,85+,M,9
1185,2020-05-09,Flanders,85+,F,17
1186,2020-05-09,Brussels,45-64,M,3
1187,2020-05-09,Brussels,45-64,F,3
1188,2020-05-09,Brussels,65-74,M,2
1189,2020-05-09,Brussels,75-84,M,4
1190,2020-05-09,Brussels,75-84,F,2
1191,2020-05-09,Brussels,85+,M,1
1192,2020-05-09,Brussels,85+,F,5
1193,2020-05-10,Wallonia,45-64,M,1
1194,2020-05-10,Wallonia,65-74,M,1
1195,2020-05-10,Wallonia,65-74,F,1
1196,2020-05-10,Wallonia,75-84,M,4
1197,2020-05-10,Wallonia,75-84,F,3
1198,2020-05-10,Wallonia,85+,M,4
1199,2020-05-10,Wallonia,85+,F,10
1200,2020-05-10,Flanders,45-64,M,1
1201,2020-05-10,Flanders,65-74,F,1
1202,2020-05-10,Flanders,75-84,M,7
1203,2020-05-10,Flanders,75-84,F,10
1204,2020-05-10,Flanders,85+,M,14
1205,2020-05-10,Flanders,85+,F,13
1206,2020-05-10,Brussels,85+,M,1
1207,2020-05-10,Brussels,85+,F,1
1208,2020-05-11,Wallonia,45-64,M,1
1209,2020-05-11,Wallonia,45-64,F,1
1210,2020-05-11,Wallonia,65-74,M,2
1211,2020-05-11,Wallonia,75-84,M,3
1212,2020-05-11,Wallonia,75-84,F,4
1213,2020-05-11,Wallonia,85+,M,4
1214,2020-05-11,Wallonia,85+,F,7
1215,2020-05-11,Flanders,45-64,F,1
1216,2020-05-11,Flanders,65-74,M,2
1217,2020-05-11,Flanders,65-74,F,1
1218,2020-05-11,Flanders,75-84,M,5
1219,2020-05-11,Flanders,75-84,F,5
1220,2020-05-11,Flanders,85+,M,9
1221,2020-05-11,Flanders,85+,F,14
1222,2020-05-11,Brussels,45-64,M,2
1223,2020-05-11,Brussels,65-74,M,1
1224,2020-05-11,Brussels,75-84,M,2
1225,2020-05-11,Brussels,75-84,F,1
1226,2020-05-11,Brussels,85+,M,1
1227,2020-05-12,Wallonia,45-64,M,1
1228,2020-05-12,Wallonia,45-64,F,1
1229,2020-05-12,Wallonia,75-84,M,5
1230,2020-05-12,Wallonia,75-84,F,2
1231,2020-05-12,Wallonia,85+,M,3
1232,2020-05-12,Wallonia,85+,F,8
1233,2020-05-12,Flanders,25-44,M,1
1234,2020-05-12,Flanders,45-64,M,2
1235,2020-05-12,Flanders,65-74,M,1
1236,2020-05-12,Flanders,75-84,M,1
1237,2020-05-12,Flanders,75-84,F,4
1238,2020-05-12,Flanders,85+,M,5
1239,2020-05-12,Flanders,85+,F,6
1240,2020-05-12,Brussels,45-64,M,1
1241,2020-05-12,Brussels,65-74,M,1
1242,2020-05-12,Brussels,75-84,M,2
1243,2020-05-12,Brussels,75-84,F,1
1244,2020-05-12,Brussels,85+,F,2
1245,2020-05-13,Wallonia,25-44,M,1
1246,2020-05-13,Wallonia,45-64,M,1
1247,2020-05-13,Wallonia,45-64,F,1
1248,2020-05-13,Wallonia,65-74,M,1
1249,2020-05-13,Wallonia,75-84,F,5
1250,2020-05-13,Wallonia,85+,M,4
1251,2020-05-13,Wallonia,85+,F,9
1252,2020-05-13,Flanders,25-44,M,1
1253,2020-05-13,Flanders,45-64,F,1
1254,2020-05-13,Flanders,65-74,M,5
1255,2020-05-13,Flanders,65-74,F,2
1256,2020-05-13,Flanders,75-84,M,4
