Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ja (%),Nee (%)
 Grobbendonk ,13010,nee,Contact gemeente/stad,2020,0.64,0.36
 Haacht ,24033,nee,Contact gemeente/stad,2020,0.63,0.37
 Haaltert ,41024,nee,Contact gemeente/stad,2020,0.58,0.42
 Halen ,71020,nee,Contact gemeente/stad,2020,0.62,0.38
 Halle ,23027,nee,Contact gemeente/stad,2020,0.59,0.41
 Ham ,71069,nee,Contact gemeente/stad,2020,0.55,0.45
 Hamme ,42008,nee,Contact gemeente/stad,2020,0.59,0.41
 Hamont-Achel ,72037,nee,Contact gemeente/stad,2020,0.65,0.35
 Harelbeke ,34013,nee,Contact gemeente/stad,2020,0.54,0.46
 Hasselt ,71022,ja,Contact gemeente/stad,2017,0.5,0.5
 Hasselt ,71022,ja,Contact gemeente/stad,2020,0.59,0.41
 Hechtel ,72038,nee,Contact gemeente/stad,2020,0.62,0.38
 Heers ,73022,nee,Contact gemeente/stad,2020,0.65,0.35
 Heist-Op-Den-Berg ,12014,nee,Contact gemeente/stad,2020,0.51,0.49
 Hemiksem ,11018,nee,Contact gemeente/stad,2020,0.64,0.36
 Herent ,24038,nee,Contact gemeente/stad,2020,0.56,0.44
 Herentals ,13011,nee,Contact gemeente/stad,2020,0.54,0.46
 Herenthout ,13012,nee,Contact gemeente/stad,2020,0.6,0.4
 Herk-De-Stad ,71024,nee,Contact gemeente/stad,2020,0.55,0.45
 Herne ,23032,nee,Contact gemeente/stad,2020,0.67,0.33
 Herselt ,13013,nee,Contact gemeente/stad,2020,0.51,0.49
 Herzele ,41027,nee,Contact gemeente/stad,2020,0.59,0.41
 Heusden-Zolder ,71070,nee,Contact gemeente/stad,2020,0.62,0.38
 Heuvelland ,33039,nee,Contact gemeente/stad,2020,0.56,0.44
 Hoegaarden ,24041,nee,Contact gemeente/stad,2020,0.6,0.4
 Hoeilaart ,23033,nee,Contact gemeente/stad,2020,0.64,0.36
 Hoeselt ,73032,nee,Contact gemeente/stad,2020,0.58,0.42
 Holsbeek ,24043,nee,Contact gemeente/stad,2020,0.69,0.31
 Hooglede ,36006,nee,Contact gemeente/stad,2020,0.65,0.35
 Hoogstraten ,13014,nee,Contact gemeente/stad,2020,0.57,0.43
 Horebeke ,45062,nee,Contact gemeente/stad,2020,0.69,0.31
 Houthalen-Helchteren ,72039,nee,Contact gemeente/stad,2020,0.54,0.46
 Houthulst ,32006,nee,Contact gemeente/stad,2020,0.56,0.44
 Hove ,11021,nee,Contact gemeente/stad,2020,0.57,0.43
 Huldenberg ,24045,nee,Contact gemeente/stad,2020,0.6,0.4
 Hulshout ,13016,nee,Contact gemeente/stad,2020,0.58,0.42
 Ichtegem ,35006,nee,Contact gemeente/stad,2020,0.57,0.43
 Ieper ,33011,nee,Contact gemeente/stad,2020,0.57,0.43
 Ingelmunster ,36007,nee,Contact gemeente/stad,2020,0.63,0.37
 Izegem ,36008,nee,Contact gemeente/stad,2020,0.58,0.42
 Jabbeke ,31012,nee,Contact gemeente/stad,2020,0.59,0.41
 Kalmthout ,11022,nee,Contact gemeente/stad,2020,0.57,0.43
 Kampenhout ,23038,nee,Contact gemeente/stad,2020,0.62,0.38
 Kapellen ,11023,nee,Contact gemeente/stad,2020,0.62,0.38
 Kapelle-Op-Den-Bos ,23039,nee,Contact gemeente/stad,2020,0.53,0.47
 Kaprijke ,43007,nee,Contact gemeente/stad,2020,0.61,0.39
 Kasterlee ,13017,nee,Contact gemeente/stad,2020,0.54,0.46
 Keerbergen ,24048,nee,Contact gemeente/stad,2020,0.59,0.41
 Kinrooi ,72018,nee,Contact gemeente/stad,2020,0.57,0.43
 Kluisbergen ,45060,nee,Contact gemeente/stad,2020,0.6,0.4
 Knokke-Heist ,31043,nee,Contact gemeente/stad,2020,0.64,0.36
 Koekelare ,32010,nee,Contact gemeente/stad,2020,0.6,0.4
 Koksijde ,38014,nee,Contact gemeente/stad,2020,0.58,0.42
 Kontich ,11024,nee,Contact gemeente/stad,2020,0.58,0.42
 Kortemark ,32011,nee,Contact gemeente/stad,2020,0.59,0.41
 Kortenaken ,24054,nee,Contact gemeente/stad,2020,0.63,0.37
 Kortenberg ,24055,nee,Contact gemeente/stad,2020,0.56,0.44
 Kortessem ,73040,nee,Contact gemeente/stad,2020,0.62,0.38
 Kortrijk ,34022,ja,Contact gemeente/stad,2017,0.5,0.5
 Kortrijk ,34022,ja,Contact gemeente/stad,2020,0.6,0.4
 Kraainem ,23099,nee,Contact gemeente/stad,2020,0.73,0.27
 Kruibeke ,46013,nee,Contact gemeente/stad,2020,0.59,0.41
 Kruisem ,45068,nee,Contact gemeente/stad,2020,0.66,0.34
 Kuurne ,34023,nee,Contact gemeente/stad,2020,0.58,0.42
 Laakdal ,13053,nee,Contact gemeente/stad,2020,0.59,0.41
 Laarne ,42010,nee,Contact gemeente/stad,2020,0.52,0.48
 Lanaken ,73042,nee,Contact gemeente/stad,2020,0.62,0.38
 Landen ,24059,nee,Contact gemeente/stad,2020,0.53,0.47
 Langemark-Poelkapelle ,33040,nee,Contact gemeente/stad,2020,0.61,0.39
 Lebbeke ,42011,nee,Contact gemeente/stad,2020,0.52,0.48
 Lede ,41034,nee,Contact gemeente/stad,2020,0.59,0.41
 Ledegem ,36010,nee,Contact gemeente/stad,2020,0.59,0.41
 Lendelede ,34025,nee,Contact gemeente/stad,2020,0.59,0.41
 Lennik ,23104,nee,Contact gemeente/stad,2020,0.61,0.39
 Leopoldsburg ,71034,nee,Contact gemeente/stad,2020,0.63,0.37
 Leuven ,24062,ja,Contact gemeente/stad,2017,0.49,0.51
 Leuven ,24062,ja,Contact gemeente/stad,2020,0.63,0.37
 Lichtervelde ,36011,nee,Contact gemeente/stad,2020,0.62,0.38
 Liedekerke ,23044,nee,Contact gemeente/stad,2020,0.57,0.43
 Lier ,12021,nee,Contact gemeente/stad,2020,0.57,0.43
 Lierde ,45063,nee,Contact gemeente/stad,2020,0.59,0.41
 Lievegem ,44085,nee,Contact gemeente/stad,2020,0.6,0.4
 Lille ,13019,nee,Contact gemeente/stad,2020,0.57,0.43
 Linkebeek ,23100,nee,Contact gemeente/stad,2020,0.64,0.36
 Lint ,11025,nee,Contact gemeente/stad,2020,0.6,0.4
 Linter ,24133,nee,Contact gemeente/stad,2020,0.63,0.37
 Lochristi ,44034,nee,Contact gemeente/stad,2020,0.53,0.47
 Lokeren ,46014,nee,Contact gemeente/stad,2020,0.55,0.45
 Lommel ,72020,nee,Contact gemeente/stad,2020,0.53,0.47
 Londerzeel ,23045,nee,Contact gemeente/stad,2020,0.62,0.38
 Lo-Reninge ,32030,nee,Contact gemeente/stad,2020,0.67,0.33
 Lubbeek ,24066,nee,Contact gemeente/stad,2020,0.65,0.35
 Lummen ,71037,nee,Contact gemeente/stad,2020,0.61,0.39
 Maarkedal ,45064,nee,Contact gemeente/stad,2020,0.68,0.32
 Maaseik ,72021,nee,Contact gemeente/stad,2020,0.56,0.44
 Maasmechelen ,73107,nee,Contact gemeente/stad,2020,0.55,0.45
 Machelen ,23047,nee,Contact gemeente/stad,2020,0.59,0.41
 Maldegem ,43010,nee,Contact gemeente/stad,2020,0.62,0.38
 Malle ,11057,nee,Contact gemeente/stad,2020,0.59,0.41
 Mechelen ,12025,ja,Contact gemeente/stad,2017,0.44,0.56
 Mechelen ,12025,ja,Contact gemeente/stad,2020,0.61,0.39
 Meerhout ,13021,nee,Contact gemeente/stad,2020,0.55,0.45
 Meise ,23050,nee,Contact gemeente/stad,2020,0.59,0.41
 Melle ,44040,nee,Contact gemeente/stad,2020,0.61,0.39
 Menen ,34027,nee,Contact gemeente/stad,2020,0.54,0.46
 Merchtem ,23052,nee,Contact gemeente/stad,2020,0.66,0.34
 Merelbeke ,44043,nee,Contact gemeente/stad,2020,0.57,0.43
 Merksplas ,13023,nee,Contact gemeente/stad,2020,0.62,0.38
 Mesen ,33016,nee,Contact gemeente/stad,2020,0.77,0.23
 Meulebeke ,37007,nee,Contact gemeente/stad,2020,0.57,0.43
 Middelkerke ,35011,nee,Contact gemeente/stad,2020,0.56,0.44
 Moerbeke ,44045,nee,Contact gemeente/stad,2020,0.6,0.4
 Mol ,13025,nee,Contact gemeente/stad,2020,0.61,0.39
 Moorslede ,36012,nee,Contact gemeente/stad,2020,0.57,0.43
 Mortsel ,11029,nee,Contact gemeente/stad,2020,0.6,0.4
 Nazareth ,44048,nee,Contact gemeente/stad,2020,0.63,0.37
 Niel ,11030,nee,Contact gemeente/stad,2020,0.58,0.42
 Nieuwerkerken ,71045,nee,Contact gemeente/stad,2020,0.58,0.42
 Nieuwpoort ,38016,nee,Contact gemeente/stad,2020,0.57,0.43
 Nijlen ,12026,nee,Contact gemeente/stad,2020,0.58,0.42
 Ninove ,41048,nee,Contact gemeente/stad,2020,0.5,0.5
 Olen ,13029,nee,Contact gemeente/stad,2020,0.53,0.47
 Oostende ,35013,ja,Contact gemeente/stad,2017,0.42,0.58
 Oostende ,35013,ja,Contact gemeente/stad,2020,0.54,0.46
 Oosterzele ,44052,nee,Contact gemeente/stad,2020,0.64,0.36
 Oostkamp ,31022,nee,Contact gemeente/stad,2020,0.65,0.35
 Oostrozebeke ,37010,nee,Contact gemeente/stad,2020,0.53,0.47
 Opwijk ,23060,nee,Contact gemeente/stad,2020,0.58,0.42
 Oudenaarde ,45035,nee,Contact gemeente/stad,2020,0.5,0.5
 Oudenburg ,35014,nee,Contact gemeente/stad,2020,0.63,0.37
 Oud-Heverlee ,24086,nee,Contact gemeente/stad,2020,0.63,0.37
 Oudsbergen ,72042,nee,Contact gemeente/stad,2020,0.55,0.45
 Oud-Turnhout ,13031,nee,Contact gemeente/stad,2020,0.58,0.42
 Overijse ,23062,nee,Contact gemeente/stad,2020,0.7,0.3
 Peer ,72030,nee,Contact gemeente/stad,2020,0.55,0.45
 Pelt ,72043,nee,Contact gemeente/stad,2020,0.58,0.42
 Pepingen ,23064,nee,Contact gemeente/stad,2020,0.61,0.39
 Pittem ,37011,nee,Contact gemeente/stad,2020,0.59,0.41
 Poperinge ,33021,nee,Contact gemeente/stad,2020,0.58,0.42
 Putte ,12029,nee,Contact gemeente/stad,2020,0.6,0.4
 Puurs - Sint-Amands ,12041,nee,Contact gemeente/stad,2020,0.65,0.35
 Ranst ,11035,nee,Contact gemeente/stad,2020,0.55,0.45
 Ravels ,13035,nee,Contact gemeente/stad,2020,0.61,0.39
 Retie ,13036,nee,Contact gemeente/stad,2020,0.57,0.43
 Riemst ,73066,nee,Contact gemeente/stad,2020,0.62,0.38
 Rijkevorsel ,13037,nee,Contact gemeente/stad,2020,0.62,0.38
 Roeselare ,36015,ja,Contact gemeente/stad,2017,0.45,0.55
 Roeselare ,36015,ja,Contact gemeente/stad,2020,0.58,0.42
 Ronse ,45041,nee,Contact gemeente/stad,2020,0.56,0.44
 Roosdaal ,23097,nee,Contact gemeente/stad,2020,0.56,0.44
 Rotselaar ,24094,nee,Contact gemeente/stad,2020,0.59,0.41
 Ruiselede ,37012,nee,Contact gemeente/stad,2020,0.62,0.38
 Rumst ,11037,nee,Contact gemeente/stad,2020,0.59,0.41
 Schelle ,11038,nee,Contact gemeente/stad,2020,0.61,0.39
 Scherpenheuvel-Zichem ,24134,nee,Contact gemeente/stad,2020,0.57,0.43
 Schilde ,11039,nee,Contact gemeente/stad,2020,0.64,0.36
 Schoten ,11040,nee,Contact gemeente/stad,2020,0.54,0.46
 Sint-Genesius-Rode ,23101,nee,Contact gemeente/stad,2020,0.65,0.35
 Sint-Gillis-Waas ,46020,nee,Contact gemeente/stad,2020,0.57,0.43
 Sint-Katelijne-Waver ,12035,nee,Contact gemeente/stad,2020,0.61,0.39
 Sint-Laureins ,43014,nee,Contact gemeente/stad,2020,0.58,0.42
 Sint-Lievens-Houtem ,41063,nee,Contact gemeente/stad,2020,0.62,0.38
 Sint-Martens-Latem ,44064,nee,Contact gemeente/stad,2020,0.69,0.31
 Sint-Niklaas ,46021,ja,Contact gemeente/stad,2017,0.43,0.57
 Sint-Niklaas ,46021,ja,Contact gemeente/stad,2020,0.55,0.45
 Sint-Pieters-Leeuw ,23077,nee,Contact gemeente/stad,2020,0.56,0.44
 Sint-Truiden ,71053,nee,Contact gemeente/stad,2020,0.58,0.42
 Spiere-Helkijn ,34043,nee,Contact gemeente/stad,2020,0.72,0.28
 Stabroek ,11044,nee,Contact gemeente/stad,2020,0.52,0.48
 Staden ,36019,nee,Contact gemeente/stad,2020,0.58,0.42
 Steenokkerzeel ,23081,nee,Contact gemeente/stad,2020,0.63,0.37
 Stekene ,46024,nee,Contact gemeente/stad,2020,0.61,0.39
 Temse ,46025,nee,Contact gemeente/stad,2020,0.59,0.41
 Ternat ,23086,nee,Contact gemeente/stad,2020,0.62,0.38
 Tervuren ,24104,nee,Contact gemeente/stad,2020,0.66,0.34
 Tessenderlo ,71057,nee,Contact gemeente/stad,2020,0.56,0.44
 Tielt ,37015,nee,Contact gemeente/stad,2020,0.52,0.48
 Tielt-Winge ,24135,nee,Contact gemeente/stad,2020,0.65,0.35
 Tienen ,24107,nee,Contact gemeente/stad,2020,0.57,0.43
 Tongeren ,73083,nee,Contact gemeente/stad,2020,0.62,0.38
 Torhout ,31033,nee,Contact gemeente/stad,2020,0.6,0.4
 Tremelo ,24109,nee,Contact gemeente/stad,2020,0.54,0.46
 Turnhout ,13040,ja,Contact gemeente/stad,2017,0.42,0.58
 Turnhout ,13040,ja,Contact gemeente/stad,2020,0.58,0.42
 Veurne ,38025,nee,Contact gemeente/stad,2020,0.62,0.38
 Vilvoorde ,23088,nee,Contact gemeente/stad,2020,0.61,0.39
 Vleteren ,33041,nee,Contact gemeente/stad,2020,0.62,0.38
 Voeren ,73109,nee,Contact gemeente/stad,2020,0.77,0.23
 Vorselaar ,13044,nee,Contact gemeente/stad,2020,0.6,0.4
 Vosselaar ,13046,nee,Contact gemeente/stad,2020,0.62,0.38
 Waasmunster ,42023,nee,Contact gemeente/stad,2020,0.67,0.33
 Wachtebeke ,44073,nee,Contact gemeente/stad,2020,0.62,0.38
 Waregem ,34040,nee,Contact gemeente/stad,2020,0.57,0.43
 Wellen ,73098,nee,Contact gemeente/stad,2020,0.65,0.35
 Wemmel ,23102,nee,Contact gemeente/stad,2020,0.69,0.31
 Wervik ,33029,nee,Contact gemeente/stad,2020,0.61,0.39
 Westerlo ,13049,nee,Contact gemeente/stad,2020,0.51,0.49
 Wetteren ,42025,nee,Contact gemeente/stad,2020,0.57,0.43
 Wevelgem ,34041,nee,Contact gemeente/stad,2020,0.6,0.4
 Wezembeek-Oppem ,23103,nee,Contact gemeente/stad,2020,0.67,0.33
 Wichelen ,42026,nee,Contact gemeente/stad,2020,0.59,0.41
 Wielsbeke ,37017,nee,Contact gemeente/stad,2020,0.58,0.42
 Wijnegem ,11050,nee,Contact gemeente/stad,2020,0.59,0.41
 Willebroek ,12040,nee,Contact gemeente/stad,2020,0.62,0.38
 Wingene ,37018,nee,Contact gemeente/stad,2020,0.59,0.41
 Wommelgem ,11052,nee,Contact gemeente/stad,2020,0.59,0.41
 Wortegem-Petegem ,45061,nee,Contact gemeente/stad,2020,0.65,0.35
 Wuustwezel ,11053,nee,Contact gemeente/stad,2020,0.55,0.45
 Zandhoven ,11054,nee,Contact gemeente/stad,2020,0.68,0.32
 Zaventem ,23094,nee,Contact gemeente/stad,2020,0.62,0.38
 Zedelgem ,31040,nee,Contact gemeente/stad,2020,0.57,0.43
 Zele ,42028,nee,Contact gemeente/stad,2020,0.57,0.43
 Zelzate ,43018,nee,Contact gemeente/stad,2020,0.58,0.42
 Zemst ,23096,nee,Contact gemeente/stad,2020,0.62,0.38
 Zoersel ,11055,nee,Contact gemeente/stad,2020,0.68,0.32
 Zonhoven ,71066,nee,Contact gemeente/stad,2020,0.58,0.42
 Zonnebeke ,33037,nee,Contact gemeente/stad,2020,0.63,0.37
 Zottegem ,41081,nee,Contact gemeente/stad,2020,0.55,0.45
 Zoutleeuw ,24130,nee,Contact gemeente/stad,2020,0.52,0.48
 Zuienkerke ,31042,nee,Contact gemeente/stad,2020,0.76,0.24
 Zulte ,44081,nee,Contact gemeente/stad,2020,0.59,0.41
 Zutendaal ,71067,nee,Contact gemeente/stad,2020,0.66,0.34
 Zwalm ,45065,nee,Contact gemeente/stad,2020,0.62,0.38
 Zwevegem ,34042,nee,Contact gemeente/stad,2020,0.6,0.4
 Zwijndrecht ,11056,nee,Contact gemeente/stad,2020,0.61,0.39
13 centrumsteden,/,/,Contact gemeente/stad,2017,0.43,0.57
13 centrumsteden,/,/,Contact gemeente/stad,2020,0.59,0.41
Gemeenten groter dan 50.000 inw.,/,/,Contact gemeente/stad,2020,0.59,0.41
Gemeenten kleiner dan 10.000 inw.,/,/,Contact gemeente/stad,2020,0.61,0.39
Gemeenten van 10.000 tot 20.000 inw.,/,/,Contact gemeente/stad,2020,0.6,0.4
Gemeenten van 20.000 tot 30.000 inw.,/,/,Contact gemeente/stad,2020,0.58,0.42
Gemeenten van 30.000 tot 50.000 inw.,/,/,Contact gemeente/stad,2020,0.57,0.43
Vlaams Gewest,/,/,Contact gemeente/stad,2020,0.59,0.41
