Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Leopoldsburg ,71034,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.06,0.14,0.79
 Leopoldsburg ,71034,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.12,0.79
 Leopoldsburg ,71034,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.23,0.28,0.49
 Leopoldsburg ,71034,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.37,0.25,0.38
 Leopoldsburg ,71034,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.2,0.21,0.59
 Leopoldsburg ,71034,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.26,0.23,0.51
 Leopoldsburg ,71034,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.13,0.19,0.68
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Activiteiten,2008,0.11,0.13,0.75
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Activiteiten,2011,0.09,0.09,0.82
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Activiteiten,2014,0.09,0.12,0.8
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.08,0.13,0.8
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.1,0.82
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2008,0.31,0.31,0.38
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2011,0.28,0.29,0.42
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2014,0.31,0.31,0.38
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.3,0.31,0.39
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.28,0.26,0.46
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2008,0.15,0.14,0.71
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2011,0.1,0.13,0.77
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2014,0.14,0.17,0.69
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.12,0.15,0.73
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.14,0.13,0.73
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2008,0.15,0.21,0.64
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2011,0.13,0.16,0.71
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2014,0.12,0.19,0.68
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2017,0.13,0.22,0.66
 Leuven ,24062,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.12,0.16,0.71
 Lichtervelde ,36011,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.08,0.12,0.8
 Lichtervelde ,36011,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.07,0.11,0.81
 Lichtervelde ,36011,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.24,0.22,0.55
 Lichtervelde ,36011,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.21,0.26,0.52
 Lichtervelde ,36011,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.14,0.17,0.69
 Lichtervelde ,36011,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.09,0.17,0.74
 Lichtervelde ,36011,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.07,0.14,0.79
 Liedekerke ,23044,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.06,0.12,0.82
 Liedekerke ,23044,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.12,0.15,0.73
 Liedekerke ,23044,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.27,0.24,0.49
 Liedekerke ,23044,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.42,0.23,0.35
 Liedekerke ,23044,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.1,0.16,0.74
 Liedekerke ,23044,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.27,0.15,0.58
 Liedekerke ,23044,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.2,0.19,0.61
 Lier ,12021,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.1,0.15,0.75
 Lier ,12021,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.11,0.14,0.76
 Lier ,12021,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.3,0.29,0.41
 Lier ,12021,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.37,0.24,0.4
 Lier ,12021,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.15,0.18,0.66
 Lier ,12021,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.15,0.21,0.64
 Lier ,12021,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.12,0.23,0.64
 Lierde ,45063,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.09,0.14,0.78
 Lierde ,45063,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.09,0.13,0.77
 Lierde ,45063,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.22,0.28,0.49
 Lierde ,45063,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.24,0.29,0.47
 Lierde ,45063,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.12,0.19,0.7
 Lierde ,45063,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.13,0.24,0.63
 Lierde ,45063,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.11,0.22,0.67
 Lievegem ,44085,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.1,0.16,0.74
 Lievegem ,44085,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.28,0.26,0.46
 Lievegem ,44085,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.19,0.25,0.56
 Lievegem ,44085,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.09,0.21,0.7
 Lille ,13019,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.1,0.16,0.73
 Lille ,13019,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.2,0.72
 Lille ,13019,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.23,0.26,0.51
 Lille ,13019,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.23,0.26,0.51
 Lille ,13019,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.2,0.19,0.61
 Lille ,13019,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.14,0.21,0.65
 Lille ,13019,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.1,0.25,0.65
 Linkebeek ,23100,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.07,0.09,0.84
 Linkebeek ,23100,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.11,0.11,0.78
 Linkebeek ,23100,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.2,0.21,0.6
 Linkebeek ,23100,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.27,0.25,0.48
 Linkebeek ,23100,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.15,0.21,0.64
 Linkebeek ,23100,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.21,0.22,0.57
 Linkebeek ,23100,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.16,0.2,0.64
 Lint ,11025,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.08,0.13,0.79
 Lint ,11025,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.06,0.12,0.82
 Lint ,11025,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.31,0.24,0.45
 Lint ,11025,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.34,0.3,0.36
 Lint ,11025,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.18,0.21,0.62
 Lint ,11025,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.21,0.24,0.55
 Lint ,11025,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.09,0.19,0.72
 Linter ,24133,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.09,0.16,0.75
 Linter ,24133,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.12,0.16,0.72
 Linter ,24133,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.17,0.25,0.58
 Linter ,24133,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.24,0.31,0.45
 Linter ,24133,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.16,0.16,0.69
 Linter ,24133,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.2,0.2,0.6
 Linter ,24133,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.13,0.23,0.64
 Lochristi ,44034,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.02,0.05,0.93
 Lochristi ,44034,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.04,0.12,0.83
 Lochristi ,44034,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.08,0.15,0.77
 Lochristi ,44034,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.16,0.18,0.66
 Lochristi ,44034,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.04,0.11,0.84
 Lochristi ,44034,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.12,0.13,0.75
 Lochristi ,44034,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.07,0.16,0.78
 Lokeren ,46014,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.08,0.11,0.81
 Lokeren ,46014,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.06,0.1,0.84
 Lokeren ,46014,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.3,0.3,0.4
 Lokeren ,46014,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.3,0.28,0.41
 Lokeren ,46014,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.15,0.16,0.69
 Lokeren ,46014,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.15,0.19,0.67
 Lokeren ,46014,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.1,0.19,0.71
 Lommel ,72020,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.05,0.08,0.88
 Lommel ,72020,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.06,0.08,0.86
 Lommel ,72020,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.2,0.25,0.54
 Lommel ,72020,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.22,0.2,0.58
 Lommel ,72020,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.11,0.15,0.74
 Lommel ,72020,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.15,0.15,0.7
 Lommel ,72020,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.09,0.16,0.76
 Londerzeel ,23045,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.12,0.11,0.77
 Londerzeel ,23045,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.06,0.19,0.76
 Londerzeel ,23045,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.29,0.23,0.48
 Londerzeel ,23045,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.37,0.25,0.38
 Londerzeel ,23045,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.18,0.14,0.68
 Londerzeel ,23045,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.24,0.22,0.54
 Londerzeel ,23045,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.07,0.2,0.73
 Lo-Reninge ,32030,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.08,0.16,0.76
 Lo-Reninge ,32030,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.07,0.14,0.79
 Lo-Reninge ,32030,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.22,0.27,0.51
 Lo-Reninge ,32030,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.3,0.22,0.47
 Lo-Reninge ,32030,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.14,0.18,0.68
 Lo-Reninge ,32030,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.18,0.16,0.66
 Lo-Reninge ,32030,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.12,0.15,0.73
 Lovendegem ,44036,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.09,0.16,0.75
 Lovendegem ,44036,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.18,0.25,0.57
 Lovendegem ,44036,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.12,0.18,0.7
 Lubbeek ,24066,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.07,0.11,0.82
 Lubbeek ,24066,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.07,0.11,0.83
 Lubbeek ,24066,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.24,0.24,0.52
 Lubbeek ,24066,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.29,0.28,0.43
 Lubbeek ,24066,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.16,0.17,0.67
 Lubbeek ,24066,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.23,0.2,0.57
 Lubbeek ,24066,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.08,0.12,0.79
 Lummen ,71037,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.1,0.14,0.76
 Lummen ,71037,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.13,0.79
 Lummen ,71037,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.26,0.28,0.46
 Lummen ,71037,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.25,0.27,0.49
 Lummen ,71037,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.18,0.2,0.62
 Lummen ,71037,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.16,0.17,0.67
 Lummen ,71037,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.08,0.17,0.74
 Maarkedal ,45064,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.08,0.11,0.81
 Maarkedal ,45064,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.12,0.81
 Maarkedal ,45064,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.19,0.22,0.6
 Maarkedal ,45064,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.21,0.2,0.59
 Maarkedal ,45064,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.16,0.15,0.69
 Maarkedal ,45064,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.14,0.17,0.69
 Maarkedal ,45064,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.09,0.16,0.75
 Maaseik ,72021,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.1,0.14,0.76
 Maaseik ,72021,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.12,0.16,0.72
 Maaseik ,72021,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.25,0.25,0.5
 Maaseik ,72021,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.28,0.32,0.4
 Maaseik ,72021,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.14,0.18,0.68
 Maaseik ,72021,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.18,0.22,0.6
 Maaseik ,72021,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.13,0.22,0.65
 Maasmechelen ,73107,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.17,0.18,0.65
 Maasmechelen ,73107,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.1,0.25,0.65
 Maasmechelen ,73107,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.35,0.29,0.35
 Maasmechelen ,73107,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.32,0.32,0.35
 Maasmechelen ,73107,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.26,0.22,0.52
 Maasmechelen ,73107,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.22,0.27,0.51
 Maasmechelen ,73107,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.16,0.26,0.57
 Machelen ,23047,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.11,0.16,0.73
 Machelen ,23047,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.16,0.18,0.65
 Machelen ,23047,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.19,0.27,0.53
 Machelen ,23047,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.38,0.21,0.41
 Machelen ,23047,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.15,0.15,0.7
 Machelen ,23047,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.24,0.16,0.6
 Machelen ,23047,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.19,0.23,0.57
 Maldegem ,43010,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.07,0.11,0.82
 Maldegem ,43010,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.05,0.16,0.79
 Maldegem ,43010,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.21,0.24,0.55
 Maldegem ,43010,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.27,0.23,0.5
 Maldegem ,43010,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.13,0.17,0.7
 Maldegem ,43010,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.21,0.22,0.57
 Maldegem ,43010,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.09,0.18,0.72
 Malle ,11057,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.04,0.1,0.86
 Malle ,11057,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.04,0.08,0.88
 Malle ,11057,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.21,0.31,0.48
 Malle ,11057,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.22,0.28,0.5
 Malle ,11057,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.15,0.19,0.66
 Malle ,11057,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.12,0.21,0.68
 Malle ,11057,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.05,0.14,0.82
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Activiteiten,2008,0.09,0.13,0.78
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Activiteiten,2011,0.08,0.12,0.8
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Activiteiten,2014,0.11,0.12,0.78
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.09,0.12,0.79
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.11,0.15,0.73
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2008,0.3,0.27,0.43
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2011,0.28,0.27,0.45
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2014,0.27,0.28,0.45
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.27,0.26,0.47
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.35,0.3,0.35
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2008,0.15,0.2,0.65
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2011,0.12,0.17,0.71
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2014,0.13,0.15,0.72
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.11,0.14,0.75
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.22,0.19,0.6
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2008,0.15,0.22,0.63
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2011,0.11,0.21,0.67
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2014,0.13,0.22,0.65
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2017,0.13,0.19,0.68
 Mechelen ,12025,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.15,0.22,0.63
 Meerhout ,13021,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.1,0.15,0.75
 Meerhout ,13021,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.09,0.18,0.73
 Meerhout ,13021,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.26,0.27,0.47
 Meerhout ,13021,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.25,0.25,0.5
 Meerhout ,13021,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.18,0.26,0.56
 Meerhout ,13021,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.21,0.25,0.54
 Meerhout ,13021,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.13,0.22,0.66
 Meeuwen-Gruitrode ,72040,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.03,0.07,0.9
 Meeuwen-Gruitrode ,72040,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.13,0.19,0.68
 Meeuwen-Gruitrode ,72040,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.08,0.11,0.81
 Meise ,23050,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.13,0.13,0.74
 Meise ,23050,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.14,0.17,0.7
 Meise ,23050,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.24,0.24,0.52
 Meise ,23050,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.35,0.27,0.38
 Meise ,23050,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.23,0.2,0.57
 Meise ,23050,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.27,0.27,0.46
 Meise ,23050,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.15,0.23,0.62
 Melle ,44040,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.08,0.15,0.76
 Melle ,44040,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.13,0.79
 Melle ,44040,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.23,0.26,0.51
 Melle ,44040,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.3,0.29,0.41
 Melle ,44040,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.15,0.19,0.66
 Melle ,44040,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.19,0.16,0.65
