Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Koksijde ,38014,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.09,0.15,0.77
 Kontich ,11024,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.13,0.27,0.6
 Kortemark ,32011,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.25,0.6
 Kortenaken ,24054,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.13,0.25,0.62
 Kortenberg ,24055,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.11,0.27,0.62
 Kortessem ,73040,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.28,0.28,0.45
 Kortrijk ,34022,ja,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.14,0.25,0.6
 Kraainem ,23099,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.1,0.25,0.66
 Kruibeke ,46013,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.28,0.27,0.45
 Kruisem ,45068,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.13,0.23,0.64
 Kuurne ,34023,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.09,0.18,0.72
 Laakdal ,13053,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.14,0.25,0.61
 Laarne ,42010,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.1,0.23,0.67
 Lanaken ,73042,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.2,0.29,0.51
 Landen ,24059,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.23,0.35,0.43
 Langemark-Poelkapelle ,33040,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.14,0.28,0.58
 Lebbeke ,42011,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.19,0.31,0.49
 Lede ,41034,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.22,0.29,0.49
 Ledegem ,36010,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.1,0.19,0.71
 Lendelede ,34025,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.08,0.17,0.74
 Lennik ,23104,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.2,0.3,0.5
 Leopoldsburg ,71034,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.24,0.34,0.42
 Leuven ,24062,ja,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.11,0.21,0.68
 Lichtervelde ,36011,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.13,0.23,0.64
 Liedekerke ,23044,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.27,0.24,0.49
 Lier ,12021,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.17,0.27,0.56
 Lierde ,45063,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.09,0.23,0.68
 Lievegem ,44085,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.14,0.28,0.58
 Lille ,13019,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.14,0.29,0.57
 Linkebeek ,23100,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.3,0.55
 Lint ,11025,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.19,0.31,0.5
 Linter ,24133,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.24,0.61
 Lochristi ,44034,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.09,0.21,0.7
 Lokeren ,46014,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.18,0.27,0.55
 Lommel ,72020,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.14,0.19,0.67
 Londerzeel ,23045,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.2,0.31,0.49
 Lo-Reninge ,32030,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.23,0.62
 Lubbeek ,24066,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.17,0.31,0.52
 Lummen ,71037,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.18,0.24,0.58
 Maarkedal ,45064,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.1,0.17,0.73
 Maaseik ,72021,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.35,0.5
 Maasmechelen ,73107,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.29,0.32,0.39
 Machelen ,23047,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.22,0.28,0.5
 Maldegem ,43010,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.22,0.26,0.52
 Malle ,11057,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.11,0.28,0.61
 Mechelen ,12025,ja,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.26,0.59
 Meerhout ,13021,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.22,0.63
 Meise ,23050,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.22,0.28,0.5
 Melle ,44040,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.22,0.27,0.52
 Menen ,34027,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.17,0.29,0.54
 Merchtem ,23052,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.11,0.28,0.6
 Merelbeke ,44043,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.1,0.2,0.7
 Merksplas ,13023,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.13,0.21,0.66
 Mesen ,33016,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.13,0.1,0.76
 Meulebeke ,37007,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.27,0.27,0.47
 Middelkerke ,35011,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.14,0.21,0.65
 Moerbeke ,44045,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.28,0.29,0.43
 Mol ,13025,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.11,0.19,0.7
 Moorslede ,36012,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.28,0.56
 Mortsel ,11029,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.2,0.27,0.53
 Nazareth ,44048,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.09,0.18,0.73
 Niel ,11030,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.24,0.27,0.49
 Nieuwerkerken ,71045,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.26,0.59
 Nieuwpoort ,38016,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.13,0.21,0.66
 Nijlen ,12026,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.19,0.34,0.47
 Ninove ,41048,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.23,0.29,0.49
 Olen ,13029,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.11,0.22,0.68
 Oostende ,35013,ja,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.21,0.28,0.51
 Oosterzele ,44052,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.22,0.26,0.52
 Oostkamp ,31022,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.06,0.16,0.78
 Oostrozebeke ,37010,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.18,0.33,0.49
 Opwijk ,23060,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.1,0.31,0.59
 Oudenaarde ,45035,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.19,0.34,0.47
 Oudenburg ,35014,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.13,0.23,0.64
 Oud-Heverlee ,24086,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.16,0.21,0.63
 Oudsbergen ,72042,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.16,0.25,0.59
 Oud-Turnhout ,13031,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.12,0.3,0.58
 Overijse ,23062,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.19,0.23,0.58
 Peer ,72030,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.14,0.24,0.62
 Pelt ,72043,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.3,0.55
 Pepingen ,23064,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.25,0.23,0.53
 Pittem ,37011,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.22,0.62
 Poperinge ,33021,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.12,0.24,0.64
 Putte ,12029,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.2,0.3,0.5
 Puurs - Sint-Amands ,12041,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.16,0.29,0.55
 Ranst ,11035,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.19,0.33,0.48
 Ravels ,13035,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.19,0.25,0.57
 Retie ,13036,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.11,0.25,0.64
 Riemst ,73066,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.13,0.27,0.6
 Rijkevorsel ,13037,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.1,0.2,0.69
 Roeselare ,36015,ja,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.12,0.23,0.66
 Ronse ,45041,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.23,0.26,0.51
 Roosdaal ,23097,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.2,0.22,0.57
 Rotselaar ,24094,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.16,0.26,0.58
 Ruiselede ,37012,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.07,0.24,0.69
 Rumst ,11037,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.17,0.3,0.53
 Schelle ,11038,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.2,0.26,0.55
 Scherpenheuvel-Zichem ,24134,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.3,0.33,0.37
 Schilde ,11039,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.16,0.27,0.56
 Schoten ,11040,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.16,0.3,0.54
 Sint-Genesius-Rode ,23101,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.2,0.28,0.52
 Sint-Gillis-Waas ,46020,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.26,0.6
 Sint-Katelijne-Waver ,12035,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.14,0.29,0.57
 Sint-Laureins ,43014,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.29,0.56
 Sint-Lievens-Houtem ,41063,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.1,0.16,0.74
 Sint-Martens-Latem ,44064,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.12,0.17,0.7
 Sint-Niklaas ,46021,ja,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.15,0.26,0.59
 Sint-Pieters-Leeuw ,23077,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.14,0.29,0.57
 Sint-Truiden ,71053,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.2,0.26,0.54
 Spiere-Helkijn ,34043,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.19,0.22,0.59
 Stabroek ,11044,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.2,0.29,0.52
 Staden ,36019,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.1,0.27,0.63
 Steenokkerzeel ,23081,nee,Tevredenheid over communicatie van gemeente-/stadsbestuur,2020,0.13,0.24,0.63
