,20-54,55-64,20-64
2017-02-15,0.7983950190805702,0.4980409790009475,0.7327011090206653
2017-05-15,0.7966704269449697,0.5087146276028065,0.7334848859063637
2017-08-15,0.7993146210757207,0.5178981238965656,0.737334838264131
2017-11-15,0.80438987774826,0.5257151777114449,0.7428709611693818
2018-02-15,0.7987908515502936,0.519539133306425,0.7370824484186855
2018-05-15,0.7945136054428331,0.5202920243439332,0.7336771701735653
2018-08-15,0.8047572234388326,0.5268089950993947,0.7428630731942198
2018-11-15,0.808192751928868,0.5374220402134873,0.7477444275569287
2019-02-15,0.7982436850333073,0.5298417616687803,0.7381479606805533
2019-05-15,0.8078995967140349,0.5450403121837337,0.7487977879387956
2019-08-15,0.8031578411600401,0.55219894186356,0.7465039470695308
2019-11-15,0.7997191538539383,0.5455367373422841,0.7422063561322869
2020-02-15,0.7972772438926622,0.5507869798756873,0.7414160238605794
2020-05-15,0.7819741402981418,0.5560576165982914,0.7305885982961486
2020-08-15,0.8054476841173038,0.5547665488835061,0.7482470258006885
2020-11-15,0.7937648252338679,0.5635221325417998,0.7411724945724751
2021-02-15,0.7894473860363479,0.563857850896032,0.7379236127743677
2021-05-15,0.8016742933102795,0.5708374102932999,0.7488213270988199
2021-08-15,0.8170342574082176,0.5738675147277368,0.761222337229128
2021-11-15,0.8119746699926419,0.5757368962026563,0.7577277044324008
2022-02-15,0.8091125375722554,0.5879014839016554,0.7583730916386086
2022-05-15,0.8063137558555227,0.5830900581918453,0.7551220806912242
2022-08-15,0.8135276596841696,0.5849608964963493,0.7610756123141007
