,2017-02-15,2017-05-15,2017-08-15,2017-11-15,2018-02-15,2018-05-15,2018-08-15,2018-11-15,2019-02-15,2019-05-15,2019-08-15,2019-11-15,2020-02-15,2020-05-15,2020-08-15,2020-11-15,2021-02-15,2021-05-15,2021-08-15,2021-11-15,2022-02-15,2022-05-15,2022-08-15
België,0.07587967701136643,0.06953967564029412,0.0711960237291474,0.06298932038323624,0.05990542706532997,0.05945499333673402,0.05692945699039298,0.0567228019257828,0.05424573688667885,0.0521581657956434,0.052891925314736354,0.05009045821828919,0.050488889605702976,0.047664297590941776,0.06154203038009485,0.05674107528414324,0.0651793712581454,0.05868547033964689,0.062178221392698386,0.054639265560912455,0.051374125540840525,0.054084465843066115,0.05240760950332859
Brussels Hoofdstedelijk Gewest,0.1552125626363603,0.15325039292544831,0.1599125057676306,0.12940248866938817,0.1294047874953937,0.1294089715821409,0.13478695414308994,0.13012157857096418,0.13352918098045033,0.12599631020848653,0.12514278003417217,0.11713421046172899,0.11003208741980505,0.10215609057025209,0.14797386806661866,0.1276096592639379,0.1293488485923841,0.11610352605509426,0.13610221888890922,0.1113418868254825,0.11209238518101892,0.11784215549832301,0.10908882298947963
Vlaams Gewest,0.04790209693424919,0.0421900412048656,0.0418645229293024,0.03698447599020257,0.033523114401929156,0.03211203688786877,0.031178055788553174,0.03270336977461479,0.031424118981873854,0.0313615897634768,0.03219054103479542,0.026304728358265077,0.030558636909685594,0.030473920298768064,0.039981774345883084,0.03210532077022947,0.04040444698203781,0.037016591231688045,0.03577448589703787,0.030711802799331223,0.02704513903927007,0.028272526426589686,0.030271353011342234
Waals Gewest,0.10319396326053647,0.09341070039819398,0.09734038471118388,0.09044618540062539,0.0876368677688649,0.09029855782509812,0.08173918764533379,0.07771599557839827,0.07140468997032898,0.06811392436854434,0.06949070233579996,0.0743172321119441,0.06963118539000318,0.06333850297254255,0.07397894429460573,0.08031305866044088,0.09231444595331968,0.08161729379244628,0.08817238306823595,0.0813598675031682,0.0778245140524769,0.08226736426245262,0.07598644436125844
