,2017-02-15,2017-05-15,2017-08-15,2017-11-15,2018-02-15,2018-05-15,2018-08-15,2018-11-15,2019-02-15,2019-05-15,2019-08-15,2019-11-15,2020-02-15,2020-05-15,2020-08-15,2020-11-15,2021-02-15,2021-05-15,2021-08-15,2021-11-15,2022-02-15,2022-05-15,2022-08-15
België,0.7983950190805702,0.7966704269449697,0.7993146210757207,0.80438987774826,0.7987908515502936,0.7945136054428331,0.8047572234388326,0.808192751928868,0.7982436850333073,0.8078995967140349,0.8031578411600401,0.7997191538539383,0.7972772438926622,0.7819741402981418,0.8054476841173038,0.7937648252338679,0.7894473860363479,0.8016742933102795,0.8170342574082176,0.8119746699926419,0.8091125375722554,0.8063137558555227,0.8135276596841696
Brussels Hoofdstedelijk Gewest,0.74158858015168,0.7464686984063079,0.7373323585967049,0.7512615322708879,0.7313337474487532,0.7259575620680149,0.7347945116977719,0.7525892088096456,0.7275905458800522,0.7337318725207977,0.7353109633325579,0.7297735786032973,0.7218048692241043,0.6992989432495276,0.7275134845041668,0.7204745529900098,0.7147669091888978,0.7192653892894887,0.7486285698861733,0.7423198600683241,0.7565002037483376,0.7628898083351069,0.7616137186710037
Vlaams Gewest,0.8364064015419753,0.8306511697721861,0.8306618556722164,0.8393356143538288,0.8359261271937211,0.8383955885338734,0.849304123702529,0.8411938599691469,0.8338814367110653,0.8516662929752286,0.847821138267127,0.8433184929185685,0.8425354958175312,0.8266868386847057,0.8451643202811128,0.8287469938394298,0.8269843171844888,0.841078811378385,0.85405347257617,0.8423060991032264,0.8439924872404272,0.8451516988569203,0.8527598731764678
Waals Gewest,0.751634410073243,0.754681512853681,0.7664768497363178,0.7618286628872375,0.7577417600933544,0.7417928136780825,0.7514392263974227,0.7702345453408979,0.7613233428461356,0.757842061269875,0.7490772934597085,0.748492407829098,0.7452800299233399,0.733778270556389,0.7643939174671754,0.7595373204310761,0.7511391345040762,0.7630529583502716,0.7772451042017459,0.7847270711223004,0.7670692126220813,0.7535878290225331,0.7633896644503771
