,2017-02-15,2017-05-15,2017-08-15,2017-11-15,2018-02-15,2018-05-15,2018-08-15,2018-11-15,2019-02-15,2019-05-15,2019-08-15,2019-11-15,2020-02-15,2020-05-15,2020-08-15,2020-11-15,2021-02-15,2021-05-15,2021-08-15,2021-11-15,2022-02-15,2022-05-15,2022-08-15
België,0.07171328511799668,0.061781078069221576,0.04989156305060479,0.05228264942669576,0.04592812319346679,0.04389393145263552,0.043472805811395926,0.0406799605754781,0.040971348601280246,0.04047517471276452,0.04287883031291582,0.039721614577343474,0.04159431917517872,0.03809371841923302,0.038067208133098225,0.04883977567528093,0.051420117245473435,0.04654097387173397,0.05097003242126345,0.03720379973817422,0.034686553240687014,0.04168470598683407,0.03655303176704827
Brussels Hoofdstedelijk Gewest,0.12875063709452017,0.13876845558940706,0.13436732186732187,0.11306460183709102,0.11291846253763949,0.09757209799666636,0.10123821132995445,0.1127714050136697,0.13363652265174042,0.11221613964675156,0.13144937791143346,0.13316026355517305,0.09751195787612042,0.09688010861433598,0.1454150765997456,0.1389095366639281,0.09040464993688183,0.09353776356605037,0.14002740418512458,0.10609200695936956,0.08674014916507161,0.11612920405826432,0.13857365164914412
Vlaams Gewest,0.0579564804317993,0.05297051833033102,0.03270026354331925,0.0380779163619182,0.02959893507385778,0.0297072483431613,0.029660920948836406,0.02980315177086027,0.028511831978709632,0.028064030058120193,0.029403036700871923,0.024864195325756486,0.03256836078688398,0.026657703540814506,0.022438970249132658,0.030906688267814415,0.044494422224209976,0.032423018077568665,0.04219828928329395,0.023992699755816933,0.017382904250096247,0.024262364908278405,0.023780820549767632
Waals Gewest,0.08285362658303227,0.05601016886283344,0.060208005367880464,0.06295117211725307,0.05920078934385792,0.058846930791978114,0.056783781697810634,0.04216864962941693,0.03972703518607778,0.04666159581403902,0.04764903085274748,0.04401192866127433,0.04369898096392621,0.04528431610450538,0.039671823871398164,0.0596350440808562,0.05547494001929276,0.06232216265368367,0.04369032238335869,0.04479345500905333,0.05697103490275188,0.05663829536585725,0.033159752270726255
