,2017-02-15,2017-05-15,2017-08-15,2017-11-15,2018-02-15,2018-05-15,2018-08-15,2018-11-15,2019-02-15,2019-05-15,2019-08-15,2019-11-15,2020-02-15,2020-05-15,2020-08-15,2020-11-15,2021-02-15,2021-05-15,2021-08-15,2021-11-15,2022-02-15,2022-05-15,2022-08-15
België,0.6771039855223072,0.682478584853377,0.6848395296227509,0.6960780241928809,0.6929272095638052,0.690056398909582,0.7005722818190584,0.7053302685015091,0.6981065806220375,0.7097418687680729,0.7070199160539733,0.7050288996610939,0.7039827520799833,0.695765605930412,0.7021983846070469,0.6991175702594021,0.6898262156571953,0.7048763953176671,0.713890886215828,0.7163260191670583,0.7194123372219713,0.7142817063107347,0.7211894588214366
Brussels Hoofdstedelijk Gewest,0.5972255807249721,0.6103098636916404,0.5952977679035586,0.6275789688894947,0.6148804537308901,0.6056710242718972,0.6065928823326909,0.6303308157933347,0.6086864164666814,0.6169799831538738,0.6184921236355428,0.6229447269249265,0.6262841862678125,0.6113979235165934,0.6002201939410722,0.6139308576712584,0.603531638422572,0.616491064186753,0.6257040158881365,0.6417444047048413,0.6494012820817083,0.6482524689044086,0.6576828855124964
Vlaams Gewest,0.7238132440035827,0.7272462102332579,0.7286091625017855,0.7390917511348184,0.7392338113296182,0.7446130699166993,0.7542167101861899,0.7476054916883355,0.7413832295935117,0.7598514162461232,0.7599845566470765,0.7568079926999395,0.7535889245822636,0.7431853276510236,0.7476939419315973,0.7445712673829721,0.7400477578239044,0.7501001334069036,0.7617951344630471,0.7588642284003746,0.766390423261009,0.7626610121131948,0.7680179182816349
Waals Gewest,0.6205523537662254,0.6267518670433366,0.6368967408987168,0.6422142410815185,0.6364266611495893,0.6207954975990551,0.6363168362723848,0.6551168886622148,0.6511552744918904,0.6516397838999584,0.6421758347863362,0.6401620950409481,0.6415559924472467,0.6396949433891351,0.6558863167701834,0.6470112124846641,0.6294117312364511,0.6543237035052827,0.6583605970251072,0.6657452632455092,0.6591083082567138,0.6500164252509282,0.6587922194604185
